i,j,count
8,2,25
2,8,25
2,18,19
18,2,19
13,7,11
7,13,11
18,10,7
10,18,7
14,13,13
13,14,13
4,13,21
13,4,21
15,13,13
13,15,13
7,4,26
4,7,26
17,7,17
7,17,17
4,1,45
1,4,45
19,3,14
3,19,14
14,6,50
6,14,50
7,16,15
16,7,15
15,3,29
3,15,29
2,13,16
13,2,16
19,10,18
10,19,18
8,1,76
1,8,76
15,17,58
17,15,58
16,19,24
19,16,24
2,20,18
20,2,18
11,12,5
12,11,5
9,3,17
3,9,17
3,4,30
4,3,30
15,14,50
14,15,50
11,6,12
6,11,12
3,1,16
1,3,16
17,9,35
9,17,35
11,8,11
8,11,11
17,12,8
12,17,8
1,11,23
11,1,23
5,10,6
10,5,6
7,14,16
14,7,16
14,4,37
4,14,37
11,20,14
20,11,14
16,13,20
13,16,20
6,10,12
10,6,12
20,3,24
3,20,24
7,8,10
8,7,10
5,20,9
20,5,9
16,3,26
3,16,26
3,7,11
7,3,11
15,19,18
19,15,18
10,12,14
12,10,14
8,6,46
6,8,46
11,13,11
13,11,11
3,11,9
11,3,9
15,2,31
2,15,31
20,4,17
4,20,17
3,14,28
14,3,28
2,6,55
6,2,55
17,1,13
1,17,13
8,14,16
14,8,16
8,12,9
12,8,9
15,10,26
10,15,26
19,18,15
18,19,15
4,6,48
6,4,48
15,11,26
11,15,26
20,14,12
14,20,12
18,12,5
12,18,5
15,16,42
16,15,42
16,14,32
14,16,32
20,12,4
12,20,4
18,9,9
9,18,9
19,2,22
2,19,22
1,2,28
2,1,28
15,8,16
8,15,16
18,6,6
6,18,6
17,2,33
2,17,33
19,12,18
12,19,18
15,1,22
1,15,22
14,9,38
9,14,38
1,1,10
4,5,45
5,4,45
15,18,13
18,15,13
3,10,16
10,3,16
5,11,54
11,5,54
17,3,31
3,17,31
20,10,42
10,20,42
4,19,27
19,4,27
6,5,26
5,6,26
6,20,4
20,6,4
17,16,37
16,17,37
2,12,11
12,2,11
19,11,21
11,19,21
7,5,27
5,7,27
16,5,39
5,16,39
2,10,5
10,2,5
4,16,34
16,4,34
9,5,32
5,9,32
17,6,23
6,17,23
2,7,24
7,2,24
2,3,17
3,2,17
17,5,14
5,17,14
3,13,12
13,3,12
6,19,21
19,6,21
2,9,35
9,2,35
1,5,18
5,1,18
5,13,12
13,5,12
7,19,17
19,7,17
1,7,15
7,1,15
17,4,18
4,17,18
7,11,10
11,7,10
16,6,24
6,16,24
15,20,21
20,15,21
5,5,18
9,16,30
16,9,30
19,13,18
13,19,18
2,5,31
5,2,31
16,11,15
11,16,15
16,8,14
8,16,14
14,12,9
12,14,9
7,15,14
15,7,14
5,12,24
12,5,24
14,2,14
2,14,14
5,14,26
14,5,26
17,19,18
19,17,18
17,8,11
8,17,11
4,11,18
11,4,18
20,9,14
9,20,14
12,1,9
1,12,9
9,11,22
11,9,22
17,17,20
12,13,20
13,12,20
18,7,13
7,18,13
3,18,15
18,3,15
6,9,44
9,6,44
8,5,13
5,8,13
10,1,17
1,10,17
7,6,27
6,7,27
19,19,20
3,12,9
12,3,9
15,4,26
4,15,26
4,10,19
10,4,19
14,1,16
1,14,16
9,19,18
19,9,18
3,6,22
6,3,22
4,18,28
18,4,28
9,8,27
8,9,27
16,10,11
10,16,11
1,19,17
19,1,17
9,15,19
15,9,19
17,13,19
13,17,19
20,18,7
18,20,7
5,3,30
3,5,30
14,11,38
11,14,38
9,1,16
1,9,16
2,16,23
16,2,23
7,12,14
12,7,14
11,18,11
18,11,11
2,4,22
4,2,22
18,1,14
1,18,14
15,6,25
6,15,25
4,9,30
9,4,30
17,20,13
20,17,13
8,19,15
19,8,15
20,1,13
1,20,13
9,7,21
7,9,21
15,5,45
5,15,45
18,13,8
13,18,8
1,13,24
13,1,24
19,5,30
5,19,30
8,10,12
10,8,12
18,5,9
5,18,9
16,18,15
18,16,15
8,18,17
18,8,17
11,10,6
10,11,6
8,13,16
13,8,16
20,8,12
8,20,12
13,10,12
10,13,12
17,10,8
10,17,8
16,20,19
20,16,19
17,11,8
11,17,8
13,9,35
9,13,35
13,6,16
6,13,16
7,20,9
20,7,9
10,9,13
9,10,13
14,19,20
19,14,20
3,8,9
8,3,9
14,18,10
18,14,10
4,8,21
8,4,21
17,18,13
18,17,13
7,10,8
10,7,8
12,9,22
9,12,22
1,6,18
6,1,18
15,12,21
12,15,21
14,17,22
17,14,22
4,12,9
12,4,9
16,12,13
12,16,13
1,16,23
16,1,23
20,13,15
13,20,15
2,11,6
11,2,6
14,10,5
10,14,5
6,12,8
12,6,8
1,21,0
1,22,0
1,23,0
1,24,0
2,2,0
2,21,0
2,22,0
2,23,0
2,24,0
3,3,0
3,21,0
3,22,0
3,23,0
3,24,0
4,4,0
4,21,0
4,22,0
4,23,0
4,24,0
5,21,0
5,22,0
5,23,0
5,24,0
6,6,0
6,21,0
6,22,0
6,23,0
6,24,0
7,7,0
7,21,0
7,22,0
7,23,0
7,24,0
8,8,0
8,21,0
8,22,0
8,23,0
8,24,0
9,9,0
9,21,0
9,22,0
9,23,0
9,24,0
10,10,0
10,21,0
10,22,0
