Exam Group,Exam Block,adj_block
1-0001,6,6
MLG58,11,11
1-7005,2,2
1-9870,19,19
1-9500,6,6
1-1350,4,4
1-18994,5,5
1-9447,2,2
1-8634,11,11
1-6061,22,22
1-7599,3,3
1-10696,11,11
1-19813,3,3
MLG41,15,15
1-8067,10,10
1-9137,3,3
1-9740,1,1
1-7721,3,3
MLG40,23,23
1-4929,4,4
1-9655,3,3
1-9606,21,21
1-5043,16,16
1-8100,14,14
1-8573,8,8
1-9588,3,3
MLG38,5,5
1-4910,2,2
1-8042,4,4
1-10948,2,2
1-7525,3,3
1-4052,13,13
1-0037,14,14
1-8641,3,3
1-7752,21,21
1-9496,22,22
1-8074,1,1
1-8906,18,18
72-11994,19,19
1-7321,11,11
1-20167,5,5
1-9156,1,1
1-2382,5,5
1-8328,4,4
1-9770,1,1
1-9553,23,23
1-9253,12,12
1-2670,5,5
1-9646,20,20
1-8646,9,9
1-9839,6,6
MLG39,22,22
1-4634,6,6
1-9902,11,11
1-8988,2,2
1-1250,7,7
1-9733,1,1
1-8018,6,6
1-9752,5,5
1-7058,4,4
1-10468,10,10
1-9938,10,10
1-7842,1,1
1-5406,15,15
1-10922,2,2
1-18563,4,4
1-0053,3,3
1-19839,13,13
1-9887,20,20
1-9630,3,3
1-9416,1,1
1-5653,7,7
MLG73,15,15
1-8023,19,19
1-4149,3,3
1-0205,3,3
1-9227,18,18
1-9650,1,1
1-9996,7,7
1-3068,17,17
1-17835,6,6
1-4361,3,3
1-3089,13,13
1-8450,3,3
1-18371,12,12
MLG07,2,2
MLG29,22,22
1-8113,13,13
1-7024,6,6
1-9667,9,9
1-9855,1,1
1-7042,2,2
MLG33,1,1
1-19448,1,1
1-20791,9,9
1-1015,11,11
MLG57,21,21
1-6647,19,19
MLG56,19,19
1-20467,4,4
1-2400,14,14
1-6931,12,12
1-9333,8,8
1-7268,7,7
1-21195,15,15
1-4649,18,18
1-8379,1,1
1-9946,21,21
1-9277,8,8
1-9504,8,8
1-9516,23,23
1-3596,5,5
1-0129,13,13
1-1942,8,8
1-8623,3,3
1-6927,10,10
P-0009,21,21
1-11330,3,3
1-2103,6,6
1-6181,9,9
MLG44,22,22
1-7839,3,3
1-1390,6,6
1-7897,4,4
1-1570,4,4
1-3589,9,9
1-0033,1,1
1-3216,15,15
1-9495,8,8
1-4051,15,15
1-10762,12,12
MLG43,19,19
1-7608,19,19
1-9995,9,9
1-1608,23,23
1-3535,7,7
1-4136,9,9
1-18615,2,2
1-3587,13,13
1-9836,5,5
1-8590,1,1
1-1592,1,1
1-8341,18,18
MLG02,8,8
1-9997,9,9
1-8066,12,12
1-3509,4,4
1-3639,17,17
1-9404,10,10
1-8352,2,2
1-7019,9,9
MLG54,11,11
1-4020,21,21
1-1177,7,7
MLG51,21,21
1-8157,2,2
1-19004,2,2
1-7866,20,20
1-18377,11,11
1-5530,14,14
1-6743,12,12
1-3516,17,17
1-4855,21,21
1-20578,17,17
1-3108,7,7
1-7521,22,22
1-3139,18,18
1-1769,10,10
1-7441,6,6
1-10978,18,18
1-2324,1,1
1-3584,14,14
MLG13,14,14
1-5172,2,2
1-0296,4,4
1-3647,1,1
1-6734,2,2
1-19924,12,12
1-8826,17,17
P-16616,13,13
1-9497,22,22
1-1317,10,10
1-4531,3,3
MLG75,23,23
MLG78,19,19
1-11329,3,3
1-20641,17,17
1-8910,18,18
1-1827,3,3
1-18613,1,1
1-6296,14,14
1-3523,20,20
1-3362,17,17
1-0031,11,11
MLG65,15,15
1-4319,10,10
1-6035,16,16
1-1131,15,15
MLG32,14,14
1-8188,2,2
1-17758,3,3
1-3052,18,18
1-2282,5,5
1-19229,1,1
MLG63,7,7
MLG50,11,11
1-9417,10,10
1-9498,23,23
1-9761,7,7
1-4760,4,4
1-9831,10,10
1-4417,9,9
1-6611,17,17
1-0008,9,9
1-1462,18,18
1-10785,4,4
1-7682,5,5
MLG48,14,14
1-5163,15,15
1-8544,16,16
1-5197,10,10
1-6594,1,1
MLG62,15,15
1-1580,20,20
1-6916,23,23
1-6918,22,22
1-6919,9,9
MLG14,15,15
1-7874,18,18
1-7213,5,5
1-6561,13,13
1-4640,18,18
1-7004,17,17
1-2335,1,1
1-18558,20,20
1-8551,6,6
1-9270,13,13
1-6974,1,1
MLG68,12,12
1-10539,1,1
MLG49,16,16
1-0278,7,7
MLG64,13,13
MLG30,9,9
1-9609,8,8
1-7819,20,20
1-2423,23,23
1-6787,14,14
1-9963,13,13
1-9808,2,2
1-0303,2,2
MLG60,23,23
1-18709,3,3
1-7204,6,6
1-5744,1,1
1-1770,21,21
1-4682,19,19
1-3104,16,16
1-17907,17,17
1-8421,16,16
MLG53,6,6
1-9645,1,1
MLG12,4,4
MLG15,5,5
1-6858,10,10
1-8314,6,6
1-8285,3,3
1-1957,11,11
1-18203,1,1
1-10451,7,7
1-6216,8,8
1-6692,11,11
1-8172,4,4
1-8398,7,7
1-6878,9,9
1-7122,12,12
1-4700,1,1
1-6006,7,7
1-4355,20,20
1-9379,15,15
1-2701,17,17
1-6693,22,22
1-3141,13,13
1-7614,5,5
1-6914,18,18
1-5654,23,23
MLG59,3,3
1-9610,16,16
1-5161,19,19
1-6980,13,13
MLG10,12,12
MLG72,4,4
MLG52,3,3
1-19166,18,18
MLG11,11,11
1-3447,4,4
1-3217,7,7
1-6538,3,3
1-3534,17,17
1-7152,17,17
1-3106,5,5
1-1935,8,8
1-2297,10,10
1-4098,14,14
1-8529,4,4
1-8397,2,2
1-0272,17,17
1-17790,10,10
1-8186,22,22
1-8503,4,4
1-7182,1,1
1-2545,2,2
1-7993,18,18
1-9651,16,16
1-1183,3,3
1-1989,1,1
1-10060,8,8
1-5913,22,22
1-5981,19,19
1-13247,1,1
1-6228,14,14
1-8578,5,5
1-1204,1,1
1-9794,7,7
1-9518,11,11
1-9452,23,23
1-8400,21,21
1-18234,2,2
1-19205,5,5
1-9055,20,20
1-9394,15,15
1-9286,19,19
1-1005,22,22
1-10038,12,12
1-4390,18,18
1-9491,8,8
MLG31,19,19
1-5980,22,22
1-8678,5,5
1-6900,6,6
1-11350,20,20
1-9578,2,2
1-3551,16,16
MLG09,5,5
1-6028,21,21
1-1836,8,8
1-3265,2,2
MLG08,23,23
1-3176,1,1
1-8493,4,4
1-19915,4,4
1-8627,16,16
1-0292,9,9
1-18487,4,4
1-20012,12,12
1-9076,17,17
1-5425,3,3
1-4747,6,6
1-6227,2,2
1-6909,5,5
1-8532,14,14
1-18935,23,23
1-3206,20,20
1-9697,5,5
1-3033,13,13
1-8094,7,7
1-11206,21,21
1-6531,1,1
1-5036,8,8
1-18028,12,12
1-1850,5,5
1-4926,15,15
1-2034,14,14
1-19549,13,13
1-5282,17,17
1-9861,13,13
1-9338,18,18
1-3175,5,5
1-5002,22,22
1-5531,9,9
1-6718,12,12
1-6217,19,19
1-4847,1,1
1-5891,3,3
1-19447,5,5
1-7530,8,8
1-9457,9,9
1-5990,8,8
1-9971,16,16
1-4494,12,12
1-9576,1,1
1-9436,14,14
1-5413,16,16
1-5424,19,19
1-1191,14,14
1-5803,14,14
1-5799,1,1
1-19567,1,1
1-7527,11,11
MLG67,8,8
1-3087,23,23
1-4842,1,1
1-19568,13,13
1-9838,4,4
MLG46,3,3
1-5555,1,1
1-10444,3,3
1-3646,3,3
1-10951,2,2
1-9806,5,5
1-0055,2,2
1-5914,19,19
1-0027,22,22
1-9455,1,1
1-0003,3,3
1-21192,9,9
1-9034,3,3
1-19927,2,2
