i,j,count
15,2,14
2,15,14
15,7,36
7,15,36
9,5,7
5,9,7
5,6,29
6,5,29
7,9,15
9,7,15
8,2,31
2,8,31
13,9,27
9,13,27
20,8,18
8,20,18
14,9,9
9,14,9
4,5,52
5,4,52
8,3,20
3,8,20
7,16,66
16,7,66
2,1,22
1,2,22
1,7,11
7,1,11
12,21,22
21,12,22
4,1,78
1,4,78
13,17,42
17,13,42
15,12,22
12,15,22
9,17,8
17,9,8
3,19,4
19,3,4
2,19,16
19,2,16
11,7,41
7,11,41
13,7,45
7,13,45
7,17,13
17,7,13
9,4,23
4,9,23
4,7,29
7,4,29
1,8,28
8,1,28
15,3,17
3,15,17
20,19,33
19,20,33
4,16,17
16,4,17
14,21,14
21,14,14
20,7,16
7,20,16
15,19,10
19,15,10
6,9,22
9,6,22
16,21,10
21,16,10
20,3,22
3,20,22
10,9,12
9,10,12
20,1,8
1,20,8
19,6,13
6,19,13
6,3,28
3,6,28
6,1,17
1,6,17
13,8,36
8,13,36
15,18,6
18,15,6
6,16,24
16,6,24
15,9,7
9,15,7
12,7,26
7,12,26
18,8,17
8,18,17
1,12,21
12,1,21
8,7,39
7,8,39
20,4,17
4,20,17
13,18,13
18,13,13
5,7,24
7,5,24
18,1,11
1,18,11
13,15,26
15,13,26
14,19,20
19,14,20
14,16,21
16,14,21
12,5,19
5,12,19
13,21,15
21,13,15
3,16,33
16,3,33
13,6,43
6,13,43
3,13,11
13,3,11
6,7,48
7,6,48
19,1,18
1,19,18
13,14,27
14,13,27
13,12,29
12,13,29
5,16,11
16,5,11
16,8,44
8,16,44
10,21,2
21,10,2
13,1,25
1,13,25
5,11,8
11,5,8
7,2,25
2,7,25
2,6,32
6,2,32
17,17,30
17,3,21
3,17,21
3,14,20
14,3,20
13,2,19
2,13,19
9,21,11
21,9,11
14,15,36
15,14,36
17,6,25
6,17,25
20,21,18
21,20,18
8,15,20
15,8,20
18,3,15
3,18,15
4,12,13
12,4,13
12,2,18
2,12,18
4,14,13
14,4,13
2,14,19
14,2,19
12,6,30
6,12,30
6,4,40
4,6,40
20,10,10
10,20,10
8,6,42
6,8,42
10,14,12
14,10,12
1,16,18
16,1,18
20,18,7
18,20,7
6,15,20
15,6,20
19,7,5
7,19,5
20,2,21
2,20,21
20,14,18
14,20,18
5,15,7
15,5,7
2,4,30
4,2,30
2,10,8
10,2,8
10,12,16
12,10,16
12,16,17
16,12,17
6,11,28
11,6,28
17,8,26
8,17,26
20,5,12
5,20,12
15,15,18
12,9,16
9,12,16
3,2,19
2,3,19
20,13,17
13,20,17
5,8,27
8,5,27
14,7,26
7,14,26
16,15,8
15,16,8
19,4,18
4,19,18
20,12,13
12,20,13
11,1,6
1,11,6
7,18,11
18,7,11
5,1,22
1,5,22
11,10,4
10,11,4
6,10,23
10,6,23
17,12,13
12,17,13
16,13,19
13,16,19
3,4,25
4,3,25
17,1,5
1,17,5
4,8,32
8,4,32
19,13,14
13,19,14
18,2,11
2,18,11
4,18,21
18,4,21
2,16,22
16,2,22
3,3,20
19,5,10
5,19,10
2,11,9
11,2,9
8,21,37
21,8,37
1,14,14
14,1,14
16,20,13
20,16,13
18,19,10
19,18,10
2,5,21
5,2,21
4,15,22
15,4,22
1,3,39
3,1,39
2,17,18
17,2,18
16,10,7
10,16,7
6,21,19
21,6,19
4,13,38
13,4,38
16,17,10
17,16,10
10,3,11
3,10,11
1,9,29
9,1,29
10,18,6
18,10,6
12,11,7
11,12,7
16,9,39
9,16,39
5,21,12
21,5,12
8,9,30
9,8,30
5,17,11
17,5,11
3,9,19
9,3,19
10,5,17
5,10,17
11,4,11
4,11,11
21,18,9
18,21,9
16,19,10
19,16,10
12,18,11
18,12,11
11,9,12
9,11,12
11,14,9
14,11,9
13,5,20
5,13,20
6,14,18
14,6,18
11,8,19
8,11,19
12,14,22
14,12,22
