i,j,count
23,5,138
11,1,55
20,16,144
20,5,160
16,5,132
16,1,99
16,13,121
1,13,364
10,1,282
10,4,322
10,17,166
10,21,123
1,4,558
1,17,214
1,21,169
4,17,151
4,21,97
17,21,33
17,20,261
18,1,437
18,4,348
18,10,302
18,8,235
1,10,407
1,8,282
4,10,248
4,8,208
10,8,169
7,5,115
7,19,274
5,19,152
7,21,81
7,4,203
7,11,75
7,14,143
21,4,120
21,11,36
21,14,167
4,11,109
4,14,221
11,14,69
1,16,361
1,5,242
1,20,254
16,20,65
5,20,82
1,7,418
22,4,117
22,15,99
4,15,154
21,12,214
21,9,78
21,18,128
12,9,211
12,18,24
9,18,51
9,15,90
9,3,96
9,12,163
9,22,47
18,15,202
18,3,168
18,12,161
18,22,85
15,3,39
15,12,88
15,22,34
3,12,19
3,22,14
12,22,53
7,1,185
7,10,184
21,1,174
21,10,164
16,4,125
16,23,111
1,23,328
4,23,186
1,22,141
22,13,95
17,1,130
17,9,153
1,9,220
8,17,82
15,7,67
15,14,66
17,7,121
17,10,111
4,20,269
4,7,231
20,7,153
4,22,140
18,17,92
17,4,134
7,13,143
13,4,275
13,1,281
4,1,308
18,11,97
11,17,38
11,15,74
17,15,37
21,23,85
12,5,87
12,10,78
12,2,145
5,10,114
5,2,132
10,2,104
21,6,37
10,6,100
18,16,185
18,5,201
17,5,109
10,5,215
9,23,67
23,3,56
18,13,224
13,16,213
13,7,229
13,3,62
1,3,79
7,3,47
11,13,38
11,23,69
13,23,218
1,2,136
7,2,106
4,2,99
20,1,197
20,9,106
5,1,97
5,9,83
10,13,268
10,7,260
13,21,132
13,17,62
21,17,44
13,10,245
8,19,60
1,18,193
1,11,190
18,7,233
8,11,24
8,7,47
11,7,55
16,15,30
16,2,62
16,9,77
15,2,125
15,9,101
15,20,56
2,9,178
2,20,74
9,20,99
18,9,99
18,21,125
9,21,47
6,18,54
6,16,37
6,21,28
16,21,21
14,16,38
14,11,66
16,11,50
21,13,126
10,19,219
4,13,238
10,16,194
10,18,149
16,18,66
20,3,91
20,8,64
20,4,203
20,14,186
3,8,19
3,4,44
3,14,80
8,4,143
8,14,65
19,7,202
19,22,108
7,22,51
16,19,111
16,22,60
4,19,208
13,5,186
13,8,184
5,8,74
19,23,84
19,17,65
23,17,68
20,11,80
20,13,147
4,5,111
5,11,78
5,13,69
17,13,76
9,13,78
4,16,216
15,19,56
2,19,73
17,2,128
17,14,155
13,2,167
13,14,119
2,14,30
14,4,129
14,10,83
17,12,30
20,12,96
1,14,276
11,3,87
18,14,202
23,16,109
23,1,164
9,2,282
7,17,119
7,23,133
2,1,31
2,23,90
4,12,171
23,12,83
23,20,160
23,15,120
12,20,75
12,15,105
20,15,132
12,1,63
12,7,92
19,1,110
19,8,113
19,6,51
1,6,99
7,8,122
7,6,47
8,6,29
19,4,96
13,9,220
5,4,34
8,1,54
8,20,58
20,17,107
18,23,207
23,11,34
1,15,231
15,23,98
15,4,40
23,4,152
15,13,40
13,22,56
14,23,59
9,14,65
9,7,61
1,19,289
22,10,119
20,19,36
16,3,20
3,19,6
11,4,99
13,19,207
23,19,58
19,13,80
19,11,33
13,11,67
22,1,124
19,2,74
19,5,91
2,5,132
19,16,139
15,8,61
1,12,199
10,12,106
10,15,165
12,17,27
15,17,33
20,2,61
14,9,59
4,9,136
4,3,60
6,11,39
6,2,19
11,2,19
9,4,77
19,21,14
6,23,49
6,3,118
8,13,52
8,8,2
6,13,49
6,8,44
12,14,114
4,4,116
12,16,32
12,11,30
16,14,68
7,12,71
21,5,109
23,7,112
23,13,98
12,3,56
17,23,106
12,19,49
19,10,113
6,20,38
10,23,224
5,15,166
19,9,88
16,8,75
14,7,90
17,19,22
9,10,90
2,10,52
2,15,105
7,15,77
21,15,79
14,15,25
12,13,53
14,13,36
20,23,133
10,14,215
23,14,96
7,9,123
14,3,50
10,22,99
3,21,13
14,12,67
21,16,132
11,5,70
21,7,99
19,12,55
22,12,65
22,2,45
4,18,89
2,8,50
23,8,76
8,5,39
7,20,148
22,19,101
2,13,61
5,23,67
23,9,100
18,6,81
22,6,29
13,20,143
10,20,185
23,2,95
18,2,103
22,8,57
17,8,36
13,18,105
