i,j,count
12,18,8
18,12,8
8,11,11
11,8,11
20,4,14
4,20,14
9,5,41
5,9,41
11,20,20
20,11,20
7,18,14
18,7,14
2,20,26
20,2,26
9,7,45
7,9,45
2,17,11
17,2,11
10,21,27
21,10,27
7,3,21
3,7,21
11,6,27
6,11,27
18,5,15
5,18,15
19,11,22
11,19,22
19,1,21
1,19,21
19,15,15
15,19,15
1,3,60
3,1,60
2,9,50
9,2,50
5,19,42
19,5,42
17,22,38
22,17,38
13,12,8
12,13,8
23,10,13
10,23,13
23,15,16
15,23,16
8,9,14
9,8,14
2,11,36
11,2,36
20,12,14
12,20,14
7,8,11
8,7,11
1,11,15
11,1,15
19,7,16
7,19,16
17,3,6
3,17,6
14,1,6
1,14,6
22,10,12
10,22,12
9,11,22
11,9,22
13,7,19
7,13,19
17,12,10
12,17,10
5,20,23
20,5,23
6,10,10
10,6,10
9,18,16
18,9,16
23,3,10
3,23,10
8,1,11
1,8,11
9,12,10
12,9,10
5,7,30
7,5,30
12,5,13
5,12,13
2,19,38
19,2,38
1,9,18
9,1,18
5,6,20
6,5,20
5,16,18
16,5,18
17,20,7
20,17,7
7,20,33
20,7,33
12,3,9
3,12,9
20,19,25
19,20,25
7,11,28
11,7,28
18,6,22
6,18,22
9,15,12
15,9,12
14,11,11
11,14,11
17,8,13
8,17,13
2,1,25
1,2,25
22,12,12
12,22,12
22,6,19
6,22,19
19,21,20
21,19,20
2,15,12
15,2,12
23,6,53
6,23,53
1,13,9
13,1,9
4,8,8
8,4,8
14,5,17
5,14,17
10,17,6
17,10,6
5,11,23
11,5,23
16,7,15
7,16,15
19,14,11
14,19,11
2,18,12
18,2,12
4,6,14
6,4,14
9,16,13
16,9,13
6,7,33
7,6,33
19,4,18
4,19,18
23,4,14
4,23,14
1,20,16
20,1,16
9,17,16
17,9,16
11,23,26
23,11,26
20,13,3
13,20,3
14,14,30
9,21,15
21,9,15
23,22,33
22,23,33
2,13,8
13,2,8
9,10,11
10,9,11
7,23,37
23,7,37
19,18,10
18,19,10
20,18,9
18,20,9
15,7,33
7,15,33
15,4,11
4,15,11
6,15,23
15,6,23
16,2,22
2,16,22
19,17,15
17,19,15
18,22,8
22,18,8
5,22,36
22,5,36
14,10,5
10,14,5
9,23,36
23,9,36
14,22,16
22,14,16
22,3,8
3,22,8
22,7,32
7,22,32
22,8,23
8,22,23
9,22,38
22,9,38
10,15,28
15,10,28
9,14,11
14,9,11
23,1,18
1,23,18
16,1,9
1,16,9
22,15,11
15,22,11
23,19,42
19,23,42
19,6,16
6,19,16
15,3,14
3,15,14
4,18,6
18,4,6
5,2,45
2,5,45
18,17,8
17,18,8
17,7,23
7,17,23
5,1,17
1,5,17
22,22,18
5,21,28
21,5,28
23,5,35
5,23,35
14,21,7
21,14,7
5,15,20
15,5,20
13,10,7
10,13,7
15,20,11
20,15,11
22,4,13
4,22,13
6,14,9
14,6,9
21,11,6
11,21,6
6,21,13
21,6,13
9,19,31
19,9,31
4,11,9
11,4,9
12,6,10
6,12,10
8,5,14
5,8,14
4,1,19
1,4,19
7,1,33
1,7,33
8,2,23
2,8,23
22,1,15
1,22,15
7,12,21
12,7,21
4,9,16
9,4,16
1,6,23
6,1,23
3,16,6
16,3,6
18,16,42
16,18,42
