i,j,count
21,8,11
8,21,11
2,10,16
10,2,16
16,18,12
18,16,12
12,9,45
9,12,45
5,3,14
3,5,14
6,16,15
16,6,15
12,10,43
10,12,43
19,8,3
8,19,3
10,4,43
4,10,43
10,15,13
15,10,13
18,22,45
22,18,45
3,6,26
6,3,26
6,4,24
4,6,24
13,5,17
5,13,17
13,14,18
14,13,18
21,5,59
5,21,59
6,12,76
12,6,76
9,13,37
13,9,37
1,17,16
17,1,16
13,2,16
2,13,16
3,19,7
19,3,7
20,4,19
4,20,19
5,1,17
1,5,17
6,18,44
18,6,44
7,22,12
22,7,12
1,11,8
11,1,8
13,10,28
10,13,28
12,8,16
8,12,16
4,22,25
22,4,25
17,14,6
14,17,6
12,18,27
18,12,27
3,1,9
1,3,9
21,11,15
11,21,15
9,16,18
16,9,18
22,14,13
14,22,13
18,3,23
3,18,23
20,7,14
7,20,14
6,19,15
19,6,15
9,10,32
10,9,32
19,16,10
16,19,10
9,22,21
22,9,21
9,7,18
7,9,18
21,16,5
16,21,5
1,7,13
7,1,13
6,13,47
13,6,47
11,6,13
6,11,13
10,18,36
18,10,36
12,4,24
4,12,24
6,1,25
1,6,25
2,4,19
4,2,19
21,22,5
22,21,5
13,19,14
19,13,14
6,14,20
14,6,20
1,22,34
22,1,34
6,9,54
9,6,54
14,18,16
18,14,16
7,4,21
4,7,21
13,1,27
1,13,27
5,18,12
18,5,12
5,10,21
10,5,21
3,13,47
13,3,47
2,22,14
22,2,14
12,22,31
22,12,31
22,10,39
10,22,39
20,14,5
14,20,5
12,5,27
5,12,27
2,5,15
5,2,15
3,9,21
9,3,21
9,9,10
9,18,31
18,9,31
7,14,4
14,7,4
17,21,41
21,17,41
17,10,22
10,17,22
1,20,10
20,1,10
11,13,8
13,11,8
13,8,16
8,13,16
22,17,18
17,22,18
22,3,24
3,22,24
7,17,10
17,7,10
13,21,18
21,13,18
3,17,16
17,3,16
2,9,27
9,2,27
9,17,30
17,9,30
5,19,9
19,5,9
12,20,31
20,12,31
20,17,16
17,20,16
20,6,21
6,20,21
9,21,12
21,9,12
11,7,9
7,11,9
9,4,17
4,9,17
20,5,15
5,20,15
20,2,18
2,20,18
12,17,32
17,12,32
20,13,33
13,20,33
13,22,22
22,13,22
13,12,39
12,13,39
2,15,5
15,2,5
9,15,20
15,9,20
12,11,14
11,12,14
21,21,18
20,9,35
9,20,35
13,16,13
16,13,13
2,7,13
7,2,13
9,14,18
14,9,18
7,16,8
16,7,8
17,8,17
8,17,17
17,18,21
18,17,21
12,1,22
1,12,22
11,18,8
18,11,8
10,3,25
3,10,25
8,7,9
7,8,9
3,12,35
12,3,35
2,18,19
18,2,19
12,16,14
16,12,14
11,16,9
16,11,9
11,20,9
20,11,9
5,9,18
9,5,18
20,18,37
18,20,37
4,1,10
1,4,10
2,6,18
6,2,18
11,11,20
8,4,6
4,8,6
14,12,13
12,14,13
7,12,24
12,7,24
3,21,9
21,3,9
8,22,5
22,8,5
8,8,20
10,7,23
7,10,23
18,8,11
8,18,11
10,14,22
14,10,22
1,9,27
9,1,27
3,4,21
4,3,21
8,9,12
9,8,12
1,14,27
14,1,27
20,8,7
8,20,7
22,20,28
20,22,28
5,14,7
14,5,7
17,5,8
5,17,8
11,15,12
15,11,12
21,10,21
10,21,21
7,13,19
