Exam Group,Exam Block,adj_block
1-5172,18,18
1-0296,15,15
1-3647,1,1
1-6734,18,18
1-19924,10,10
1-8826,2,2
P-16616,16,16
1-9497,11,11
1-1317,19,19
1-4531,2,2
MLG75,14,14
MLG78,12,12
1-11329,4,4
1-20641,11,11
1-8910,2,2
1-1827,3,3
1-18613,2,2
1-6296,3,3
1-3523,8,8
1-3362,9,9
1-0031,5,5
MLG65,6,6
1-4319,19,19
1-6035,5,5
1-1131,16,16
MLG32,17,17
1-8188,20,20
1-17758,7,7
1-3052,2,2
1-2282,12,12
1-19229,8,8
MLG63,8,8
MLG50,6,6
1-9417,19,19
1-9498,18,18
1-9761,16,16
1-4760,17,17
1-9831,19,19
1-4417,3,3
1-6611,17,17
1-0008,3,3
1-1462,2,2
1-10785,18,18
1-7682,10,10
MLG48,12,12
1-5163,14,14
1-8544,20,20
1-5197,19,19
1-6594,10,10
MLG62,20,20
1-1580,10,10
1-6916,3,3
1-6918,11,11
1-6919,7,7
MLG14,10,10
1-7874,2,2
1-7213,11,11
1-6561,18,18
1-4640,9,9
1-7004,9,9
1-2335,4,4
1-18558,13,13
1-8551,2,2
1-9270,18,18
1-6974,13,13
MLG68,13,13
1-10539,15,15
MLG49,15,15
1-0278,20,20
MLG64,17,17
MLG30,3,3
1-9609,3,3
1-7819,13,13
1-2423,3,3
1-6787,11,11
1-9963,18,18
1-9808,3,3
1-0303,15,15
MLG60,14,14
1-18709,11,11
1-7204,1,1
1-5744,4,4
1-1770,13,13
1-4682,7,7
1-3104,19,19
1-17907,9,9
1-8421,10,10
MLG53,20,20
1-9645,4,4
MLG12,15,15
MLG15,12,12
1-6858,20,20
1-8314,5,5
1-8285,17,17
1-1957,17,17
1-18203,14,14
1-10451,8,8
1-6216,15,15
1-6692,4,4
1-8172,18,18
1-8398,14,14
1-6878,3,3
1-7122,4,4
1-4700,9,9
1-6006,2,2
1-4355,16,16
1-9379,12,12
1-2701,1,1
1-6693,11,11
1-3141,18,18
1-7614,15,15
1-6914,2,2
1-5654,13,13
MLG59,8,8
1-9610,4,4
1-5161,5,5
1-6980,7,7
MLG10,20,20
MLG72,10,10
MLG52,20,20
1-19166,20,20
MLG11,14,14
1-3447,6,6
1-3217,2,2
1-6538,4,4
1-3534,9,9
1-7152,9,9
1-3106,12,12
1-1935,6,6
1-2297,19,19
1-4098,20,20
1-8529,14,14
1-8397,1,1
1-0272,9,9
1-17790,12,12
1-8186,1,1
1-8503,6,6
1-7182,15,15
1-2545,15,15
1-7993,16,16
1-9651,14,14
1-1183,4,4
1-1989,5,5
1-10060,8,8
1-5913,3,3
1-5981,14,14
1-13247,1,1
1-6228,17,17
1-8578,8,8
1-1204,9,9
1-9794,4,4
1-9518,3,3
1-9452,10,10
1-8400,16,16
1-18234,3,3
1-19205,3,3
1-9055,9,9
1-9394,4,4
1-9286,15,15
1-1005,11,11
1-10038,7,7
1-4390,2,2
1-9491,1,1
MLG31,10,10
1-5980,8,8
1-8678,8,8
1-6900,14,14
1-11350,10,10
1-9578,3,3
1-3551,6,6
MLG09,20,20
1-6028,1,1
1-1836,16,16
1-3265,12,12
MLG08,7,7
1-3176,15,15
1-8493,19,19
1-19915,15,15
1-8627,16,16
1-0292,3,3
1-18487,8,8
1-20012,12,12
1-9076,13,13
1-5425,5,5
1-4747,16,16
1-6227,1,1
1-6909,8,8
1-8532,17,17
1-18935,10,10
1-3206,10,10
1-9697,12,12
1-3033,8,8
1-8094,12,12
1-11206,5,5
1-6531,2,2
1-5036,13,13
1-18028,7,7
1-1850,3,3
1-4926,12,12
1-2034,7,7
1-19549,18,18
1-5282,9,9
1-9861,8,8
1-9338,7,7
1-3175,8,8
1-5002,11,11
1-5531,8,8
1-6718,7,7
1-6217,10,10
1-4847,5,5
1-5891,13,13
1-19447,1,1
1-7530,7,7
1-9457,3,3
1-5990,10,10
1-9971,5,5
1-4494,20,20
1-9576,8,8
1-9436,11,11
1-5413,17,17
1-5424,14,14
1-1191,9,9
1-5803,8,8
1-5799,6,6
1-19567,10,10
1-7527,6,6
MLG67,1,1
1-3087,5,5
1-4842,14,14
1-19568,10,10
1-9838,2,2
MLG46,17,17
1-5555,15,15
1-10444,17,17
1-3646,1,1
1-10951,2,2
1-9806,7,7
1-0055,5,5
1-5914,2,2
1-0027,11,11
1-9455,10,10
1-0003,5,5
1-21192,2,2
1-9034,3,3
1-19927,16,16
