i,count
12,118
14,166
2,220
9,154
4,274
18,179
11,204
22,101
1,357
7,218
15,156
13,89
16,75
8,137
3,243
17,218
5,174
10,111
21,97
20,67
6,177
19,27
23,0
24,0
