Exam Group,Exam Block,adj_block
1-1827,15,15
1-18613,3,3
1-6296,18,18
1-3523,9,9
1-3362,6,6
1-0031,1,1
MLG65,7,7
1-4319,5,5
1-6035,12,12
1-1131,13,13
MLG32,2,2
1-8188,4,4
1-17758,17,17
1-3052,19,19
1-2282,7,7
1-19229,3,3
MLG63,21,21
MLG50,16,16
1-9417,5,5
1-9498,1,1
1-9761,15,15
1-4760,9,9
1-9831,5,5
1-4417,18,18
1-6611,13,13
1-0008,17,17
1-1462,19,19
1-10785,20,20
1-7682,14,14
MLG48,13,13
1-5163,17,17
1-8544,2,2
1-5197,5,5
1-6594,1,1
MLG62,7,7
1-1580,9,9
1-6916,16,16
1-6918,10,10
1-6919,19,19
MLG14,13,13
1-7874,19,19
1-7213,6,6
1-6561,1,1
1-4640,6,6
1-7004,15,15
1-2335,11,11
1-18558,9,9
1-8551,3,3
1-9270,1,1
1-6974,11,11
MLG68,17,17
1-10539,14,14
MLG49,4,4
1-0278,4,4
MLG64,12,12
MLG30,18,18
1-9609,18,18
1-7819,9,9
1-2423,18,18
1-6787,2,2
1-9963,1,1
1-9808,2,2
1-0303,4,4
MLG60,13,13
1-18709,2,2
1-7204,4,4
1-5744,11,11
1-1770,16,16
1-4682,6,6
1-3104,7,7
1-17907,6,6
1-8421,1,1
MLG53,20,20
1-9645,15,15
MLG12,20,20
MLG15,13,13
1-6858,12,12
1-8314,20,20
1-8285,14,14
1-1957,11,11
1-18203,17,17
1-10451,1,1
1-6216,19,19
1-6692,11,11
1-8172,7,7
1-8398,11,11
1-6878,18,18
1-7122,3,3
1-4700,17,17
1-6006,15,15
1-4355,9,9
1-9379,7,7
1-2701,15,15
1-6693,10,10
1-3141,1,1
1-7614,14,14
1-6914,5,5
1-5654,2,2
MLG59,17,17
1-9610,7,7
1-5161,4,4
1-6980,20,20
MLG10,15,15
MLG72,13,13
MLG52,12,12
1-19166,19,19
MLG11,3,3
1-3447,16,16
1-3217,4,4
1-6538,15,15
1-3534,6,6
1-7152,6,6
1-3106,16,16
1-1935,4,4
1-2297,13,13
1-4098,3,3
1-8529,7,7
1-8397,1,1
1-0272,4,4
1-17790,2,2
1-8186,13,13
1-8503,3,3
1-7182,5,5
1-2545,2,2
1-7993,8,8
1-9651,15,15
1-1183,20,20
1-1989,11,11
1-10060,6,6
1-5913,2,2
1-5981,3,3
1-13247,3,3
1-6228,8,8
1-8578,7,7
1-1204,11,11
1-9794,15,15
1-9518,3,3
1-9452,16,16
1-8400,4,4
1-18234,15,15
1-19205,16,16
1-9055,12,12
1-9394,11,11
1-9286,21,21
1-1005,21,21
1-10038,17,17
1-4390,19,19
1-9491,4,4
MLG31,16,16
1-5980,10,10
1-8678,9,9
1-6900,12,12
1-11350,9,9
1-9578,8,8
1-3551,7,7
MLG09,4,4
1-6028,14,14
1-1836,18,18
1-3265,1,1
MLG08,8,8
1-3176,7,7
1-8493,21,21
1-19915,1,1
1-8627,14,14
1-0292,18,18
1-18487,20,20
1-20012,14,14
1-9076,9,9
1-5425,5,5
1-4747,1,1
1-6227,7,7
1-6909,1,1
1-8532,16,16
1-18935,4,4
1-3206,8,8
1-9697,6,6
1-3033,9,9
1-8094,9,9
1-11206,1,1
1-6531,15,15
1-5036,5,5
1-18028,8,8
1-1850,16,16
1-4926,10,10
1-2034,2,2
1-19549,2,2
1-5282,3,3
1-9861,20,20
1-9338,4,4
1-3175,9,9
1-5002,3,3
1-5531,17,17
1-6718,13,13
1-6217,12,12
1-4847,7,7
1-5891,14,14
1-19447,4,4
1-7530,6,6
1-9457,2,2
1-5990,10,10
1-9971,14,14
1-4494,6,6
1-9576,6,6
1-9436,12,12
1-5413,2,2
1-5424,2,2
1-1191,15,15
1-5803,3,3
1-5799,15,15
1-19567,14,14
1-7527,3,3
MLG67,18,18
1-3087,5,5
1-4842,6,6
1-19568,10,10
1-9838,17,17
MLG46,1,1
1-5555,7,7
1-10444,3,3
1-3646,7,7
1-10951,13,13
1-9806,13,13
1-0055,2,2
1-5914,1,1
1-0027,10,10
1-9455,1,1
1-0003,6,6
1-21192,1,1
1-9034,8,8
1-19927,8,8
