Exam Group,Exam Block,adj_block
72-0103,16,16
1-9185,4,4
MLG17,17,17
1-8222,16,16
1-6240,14,14
1-5549,5,5
1-8021,8,8
1-8767,6,6
1-8181,20,20
1-8020,9,9
1-7964,18,18
1-9722,1,1
MLG84,17,17
1-9805,1,1
1-6098,10,10
1-8093,7,7
1-9955,7,7
1-18603,20,20
1-3521,9,9
1-2596,8,8
1-5167,12,12
1-3519,2,2
1-7995,8,8
1-2025,13,13
1-7140,18,18
1-9607,1,1
1-9907,11,11
1-18409,1,1
1-10071,5,5
1-18735,18,18
1-8418,4,4
1-8938,7,7
1-0022,1,1
1-7991,15,15
1-6642,18,18
1-2869,17,17
1-2714,1,1
1-5508,17,17
1-2104,7,7
1-7467,9,9
1-7722,1,1
1-7509,11,11
1-1207,3,3
1-8705,12,12
1-5214,19,19
1-9444,12,12
1-8566,1,1
1-19547,3,3
1-0405,10,10
1-2178,12,12
1-8174,20,20
1-9925,6,6
72-12387,21,21
1-9850,19,19
1-8125,6,6
1-8095,19,19
1-5877,2,2
1-1224,5,5
1-17733,5,5
1-9331,7,7
1-18202,9,9
1-7341,13,13
1-9818,15,15
1-7066,10,10
1-9674,5,5
1-8659,8,8
1-7536,20,20
1-7481,7,7
1-7845,16,16
1-18498,4,4
1-2584,2,2
1-6532,20,20
1-9614,9,9
1-5355,12,12
1-8124,12,12
1-8401,10,10
1-8541,12,12
1-2153,2,2
1-4088,10,10
1-9739,2,2
1-9115,15,15
1-7770,14,14
1-17645,9,9
1-18423,17,17
1-18714,2,2
1-8084,10,10
1-9345,10,10
MLG35,2,2
1-5626,1,1
1-18004,5,5
1-19222,2,2
72-12171,19,19
1-7807,6,6
1-20003,1,1
1-3083,9,9
1-3312,10,10
MLG37,17,17
1-9237,6,6
1-8127,4,4
1-5775,11,11
1-19598,2,2
1-9892,11,11
1-3564,2,2
1-8820,5,5
1-8267,6,6
1-1258,20,20
MLG69,8,8
1-6971,1,1
1-9731,10,10
1-9768,11,11
72-18936,10,10
1-19897,12,12
1-10698,5,5
1-4499,5,5
1-7496,15,15
1-3178,8,8
1-20047,2,2
1-0358,3,3
1-6543,5,5
1-5929,9,9
1-10232,7,7
1-7070,14,14
MLG42,2,2
MLG55,4,4
1-8427,14,14
1-8622,9,9
1-8488,1,1
1-9643,2,2
1-19286,2,2
1-2573,6,6
1-1833,6,6
1-9283,14,14
1-9110,20,20
1-8576,2,2
1-9465,13,13
1-9712,8,8
1-9549,8,8
1-1972,5,5
1-5515,2,2
1-7863,20,20
1-2294,2,2
MLG45,2,2
P-16454,1,1
1-8928,13,13
1-7744,2,2
MLG06,3,3
1-7453,15,15
1-17657,16,16
1-0001,7,7
MLG58,4,4
1-7005,19,19
1-9870,18,18
1-9500,20,20
1-1350,14,14
1-18994,9,9
1-9447,8,8
1-8634,2,2
1-6061,10,10
1-7599,4,4
1-10696,17,17
1-19813,21,21
MLG41,13,13
1-8067,5,5
1-9137,17,17
1-9740,4,4
1-7721,16,16
MLG40,2,2
1-4929,1,1
1-9655,13,13
1-9606,7,7
1-5043,1,1
1-8100,3,3
1-8573,5,5
1-9588,1,1
MLG38,7,7
1-4910,8,8
1-8042,9,9
1-10948,3,3
1-7525,10,10
1-4052,4,4
1-0037,16,16
1-8641,4,4
1-7752,16,16
1-9496,5,5
1-8074,11,11
1-8906,12,12
72-11994,5,5
1-7321,10,10
1-20167,10,10
1-9156,11,11
1-2382,7,7
1-8328,6,6
1-9770,11,11
1-9553,6,6
1-9253,8,8
1-2670,7,7
1-9646,4,4
1-8646,18,18
1-9839,1,1
MLG39,4,4
1-4634,6,6
1-9902,16,16
1-8988,16,16
1-1250,3,3
1-9733,15,15
1-8018,4,4
1-9752,18,18
1-7058,17,17
1-10468,5,5
1-9938,5,5
1-7842,11,11
1-5406,17,17
1-10922,16,16
1-18563,12,12
1-0053,12,12
1-19839,18,18
1-9887,3,3
1-9630,15,15
1-9416,4,4
1-5653,18,18
MLG73,13,13
1-8023,13,13
1-4149,20,20
1-0205,19,19
1-9227,19,19
1-9650,2,2
1-9996,11,11
1-3068,21,21
1-17835,13,13
1-4361,1,1
1-3089,19,19
1-8450,11,11
1-18371,11,11
MLG07,3,3
MLG29,10,10
1-8113,3,3
1-7024,20,20
1-9667,14,14
1-9855,9,9
1-7042,15,15
MLG33,18,18
1-19448,11,11
1-20791,5,5
1-1015,6,6
MLG57,21,21
1-6647,11,11
MLG56,8,8
1-20467,4,4
1-2400,20,20
1-6931,8,8
1-9333,11,11
1-7268,3,3
1-21195,8,8
1-4649,16,16
1-8379,8,8
1-9946,6,6
1-9277,19,19
1-9504,14,14
1-9516,19,19
1-3596,7,7
1-0129,1,1
1-1942,3,3
1-8623,9,9
1-6927,5,5
P-0009,17,17
1-11330,13,13
1-2103,2,2
1-6181,18,18
MLG44,10,10
1-7839,2,2
1-1390,7,7
1-7897,11,11
1-1570,1,1
1-3589,6,6
1-0033,3,3
1-3216,12,12
1-9495,1,1
1-4051,8,8
1-10762,1,1
MLG43,16,16
1-7608,10,10
1-9995,8,8
1-1608,14,14
1-3535,11,11
1-4136,2,2
1-18615,14,14
1-3587,17,17
1-9836,1,1
1-8590,6,6
1-1592,3,3
1-8341,19,19
MLG02,18,18
1-9997,10,10
1-8066,18,18
1-3509,21,21
1-3639,21,21
1-9404,5,5
1-8352,12,12
1-7019,18,18
MLG54,16,16
1-4020,12,12
1-1177,1,1
MLG51,15,15
1-8157,11,11
1-19004,13,13
1-7866,9,9
1-18377,17,17
1-5530,20,20
1-6743,4,4
1-3516,6,6
1-4855,14,14
1-20578,1,1
1-3108,14,14
1-7521,8,8
1-3139,19,19
1-1769,5,5
1-7441,20,20
1-10978,3,3
1-2324,14,14
1-3584,10,10
MLG13,19,19
1-5172,1,1
1-0296,9,9
1-3647,20,20
1-6734,2,2
1-19924,12,12
1-8826,6,6
P-16616,3,3
1-9497,10,10
1-1317,5,5
1-4531,19,19
MLG75,2,2
MLG78,7,7
1-11329,8,8
1-20641,19,19
1-8910,19,19
