Exam Group,Exam Block,adj_block
72-0103,11,11
1-9185,16,16
MLG17,3,3
1-8222,11,11
1-6240,12,12
1-5549,20,20
1-8021,1,1
1-8767,16,16
1-8181,5,5
1-8020,9,9
1-7964,20,20
1-9722,2,2
MLG84,1,1
1-9805,13,13
1-6098,5,5
1-8093,15,15
1-9955,19,19
1-18603,14,14
1-3521,6,6
1-2596,16,16
1-5167,17,17
1-3519,10,10
1-7995,13,13
1-2025,2,2
1-7140,15,15
1-9607,15,15
1-9907,19,19
1-18409,8,8
1-10071,18,18
1-18735,9,9
1-8418,2,2
1-8938,5,5
1-0022,17,17
1-7991,2,2
1-6642,18,18
1-2869,13,13
1-2714,10,10
1-5508,1,1
1-2104,15,15
1-7467,21,21
1-7722,3,3
1-7509,3,3
1-1207,6,6
1-8705,8,8
1-5214,1,1
1-9444,2,2
1-8566,10,10
1-19547,19,19
1-0405,5,5
1-2178,11,11
1-8174,3,3
1-9925,20,20
72-12387,8,8
1-9850,6,6
1-8125,9,9
1-8095,12,12
1-5877,8,8
1-1224,3,3
1-17733,10,10
1-9331,2,2
1-18202,16,16
1-7341,14,14
1-9818,5,5
1-7066,1,1
1-9674,4,4
1-8659,11,11
1-7536,11,11
1-7481,9,9
1-7845,3,3
1-18498,14,14
1-2584,17,17
1-6532,7,7
1-9614,5,5
1-5355,11,11
1-8124,3,3
1-8401,9,9
1-8541,17,17
1-2153,12,12
1-4088,1,1
1-9739,12,12
1-9115,13,13
1-7770,5,5
1-17645,18,18
1-18423,17,17
1-18714,4,4
1-8084,5,5
1-9345,9,9
MLG35,1,1
1-5626,16,16
1-18004,3,3
1-19222,12,12
72-12171,17,17
1-7807,13,13
1-20003,10,10
1-3083,6,6
1-3312,2,2
MLG37,9,9
1-9237,7,7
1-8127,8,8
1-5775,7,7
1-19598,1,1
1-9892,21,21
1-3564,3,3
1-8820,4,4
1-8267,13,13
1-1258,11,11
MLG69,18,18
1-6971,8,8
1-9731,12,12
1-9768,7,7
72-18936,2,2
1-19897,8,8
1-10698,12,12
1-4499,1,1
1-7496,13,13
1-3178,18,18
1-20047,16,16
1-0358,1,1
1-6543,15,15
1-5929,12,12
1-10232,11,11
1-7070,20,20
MLG42,9,9
MLG55,9,9
1-8427,21,21
1-8622,21,21
1-8488,8,8
1-9643,11,11
1-19286,9,9
1-2573,1,1
1-1833,7,7
1-9283,12,12
1-9110,1,1
1-8576,2,2
1-9465,2,2
1-9712,10,10
1-9549,2,2
1-1972,14,14
1-5515,6,6
1-7863,16,16
1-2294,2,2
MLG45,4,4
P-16454,3,3
1-8928,13,13
1-7744,20,20
MLG06,14,14
1-7453,14,14
1-17657,20,20
1-0001,1,1
MLG58,2,2
1-7005,17,17
1-9870,14,14
1-9500,4,4
1-1350,2,2
1-18994,6,6
1-9447,1,1
1-8634,9,9
1-6061,2,2
1-7599,10,10
1-10696,4,4
1-19813,6,6
MLG41,21,21
1-8067,10,10
1-9137,1,1
1-9740,4,4
1-7721,13,13
MLG40,12,12
1-4929,1,1
1-9655,12,12
1-9606,1,1
1-5043,11,11
1-8100,5,5
1-8573,10,10
1-9588,1,1
MLG38,4,4
1-4910,15,15
1-8042,6,6
1-10948,15,15
1-7525,19,19
1-4052,12,12
