Exam Group,Exam Block,adj_block
1-0037,3,3
1-8641,6,6
1-7752,4,4
1-9496,4,4
1-8074,7,7
1-8906,2,2
72-11994,10,10
1-7321,10,10
1-20167,5,5
1-9156,7,7
1-2382,9,9
1-8328,6,6
1-9770,7,7
1-9553,13,13
1-9253,15,15
1-2670,15,15
1-9646,5,5
1-8646,5,5
1-9839,2,2
MLG39,2,2
1-4634,14,14
1-9902,4,4
1-8988,4,4
1-1250,15,15
1-9733,5,5
1-8018,20,20
1-9752,19,19
1-7058,4,4
1-10468,10,10
1-9938,8,8
1-7842,9,9
1-5406,12,12
1-10922,9,9
1-18563,5,5
1-0053,5,5
1-19839,14,14
1-9887,1,1
1-9630,13,13
1-9416,15,15
1-5653,8,8
MLG73,14,14
1-8023,13,13
1-4149,1,1
1-0205,17,17
1-9227,17,17
1-9650,10,10
1-9996,8,8
1-3068,13,13
1-17835,6,6
1-4361,9,9
1-3089,5,5
1-8450,19,19
1-18371,7,7
MLG07,3,3
MLG29,5,5
1-8113,13,13
1-7024,8,8
1-9667,1,1
1-9855,10,10
1-7042,17,17
MLG33,4,4
1-19448,8,8
1-20791,1,1
1-1015,13,13
MLG57,19,19
1-6647,7,7
MLG56,18,18
1-20467,2,2
1-2400,6,6
1-6931,18,18
1-9333,7,7
1-7268,4,4
1-21195,15,15
1-4649,18,18
1-8379,3,3
1-9946,1,1
1-9277,17,17
1-9504,14,14
1-9516,17,17
1-3596,9,9
1-0129,11,11
1-1942,4,4
1-8623,16,16
1-6927,10,10
P-0009,5,5
1-11330,3,3
1-2103,20,20
1-6181,14,14
MLG44,21,21
1-7839,21,21
1-1390,9,9
1-7897,7,7
1-1570,11,11
1-3589,2,2
1-0033,19,19
1-3216,6,6
1-9495,8,8
1-4051,8,8
1-10762,15,15
MLG43,14,14
1-7608,2,2
1-9995,14,14
1-1608,12,12
1-3535,7,7
1-4136,14,14
1-18615,1,1
1-3587,8,8
1-9836,2,2
1-8590,21,21
1-1592,8,8
1-8341,3,3
MLG02,14,14
1-9997,20,20
1-8066,16,16
1-3509,20,20
1-3639,16,16
1-9404,10,10
1-8352,6,6
1-7019,4,4
MLG54,20,20
1-4020,7,7
1-1177,11,11
MLG51,19,19
1-8157,16,16
1-19004,3,3
1-7866,6,6
1-18377,21,21
1-5530,3,3
1-6743,2,2
1-3516,13,13
1-4855,3,3
1-20578,2,2
1-3108,8,8
1-7521,2,2
1-3139,17,17
1-1769,16,16
1-7441,8,8
1-10978,18,18
1-2324,8,8
1-3584,5,5
MLG13,3,3
1-5172,11,11
1-0296,1,1
1-3647,11,11
1-6734,11,11
1-19924,18,18
1-8826,3,3
P-16616,10,10
1-9497,4,4
1-1317,10,10
1-4531,17,17
MLG75,8,8
MLG78,21,21
1-11329,2,2
1-20641,5,5
1-8910,19,19
1-1827,12,12
1-18613,17,17
1-6296,1,1
1-3523,6,6
1-3362,13,13
1-0031,8,8
MLG65,21,21
1-4319,10,10
1-6035,11,11
1-1131,20,20
MLG32,4,4
1-8188,19,19
1-17758,6,6
1-3052,17,17
1-2282,9,9
1-19229,19,19
MLG63,21,21
MLG50,15,15
1-9417,10,10
1-9498,11,11
1-9761,8,8
1-4760,1,1
1-9831,10,10
1-4417,14,14
1-6611,17,17
1-0008,14,14
1-1462,17,17
1-10785,11,11
1-7682,12,12
MLG48,9,9
1-5163,5,5
1-8544,20,20
1-5197,10,10
1-6594,3,3
MLG62,15,15
1-1580,6,6
1-6916,9,9
1-6918,5,5
1-6919,20,20
MLG14,15,15
1-7874,17,17
1-7213,6,6
1-6561,11,11
1-4640,13,13
1-7004,13,13
1-2335,7,7
1-18558,6,6
1-8551,21,21
1-9270,11,11
1-6974,16,16
MLG68,16,16
1-10539,12,12
MLG49,19,19
1-0278,2,2
MLG64,21,21
MLG30,1,1
1-9609,20,20
1-7819,3,3
1-2423,4,4
1-6787,2,2
1-9963,11,11
1-9808,1,1
1-0303,2,2
MLG60,19,19
1-18709,1,1
1-7204,16,16
1-5744,16,16
1-1770,12,12
1-4682,15,15
1-3104,9,9
1-17907,13,13
1-8421,11,11
MLG53,19,19
1-9645,15,15
MLG12,8,8
MLG15,4,4
1-6858,10,10
1-8314,2,2
1-8285,12,12
1-1957,8,8
1-18203,7,7
1-10451,19,19
1-6216,6,6
1-6692,7,7
1-8172,7,7
1-8398,7,7
1-6878,14,14
1-7122,7,7
1-4700,21,21
1-6006,17,17
1-4355,16,16
1-9379,4,4
1-2701,7,7
1-6693,5,5
1-3141,11,11
1-7614,17,17
1-6914,21,21
1-5654,6,6
MLG59,1,1
1-9610,7,7
1-5161,6,6
1-6980,18,18
MLG10,1,1
MLG72,18,18
MLG52,20,20
1-19166,3,3
MLG11,16,16
1-3447,9,9
1-3217,8,8
1-6538,2,2
1-3534,13,13
1-7152,13,13
1-3106,4,4
1-1935,5,5
1-2297,10,10
1-4098,6,6
1-8529,2,2
1-8397,3,3
1-0272,13,13
1-17790,7,7
1-8186,3,3
1-8503,12,12
1-7182,3,3
1-2545,6,6
1-7993,2,2
1-9651,1,1
1-1183,19,19
1-1989,7,7
1-10060,15,15
1-5913,7,7
1-5981,18,18
1-13247,1,1
1-6228,2,2
1-8578,4,4
1-1204,3,3
1-9794,7,7
1-9518,3,3
1-9452,9,9
1-8400,9,9
1-18234,1,1
1-19205,4,4
1-9055,3,3
1-9394,7,7
1-9286,2,2
1-1005,5,5
1-10038,19,19
1-4390,3,3
1-9491,2,2
MLG31,18,18
1-5980,5,5
1-8678,15,15
1-6900,18,18
1-11350,3,3
1-9578,6,6
1-3551,1,1
MLG09,18,18
1-6028,9,9
1-1836,10,10
1-3265,2,2
MLG08,21,21
1-3176,3,3
1-8493,10,10
1-19915,18,18
1-8627,15,15
1-0292,1,1
1-18487,2,2
1-20012,3,3
1-9076,1,1
1-5425,4,4
1-4747,20,20
1-6227,2,2
1-6909,11,11
1-8532,14,14
1-18935,19,19
1-3206,3,3
1-9697,11,11
1-3033,8,8
1-8094,14,14
1-11206,1,1
1-6531,1,1
1-5036,14,14
1-18028,18,18
1-1850,1,1
1-4926,8,8
1-2034,6,6
1-19549,11,11
1-5282,11,11
1-9861,3,3
1-9338,2,2
1-3175,12,12
1-5002,5,5
1-5531,1,1
1-6718,12,12
1-6217,10,10
1-4847,12,12
1-5891,16,16
1-19447,2,2
1-7530,13,13
1-9457,2,2
1-5990,12,12
1-9971,20,20
1-4494,16,16
1-9576,2,2
1-9436,4,4
1-5413,20,20
1-5424,3,3
1-1191,13,13
1-5803,1,1
1-5799,4,4
1-19567,18,18
1-7527,12,12
MLG67,21,21
1-3087,10,10
1-4842,15,15
1-19568,4,4
1-9838,2,2
MLG46,4,4
1-5555,3,3
1-10444,9,9
1-3646,9,9
1-10951,9,9
1-9806,7,7
1-0055,1,1
1-5914,3,3
1-0027,5,5
1-9455,6,6
1-0003,3,3
1-21192,5,5
1-9034,1,1
1-19927,16,16
