i,j,count
1,2,207
2,1,207
3,8,168
8,3,168
13,7,360
13,18,413
7,13,360
7,18,352
18,13,413
18,7,352
12,14,209
12,2,126
14,12,209
14,2,216
2,12,126
2,14,216
3,15,117
3,17,175
3,11,242
3,4,142
15,3,117
15,17,293
15,11,278
15,4,157
17,3,175
17,15,293
17,11,368
17,4,204
11,3,242
11,15,278
11,17,368
11,4,176
4,3,142
4,15,157
4,17,204
4,11,176
21,17,296
17,21,296
5,14,292
5,17,410
5,8,186
5,12,308
14,5,292
14,17,332
14,8,166
17,5,410
17,14,332
17,8,253
17,12,258
8,5,186
8,14,166
8,17,253
8,12,147
12,5,308
12,17,258
12,8,147
6,12,203
6,16,405
12,6,203
12,16,338
16,6,405
16,12,338
1,3,175
1,17,231
1,21,128
1,19,161
3,1,175
3,21,214
3,19,146
17,1,231
17,19,329
21,1,128
21,3,214
21,19,290
19,1,161
19,3,146
19,17,329
19,21,290
14,19,228
14,13,269
19,14,228
19,2,178
19,13,343
2,19,178
2,13,275
13,14,269
13,19,343
13,2,275
1,10,250
10,1,250
11,9,254
3,9,101
9,11,254
9,3,101
7,16,457
7,21,291
7,5,438
16,7,457
16,21,237
16,5,279
21,7,291
21,16,237
21,5,225
5,7,438
5,16,279
5,21,225
17,9,349
17,18,354
17,7,509
5,9,218
5,18,297
5,19,274
9,17,349
9,5,218
9,18,181
9,19,193
9,7,206
18,17,354
18,5,297
18,9,181
18,19,304
19,5,274
19,9,193
19,18,304
19,7,375
7,17,509
7,9,206
7,19,375
1,15,207
3,10,252
15,1,207
15,10,175
17,10,457
10,3,252
10,15,175
10,17,457
10,8,190
15,8,304
8,10,190
8,15,304
14,3,201
14,7,356
3,14,201
3,7,310
7,14,356
7,3,310
11,1,238
11,20,301
1,11,238
1,20,134
20,11,301
20,1,134
12,21,145
21,12,145
4,6,195
4,9,117
6,4,195
6,9,166
9,4,117
9,6,166
17,13,423
17,6,366
13,17,423
13,6,421
6,17,366
6,13,421
11,13,507
11,6,342
13,11,507
6,11,342
9,8,126
8,9,126
8,4,149
5,4,211
4,8,149
4,5,211
14,6,221
14,18,364
6,14,221
6,18,301
18,14,364
18,6,301
9,16,121
16,9,121
5,13,314
13,5,314
13,21,235
13,9,262
21,13,235
21,9,130
9,13,262
9,21,130
8,20,257
20,8,257
8,18,175
18,8,175
18,10,412
18,15,211
10,18,412
15,18,211
2,10,275
10,2,275
10,13,479
13,10,479
4,18,183
18,4,183
5,10,367
10,5,367
10,19,276
19,10,276
5,11,313
11,5,313
11,7,325
7,11,325
15,6,281
15,5,236
6,15,281
6,5,308
5,15,236
5,6,308
2,16,177
16,2,177
14,9,140
9,14,140
18,2,197
2,18,197
10,6,399
3,6,217
6,10,399
6,3,217
11,19,282
11,21,198
19,11,282
21,11,198
16,17,252
16,10,230
17,16,252
10,16,230
12,7,274
7,12,274
14,4,138
14,21,162
4,14,138
4,19,204
4,21,116
19,4,204
19,6,254
21,14,162
21,4,116
21,6,210
6,19,254
6,21,210
7,8,204
7,1,243
7,4,205
8,7,204
8,1,156
8,16,157
1,7,243
1,8,156
1,4,161
1,16,146
4,7,205
4,1,161
4,16,175
16,8,157
16,1,146
16,4,175
2,4,219
4,2,219
9,12,94
5,3,278
12,9,94
12,3,184
3,5,278
3,12,184
10,12,232
12,10,232
10,7,407
7,10,407
18,21,337
21,18,337
7,20,275
9,20,192
20,7,275
20,9,192
3,18,231
18,3,231
12,11,232
11,12,232
13,1,242
1,13,242
21,20,93
20,21,93
1,5,286
5,1,286
14,10,359
10,14,359
9,15,165
15,9,165
15,19,114
19,15,114
11,14,238
14,11,238
14,1,89
1,14,89
13,8,185
8,13,185
1,12,151
12,1,151
12,19,165
19,12,165
20,15,447
15,20,447
4,20,137
20,4,137
20,3,92
3,20,92
17,2,224
2,17,224
2,15,147
2,8,155
15,2,147
15,16,237
16,15,237
8,2,155
7,6,379
6,7,379
7,15,192
15,7,192
15,12,158
15,13,176
12,15,158
12,13,192
13,15,176
13,12,192
17,20,244
20,17,244
16,13,252
13,16,252
5,2,262
6,2,171
2,5,262
2,6,171
8,19,118
19,8,118
14,15,136
14,20,123
15,14,136
20,14,123
20,12,96
12,20,96
2,9,139
9,2,139
2,3,142
3,2,142
9,10,249
11,10,393
10,9,249
10,11,393
15,21,110
21,15,110
14,16,171
18,16,151
16,14,171
16,18,151
20,18,131
18,20,131
16,20,177
20,16,177
20,6,193
6,20,193
4,12,130
12,4,130
10,4,159
10,21,219
4,10,159
21,10,219
20,13,187
13,20,187
16,19,276
19,16,276
13,4,214
4,13,214
8,21,122
21,8,122
1,18,175
18,1,175
3,16,150
16,3,150
16,11,173
11,16,173
12,18,156
18,12,156
6,8,187
8,6,187
1,9,158
9,1,158
3,13,208
13,3,208
20,5,172
5,20,172
18,11,205
2,11,211
11,18,205
11,2,211
7,2,320
2,7,320
11,8,126
8,11,126
10,20,187
20,10,187
2,21,87
21,2,87
20,19,87
19,20,87
1,6,201
6,1,201
2,20,123
20,2,123
