i,j,count
13,20,18
20,13,18
11,5,14
5,11,14
11,18,12
18,11,12
4,7,45
7,4,45
3,2,26
2,3,26
8,11,15
11,8,15
4,10,46
10,4,46
10,9,40
9,10,40
9,11,16
11,9,16
18,17,31
17,18,31
2,7,25
7,2,25
20,2,9
2,20,9
21,17,16
17,21,16
21,13,24
13,21,24
1,15,77
15,1,77
8,4,61
4,8,61
12,21,18
21,12,18
6,1,12
1,6,12
15,11,13
11,15,13
13,12,15
12,13,15
14,1,11
1,14,11
9,8,14
8,9,14
8,18,40
18,8,40
20,15,22
15,20,22
16,6,22
6,16,22
1,5,21
5,1,21
5,15,12
15,5,12
4,6,16
6,4,16
3,17,12
17,3,12
22,13,23
13,22,23
4,18,31
18,4,31
18,10,37
10,18,37
5,9,6
9,5,6
7,11,21
11,7,21
15,13,22
13,15,22
14,16,29
16,14,29
4,1,24
1,4,24
11,21,7
21,11,7
7,10,36
10,7,36
21,7,30
7,21,30
8,20,9
20,8,9
10,1,15
1,10,15
16,17,21
17,16,21
21,20,10
20,21,10
5,10,33
10,5,33
9,6,40
6,9,40
3,21,9
21,3,9
6,17,37
17,6,37
4,13,17
13,4,17
8,19,12
19,8,12
3,19,9
19,3,9
13,10,28
10,13,28
22,9,17
9,22,17
22,17,6
17,22,6
8,13,27
13,8,27
15,7,16
7,15,16
21,18,19
18,21,19
12,19,3
19,12,3
8,12,18
12,8,18
17,9,8
9,17,8
20,18,17
18,20,17
11,19,9
19,11,9
21,2,12
2,21,12
8,16,27
16,8,27
18,15,22
15,18,22
4,3,15
3,4,15
17,10,32
10,17,32
21,9,8
9,21,8
4,17,26
17,4,26
18,14,30
14,18,30
15,16,14
16,15,14
22,22,10
4,11,13
11,4,13
7,18,27
18,7,27
1,22,20
22,1,20
8,21,23
21,8,23
18,13,18
13,18,18
7,1,26
1,7,26
22,5,35
5,22,35
10,3,12
3,10,12
5,13,11
13,5,11
17,2,29
2,17,29
8,5,6
5,8,6
3,8,25
8,3,25
2,22,11
22,2,11
18,12,7
12,18,7
7,20,24
20,7,24
2,6,14
6,2,14
4,14,43
14,4,43
19,2,13
2,19,13
22,3,4
3,22,4
22,8,36
8,22,36
7,22,24
22,7,24
9,20,4
20,9,4
4,22,16
22,4,16
14,8,18
8,14,18
11,14,13
14,11,13
3,13,22
13,3,22
2,12,11
12,2,11
14,21,22
21,14,22
21,15,7
15,21,7
13,16,19
16,13,19
18,2,18
2,18,18
7,8,46
8,7,46
2,5,7
5,2,7
16,10,22
10,16,22
8,1,10
1,8,10
9,9,18
16,3,14
3,16,14
14,12,9
12,14,9
11,22,10
22,11,10
7,9,15
9,7,15
22,6,22
6,22,22
1,21,12
21,1,12
22,18,13
18,22,13
17,1,8
1,17,8
4,12,14
12,4,14
4,21,26
21,4,26
4,9,16
9,4,16
14,3,12
3,14,12
18,1,13
1,18,13
3,5,14
5,3,14
13,6,16
6,13,16
20,19,7
19,20,7
19,13,10
13,19,10
7,19,17
19,7,17
4,4,20
19,18,9
18,19,9
17,8,16
8,17,16
12,16,9
16,12,9
7,13,22
13,7,22
10,19,13
19,10,13
15,14,8
14,15,8
2,9,8
9,2,8
2,13,24
13,2,24
21,21,20
8,10,28
10,8,28
18,3,19
3,18,19
11,12,15
12,11,15
14,7,41
7,14,41
16,18,28
18,16,28
7,6,19
6,7,19
14,13,11
13,14,11
20,5,11
5,20,11
8,2,18
2,8,18
17,14,36
14,17,36
20,4,12
4,20,12
2,4,36
4,2,36
22,10,21
10,22,21
20,1,16
1,20,16
17,7,7
7,17,7
14,22,17
22,14,17
14,19,6
19,14,6
20,11,18
11,20,18
12,5,9
5,12,9
16,9,4
9,16,4
18,5,26
5,18,26
17,11,37
11,17,37
12,9,11
9,12,11
10,2,25
2,10,25
14,20,14
20,14,14
22,19,14
19,22,14
15,2,8
2,15,8
12,1,10
1,12,10
10,14,33
14,10,33
3,9,8
9,3,8
21,16,13
16,21,13
6,14,24
14,6,24
2,1,8
1,2,8
20,16,5
16,20,5
9,1,3
1,9,3
14,2,17
2,14,17
15,10,17
10,15,17
16,5,9
5,16,9
22,12,7
12,22,7
1,19,14
19,1,14
8,6,21
6,8,21
15,9,9
9,15,9
18,6,13
6,18,13
6,5,4
5,6,4
9,14,13
14,9,13
20,12,6
12,20,6
6,11,5
11,6,5
7,3,6
3,7,6
3,15,11
15,3,11
11,1,9
1,11,9
8,15,15
15,8,15
12,7,15
7,12,15
21,22,15
22,21,15
1,3,9
3,1,9
2,16,5
16,2,5
16,11,9
11,16,9
21,6,20
6,21,20
4,15,29
15,4,29
18,9,10
9,18,10
4,16,17
16,4,17
17,15,3
15,17,3
10,11,25
11,10,25
3,20,10
20,3,10
17,20,5
20,17,5
21,10,13
10,21,13
10,20,8
20,10,8
20,6,8
6,20,8
20,22,12
22,20,12
5,7,7
7,5,7
19,6,17
6,19,17
6,15,18
15,6,18
22,16,8
16,22,8
15,22,21
22,15,21
3,6,13
6,3,13
16,1,12
1,16,12
9,19,1
19,9,1
12,10,17
10,12,17
17,12,9
12,17,9
13,11,11
11,13,11
15,12,11
12,15,11
12,6,8
6,12,8
13,9,18
9,13,18
19,16,5
16,19,5
4,19,10
19,4,10
3,11,12
11,3,12
2,11,8
11,2,8
1,13,9
13,1,9
5,14,10
14,5,10
19,5,2
5,19,2
19,21,6
21,19,6
17,13,7
13,17,7
21,5,2
5,21,2
16,7,10
7,16,10
6,10,13
10,6,13
4,5,8
5,4,8
15,19,3
19,15,3
17,19,8
19,17,8
17,5,3
5,17,3
12,3,2
3,12,2
1,1,0
1,23,0
