i,count
10,131
9,79
12,167
15,251
7,154
19,222
21,222
3,141
2,137
4,157
14,147
20,169
13,125
6,116
17,248
18,116
5,130
8,152
16,194
11,135
22,117
1,252
23,0
24,0
