i,j,count
6,1,18
1,6,18
10,4,13
4,10,13
20,8,22
8,20,22
18,16,41
16,18,41
2,13,5
13,2,5
15,20,12
20,15,12
18,22,36
22,18,36
22,19,34
19,22,34
3,2,20
2,3,20
8,11,45
11,8,45
1,16,23
16,1,23
3,8,24
8,3,24
3,11,17
11,3,17
3,6,17
6,3,17
8,1,71
1,8,71
15,18,64
18,15,64
16,3,38
3,16,38
22,20,41
20,22,41
1,5,18
5,1,18
4,8,38
8,4,38
2,19,10
19,2,10
15,8,38
8,15,38
1,10,8
10,1,8
3,22,15
22,3,15
9,13,49
13,9,49
18,13,18
13,18,18
10,23,3
23,10,3
7,12,6
12,7,6
18,8,28
8,18,28
9,5,19
5,9,19
16,20,30
20,16,30
21,12,13
12,21,13
6,17,4
17,6,4
14,20,19
20,14,19
19,9,6
9,19,6
13,1,10
1,13,10
16,17,10
17,16,10
1,14,23
14,1,23
15,3,21
3,15,21
17,15,5
15,17,5
16,11,22
11,16,22
9,20,10
20,9,10
22,8,28
8,22,28
9,3,18
3,9,18
14,22,15
22,14,15
5,3,12
3,5,12
5,11,26
11,5,26
18,6,10
6,18,10
17,23,10
23,17,10
20,17,9
17,20,9
9,17,9
17,9,9
1,11,15
11,1,15
15,6,13
6,15,13
4,21,28
21,4,28
15,16,39
16,15,39
23,8,10
8,23,10
1,17,7
17,1,7
5,4,26
4,5,26
16,8,29
8,16,29
13,17,8
17,13,8
3,1,16
1,3,16
10,3,19
3,10,19
8,21,12
21,8,12
15,1,17
1,15,17
18,19,9
19,18,9
11,22,31
22,11,31
18,10,16
10,18,16
6,23,14
23,6,14
14,12,3
12,14,3
15,10,9
10,15,9
18,21,15
21,18,15
16,16,10
18,1,23
1,18,23
4,7,24
7,4,24
15,21,14
21,15,14
9,12,8
12,9,8
7,9,39
9,7,39
3,19,15
19,3,15
6,12,6
12,6,6
1,20,19
20,1,19
9,22,33
22,9,33
11,7,17
7,11,17
6,5,15
5,6,15
1,7,13
7,1,13
16,7,29
7,16,29
18,14,34
14,18,34
18,11,33
11,18,33
7,8,18
8,7,18
6,10,13
10,6,13
16,9,18
9,16,18
5,8,14
8,5,14
6,2,14
2,6,14
18,7,27
7,18,27
17,7,10
7,17,10
14,2,15
2,14,15
14,3,21
3,14,21
3,21,17
21,3,17
6,20,23
20,6,23
2,4,24
4,2,24
21,9,8
9,21,8
18,17,12
17,18,12
18,4,35
4,18,35
10,10,18
16,4,26
4,16,26
3,20,16
20,3,16
16,5,13
5,16,13
20,5,16
5,20,16
7,13,26
13,7,26
11,9,8
9,11,8
18,23,11
23,18,11
2,8,17
8,2,17
5,23,5
23,5,5
18,3,43
3,18,43
2,9,8
9,2,8
2,1,20
1,2,20
2,16,19
16,2,19
17,19,4
19,17,4
16,19,11
19,16,11
22,23,22
23,22,22
9,9,20
7,14,9
14,7,9
5,14,15
14,5,15
13,6,10
6,13,10
15,19,14
19,15,14
11,14,11
14,11,11
7,23,9
23,7,9
8,9,37
9,8,37
3,7,18
7,3,18
1,19,23
19,1,23
1,21,9
21,1,9
3,3,20
22,10,9
10,22,9
4,13,13
13,4,13
15,22,20
22,15,20
23,1,12
1,23,12
22,6,31
6,22,31
21,7,11
7,21,11
14,16,30
16,14,30
14,19,5
19,14,5
13,16,12
16,13,12
1,9,8
9,1,8
17,10,23
10,17,23
15,23,10
23,15,10
14,13,10
13,14,10
22,21,16
21,22,16
16,12,3
12,16,3
7,20,11
20,7,11
4,3,16
3,4,16
11,21,9
21,11,9
6,14,18
14,6,18
14,15,12
15,14,12
18,20,23
20,18,23
2,21,10
21,2,10
7,2,8
2,7,8
11,4,29
4,11,29
6,4,19
4,6,19
2,23,3
23,2,3
2,5,6
5,2,6
4,9,23
9,4,23
8,19,10
19,8,10
18,9,21
9,18,21
4,14,17
14,4,17
15,12,6
12,15,6
6,7,8
7,6,8
23,12,9
12,23,9
15,11,16
11,15,16
22,16,26
16,22,26
22,4,21
4,22,21
19,5,18
5,19,18
3,23,8
23,3,8
21,17,6
17,21,6
13,22,12
22,13,12
10,2,12
2,10,12
20,19,9
19,20,9
2,20,17
20,2,17
19,21,11
21,19,11
20,21,5
21,20,5
17,3,7
3,17,7
22,2,17
2,22,17
6,8,6
8,6,6
18,2,14
2,18,14
15,13,20
13,15,20
15,9,19
9,15,19
20,11,17
11,20,17
19,23,7
23,19,7
18,12,6
12,18,6
11,10,10
10,11,10
15,7,23
7,15,23
9,14,12
14,9,12
11,6,11
6,11,11
4,20,15
20,4,15
19,10,4
10,19,4
16,10,12
10,16,12
11,2,8
2,11,8
6,9,12
9,6,12
10,20,9
20,10,9
14,10,9
10,14,9
3,13,19
13,3,19
16,21,10
21,16,10
20,13,9
