i,j,count
6,1,83
10,4,51
6,11,166
6,23,194
11,23,134
1,18,120
1,19,102
18,19,137
16,18,179
16,22,269
16,4,186
16,8,205
18,22,342
18,4,264
18,8,317
22,4,261
22,8,199
4,8,218
20,8,87
15,18,318
15,22,277
15,21,112
15,8,285
18,21,147
22,21,174
21,8,49
7,8,165
7,9,195
8,9,275
7,6,78
7,22,133
7,12,77
7,20,71
6,22,290
6,12,229
6,20,212
22,12,144
22,20,273
12,20,41
18,11,277
18,3,266
11,8,201
11,3,111
8,3,110
18,16,293
14,22,198
14,6,217
22,6,306
9,11,214
9,5,222
9,15,24
11,5,147
11,15,75
5,15,19
22,15,131
22,17,165
22,11,225
15,17,62
15,6,225
15,4,148
15,11,205
17,6,74
17,4,125
17,11,75
6,4,139
4,11,151
7,18,79
7,16,119
6,18,88
6,16,225
22,16,304
2,18,54
2,9,97
2,14,68
18,9,226
18,14,150
9,14,39
18,17,124
14,18,179
14,5,245
18,5,257
8,20,94
12,7,33
12,1,15
7,1,65
9,1,46
9,17,65
1,17,78
22,7,129
6,7,122
2,13,48
15,20,146
14,10,121
22,10,117
6,10,110
1,13,56
1,2,67
1,5,118
13,2,33
13,5,42
2,5,99
22,19,170
17,3,60
17,20,80
3,20,103
3,6,147
20,6,63
3,2,77
4,23,142
4,16,91
4,17,191
23,16,76
23,17,92
16,17,104
8,16,145
8,1,172
16,1,109
15,23,100
9,16,94
16,5,176
19,6,41
20,11,96
14,19,66
18,10,135
10,19,38
1,14,65
1,21,45
14,21,114
9,22,62
9,10,67
6,5,176
23,18,23
23,5,43
16,7,176
4,7,130
14,13,89
14,20,181
13,20,52
4,10,99
4,20,87
10,20,78
8,11,167
14,7,122
6,15,40
6,13,60
6,19,124
15,13,102
15,19,81
15,7,148
13,19,40
13,7,96
19,7,30
11,6,138
11,13,46
11,19,98
13,23,42
19,23,31
8,18,94
15,5,180
15,9,235
5,9,141
5,11,102
10,15,87
10,1,26
10,3,80
15,1,100
15,3,186
1,3,144
20,4,63
20,12,40
4,12,57
1,16,149
3,8,120
16,9,172
22,5,244
16,11,215
16,20,202
11,20,165
8,6,165
8,22,118
11,1,70
8,19,128
3,13,98
11,2,52
11,4,189
2,4,128
3,11,91
22,23,175
23,12,102
23,10,22
12,10,42
14,3,220
3,5,106
3,10,101
5,10,75
15,14,83
22,14,119
14,11,82
1,9,112
18,7,259
14,17,132
10,17,69
23,19,43
19,17,17
3,4,95
18,20,288
18,15,111
5,8,81
8,15,75
4,5,228
5,17,266
13,6,121
6,2,98
2,7,48
12,11,46
12,23,82
12,6,44
23,6,72
15,2,108
11,9,142
11,18,163
11,7,124
7,3,122
11,22,149
22,9,254
8,4,152
4,9,163
1,22,92
18,12,95
22,18,214
4,18,96
17,7,57
17,1,36
7,11,96
1,11,96
2,21,52
21,5,75
18,2,156
18,23,177
2,23,80
23,21,20
10,11,52
1,10,57
16,3,224
4,19,92
6,9,152
9,12,48
5,16,79
18,6,234
3,9,148
21,22,71
21,7,40
11,12,65
16,6,170
4,6,118
22,2,127
2,19,51
9,23,61
17,23,57
22,3,273
16,10,112
10,9,45
9,20,138
12,22,34
12,16,42
16,12,160
5,3,61
1,20,105
20,5,83
9,19,31
5,19,58
2,3,92
3,23,61
4,22,137
4,2,82
7,2,47
5,22,64
5,2,27
3,22,114
9,13,103
10,22,58
10,6,82
8,14,52
8,13,70
3,14,85
4,3,126
10,10,116
20,10,51
4,21,100
21,20,44
21,19,43
20,19,33
7,4,140
7,23,86
7,19,48
18,13,104
9,6,62
9,7,131
11,16,141
10,23,45
6,21,114
21,12,63
20,22,78
17,18,54
17,21,33
18,1,143
4,13,58
21,13,57
10,13,34
15,10,136
3,15,63
14,8,110
8,7,85
17,8,59
6,17,77
21,4,44
11,14,49
5,14,25
14,2,87
17,2,34
17,22,58
2,22,113
2,11,96
2,20,116
19,9,36
13,1,42
5,6,65
2,15,55
2,6,128
17,15,8
17,14,46
14,16,202
16,15,136
20,16,72
8,23,64
19,4,33
6,3,75
16,14,124
19,2,30
19,5,63
19,13,39
23,13,23
5,13,22
12,4,39
9,3,84
14,23,113
16,23,97
17,5,163
22,13,127
12,5,20
1,15,72
1,8,76
14,15,75
13,8,77
2,8,88
23,11,30
23,4,78
9,9,101
5,7,105
3,7,104
3,3,123
7,5,138
14,12,66
12,3,67
2,17,49
14,9,135
20,17,54
21,10,51
22,1,116
1,4,100
17,19,34
9,18,54
5,20,72
9,4,78
15,16,215
23,8,46
1,23,105
23,20,57
17,16,57
5,4,141
2,1,69
20,9,92
13,17,36
6,8,85
3,21,93
11,21,69
9,8,110
3,1,60
16,16,92
16,13,107
13,3,54
8,21,66
8,2,52
20,2,42
3,18,130
19,18,26
19,3,103
14,4,78
21,9,67
21,16,57
10,16,66
7,13,85
1,12,57
12,13,28
3,19,57
8,12,31
2,12,36
2,16,82
11,10,122
21,3,82
21,14,30
17,10,71
2,10,77
21,6,45
3,16,176
8,10,57
10,18,43
16,19,111
19,11,33
7,15,37
12,15,16
7,17,94
7,21,57
20,3,65
19,12,17
21,1,52
16,21,172
16,2,101
19,16,46
3,17,51
4,14,56
1,7,72
3,12,61
13,12,19
7,10,71
1,6,97
17,9,63
19,15,28
19,14,15
23,3,22
5,1,43
17,13,14
21,11,36
20,13,31
13,4,40
21,17,63
12,17,21
13,18,29
20,14,23
20,18,46
15,12,48
5,23,47
17,12,31
19,22,32
19,20,31
21,23,34
23,7,31
14,1,94
10,8,63
19,8,59
20,1,37
19,21,24
13,9,115
8,5,140
10,5,83
21,18,31
13,11,33
13,10,38
10,2,34
9,21,37
23,1,20
20,7,54
10,7,30
12,9,29
7,14,37
23,14,11
5,18,30
6,14,58
20,23,39
13,22,34
8,17,55
5,21,38
11,17,59
12,21,58
13,16,46
21,2,47
4,15,39
13,21,31
12,19,39
12,8,28
19,10,21
10,14,33
19,1,23
4,1,70
23,15,12
23,22,58
13,14,32
10,12,43
12,2,13
9,2,36
20,21,30
21,15,22
10,21,38
23,2,13
5,12,20
23,9,40
13,15,13
20,15,10
12,18,23
12,14,6
