i,count
9,205
8,147
3,214
16,85
15,301
6,186
5,170
17,108
20,70
13,112
1,224
14,117
22,210
7,167
10,181
19,244
2,209
18,153
12,144
11,98
4,152
21,65
23,0
24,0
