i,j,count
10,4,149
13,12,55
14,18,77
14,17,255
18,17,164
5,12,135
5,3,92
12,3,99
8,12,79
8,20,155
8,6,80
8,13,119
12,20,298
12,6,353
12,13,263
20,6,188
20,13,179
6,13,290
13,5,51
10,12,395
10,20,366
10,11,302
10,5,235
12,11,261
12,5,172
20,11,248
20,5,162
11,5,134
16,19,112
16,15,211
19,15,158
16,3,95
16,20,212
16,4,147
16,8,182
3,20,139
3,4,141
3,8,115
20,4,177
20,8,246
4,8,85
12,17,191
12,14,243
17,5,89
17,14,104
5,14,153
3,11,140
6,20,270
6,7,243
20,7,218
7,2,211
7,9,231
7,10,57
2,9,144
2,10,54
9,10,45
20,10,108
20,17,260
10,7,194
10,17,258
10,8,254
7,17,117
7,8,211
7,5,76
17,8,86
8,5,110
16,12,107
16,11,148
3,12,100
9,12,93
9,16,120
9,4,109
12,16,278
12,4,159
12,2,227
20,2,222
6,3,136
6,9,213
3,9,134
5,13,56
1,16,113
1,5,62
16,5,80
10,9,138
20,14,231
20,16,147
14,16,235
10,13,200
6,14,445
6,16,229
9,6,111
9,1,73
6,1,197
6,4,193
1,4,91
2,6,143
10,14,253
14,13,95
14,7,122
13,7,72
3,1,182
18,11,119
18,7,192
17,11,107
17,7,121
11,7,145
5,11,145
11,14,277
10,1,149
1,17,139
10,18,121
11,18,91
20,1,138
10,6,267
10,15,106
6,15,165
6,12,226
6,10,156
12,10,123
16,10,136
15,11,200
15,4,98
11,4,178
12,7,164
4,6,91
4,7,58
13,17,135
13,1,81
13,8,89
17,1,99
1,8,99
11,1,169
11,16,190
6,8,247
6,11,281
1,11,117
13,3,93
15,10,77
15,8,79
15,16,180
10,16,229
8,4,95
8,16,98
4,16,67
13,16,45
13,19,49
17,3,58
17,16,105
17,19,129
3,16,174
3,19,101
5,15,76
12,15,119
10,2,288
9,7,311
9,2,108
7,20,64
5,20,146
8,1,73
11,19,138
11,15,112
11,13,257
11,10,120
13,10,60
1,19,153
1,20,86
17,20,144
19,20,118
19,8,123
15,9,109
15,5,87
9,5,57
13,6,135
1,6,133
19,6,95
4,14,162
14,8,190
15,6,125
5,6,186
14,1,89
14,20,179
14,4,165
14,19,136
20,19,263
17,4,130
4,19,72
6,2,157
6,19,176
2,19,97
9,19,85
2,7,249
2,15,111
7,15,113
19,7,95
7,6,116
4,18,50
12,19,184
12,8,192
3,10,133
3,13,145
13,20,101
16,9,144
18,9,170
19,4,90
3,17,235
17,10,44
20,18,136
18,2,87
18,19,126
2,17,235
19,17,98
2,4,98
15,12,91
15,13,124
15,14,111
16,13,155
16,14,176
13,14,98
15,20,129
13,4,70
3,2,119
3,7,118
4,11,87
11,6,211
20,12,183
3,14,159
10,3,114
2,18,49
15,18,74
19,3,40
4,3,64
7,16,92
18,3,98
18,15,48
3,15,71
9,15,95
15,7,75
2,14,141
15,2,144
15,17,206
15,1,62
2,1,95
7,11,98
9,11,95
13,15,46
17,15,40
19,16,83
4,17,149
11,8,155
11,3,112
8,3,127
12,1,135
20,3,94
9,13,99
9,14,163
11,2,181
2,13,65
1,13,129
8,9,59
7,12,74
1,12,29
16,1,84
9,20,45
9,18,98
2,20,139
14,6,186
1,2,89
2,8,129
16,16,116
9,8,70
18,13,49
18,8,107
18,4,111
16,18,101
16,17,205
3,18,109
8,2,122
2,12,95
2,11,155
7,1,53
15,3,43
11,20,212
10,19,170
20,9,145
1,10,71
1,7,130
5,16,103
5,2,142
16,2,107
14,12,125
16,6,113
6,17,204
1,18,55
8,7,105
1,9,81
6,5,171
5,8,78
5,18,84
1,14,103
12,18,88
18,1,95
11,9,137
13,9,32
5,10,105
8,11,75
19,5,56
5,4,98
7,14,108
2,5,74
2,16,125
14,15,143
18,6,117
17,18,65
4,20,63
8,14,117
1,3,46
11,12,167
14,5,94
5,17,130
18,5,74
12,12,101
14,14,123
14,9,100
18,14,144
1,15,71
4,5,74
7,18,102
4,1,74
5,1,120
3,6,175
8,15,56
17,2,91
9,3,65
17,13,129
17,9,88
12,9,130
11,17,272
14,3,43
11,11,92
14,2,141
19,9,136
13,11,90
18,12,60
4,12,63
7,13,71
14,10,81
19,2,73
5,19,60
5,7,99
18,10,45
3,5,141
19,14,105
17,6,78
15,19,90
7,19,66
18,20,60
2,3,58
20,15,82
19,11,99
4,15,49
18,16,126
8,17,68
14,11,209
6,18,92
19,13,61
8,10,59
4,13,68
5,9,94
19,1,67
19,18,48
17,12,54
7,4,70
8,18,28
16,7,124
9,17,46
8,19,68
4,10,68
19,12,32
13,2,37
4,2,62
19,10,45
7,3,32
13,18,46
4,9,39
3,3,1
7,7,1
