Exam Group,Exam Block,adj_block
72-0103,9,9
1-9185,1,1
MLG17,7,7
1-8222,1,1
1-6240,4,4
1-5549,11,11
1-8021,5,5
1-8767,12,12
1-8181,1,1
1-8020,13,13
1-7964,17,17
1-9722,14,14
MLG84,11,11
1-9805,2,2
1-6098,8,8
1-8093,4,4
1-9955,2,2
1-18603,6,6
1-3521,10,10
1-2596,5,5
1-5167,17,17
1-3519,5,5
1-7995,12,12
1-2025,10,10
1-7140,9,9
1-9607,15,15
1-9907,4,4
1-18409,2,2
1-10071,16,16
1-18735,19,19
1-8418,7,7
1-8938,2,2
1-0022,15,15
1-7991,10,10
1-6642,1,1
1-2869,15,15
1-2714,2,2
1-5508,4,4
1-2104,5,5
1-7467,7,7
1-7722,10,10
1-7509,2,2
1-1207,6,6
1-8705,17,17
1-5214,18,18
1-9444,1,1
1-8566,1,1
1-19547,18,18
1-0405,8,8
1-2178,17,17
1-8174,4,4
1-9925,8,8
72-12387,10,10
1-9850,1,1
1-8125,13,13
1-8095,20,20
1-5877,19,19
1-1224,19,19
1-17733,1,1
1-9331,21,21
1-18202,6,6
1-7341,8,8
1-9818,6,6
1-7066,20,20
1-9674,19,19
1-8659,16,16
1-7536,2,2
1-7481,20,20
1-7845,1,1
1-18498,11,11
1-2584,6,6
1-6532,18,18
1-9614,17,17
1-5355,14,14
1-8124,2,2
1-8401,16,16
1-8541,20,20
1-2153,14,14
1-4088,19,19
1-9739,12,12
1-9115,17,17
1-7770,7,7
1-17645,11,11
1-18423,14,14
1-18714,1,1
1-8084,15,15
1-9345,4,4
MLG35,1,1
1-5626,1,1
1-18004,2,2
1-19222,2,2
72-12171,17,17
1-7807,1,1
1-20003,7,7
1-3083,5,5
1-3312,12,12
MLG37,12,12
1-9237,10,10
1-8127,6,6
1-5775,3,3
1-19598,7,7
1-9892,10,10
1-3564,16,16
1-8820,19,19
1-8267,18,18
1-1258,21,21
MLG69,12,12
1-6971,8,8
1-9731,14,14
1-9768,7,7
72-18936,16,16
1-19897,1,1
1-10698,4,4
1-4499,2,2
1-7496,18,18
