Exam Group,Exam Block,adj_block
1-3178,12,12
1-20047,12,12
1-0358,1,1
1-6543,14,14
1-5929,10,10
1-10232,16,16
1-7070,5,5
MLG42,5,5
MLG55,13,13
1-8427,16,16
1-8622,9,9
1-8488,18,18
1-9643,10,10
1-19286,3,3
1-2573,20,20
1-1833,7,7
1-9283,13,13
1-9110,2,2
1-8576,9,9
1-9465,12,12
1-9712,8,8
1-9549,3,3
1-1972,14,14
1-5515,5,5
1-7863,21,21
1-2294,19,19
MLG45,14,14
P-16454,16,16
1-8928,13,13
1-7744,5,5
MLG06,4,4
1-7453,6,6
1-17657,8,8
1-0001,8,8
MLG58,1,1
1-7005,20,20
1-9870,4,4
1-9500,7,7
1-1350,13,13
1-18994,2,2
1-9447,8,8
1-8634,6,6
1-6061,3,3
1-7599,12,12
1-10696,18,18
1-19813,5,5
MLG41,2,2
1-8067,2,2
1-9137,1,1
1-9740,3,3
1-7721,4,4
MLG40,4,4
1-4929,17,17
1-9655,5,5
1-9606,8,8
1-5043,21,21
1-8100,1,1
1-8573,19,19
1-9588,16,16
MLG38,11,11
1-4910,10,10
1-8042,4,4
1-10948,13,13
1-7525,7,7
1-4052,2,2
1-0037,21,21
1-8641,11,11
1-7752,16,16
1-9496,5,5
1-8074,14,14
1-8906,20,20
72-11994,2,2
1-7321,15,15
1-20167,8,8
1-9156,14,14
1-2382,11,11
1-8328,6,6
1-9770,10,10
1-9553,11,11
1-9253,13,13
1-2670,16,16
1-9646,2,2
1-8646,5,5
1-9839,1,1
MLG39,7,7
1-4634,8,8
1-9902,3,3
1-8988,9,9
1-1250,17,17
1-9733,7,7
1-8018,13,13
1-9752,9,9
1-7058,10,10
1-10468,19,19
1-9938,19,19
1-7842,14,14
1-5406,15,15
1-10922,13,13
1-18563,3,3
1-0053,8,8
1-19839,5,5
1-9887,3,3
1-9630,21,21
1-9416,3,3
1-5653,10,10
MLG73,3,3
1-8023,7,7
1-4149,2,2
1-0205,4,4
1-9227,20,20
1-9650,7,7
1-9996,9,9
1-3068,18,18
1-17835,1,1
1-4361,12,12
1-3089,4,4
1-8450,1,1
1-18371,10,10
MLG07,4,4
MLG29,8,8
1-8113,6,6
1-7024,10,10
1-9667,21,21
1-9855,9,9
1-7042,11,11
MLG33,1,1
1-19448,4,4
1-20791,10,10
1-1015,18,18
MLG57,7,7
1-6647,14,14
MLG56,12,12
1-20467,6,6
1-2400,1,1
1-6931,12,12
1-9333,17,17
1-7268,5,5
1-21195,13,13
1-4649,1,1
1-8379,8,8
1-9946,21,21
1-9277,20,20
1-9504,14,14
1-9516,20,20
1-3596,11,11
1-0129,4,4
1-1942,20,20
1-8623,8,8
1-6927,19,19
P-0009,8,8
1-11330,8,8
1-2103,21,21
1-6181,9,9
MLG44,2,2
1-7839,18,18
1-1390,11,11
1-7897,16,16
1-1570,21,21
1-3589,8,8
1-0033,18,18
1-3216,10,10
1-9495,3,3
1-4051,3,3
1-10762,12,12
MLG43,2,2
1-7608,5,5
1-9995,1,1
1-1608,3,3
1-3535,16,16
1-4136,1,1
1-18615,7,7
1-3587,18,18
1-9836,16,16
1-8590,3,3
1-1592,14,14
1-8341,20,20
MLG02,9,9
1-9997,8,8
1-8066,9,9
1-3509,9,9
1-3639,6,6
1-9404,19,19
1-8352,14,14
1-7019,9,9
MLG54,5,5
1-4020,3,3
1-1177,4,4
MLG51,7,7
1-8157,14,14
1-19004,9,9
1-7866,6,6
1-18377,12,12
1-5530,5,5
1-6743,19,19
1-3516,17,17
1-4855,3,3
1-20578,14,14
1-3108,5,5
1-7521,1,1
1-3139,20,20
1-1769,19,19
1-7441,10,10
1-10978,12,12
1-2324,9,9
1-3584,15,15
MLG13,20,20
1-5172,21,21
1-0296,14,14
1-3647,11,11
1-6734,21,21
1-19924,12,12
1-8826,20,20
P-16616,15,15
1-9497,8,8
1-1317,17,17
1-4531,20,20
MLG75,15,15
MLG78,4,4
1-11329,12,12
1-20641,13,13
1-8910,20,20
1-1827,18,18
1-18613,4,4
1-6296,9,9
1-3523,6,6
1-3362,18,18
1-0031,15,15
MLG65,5,5
1-4319,19,19
1-6035,8,8
1-1131,10,10
MLG32,4,4
1-8188,7,7
1-17758,12,12
1-3052,20,20
1-2282,11,11
1-19229,2,2
MLG63,16,16
MLG50,5,5
1-9417,19,19
1-9498,21,21
1-9761,18,18
1-4760,13,13
1-9831,19,19
1-4417,9,9
1-6611,18,18
1-0008,9,9
1-1462,20,20
1-10785,21,21
1-7682,2,2
MLG48,3,3
1-5163,15,15
1-8544,1,1
1-5197,19,19
1-6594,1,1
MLG62,11,11
1-1580,6,6
1-6916,11,11
1-6918,1,1
1-6919,18,18
MLG14,3,3
1-7874,21,21
1-7213,5,5
1-6561,21,21
1-4640,18,18
1-7004,18,18
1-2335,14,14
1-18558,6,6
1-8551,16,16
1-9270,21,21
1-6974,16,16
MLG68,15,15
1-10539,14,14
MLG49,7,7
1-0278,17,17
MLG64,1,1
MLG30,9,9
1-9609,9,9
1-7819,4,4
1-2423,9,9
1-6787,11,11
1-9963,21,21
1-9808,9,9
1-0303,13,13
MLG60,2,2
1-18709,2,2
1-7204,15,15
1-5744,7,7
1-1770,4,4
1-4682,15,15
1-3104,7,7
1-17907,18,18
1-8421,21,21
MLG53,7,7
1-9645,17,17
MLG12,7,7
MLG15,16,16
1-6858,19,19
1-8314,2,2
1-8285,2,2
1-1957,19,19
1-18203,13,13
1-10451,11,11
1-6216,6,6
1-6692,5,5
1-8172,10,10
1-8398,7,7
1-6878,9,9
1-7122,13,13
1-4700,18,18
1-6006,2,2
1-4355,15,15
1-9379,15,15
1-2701,16,16
1-6693,8,8
1-3141,21,21
1-7614,4,4
1-6914,20,20
1-5654,4,4
MLG59,14,14
1-9610,1,1
1-5161,6,6
1-6980,12,12
MLG10,12,12
MLG72,13,13
MLG52,5,5
1-19166,1,1
MLG11,3,3
1-3447,11,11
1-3217,13,13
1-6538,16,16
1-3534,18,18
1-7152,18,18
1-3106,13,13
1-1935,15,15
1-2297,19,19
1-4098,9,9
1-8529,11,11
1-8397,2,2
1-0272,18,18
1-17790,5,5
1-8186,1,1
1-8503,13,13
1-7182,14,14
1-2545,6,6
1-7993,7,7
1-9651,19,19
1-1183,14,14
1-1989,1,1
1-10060,19,19
1-5913,11,11
1-5981,4,4
1-13247,3,3
1-6228,15,15
1-8578,8,8
1-1204,17,17
1-9794,15,15
1-9518,9,9
1-9452,17,17
1-8400,17,17
1-18234,3,3
1-19205,1,1
1-9055,6,6
1-9394,3,3
1-9286,16,16
1-1005,8,8
1-10038,16,16
1-4390,20,20
1-9491,13,13
MLG31,2,2
1-5980,8,8
1-8678,4,4
1-6900,2,2
1-11350,6,6
1-9578,9,9
1-3551,3,3
MLG09,15,15
1-6028,12,12
1-1836,17,17
1-3265,6,6
MLG08,3,3
1-3176,10,10
1-8493,21,21
1-19915,12,12
1-8627,2,2
1-0292,9,9
1-18487,15,15
1-20012,14,14
1-9076,3,3
1-5425,19,19
1-4747,5,5
1-6227,10,10
1-6909,11,11
1-8532,11,11
1-18935,2,2
1-3206,6,6
1-9697,17,17
1-3033,1,1
1-8094,1,1
1-11206,17,17
1-6531,3,3
1-5036,16,16
1-18028,12,12
1-1850,11,11
1-4926,1,1
1-2034,4,4
1-19549,7,7
1-5282,2,2
1-9861,17,17
1-9338,13,13
1-3175,7,7
1-5002,10,10
1-5531,20,20
1-6718,2,2
1-6217,6,6
1-4847,6,6
1-5891,15,15
1-19447,3,3
1-7530,18,18
1-9457,17,17
1-5990,17,17
1-9971,5,5
1-4494,1,1
1-9576,20,20
1-9436,15,15
1-5413,2,2
1-5424,10,10
1-1191,16,16
1-5803,2,2
1-5799,17,17
1-19567,11,11
1-7527,4,4
MLG67,13,13
1-3087,3,3
1-4842,1,1
1-19568,6,6
1-9838,1,1
MLG46,17,17
1-5555,14,14
1-10444,15,15
1-3646,6,6
1-10951,12,12
1-9806,13,13
1-0055,10,10
1-5914,1,1
1-0027,15,15
1-9455,16,16
1-0003,3,3
1-21192,8,8
1-9034,11,11
1-19927,13,13
