i,j,count
6,16,113
16,6,113
15,1,153
1,15,153
17,8,142
17,19,248
8,17,142
8,19,95
19,17,248
19,8,95
12,8,131
12,4,257
8,12,131
8,4,128
4,12,257
4,8,128
16,9,177
16,18,208
16,4,164
16,7,138
9,16,177
9,18,364
9,4,286
9,7,184
18,16,208
18,9,364
18,4,327
18,7,207
4,16,164
4,9,286
4,18,327
4,7,103
7,16,138
7,9,184
7,18,207
7,4,103
7,6,170
6,7,170
22,8,171
22,18,381
22,10,389
22,21,256
8,22,171
8,18,169
8,10,147
8,21,178
18,22,381
18,8,169
18,10,452
18,21,319
10,22,389
10,8,147
10,18,452
10,21,235
21,22,256
21,8,178
21,18,319
21,10,235
20,23,129
20,12,385
23,20,129
23,12,244
12,20,385
12,23,244
4,1,309
4,13,138
4,21,124
1,4,309
1,18,392
1,13,157
1,21,289
18,1,392
18,13,276
13,4,138
13,1,157
13,18,276
13,21,171
21,4,124
21,1,289
21,13,171
9,3,140
9,19,246
9,17,312
3,9,140
3,19,95
3,17,165
19,9,246
19,3,95
17,9,312
17,3,165
9,10,356
10,9,356
1,5,289
18,5,312
5,1,289
5,18,312
12,1,411
12,15,183
12,22,282
1,12,411
1,22,316
15,12,183
15,22,156
22,12,282
22,1,316
22,15,156
18,6,328
18,19,312
18,3,213
22,6,202
22,19,252
22,3,119
6,18,328
6,22,202
6,19,223
6,3,208
6,1,248
19,18,312
19,22,252
19,6,223
19,1,193
3,18,213
3,22,119
3,6,208
3,1,200
1,6,248
1,19,193
1,3,200
4,2,229
4,10,306
1,9,337
1,2,287
1,10,306
9,1,337
9,2,303
2,4,229
2,1,287
2,9,303
2,10,339
10,4,306
10,1,306
10,2,339
14,9,108
14,2,182
14,6,188
9,14,108
9,6,227
2,14,182
2,6,215
6,14,188
6,9,227
6,2,215
14,7,112
7,14,112
6,11,365
9,11,230
11,6,365
11,9,230
21,7,104
7,21,104
15,20,150
15,8,80
20,15,150
20,8,107
8,15,80
8,20,107
5,2,280
5,10,224
2,5,280
10,5,224
18,17,313
18,20,293
17,18,313
17,20,299
20,18,293
20,17,299
8,16,111
16,8,111
22,7,149
7,22,149
6,17,299
6,5,202
17,6,299
17,5,247
5,6,202
5,17,247
2,7,149
2,11,249
7,2,149
7,1,214
7,11,140
1,7,214
1,11,202
11,2,249
11,7,140
11,1,202
9,8,156
9,5,236
8,9,156
8,5,170
5,9,236
5,8,170
2,3,176
3,2,176
3,7,148
3,5,203
17,7,124
7,3,148
7,17,124
7,5,182
5,3,203
5,7,182
6,10,319
6,15,379
19,10,216
19,15,201
10,6,319
10,19,216
10,15,124
15,6,379
15,19,201
15,10,124
4,17,227
10,17,403
17,4,227
17,10,403
22,9,331
9,22,331
18,23,104
23,18,104
23,19,69
19,23,69
3,12,104
2,12,192
12,3,104
12,2,192
13,9,214
13,5,122
13,22,149
9,13,214
5,13,122
5,22,227
22,13,149
22,5,227
11,17,129
11,23,125
17,11,129
17,23,129
23,11,125
23,17,129
20,5,177
5,20,177
14,19,140
14,23,86
19,14,140
9,23,158
23,14,86
23,9,158
10,20,343
1,20,296
20,10,343
20,1,296
13,16,89
13,7,86
16,13,89
7,13,86
6,20,229
20,6,229
9,21,266
9,20,317
22,20,293
21,9,266
21,19,104
21,20,206
19,21,104
19,20,142
20,9,317
20,22,293
20,21,206
20,19,142
4,5,193
4,11,182
12,5,139
12,11,220
5,4,193
5,12,139
5,11,134
11,4,182
11,12,220
11,5,134
4,14,159
14,4,159
22,17,285
12,17,205
17,22,285
17,12,205
10,23,206
10,12,321
23,10,206
12,10,321
4,19,145
19,4,145
19,5,176
5,19,176
5,21,207
21,5,207
1,23,193
2,23,176
23,1,193
23,2,176
23,5,173
5,23,173
2,17,313
2,21,239
17,2,313
17,21,251
21,2,239
21,17,251
17,13,219
17,14,175
18,14,139
19,13,167
13,17,219
13,19,167
13,14,86
14,17,175
14,18,139
14,13,86
1,14,149
11,14,156
14,1,149
14,11,156
22,11,188
18,11,206
13,11,138
11,22,188
11,18,206
11,13,138
3,20,198
20,3,198
6,21,252
14,15,167
14,21,123
15,14,167
15,21,153
21,6,252
21,14,123
21,15,153
4,22,238
22,4,238
9,12,390
22,2,283
12,9,390
12,21,254
2,22,283
21,12,254
3,11,147
11,3,147
11,15,426
15,11,426
2,8,148
8,2,148
8,1,125
1,8,125
18,2,334
2,18,334
13,20,146
20,13,146
1,17,231
17,1,231
18,12,224
12,18,224
4,20,206
20,4,206
9,15,243
7,15,102
15,9,243
15,7,102
16,10,196
10,16,196
2,13,168
13,2,168
12,7,153
7,12,153
20,11,278
11,20,278
15,16,67
15,4,90
16,15,67
4,15,90
11,10,217
13,10,240
10,11,217
10,13,240
