Exam Group,Exam Block,adj_block
1-7874,12,12
1-7213,15,15
1-6561,11,11
1-4640,12,12
1-7004,22,22
1-2335,3,3
1-18558,18,18
1-8551,4,4
1-9270,11,11
1-6974,16,16
MLG68,6,6
1-10539,17,17
MLG49,5,5
1-0278,6,6
MLG64,10,10
MLG30,20,20
1-9609,15,15
1-7819,1,1
1-2423,5,5
1-6787,12,12
1-9963,11,11
1-9808,20,20
1-0303,1,1
MLG60,14,14
1-18709,15,15
1-7204,1,1
1-5744,10,10
1-1770,6,6
1-4682,6,6
1-3104,21,21
1-17907,4,4
1-8421,13,13
MLG53,1,1
1-9645,3,3
MLG12,14,14
MLG15,2,2
1-6858,19,19
1-8314,9,9
1-8285,8,8
1-1957,3,3
1-18203,9,9
1-10451,6,6
1-6216,22,22
1-6692,14,14
1-8172,10,10
1-8398,13,13
1-6878,20,20
1-7122,17,17
1-4700,10,10
1-6006,21,21
1-4355,18,18
1-9379,2,2
1-2701,16,16
1-6693,15,15
1-3141,11,11
1-7614,21,21
1-6914,18,18
1-5654,12,12
MLG59,6,6
1-9610,16,16
1-5161,1,1
1-6980,2,2
MLG10,13,13
MLG72,20,20
MLG52,9,9
1-19166,5,5
MLG11,19,19
1-3447,21,21
1-3217,16,16
1-6538,17,17
1-3534,4,4
1-7152,21,21
1-3106,2,2
1-1935,6,6
1-2297,19,19
1-4098,20,20
1-8529,16,16
1-8397,9,9
1-0272,9,9
1-17790,18,18
1-8186,2,2
1-8503,21,21
1-7182,18,18
1-2545,2,2
1-7993,9,9
1-9651,14,14
1-1183,16,16
1-1989,3,3
1-10060,1,1
1-5913,15,15
1-5981,18,18
1-13247,17,17
1-6228,16,16
1-8578,12,12
1-1204,9,9
1-9794,6,6
1-9518,12,12
1-9452,5,5
1-8400,10,10
1-18234,2,2
1-19205,15,15
1-9055,4,4
1-9394,3,3
1-9286,17,17
1-1005,15,15
1-10038,22,22
1-4390,2,2
1-9491,17,17
MLG31,14,14
1-5980,10,10
1-8678,13,13
1-6900,18,18
1-11350,18,18
1-9578,1,1
1-3551,13,13
MLG09,2,2
1-6028,2,2
1-1836,22,22
1-3265,14,14
MLG08,14,14
1-3176,3,3
1-8493,11,11
1-19915,8,8
1-8627,3,3
1-0292,20,20
1-18487,13,13
1-20012,6,6
1-9076,1,1
1-5425,19,19
1-4747,14,14
1-6227,18,18
1-6909,9,9
1-8532,1,1
1-18935,1,1
1-3206,18,18
1-9697,1,1
1-3033,7,7
1-8094,22,22
1-11206,3,3
1-6531,1,1
1-5036,20,20
1-18028,2,2
1-1850,10,10
1-4926,2,2
1-2034,15,15
1-19549,2,2
1-5282,4,4
1-9861,1,1
1-9338,17,17
1-3175,1,1
1-5002,5,5
1-5531,4,4
1-6718,17,17
1-6217,19,19
1-4847,3,3
1-5891,17,17
1-19447,1,1
1-7530,8,8
1-9457,19,19
1-5990,8,8
1-9971,1,1
1-4494,17,17
1-9576,2,2
1-9436,15,15
1-5413,5,5
1-5424,7,7
1-1191,10,10
1-5803,14,14
1-5799,22,22
1-19567,10,10
1-7527,12,12
MLG67,1,1
1-3087,17,17
1-4842,5,5
1-19568,7,7
1-9838,1,1
MLG46,17,17
1-5555,10,10
1-10444,22,22
1-3646,7,7
1-10951,4,4
1-9806,20,20
1-0055,1,1
1-5914,20,20
1-0027,9,9
1-9455,13,13
1-0003,12,12
1-21192,5,5
1-9034,14,14
1-19927,9,9
