i,j,count
1,18,139
18,1,139
13,1,109
1,13,109
9,4,103
9,8,147
4,9,103
4,8,196
8,9,147
8,4,196
17,20,439
17,13,243
20,17,439
20,13,299
13,17,243
13,20,299
12,20,265
12,21,271
12,11,233
12,17,284
20,12,265
20,21,496
20,11,465
21,12,271
21,20,496
21,11,448
21,17,315
11,12,233
11,20,465
11,21,448
11,17,405
17,12,284
17,21,315
17,11,405
14,8,108
8,14,108
15,20,485
15,21,389
15,19,470
15,17,423
20,15,485
20,19,564
21,15,389
21,19,487
19,15,470
19,20,564
19,21,487
19,17,340
17,15,423
17,19,340
18,8,268
18,6,365
8,18,268
8,6,270
6,18,365
6,8,270
18,9,217
18,21,476
18,10,240
18,12,197
9,18,217
9,21,199
9,10,140
9,12,159
21,18,476
21,9,199
21,10,171
10,18,240
10,9,140
10,21,171
10,12,147
12,18,197
12,9,159
12,10,147
20,22,356
20,4,347
22,20,356
22,17,187
22,4,242
17,22,187
17,4,230
4,20,347
4,22,242
4,17,230
16,21,288
16,22,223
21,16,288
21,22,420
22,16,223
22,21,420
17,16,348
16,17,348
16,13,213
16,15,317
13,16,213
13,15,178
15,16,317
15,13,178
21,2,274
21,3,322
15,2,258
15,22,365
15,3,234
2,21,274
2,15,258
2,22,343
2,16,284
2,3,163
22,15,365
22,2,343
22,3,190
16,2,284
16,3,143
3,21,322
3,15,234
3,2,163
3,22,190
3,16,143
18,20,437
18,19,476
9,20,232
9,19,198
20,18,437
20,9,232
19,18,476
19,9,198
2,20,424
2,12,139
2,7,101
20,2,424
20,7,154
12,2,139
12,7,111
7,2,101
7,20,154
7,12,111
8,5,65
8,13,112
5,8,65
5,13,93
13,8,112
13,5,93
11,13,273
13,11,273
17,14,131
14,17,131
2,18,207
2,1,86
18,2,207
1,2,86
1,17,106
17,1,106
22,18,210
18,22,210
3,14,220
14,3,220
15,14,182
14,15,182
11,22,307
11,18,402
22,11,307
18,11,402
1,12,119
1,9,75
1,20,181
12,1,119
9,1,75
20,1,181
15,4,301
4,15,301
4,14,131
14,4,131
14,22,170
22,14,170
21,5,99
5,21,99
7,8,155
7,19,153
7,3,252
8,7,155
8,19,255
8,3,213
19,7,153
19,8,255
19,3,273
3,7,252
3,8,213
3,19,273
19,4,420
4,19,420
15,8,340
20,8,210
8,15,340
8,20,210
13,19,214
19,13,214
19,1,199
1,19,199
21,7,133
7,21,133
7,22,83
22,7,83
15,9,210
9,15,210
9,16,131
16,9,131
11,5,154
20,5,148
18,5,119
5,11,154
5,20,148
5,18,119
3,1,153
1,3,153
10,8,291
10,3,108
10,17,138
8,10,291
8,17,133
3,10,108
3,17,196
17,10,138
17,8,133
17,3,196
19,2,431
2,19,431
11,14,158
5,14,83
14,11,158
14,5,83
11,7,156
11,19,418
7,11,156
19,11,418
20,10,232
20,14,167
15,10,250
15,18,359
10,20,232
10,15,250
10,14,115
14,20,167
14,10,115
14,18,152
18,15,359
18,14,152
3,13,476
14,13,273
14,2,211
14,19,288
13,3,476
13,14,273
13,2,250
2,14,211
2,13,250
19,14,288
2,17,167
2,4,195
17,2,167
4,2,195
1,11,181
11,1,181
19,6,241
6,19,241
21,13,241
13,21,241
22,12,289
12,22,289
1,16,94
16,1,94
4,10,131
10,4,131
3,6,142
3,11,296
6,3,142
6,11,189
11,3,296
11,6,189
4,3,156
3,4,156
9,14,73
21,8,230
21,14,179
8,21,230
14,9,73
14,21,179
11,10,167
10,11,167
10,13,85
13,10,85
15,11,299
11,15,299
8,16,199
16,8,199
14,12,129
3,12,139
12,14,129
12,3,139
6,14,98
6,15,207
14,6,98
15,6,207
4,7,115
7,4,115
15,12,216
12,15,216
5,16,124
16,5,124
7,13,229
13,7,229
1,15,193
15,1,193
22,5,169
5,22,169
5,15,162
15,5,162
18,3,316
3,18,316
16,18,215
18,16,215
3,20,360
20,3,360
18,17,299
18,4,326
17,18,299
4,18,326
19,12,198
12,19,198
1,14,81
14,1,81
6,1,98
1,6,98
1,10,94
10,1,94
19,22,414
22,19,414
20,16,310
16,20,310
2,9,157
9,2,157
20,6,295
4,6,178
22,6,97
6,20,295
6,4,178
6,22,97
1,21,185
21,1,185
13,22,202
22,13,202
21,4,217
4,21,217
19,10,220
10,19,220
19,16,348
16,19,348
16,14,137
14,16,137
12,13,121
13,12,121
12,5,104
5,12,104
13,4,139
13,18,194
4,13,139
18,13,194
6,5,119
5,6,119
4,11,312
11,4,312
16,12,270
12,16,270
6,12,168
12,6,168
7,16,82
7,14,63
16,7,82
14,7,63
18,7,170
9,7,63
7,18,170
7,9,63
13,6,174
13,9,103
6,13,174
6,9,226
6,21,179
9,13,103
9,6,226
21,6,179
5,17,139
17,5,139
2,10,128
16,10,131
10,2,128
10,16,131
9,11,188
11,9,188
11,8,220
8,11,220
5,1,73
1,5,73
1,22,129
22,1,129
16,11,196
11,16,196
4,12,120
12,4,120
8,22,195
22,8,195
19,5,187
5,19,187
22,10,193
10,22,193
2,8,149
8,2,149
8,1,91
1,8,91
5,4,102
4,5,102
4,1,118
1,4,118
5,2,151
2,5,151
5,10,67
10,5,67
8,12,104
12,8,104
10,6,149
6,10,149
4,16,193
16,4,193
6,7,119
7,6,119
17,9,174
9,17,174
11,2,125
2,11,125
15,7,137
10,7,83
17,7,124
7,15,137
7,10,83
7,17,124
7,1,58
1,7,58
17,6,164
6,17,164
3,9,99
9,3,99
5,3,87
3,5,87
22,9,96
9,22,96
6,2,100
2,6,100
5,7,84
7,5,84
9,5,62
5,9,62
16,6,144
6,16,144
