i,j,count
9,12,195
10,5,56
20,6,144
20,18,164
6,18,80
12,17,67
12,8,85
17,8,217
16,9,138
16,19,312
16,8,300
16,12,173
9,19,174
9,8,195
19,8,232
19,12,245
8,12,295
15,19,70
11,17,312
11,19,392
11,10,170
11,1,311
17,19,293
17,10,118
17,1,272
19,10,92
19,1,280
10,1,94
7,18,192
7,10,201
18,10,207
7,6,137
7,19,218
7,15,115
7,1,218
6,19,172
6,15,70
6,1,206
19,15,156
15,1,135
17,18,158
17,9,95
17,20,228
18,9,91
18,20,173
9,20,227
5,16,89
18,19,68
18,2,189
19,2,327
6,4,233
6,12,132
6,11,98
4,12,107
4,11,95
12,11,38
19,11,151
19,14,192
19,3,139
19,6,219
11,14,176
11,2,338
11,3,117
11,6,312
14,2,140
14,3,159
14,6,77
2,3,108
2,6,159
3,6,68
7,9,80
7,16,204
6,9,87
6,16,122
9,16,129
19,16,252
8,9,96
8,4,199
8,18,225
9,4,113
9,18,129
4,18,75
5,19,107
5,6,108
8,5,172
5,12,132
1,15,90
13,7,51
13,17,31
7,17,72
11,15,125
15,6,67
19,20,260
19,7,181
20,7,233
19,9,157
8,19,330
8,20,415
8,7,207
15,18,91
15,9,67
18,6,95
17,15,137
17,5,95
15,5,88
13,9,46
11,20,292
20,15,140
20,2,236
15,2,85
9,2,289
18,16,165
16,2,254
16,20,321
11,13,106
11,18,207
13,18,87
11,16,305
11,9,157
10,2,100
11,8,298
11,4,274
8,11,146
9,7,205
9,11,89
7,11,73
15,8,63
15,3,41
8,3,132
17,14,258
1,8,95
1,14,56
8,14,110
10,18,149
10,14,57
18,14,71
16,3,122
16,7,214
3,7,81
8,15,164
4,15,48
8,10,168
8,16,261
10,16,94
4,6,125
17,11,184
17,2,273
17,7,187
11,7,243
1,2,68
1,7,75
2,7,151
4,7,45
4,5,73
4,2,83
7,5,140
7,2,146
18,5,121
5,2,143
18,17,116
17,16,320
11,12,191
12,6,112
12,4,98
14,11,91
14,12,94
14,19,132
12,19,99
1,13,27
13,15,57
17,3,113
16,18,166
16,10,174
16,4,204
16,11,201
18,1,112
2,16,116
2,14,55
2,1,185
16,14,387
16,1,254
14,1,128
6,2,119
12,2,384
12,5,122
2,5,149
13,20,135
13,1,83
20,1,212
6,8,216
2,8,163
20,19,207
20,17,102
19,18,262
19,17,138
18,15,130
15,17,86
8,17,187
20,12,136
8,6,215
3,2,84
8,2,270
8,1,284
13,10,38
13,12,77
10,12,143
1,20,99
1,9,49
20,9,61
5,11,92
5,4,117
5,1,127
4,19,164
4,1,161
9,1,116
9,15,62
15,13,44
18,13,46
19,4,216
12,18,89
12,7,89
18,7,191
6,17,99
6,7,115
6,20,139
7,4,156
7,20,182
4,20,110
4,8,126
12,16,91
5,15,73
6,5,88
19,5,169
10,15,47
10,6,54
10,9,54
17,13,82
13,11,78
13,5,50
11,5,167
9,5,96
9,3,59
5,3,61
12,3,70
17,12,216
12,14,56
14,18,60
6,13,63
6,3,61
13,3,60
3,12,50
17,4,192
20,4,164
20,10,125
4,10,52
2,10,113
15,7,63
17,6,204
6,14,78
2,15,72
9,14,49
2,18,118
18,4,104
3,11,34
3,8,61
13,16,72
13,14,29
16,6,160
16,13,109
16,15,210
12,20,122
1,12,66
3,1,56
15,14,39
7,14,92
12,13,59
20,13,75
19,13,181
20,8,240
10,4,54
10,13,36
19,19,116
13,19,103
15,4,112
7,8,128
5,14,58
3,4,53
8,13,111
4,14,78
1,6,69
9,6,90
20,14,86
2,19,140
13,2,132
1,4,98
5,7,101
5,18,115
5,8,133
15,12,77
14,16,71
18,11,106
1,16,83
15,11,64
3,10,51
3,20,98
10,20,83
2,4,123
2,9,102
4,9,38
14,9,47
14,7,84
1,5,62
1,18,69
16,5,183
2,12,261
10,7,120
10,8,84
10,19,55
18,3,78
17,17,101
10,17,41
1,19,78
5,20,145
20,20,123
15,20,112
14,20,131
7,12,207
12,10,120
14,10,54
6,10,123
4,3,65
2,20,158
12,15,45
15,10,85
20,3,119
20,5,140
18,8,126
16,16,92
12,1,78
5,13,40
18,12,155
16,17,140
4,13,36
13,4,61
2,17,51
5,10,87
9,13,114
3,15,38
3,19,31
20,16,223
14,5,57
7,13,76
5,9,45
3,16,47
2,11,57
3,13,31
2,13,77
20,11,94
3,9,31
3,5,25
14,15,114
10,11,42
4,17,55
1,3,39
9,17,60
12,9,106
13,8,63
7,3,100
4,16,122
1,11,51
14,4,97
3,14,29
3,18,40
15,16,65
14,8,82
9,10,72
14,13,25
14,17,49
10,3,90
5,17,35
1,10,59
1,17,31
3,17,26
13,6,44
