i,j,count
14,4,97
16,15,64
9,19,160
9,4,125
19,4,193
14,1,27
14,17,46
1,17,25
10,16,108
10,5,276
10,12,210
10,6,247
16,5,189
16,12,158
16,6,95
5,12,217
5,6,439
12,6,302
6,14,71
11,1,257
11,5,404
11,15,135
11,20,251
1,5,246
1,15,93
1,20,170
5,15,120
5,20,178
15,20,71
2,4,150
2,15,209
4,15,171
18,2,151
18,5,179
18,14,76
18,6,166
2,5,236
2,14,97
2,6,150
5,14,156
14,6,109
1,19,186
1,4,117
1,9,160
19,9,111
4,9,87
17,10,160
12,5,339
12,18,154
5,18,355
13,19,231
13,7,213
13,11,61
19,7,123
19,11,113
7,11,26
5,11,133
5,8,236
5,13,216
5,19,302
11,8,121
11,18,305
11,13,235
11,19,315
8,18,105
8,13,147
8,19,114
18,13,166
18,19,248
18,16,56
18,10,113
2,16,97
2,10,165
16,10,123
5,10,300
4,16,79
4,2,137
4,13,168
16,2,260
16,13,180
2,13,180
17,5,178
17,15,155
12,17,171
12,7,241
17,7,162
20,6,177
8,2,102
8,1,58
2,1,76
11,2,296
11,7,170
2,7,157
5,9,233
5,2,225
9,2,218
11,6,336
12,9,311
12,2,309
2,9,177
2,3,108
9,3,69
9,1,72
3,1,83
1,2,192
1,18,216
2,18,154
18,9,136
11,9,214
9,6,256
9,18,174
6,18,30
6,3,42
16,4,170
4,10,113
10,13,152
20,10,112
20,9,104
10,9,223
11,4,259
20,4,143
11,10,262
15,18,74
11,12,231
12,19,239
12,16,100
12,11,130
16,11,71
2,11,88
13,10,86
13,14,55
10,14,74
1,8,73
20,5,170
20,8,66
19,5,198
19,3,141
4,5,134
4,3,98
5,3,233
10,3,154
10,2,259
3,2,111
12,13,220
13,6,218
12,3,182
12,10,245
3,10,90
17,11,115
17,13,132
17,20,76
17,2,134
13,20,126
13,2,169
20,2,121
19,13,123
19,17,112
19,8,67
19,6,222
13,17,82
13,8,111
17,8,88
17,6,127
8,6,102
20,1,86
1,6,202
7,13,289
7,19,67
8,11,129
8,14,75
8,5,103
11,14,102
14,5,71
6,20,57
20,14,73
10,4,171
10,15,146
10,19,311
10,11,148
4,18,78
4,6,117
2,20,133
19,18,120
3,18,222
1,13,165
13,12,123
20,12,148
9,5,192
9,14,109
9,8,86
5,4,137
4,14,129
4,8,84
14,8,66
12,8,159
9,7,124
7,8,61
3,17,150
3,15,96
1,10,202
16,14,78
1,16,68
9,16,61
17,18,261
15,10,87
15,9,61
16,7,165
9,11,83
12,20,247
14,18,66
14,13,54
6,13,131
11,17,188
19,2,162
13,16,123
13,18,91
13,9,67
16,18,167
16,9,137
13,5,116
18,12,103
17,3,109
3,7,107
3,13,158
17,14,90
5,17,158
18,17,97
2,12,156
6,16,27
1,3,169
1,7,124
1,11,117
3,11,95
16,17,73
16,20,112
7,20,41
3,9,102
5,16,128
17,4,148
15,4,152
18,4,134
9,15,126
19,15,114
18,15,81
15,7,163
7,18,49
12,14,130
14,2,58
6,2,81
14,7,56
16,3,77
15,13,101
13,4,142
8,9,131
6,19,114
1,14,77
1,12,156
14,12,40
8,12,83
8,10,83
10,8,112
7,9,57
7,6,95
6,7,121
3,14,55
7,5,73
19,20,127
9,12,146
9,13,106
3,3,239
18,20,72
16,19,158
2,17,106
6,4,79
19,14,95
5,7,227
3,19,125
18,3,116
12,4,225
14,10,54
2,19,154
3,5,115
3,20,108
3,6,139
20,13,119
20,18,71
17,16,75
19,12,174
7,12,19
12,1,157
14,20,44
14,19,45
20,19,234
4,19,132
10,7,110
20,11,101
6,10,61
3,8,66
18,8,89
18,11,73
4,17,71
4,12,80
17,12,135
15,6,96
7,4,50
7,15,75
7,2,66
15,2,117
10,18,252
6,8,61
6,17,46
8,17,61
10,17,110
9,20,86
11,16,132
19,10,135
15,5,83
17,17,101
6,5,92
17,19,223
3,4,92
4,7,103
14,15,46
8,16,45
6,15,26
15,19,83
8,15,54
13,15,68
18,1,85
4,20,93
15,11,35
18,7,104
9,17,106
19,16,84
1,1,92
8,4,127
5,1,115
6,1,18
7,1,23
20,3,94
20,17,81
11,3,167
8,3,80
8,7,103
2,8,90
10,20,146
15,12,31
15,8,52
17,9,130
12,15,123
16,8,78
10,1,124
7,14,37
6,9,92
20,15,60
17,1,102
20,16,41
13,1,67
3,16,52
16,1,69
14,11,32
9,10,188
7,16,82
15,16,59
20,7,108
14,9,55
13,3,57
6,11,30
3,12,80
8,20,76
6,12,37
19,1,65
7,10,43
4,11,57
15,3,52
14,3,33
7,17,28
14,16,53
20,20,1
15,17,42
4,1,90
15,14,75
7,3,36
15,1,26
