i,count
16,165
9,216
7,204
1,272
17,91
19,205
20,158
3,130
14,105
2,245
13,158
11,111
21,149
4,261
8,267
18,119
6,172
10,144
5,177
15,79
12,134
22,0
23,0
24,0
