i,count
4,143
8,272
5,150
14,108
9,231
10,209
6,241
19,186
16,70
2,149
12,194
7,192
13,134
1,190
18,210
11,150
17,169
22,133
15,68
21,88
3,180
20,95
23,0
24,0
