Exam Group,Exam Block,adj_block
72-0103,11,11
1-9185,3,3
MLG17,2,2
1-8222,1,1
1-6240,16,16
1-5549,8,8
1-8021,19,19
1-8767,13,13
1-8181,17,17
1-8020,7,7
1-7964,11,11
1-9722,17,17
MLG84,6,6
1-9805,14,14
1-6098,5,5
1-8093,16,16
1-9955,15,15
1-18603,1,1
1-3521,16,16
1-2596,6,6
1-5167,9,9
1-3519,5,5
1-7995,14,14
1-2025,13,13
1-7140,11,11
1-9607,12,12
1-9907,2,2
1-18409,12,12
1-10071,5,5
1-18735,3,3
1-8418,15,15
1-8938,16,16
1-0022,12,12
1-7991,20,20
1-6642,1,1
1-2869,16,16
1-2714,12,12
1-5508,12,12
1-2104,1,1
1-7467,12,12
1-7722,20,20
1-7509,10,10
1-1207,15,15
1-8705,7,7
1-5214,7,7
1-9444,6,6
1-8566,17,17
1-19547,21,21
1-0405,1,1
1-2178,18,18
1-8174,1,1
1-9925,8,8
72-12387,5,5
1-9850,2,2
1-8125,3,3
1-8095,2,2
1-5877,5,5
1-1224,2,2
1-17733,4,4
1-9331,10,10
1-18202,2,2
1-7341,20,20
1-9818,6,6
1-7066,2,2
1-9674,8,8
1-8659,23,23
1-7536,18,18
1-7481,15,15
1-7845,6,6
1-18498,1,1
1-2584,4,4
1-6532,17,17
1-9614,2,2
1-5355,17,17
1-8124,19,19
1-8401,4,4
1-8541,13,13
1-2153,10,10
1-4088,2,2
1-9739,5,5
1-9115,9,9
1-7770,1,1
1-17645,11,11
1-18423,2,2
1-18714,2,2
1-8084,22,22
1-9345,4,4
MLG35,3,3
1-5626,4,4
1-18004,12,12
1-19222,12,12
72-12171,7,7
1-7807,18,18
1-20003,15,15
1-3083,6,6
1-3312,14,14
MLG37,9,9
1-9237,9,9
1-8127,21,21
1-5775,17,17
1-19598,1,1
1-9892,3,3
1-3564,7,7
1-8820,8,8
1-8267,18,18
1-1258,22,22
MLG69,23,23
1-6971,1,1
1-9731,4,4
1-9768,23,23
72-18936,18,18
1-19897,2,2
1-10698,1,1
1-4499,8,8
1-7496,18,18
1-3178,15,15
1-20047,1,1
