Exam Group,Exam Block,adj_block
1-0358,22,22
1-6543,14,14
1-5929,1,1
1-10232,1,1
1-7070,18,18
MLG42,3,3
MLG55,2,2
1-8427,7,7
1-8622,19,19
1-8488,22,22
1-9643,10,10
1-19286,9,9
1-2573,21,21
1-1833,17,17
1-9283,7,7
1-9110,15,15
1-8576,14,14
1-9465,5,5
1-9712,1,1
1-9549,10,10
1-1972,4,4
1-5515,16,16
1-7863,22,22
1-2294,4,4
MLG45,3,3
P-16454,1,1
1-8928,23,23
1-7744,22,22
MLG06,7,7
1-7453,1,1
1-17657,6,6
1-0001,19,19
MLG58,10,10
1-7005,21,21
1-9870,3,3
1-9500,23,23
1-1350,19,19
1-18994,20,20
1-9447,19,19
1-8634,17,17
1-6061,2,2
1-7599,8,8
1-10696,4,4
1-19813,13,13
MLG41,12,12
1-8067,8,8
1-9137,4,4
1-9740,10,10
1-7721,18,18
MLG40,3,3
1-4929,1,1
1-9655,13,13
1-9606,20,20
1-5043,13,13
1-8100,23,23
1-8573,8,8
1-9588,19,19
MLG38,3,3
1-4910,10,10
1-8042,19,19
1-10948,20,20
1-7525,16,16
1-4052,15,15
1-0037,14,14
1-8641,12,12
1-7752,13,13
1-9496,6,6
1-8074,17,17
1-8906,2,2
72-11994,6,6
1-7321,2,2
1-20167,2,2
1-9156,17,17
1-2382,15,15
1-8328,18,18
1-9770,17,17
1-9553,7,7
1-9253,18,18
1-2670,2,2
1-9646,12,12
1-8646,9,9
1-9839,14,14
MLG39,2,2
1-4634,5,5
1-9902,3,3
1-8988,4,4
1-1250,10,10
1-9733,2,2
1-8018,3,3
1-9752,13,13
1-7058,14,14
1-10468,8,8
1-9938,8,8
1-7842,13,13
1-5406,16,16
1-10922,14,14
1-18563,11,11
1-0053,5,5
1-19839,3,3
1-9887,12,12
1-9630,22,22
1-9416,16,16
1-5653,2,2
MLG73,12,12
1-8023,16,16
1-4149,22,22
1-0205,21,21
1-9227,21,21
1-9650,1,1
1-9996,19,19
1-3068,18,18
1-17835,11,11
1-4361,1,1
1-3089,16,16
1-8450,19,19
1-18371,17,17
MLG07,21,21
MLG29,5,5
1-8113,1,1
1-7024,10,10
1-9667,3,3
1-9855,18,18
1-7042,12,12
MLG33,17,17
1-19448,17,17
1-20791,6,6
1-1015,18,18
MLG57,16,16
1-6647,3,3
MLG56,19,19
1-20467,4,4
1-2400,18,18
1-6931,15,15
1-9333,17,17
1-7268,9,9
1-21195,16,16
1-4649,15,15
1-8379,2,2
1-9946,13,13
1-9277,21,21
1-9504,11,11
1-9516,21,21
1-3596,15,15
1-0129,22,22
1-1942,16,16
1-8623,11,11
1-6927,8,8
P-0009,23,23
1-11330,5,5
1-2103,13,13
1-6181,11,11
MLG44,1,1
1-7839,5,5
1-1390,15,15
1-7897,2,2
1-1570,1,1
1-3589,13,13
1-0033,13,13
1-3216,9,9
1-9495,16,16
1-4051,5,5
1-10762,17,17
MLG43,19,19
1-7608,4,4
1-9995,11,11
1-1608,19,19
1-3535,17,17
1-4136,15,15
1-18615,9,9
1-3587,14,14
1-9836,13,13
1-8590,7,7
1-1592,21,21
1-8341,21,21
MLG02,11,11
1-9997,12,12
1-8066,3,3
1-3509,14,14
1-3639,5,5
1-9404,8,8
1-8352,14,14
1-7019,11,11
MLG54,6,6
1-4020,17,17
1-1177,1,1
MLG51,14,14
1-8157,2,2
1-19004,11,11
1-7866,20,20
1-18377,16,16
1-5530,15,15
1-6743,13,13
1-3516,18,18
1-4855,16,16
1-20578,1,1
1-3108,9,9
1-7521,2,2
1-3139,21,21
1-1769,8,8
1-7441,10,10
1-10978,10,10
1-2324,10,10
1-3584,9,9
MLG13,21,21
1-5172,22,22
1-0296,6,6
1-3647,9,9
1-6734,10,10
1-19924,1,1
1-8826,21,21
P-16616,15,15
1-9497,5,5
1-1317,8,8
1-4531,21,21
MLG75,10,10
MLG78,4,4
1-11329,10,10
1-20641,3,3
1-8910,6,6
1-1827,21,21
1-18613,3,3
1-6296,11,11
1-3523,20,20
1-3362,18,18
1-0031,22,22
MLG65,1,1
1-4319,8,8
1-6035,17,17
1-1131,12,12
MLG32,9,9
1-8188,1,1
1-17758,9,9
1-3052,21,21
1-2282,15,15
1-19229,1,1
MLG63,13,13
MLG50,4,4
1-9417,8,8
1-9498,1,1
1-9761,19,19
1-4760,20,20
1-9831,8,8
1-4417,11,11
1-6611,12,12
1-0008,7,7
1-1462,21,21
1-10785,22,22
1-7682,2,2
MLG48,9,9
1-5163,7,7
1-8544,19,19
1-5197,8,8
1-6594,9,9
MLG62,14,14
1-1580,20,20
1-6916,2,2
1-6918,6,6
1-6919,21,21
MLG14,12,12
1-7874,21,21
1-7213,11,11
1-6561,22,22
1-4640,18,18
1-7004,23,23
1-2335,17,17
1-18558,20,20
1-8551,21,21
1-9270,22,22
1-6974,7,7
MLG68,7,7
1-10539,23,23
MLG49,14,14
1-0278,23,23
MLG64,4,4
MLG30,11,11
1-9609,5,5
1-7819,19,19
1-2423,11,11
1-6787,19,19
1-9963,22,22
1-9808,11,11
1-0303,2,2
MLG60,3,3
1-18709,2,2
1-7204,20,20
1-5744,10,10
1-1770,14,14
1-4682,1,1
1-3104,8,8
1-17907,18,18
1-8421,22,22
MLG53,9,9
1-9645,17,17
MLG12,23,23
MLG15,6,6
1-6858,4,4
1-8314,22,22
1-8285,16,16
1-1957,10,10
1-18203,10,10
1-10451,1,1
1-6216,7,7
1-6692,17,17
1-8172,3,3
1-8398,16,16
1-6878,11,11
1-7122,3,3
1-4700,1,1
1-6006,1,1
1-4355,10,10
1-9379,12,12
1-2701,18,18
1-6693,5,5
1-3141,22,22
1-7614,2,2
1-6914,15,15
1-5654,7,7
MLG59,1,1
1-9610,13,13
1-5161,7,7
1-6980,9,9
MLG10,9,9
MLG72,1,1
MLG52,6,6
1-19166,19,19
MLG11,13,13
1-3447,15,15
1-3217,14,14
1-6538,2,2
1-3534,18,18
1-7152,18,18
1-3106,19,19
1-1935,9,9
1-2297,8,8
1-4098,11,11
1-8529,3,3
1-8397,22,22
1-0272,18,18
1-17790,11,11
1-8186,20,20
1-8503,3,3
1-7182,1,1
1-2545,20,20
1-7993,13,13
1-9651,3,3
1-1183,14,14
1-1989,3,3
1-10060,6,6
1-5913,7,7
1-5981,20,20
1-13247,1,1
1-6228,15,15
1-8578,5,5
1-1204,17,17
1-9794,3,3
1-9518,4,4
1-9452,3,3
1-8400,13,13
1-18234,23,23
1-19205,5,5
1-9055,11,11
1-9394,9,9
1-9286,2,2
1-1005,5,5
1-10038,6,6
1-4390,12,12
1-9491,3,3
MLG31,4,4
1-5980,3,3
1-8678,15,15
1-6900,14,14
1-11350,20,20
1-9578,20,20
1-3551,6,6
MLG09,1,1
1-6028,5,5
1-1836,3,3
1-3265,1,1
MLG08,12,12
1-3176,1,1
1-8493,8,8
1-19915,22,22
1-8627,2,2
1-0292,13,13
1-18487,22,22
1-20012,7,7
1-9076,14,14
1-5425,16,16
1-4747,6,6
1-6227,7,7
1-6909,18,18
1-8532,1,1
1-18935,10,10
1-3206,20,20
1-9697,9,9
1-3033,20,20
1-8094,20,20
1-11206,20,20
1-6531,1,1
1-5036,19,19
1-18028,23,23
1-1850,15,15
1-4926,1,1
1-2034,5,5
1-19549,3,3
1-5282,14,14
1-9861,2,2
1-9338,10,10
1-3175,7,7
1-5002,5,5
1-5531,19,19
1-6718,2,2
1-6217,4,4
1-4847,4,4
1-5891,23,23
1-19447,12,12
1-7530,1,1
1-9457,6,6
1-5990,6,6
1-9971,1,1
1-4494,3,3
1-9576,1,1
1-9436,15,15
1-5413,10,10
1-5424,8,8
1-1191,9,9
1-5803,3,3
1-5799,2,2
1-19567,1,1
1-7527,13,13
MLG67,3,3
1-3087,7,7
1-4842,13,13
1-19568,16,16
1-9838,3,3
MLG46,14,14
1-5555,16,16
1-10444,4,4
1-3646,1,1
1-10951,1,1
1-9806,8,8
1-0055,4,4
1-5914,1,1
1-0027,14,14
1-9455,1,1
1-0003,16,16
1-21192,7,7
1-9034,12,12
1-19927,6,6
