i,j,count
23,5,14
5,23,14
11,1,22
1,11,22
17,20,24
20,17,24
1,7,65
7,1,65
8,17,18
17,8,18
4,22,42
22,4,42
18,17,10
17,18,10
1,4,61
4,1,61
21,23,7
23,21,7
8,19,23
19,8,23
21,13,23
13,21,23
1,8,31
8,1,31
5,2,13
2,5,13
11,3,9
3,11,9
15,2,60
2,15,60
18,1,77
1,18,77
12,20,4
20,12,4
5,11,10
11,5,10
4,11,16
11,4,16
13,14,8
14,13,8
22,1,22
1,22,22
18,8,40
8,18,40
19,16,29
16,19,29
23,1,55
1,23,55
9,4,14
4,9,14
19,21,3
21,19,3
6,20,12
20,6,12
7,19,52
19,7,52
20,4,30
4,20,30
19,9,19
9,19,19
10,17,30
17,10,30
17,14,21
14,17,21
7,9,5
9,7,5
11,15,7
15,11,7
10,22,19
22,10,19
15,12,15
12,15,15
18,5,16
5,18,16
10,1,68
1,10,68
10,19,27
19,10,27
10,14,17
14,10,17
19,17,9
17,19,9
22,19,21
19,22,21
17,5,6
5,17,6
9,20,7
20,9,7
18,6,14
6,18,14
23,8,25
8,23,25
1,15,22
15,1,22
16,21,16
21,16,16
22,9,7
9,22,7
20,15,14
15,20,14
18,3,7
3,18,7
13,16,47
16,13,47
23,10,39
10,23,39
20,8,10
8,20,10
7,21,12
21,7,12
18,10,56
10,18,56
23,11,11
11,23,11
4,8,27
8,4,27
10,8,25
8,10,25
11,21,4
21,11,4
11,7,5
7,11,5
1,16,32
16,1,32
12,4,11
4,12,11
20,5,8
5,20,8
13,1,75
1,13,75
23,2,21
2,23,21
1,17,29
17,1,29
5,13,15
13,5,15
21,10,22
10,21,22
23,16,26
16,23,26
11,11,10
13,7,32
7,13,32
18,23,25
23,18,25
1,19,22
19,1,22
4,16,22
16,4,22
19,4,24
4,19,24
23,13,40
13,23,40
4,6,7
6,4,7
14,9,4
9,14,4
9,21,6
21,9,6
7,23,29
23,7,29
2,18,11
18,2,11
14,19,15
19,14,15
5,10,27
10,5,27
10,4,51
4,10,51
7,2,9
2,7,9
15,10,17
10,15,17
17,7,19
7,17,19
7,16,21
16,7,21
10,7,43
7,10,43
2,22,6
22,2,6
12,1,16
1,12,16
4,15,23
15,4,23
20,16,17
16,20,17
15,14,10
14,15,10
21,12,7
12,21,7
22,12,2
12,22,2
11,19,4
19,11,4
10,16,26
16,10,26
18,9,11
9,18,11
4,4,18
10,13,56
13,10,56
20,10,24
10,20,24
11,17,3
17,11,3
10,6,20
6,10,20
20,14,10
14,20,10
7,8,21
8,7,21
7,5,6
5,7,6
19,23,8
23,19,8
1,20,24
20,1,24
6,8,9
8,6,9
4,13,51
13,4,51
5,16,14
16,5,14
1,6,13
6,1,13
6,17,13
17,6,13
13,8,25
8,13,25
21,15,2
15,21,2
10,11,4
11,10,4
1,1,20
17,13,12
13,17,12
8,14,4
14,8,4
2,13,12
13,2,12
15,19,9
19,15,9
14,23,21
23,14,21
22,16,11
16,22,11
20,20,20
4,2,12
2,4,12
18,4,36
4,18,36
9,3,3
3,9,3
16,17,3
17,16,3
5,4,8
4,5,8
13,6,16
6,13,16
19,5,25
5,19,25
13,15,9
15,13,9
22,15,14
15,22,14
18,20,17
20,18,17
12,13,7
13,12,7
21,1,24
1,21,24
7,4,33
4,7,33
12,10,11
10,12,11
13,18,25
18,13,25
7,18,34
18,7,34
17,3,7
3,17,7
6,15,4
15,6,4
6,23,8
23,6,8
4,23,28
23,4,28
12,17,5
17,12,5
13,19,55
19,13,55
15,5,13
5,15,13
22,5,21
5,22,21
12,18,17
18,12,17
21,4,15
4,21,15
17,2,7
2,17,7
6,19,11
19,6,11
4,3,9
3,4,9
22,17,13
17,22,13
1,9,13
9,1,13
3,7,2
7,3,2
4,17,31
17,4,31
16,9,9
9,16,9
11,2,5
2,11,5
22,13,18
13,22,18
6,5,2
5,6,2
12,7,10
7,12,10
9,17,9
17,9,9
5,8,7
8,5,7
22,3,2
3,22,2
18,15,17
15,18,17
15,17,4
17,15,4
1,5,27
5,1,27
3,23,5
23,3,5
20,7,18
7,20,18
14,2,3
2,14,3
6,3,12
3,6,12
4,14,21
14,4,21
13,11,9
11,13,9
14,18,8
18,14,8
9,23,6
23,9,6
19,3,2
3,19,2
18,16,15
16,18,15
21,2,9
2,21,9
15,7,11
7,15,11
18,19,3
19,18,3
1,14,33
14,1,33
20,2,4
2,20,4
17,21,6
21,17,6
6,7,5
7,6,5
12,9,10
9,12,10
15,23,14
23,15,14
13,3,3
3,13,3
8,15,15
15,8,15
14,16,7
16,14,7
11,18,6
18,11,6
3,10,10
10,3,10
16,8,20
8,16,20
12,23,5
23,12,5
22,14,8
14,22,8
21,18,17
18,21,17
11,14,10
14,11,10
12,8,7
8,12,7
11,8,9
8,11,9
9,2,33
2,9,33
23,20,15
20,23,15
5,9,2
9,5,2
20,13,8
13,20,8
18,22,10
22,18,10
22,8,7
8,22,7
6,12,3
12,6,3
23,22,5
22,23,5
10,9,5
9,10,5
6,22,3
22,6,3
5,12,8
12,5,8
9,15,6
15,9,6
21,8,10
8,21,10
1,2,7
2,1,7
8,3,7
3,8,7
21,14,5
14,21,5
9,11,5
11,9,5
7,22,11
22,7,11
9,6,5
6,9,5
20,3,9
3,20,9
20,22,3
22,20,3
2,19,4
19,2,4
14,7,14
7,14,14
10,2,11
2,10,11
21,3,2
3,21,2
15,16,2
16,15,2
21,20,4
20,21,4
19,20,2
20,19,2
12,14,2
14,12,2
23,17,7
17,23,7
12,19,1
19,12,1
21,5,4
5,21,4
2,12,6
12,2,6
12,3,3
3,12,3
22,11,5
11,22,5
16,6,8
6,16,8
16,2,4
2,16,4
21,6,3
6,21,3
3,14,4
14,3,4
11,20,3
20,11,3
13,9,14
9,13,14
12,11,5
11,12,5
16,3,3
3,16,3
6,11,1
11,6,1
15,3,1
3,15,1
1,3,2
3,1,2
6,14,6
14,6,6
8,2,4
2,8,4
5,14,2
14,5,2
22,21,1
21,22,1
9,8,1
8,9,1
16,11,1
11,16,1
16,12,2
12,16,2
5,3,1
3,5,1
2,6,1
6,2,1
1,24,0
2,2,0
2,3,0
2,24,0
3,2,0
3,3,0
3,24,0
4,24,0
5,5,0
5,24,0
6,6,0
6,24,0
7,7,0
7,24,0
8,8,0
8,24,0
9,9,0
9,24,0
10,10,0
10,24,0
11,24,0
12,12,0
12,24,0
13,13,0
13,24,0
14,14,0
14,24,0
15,15,0
15,24,0
16,16,0
16,24,0
17,17,0
17,24,0
18,18,0
18,24,0
19,19,0
19,24,0
20,24,0
21,21,0
21,24,0
22,22,0
22,24,0
23,23,0
23,24,0
24,1,0
24,2,0
24,3,0
24,4,0
24,5,0
24,6,0
24,7,0
24,8,0
24,9,0
24,10,0
24,11,0
24,12,0
24,13,0
24,14,0
24,15,0
24,16,0
24,17,0
24,18,0
24,19,0
24,20,0
24,21,0
24,22,0
24,23,0
24,24,0
