i,j,count
12,18,86
8,11,49
19,6,116
19,4,175
6,4,77
16,9,72
16,23,97
9,23,335
5,9,175
5,7,278
5,23,206
5,15,184
9,7,415
9,15,228
7,23,233
7,15,233
23,15,178
20,4,49
2,9,343
2,7,344
2,5,274
2,11,190
9,5,333
9,11,210
7,5,231
7,11,235
5,11,136
22,4,145
22,17,205
4,17,205
11,16,51
11,7,79
11,13,33
11,3,64
16,7,120
16,13,74
16,3,74
7,13,163
7,3,345
13,3,95
9,10,329
9,19,311
10,11,34
10,19,81
11,19,92
1,7,61
1,15,70
1,8,205
1,13,83
1,2,46
8,13,60
8,2,38
13,2,20
7,2,117
7,14,159
2,14,114
2,15,240
2,3,229
14,15,106
14,3,142
14,11,69
15,3,104
15,11,52
3,11,77
11,9,61
11,5,66
16,5,60
3,9,71
3,17,48
3,19,86
9,17,174
17,19,70
9,6,254
7,6,184
23,9,194
23,12,157
9,12,159
11,20,45
17,22,111
17,16,27
22,16,45
2,4,138
2,1,174
4,1,91
7,19,253
7,22,161
19,22,204
7,18,130
2,20,137
23,7,267
23,19,400
23,11,190
19,11,117
4,16,62
4,6,96
4,3,55
16,6,71
6,3,61
9,21,162
10,21,72
2,17,128
14,19,124
14,20,67
19,20,135
19,15,171
20,15,36
18,4,104
18,5,104
18,10,168
4,5,144
4,10,163
5,10,160
4,19,151
5,19,278
9,4,236
2,8,160
5,8,131
7,17,89
17,15,38
14,23,87
14,6,58
23,6,196
23,10,169
11,10,23
12,22,76
12,11,51
22,11,116
9,16,165
4,7,102
7,16,166
13,4,107
13,7,94
13,20,28
4,20,75
7,20,137
5,22,303
23,22,242
23,3,208
23,20,109
3,20,41
23,21,130
21,20,39
11,6,52
9,2,165
9,8,161
9,14,109
9,22,353
2,22,275
8,14,43
8,22,43
14,22,78
1,21,70
1,10,104
1,23,75
21,10,51
21,15,123
21,23,55
10,15,69
10,23,39
15,23,51
4,9,102
4,13,113
9,13,161
2,13,107
13,1,58
13,8,54
14,2,42
14,16,55
14,7,131
2,16,139
3,13,109
5,4,137
5,17,136
5,1,154
5,20,179
1,20,73
4,15,71
4,22,99
15,5,57
15,22,58
5,3,150
22,3,210
6,18,41
4,18,77
1,12,85
1,17,42
12,17,146
12,21,97
17,21,103
6,19,110
6,8,63
19,8,130
6,16,42
6,23,223
19,1,115
19,7,270
19,13,113
19,14,93
7,4,127
4,14,53
13,14,44
23,14,114
3,12,23
3,14,45
12,14,64
2,23,196
7,1,234
23,1,181
1,3,236
1,6,96
3,6,55
22,5,133
14,10,133
10,3,35
12,4,37
12,10,272
19,18,58
9,3,286
18,12,129
16,1,62
22,2,113
7,21,86
6,21,124
2,6,141
6,20,42
6,22,139
20,22,84
6,9,111
6,11,135
22,19,204
6,7,138
11,23,106
11,22,50
9,1,288
18,7,89
7,9,165
9,20,132
14,1,85
22,1,112
22,10,136
17,8,94
21,1,66
21,17,73
15,12,47
18,9,96
18,1,67
10,1,61
18,15,64
18,3,85
7,12,116
17,10,133
17,4,100
10,4,89
19,17,142
15,17,40
18,22,96
6,1,94
6,10,87
6,13,57
23,13,132
5,18,104
5,6,173
18,6,82
13,12,19
8,9,29
4,11,51
20,12,45
9,18,106
18,23,70
22,23,133
17,5,80
17,3,41
6,17,85
17,20,41
12,3,39
12,1,45
3,1,71
14,13,55
17,13,35
13,10,19
7,8,151
1,11,41
21,19,99
21,8,18
22,7,252
12,7,75
3,7,86
3,22,52
13,9,31
11,8,33
19,23,202
23,8,131
3,4,34
8,3,115
22,14,52
22,22,116
12,6,57
18,14,40
6,14,53
11,18,15
11,4,47
16,18,87
16,4,87
6,15,111
20,3,140
20,9,110
6,5,119
10,5,52
17,12,90
14,9,67
14,5,93
16,11,69
19,9,129
23,4,166
8,5,83
5,14,98
15,6,60
3,15,36
20,13,32
6,2,59
2,10,125
19,3,203
5,16,181
8,1,75
12,19,110
12,15,95
21,2,59
12,5,81
2,19,237
1,9,60
3,8,67
8,6,40
20,10,63
23,5,226
4,2,79
5,2,137
3,5,66
17,11,39
21,11,46
21,4,27
12,2,48
12,9,64
12,23,60
1,19,89
8,19,54
22,15,112
20,23,69
20,18,28
4,23,98
23,18,67
7,10,140
10,18,101
10,22,65
20,7,112
5,21,108
11,21,38
17,23,40
15,10,68
22,9,129
10,12,155
2,21,103
19,16,128
13,23,50
18,2,47
23,2,84
17,7,62
16,8,60
20,19,96
14,21,52
14,14,193
21,14,24
19,19,123
22,13,99
18,19,124
3,2,9
20,6,31
22,12,114
22,6,89
19,21,39
13,15,29
15,4,42
18,11,67
18,17,50
14,17,67
11,17,39
16,15,64
11,14,27
16,14,23
17,9,36
23,16,124
23,17,126
16,17,33
22,8,130
4,8,79
3,10,32
10,17,77
15,19,64
19,10,105
10,20,58
20,17,22
19,12,97
5,12,136
12,8,41
2,18,90
10,8,32
8,23,43
15,20,48
15,18,18
22,21,66
16,21,54
21,13,42
17,18,43
8,4,45
8,16,19
15,9,23
21,3,26
10,6,68
8,21,38
18,16,86
16,19,92
12,20,59
15,7,137
19,5,222
17,6,33
10,2,27
15,1,64
15,21,50
13,6,25
4,12,53
14,18,39
21,18,18
16,2,58
16,22,84
16,10,34
10,9,54
19,2,78
18,8,46
18,13,36
21,5,59
21,9,26
5,13,42
2,12,69
15,16,21
13,16,65
11,15,13
18,21,41
12,16,40
10,14,39
17,14,21
13,18,30
8,18,23
22,20,80
10,7,66
21,22,35
21,7,40
18,20,36
16,20,34
13,21,31
22,18,95
20,1,52
11,1,47
20,8,61
20,5,45
20,11,48
16,12,25
11,12,29
10,16,32
14,12,77
13,11,28
3,21,52
8,20,30
1,22,57
14,4,66
8,17,54
6,12,35
13,19,43
13,5,23
1,5,79
20,2,66
21,16,19
8,10,26
20,21,20
8,7,67
8,12,24
15,8,31
3,16,25
21,6,26
12,13,23
10,13,33
17,1,56
20,14,28
15,14,28
