Exam Group,Exam Block,adj_block
MLG45,8,8
P-16454,7,7
1-8928,19,19
1-7744,4,4
MLG06,23,23
1-7453,9,9
1-17657,3,3
1-0001,15,15
MLG58,16,16
1-7005,9,9
1-9870,7,7
1-9500,6,6
1-1350,2,2
1-18994,2,2
1-9447,19,19
1-8634,1,1
1-6061,2,2
1-7599,19,19
1-10696,17,17
1-19813,11,11
MLG41,18,18
1-8067,5,5
1-9137,1,1
1-9740,7,7
1-7721,10,10
MLG40,1,1
1-4929,4,4
1-9655,23,23
1-9606,6,6
1-5043,13,13
1-8100,23,23
1-8573,5,5
1-9588,6,6
MLG38,1,1
1-4910,12,12
1-8042,12,12
1-10948,12,12
1-7525,7,7
1-4052,16,16
1-0037,6,6
1-8641,18,18
1-7752,6,6
1-9496,3,3
1-8074,17,17
1-8906,11,11
72-11994,9,9
1-7321,18,18
1-20167,3,3
1-9156,17,17
1-2382,18,18
1-8328,23,23
1-9770,17,17
1-9553,13,13
1-9253,14,14
1-2670,2,2
1-9646,3,3
1-8646,3,3
1-9839,15,15
MLG39,1,1
1-4634,3,3
1-9902,14,14
1-8988,15,15
1-1250,14,14
1-9733,2,2
1-8018,14,14
1-9752,4,4
1-7058,11,11
1-10468,5,5
1-9938,5,5
1-7842,1,1
1-5406,11,11
1-10922,16,16
1-18563,8,8
1-0053,12,12
1-19839,3,3
1-9887,4,4
1-9630,13,13
1-9416,2,2
1-5653,5,5
MLG73,4,4
1-8023,21,21
1-4149,22,22
1-0205,9,9
1-9227,9,9
1-9650,15,15
1-9996,13,13
1-3068,9,9
1-17835,4,4
1-4361,10,10
1-3089,7,7
1-8450,7,7
1-18371,7,7
MLG07,15,15
MLG29,3,3
1-8113,16,16
1-7024,7,7
1-9667,22,22
1-9855,2,2
1-7042,7,7
MLG33,19,19
1-19448,8,8
1-20791,20,20
1-1015,16,16
MLG57,14,14
1-6647,21,21
MLG56,11,11
1-20467,3,3
1-2400,23,23
1-6931,14,14
1-9333,17,17
1-7268,14,14
1-21195,19,19
1-4649,18,18
1-8379,2,2
1-9946,13,13
1-9277,9,9
1-9504,12,12
1-9516,20,20
1-3596,19,19
1-0129,13,13
1-1942,1,1
1-8623,12,12
1-6927,5,5
P-0009,19,19
1-11330,1,1
1-2103,21,21
1-6181,4,4
MLG44,3,3
1-7839,22,22
1-1390,18,18
1-7897,2,2
1-1570,13,13
1-3589,22,22
1-0033,10,10
1-3216,15,15
1-9495,5,5
1-4051,6,6
1-10762,22,22
MLG43,10,10
1-7608,4,4
1-9995,12,12
1-1608,11,11
1-3535,17,17
1-4136,4,4
1-18615,8,8
1-3587,19,19
1-9836,4,4
1-8590,13,13
1-1592,20,20
1-8341,20,20
MLG02,4,4
1-9997,21,21
1-8066,4,4
1-3509,4,4
1-3639,5,5
1-9404,5,5
1-8352,14,14
1-7019,4,4
MLG54,16,16
1-4020,1,1
1-1177,3,3
MLG51,21,21
1-8157,12,12
1-19004,10,10
1-7866,6,6
1-18377,4,4
1-5530,21,21
1-6743,5,5
1-3516,19,19
1-4855,11,11
1-20578,10,10
1-3108,22,22
1-7521,1,1
1-3139,9,9
1-1769,20,20
1-7441,8,8
1-10978,14,14
1-2324,2,2
1-3584,6,6
MLG13,8,8
1-5172,13,13
1-0296,10,10
1-3647,12,12
1-6734,1,1
1-19924,12,12
1-8826,2,2
P-16616,20,20
1-9497,3,3
1-1317,5,5
1-4531,9,9
MLG75,15,15
MLG78,19,19
1-11329,1,1
1-20641,3,3
1-8910,20,20
1-1827,19,19
1-18613,10,10
1-6296,1,1
1-3523,6,6
1-3362,12,12
1-0031,6,6
MLG65,18,18
1-4319,5,5
1-6035,3,3
1-1131,7,7
MLG32,8,8
1-8188,21,21
1-17758,1,1
1-3052,9,9
1-2282,18,18
1-19229,7,7
MLG63,14,14
MLG50,16,16
1-9417,5,5
1-9498,15,15
1-9761,8,8
1-4760,6,6
1-9831,5,5
1-4417,4,4
1-6611,23,23
1-0008,4,4
1-1462,9,9
1-10785,13,13
1-7682,2,2
MLG48,19,19
1-5163,10,10
1-8544,18,18
1-5197,5,5
1-6594,2,2
MLG62,21,21
1-1580,6,6
1-6916,11,11
1-6918,8,8
1-6919,3,3
MLG14,10,10
1-7874,13,13
1-7213,3,3
1-6561,13,13
1-4640,23,23
1-7004,23,23
1-2335,17,17
1-18558,6,6
1-8551,23,23
1-9270,13,13
1-6974,7,7
MLG68,15,15
1-10539,2,2
MLG49,21,21
1-0278,16,16
MLG64,8,8
MLG30,4,4
1-9609,4,4
1-7819,2,2
1-2423,15,15
1-6787,3,3
1-9963,13,13
1-9808,1,1
1-0303,2,2
MLG60,23,23
1-18709,1,1
1-7204,18,18
1-5744,12,12
1-1770,11,11
1-4682,15,15
1-3104,2,2
1-17907,23,23
1-8421,13,13
MLG53,7,7
1-9645,13,13
MLG12,2,2
MLG15,1,1
1-6858,5,5
1-8314,8,8
1-8285,22,22
1-1957,17,17
1-18203,10,10
1-10451,8,8
1-6216,2,2
1-6692,17,17
1-8172,2,2
1-8398,13,13
1-6878,4,4
1-7122,22,22
1-4700,21,21
1-6006,10,10
1-4355,15,15
1-9379,18,18
1-2701,22,22
1-6693,12,12
1-3141,13,13
1-7614,9,9
1-6914,20,20
1-5654,20,20
MLG59,12,12
1-9610,18,18
1-5161,20,20
1-6980,21,21
MLG10,16,16
MLG72,17,17
MLG52,20,20
1-19166,9,9
MLG11,15,15
1-3447,11,11
1-3217,1,1
1-6538,17,17
1-3534,23,23
1-7152,7,7
1-3106,3,3
1-1935,4,4
1-2297,21,21
1-4098,20,20
1-8529,17,17
1-8397,3,3
1-0272,23,23
1-17790,10,10
1-8186,11,11
1-8503,1,1
1-7182,2,2
1-2545,6,6
1-7993,18,18
1-9651,10,10
1-1183,21,21
1-1989,8,8
1-10060,5,5
1-5913,4,4
1-5981,12,12
1-13247,1,1
1-6228,19,19
1-8578,7,7
1-1204,2,2
1-9794,17,17
1-9518,4,4
1-9452,14,14
1-8400,16,16
1-18234,4,4
1-19205,4,4
1-9055,2,2
1-9394,17,17
1-9286,14,14
1-1005,3,3
1-10038,11,11
1-4390,2,2
1-9491,22,22
MLG31,14,14
1-5980,3,3
1-8678,1,1
1-6900,14,14
1-11350,6,6
1-9578,23,23
1-3551,5,5
MLG09,13,13
1-6028,8,8
1-1836,18,18
1-3265,4,4
MLG08,19,19
1-3176,1,1
1-8493,5,5
1-19915,15,15
1-8627,8,8
1-0292,4,4
1-18487,16,16
1-20012,2,2
1-9076,1,1
1-5425,5,5
1-4747,2,2
1-6227,11,11
1-6909,2,2
1-8532,7,7
1-18935,20,20
1-3206,12,12
1-9697,1,1
1-3033,1,1
1-8094,19,19
1-11206,1,1
1-6531,15,15
1-5036,1,1
1-18028,22,22
1-1850,7,7
1-4926,10,10
1-2034,2,2
1-19549,8,8
1-5282,12,12
1-9861,10,10
1-9338,11,11
1-3175,2,2
1-5002,3,3
1-5531,9,9
1-6718,1,1
1-6217,18,18
1-4847,12,12
1-5891,14,14
1-19447,22,22
1-7530,23,23
1-9457,5,5
1-5990,6,6
1-9971,16,16
1-4494,22,22
1-9576,4,4
1-9436,21,21
1-5413,21,21
1-5424,9,9
1-1191,19,19
1-5803,2,2
1-5799,7,7
1-19567,18,18
1-7527,21,21
MLG67,4,4
1-3087,1,1
1-4842,2,2
1-19568,11,11
1-9838,1,1
MLG46,22,22
1-5555,11,11
1-10444,3,3
1-3646,16,16
1-10951,7,7
1-9806,1,1
1-0055,23,23
1-5914,19,19
1-0027,3,3
1-9455,2,2
1-0003,2,2
1-21192,3,3
1-9034,1,1
1-19927,15,15
