i,count
17,133
21,75
1,246
5,143
20,152
16,188
22,177
11,138
19,159
10,127
18,205
2,142
3,215
15,272
6,81
8,204
12,120
7,101
4,163
14,139
9,223
23,60
13,99
24,0
