i,j,count
7,5,130
5,7,130
5,4,187
4,5,187
11,3,299
11,13,133
3,11,299
3,13,232
13,11,133
13,3,232
3,4,495
3,12,351
4,3,495
4,12,459
12,3,351
12,4,459
22,4,279
22,7,319
22,12,266
22,9,216
4,22,279
4,7,498
4,9,361
7,22,319
7,4,498
7,12,474
7,9,268
12,22,266
12,7,474
12,9,301
9,22,216
9,4,361
9,7,268
9,12,301
19,9,186
9,19,186
6,4,451
6,7,361
6,20,345
6,9,321
4,6,451
4,20,434
7,6,361
7,20,435
20,6,345
20,4,434
20,7,435
20,9,301
9,6,321
9,20,301
17,9,209
17,8,150
9,17,209
9,8,387
8,17,150
8,9,387
17,3,204
17,7,353
17,16,111
17,22,180
3,17,204
3,7,460
3,16,215
3,22,334
7,17,353
7,3,460
7,16,234
16,17,111
16,3,215
16,7,234
16,22,105
22,17,180
22,3,334
22,16,105
4,2,258
4,13,275
4,10,337
2,4,258
2,13,175
2,10,232
13,4,275
13,2,175
13,10,268
10,4,337
10,2,232
10,13,268
12,5,191
12,11,170
5,12,191
5,11,131
11,12,170
11,5,131
8,3,547
8,15,215
8,6,267
3,8,547
3,15,286
3,6,470
15,8,215
15,3,286
15,6,204
6,8,267
6,3,470
6,15,204
7,2,363
7,13,276
6,2,289
6,13,263
6,16,76
2,7,363
2,6,289
2,3,303
2,16,115
13,7,276
13,6,263
13,16,217
3,2,303
16,6,76
16,2,115
16,13,217
17,4,325
17,20,233
3,20,416
4,17,325
20,17,233
20,3,416
1,4,231
1,5,145
1,15,158
4,1,231
4,15,276
5,1,145
5,15,167
15,1,158
15,4,276
15,5,167
5,3,245
3,5,245
12,15,279
15,12,279
18,17,94
18,21,80
17,18,94
17,21,126
21,18,80
21,17,126
21,12,240
18,12,101
12,21,240
12,18,101
7,10,464
10,7,464
10,17,216
17,10,216
7,21,206
21,7,206
6,19,128
19,6,128
12,10,422
12,17,278
10,12,422
17,12,278
18,8,135
18,2,115
18,15,222
8,18,135
8,2,221
2,18,115
2,8,221
2,15,146
15,18,222
15,2,146
16,10,166
16,19,47
16,11,150
10,16,166
10,19,184
10,11,189
19,16,47
19,10,184
19,11,71
11,16,150
11,10,189
11,19,71
18,13,156
18,20,160
18,19,236
13,18,156
13,20,225
13,19,161
20,18,160
20,13,225
20,19,205
19,18,236
19,13,161
19,20,205
9,10,201
20,10,367
10,9,201
10,20,367
21,20,232
21,22,96
20,21,232
20,22,205
22,21,96
22,20,205
7,18,152
18,7,152
16,21,107
21,16,107
21,3,233
3,21,233
12,14,143
4,14,218
17,14,87
14,12,143
14,4,218
14,17,87
19,22,106
19,1,200
22,19,106
22,1,265
1,19,200
1,22,265
9,2,200
12,2,213
2,9,200
2,12,213
10,3,302
3,10,302
20,2,239
2,20,239
2,17,141
17,2,141
17,19,155
21,19,101
19,17,155
19,21,101
8,5,157
8,20,339
5,8,157
5,20,175
20,8,339
20,5,175
9,3,292
3,9,292
11,6,191
11,22,142
11,17,119
6,11,191
6,22,237
6,17,213
22,11,142
22,6,237
17,11,119
17,6,213
3,1,222
1,3,222
1,8,242
1,12,281
22,8,324
8,1,242
8,22,324
8,12,224
12,1,281
12,8,224
4,16,202
16,4,202
20,16,115
16,20,115
17,13,130
13,17,130
13,22,143
2,22,208
22,13,143
22,2,208
19,15,467
15,19,467
3,14,290
14,3,290
14,11,179
14,2,153
11,14,179
11,2,199
2,14,153
2,11,199
14,15,116
14,22,215
15,14,116
15,22,143
22,14,215
22,15,143
19,12,282
12,19,282
11,7,192
7,11,192
13,5,136
16,5,96
5,13,136
5,16,96
19,5,119
5,19,119
6,14,195
14,6,195
14,20,207
20,14,207
5,22,148
22,5,148
5,18,70
5,6,181
18,5,70
18,6,108
6,5,181
6,18,108
10,18,127
18,10,127
5,17,140
17,5,140
7,19,225
7,1,295
2,19,164
2,1,224
19,7,225
19,2,164
1,7,295
1,2,224
6,1,250
1,6,250
1,11,189
11,1,189
19,4,295
4,19,295
9,11,100
11,9,100
7,15,206
15,7,206
20,12,374
12,20,374
16,18,116
18,16,116
14,10,162
14,1,190
10,14,162
10,1,202
1,14,190
1,10,202
11,18,86
18,11,86
21,4,243
21,1,169
4,21,243
1,21,169
10,22,235
22,10,235
5,10,148
10,5,148
11,8,234
8,11,234
11,20,275
1,20,256
20,11,275
20,1,256
4,8,275
15,13,131
13,15,131
13,8,139
8,4,275
8,13,139
18,1,122
18,14,83
1,18,122
14,18,83
10,8,224
8,10,224
19,8,194
8,19,194
8,16,143
16,8,143
4,11,229
6,21,178
11,4,229
11,21,124
21,6,178
21,11,124
18,22,93
22,18,93
4,18,136
3,18,142
3,19,97
18,4,136
18,3,142
19,3,97
5,14,105
14,5,105
15,10,109
15,9,113
10,15,109
9,15,113
8,21,138
21,8,138
21,13,211
13,21,211
6,12,275
12,6,275
17,1,155
1,17,155
14,7,262
7,14,262
12,13,210
13,12,210
8,14,309
14,8,309
21,5,134
5,21,134
1,13,127
13,1,127
18,9,117
9,18,117
9,14,160
14,9,160
1,9,217
9,1,217
21,14,123
14,21,123
14,13,133
13,14,133
20,15,197
15,20,197
7,8,215
8,7,215
21,15,103
15,21,103
6,10,238
10,6,238
21,9,119
9,21,119
5,9,143
9,5,143
2,21,136
10,21,196
21,2,136
21,10,196
16,9,107
9,16,107
16,1,102
1,16,102
5,2,121
2,5,121
13,9,99
9,13,99
16,14,117
14,16,117
14,19,83
19,14,83
12,16,161
16,12,161
15,17,161
17,15,161
11,15,107
15,11,107
16,15,63
15,16,63
