Exam Group,Exam Block,adj_block
1-9630,5,5
1-9416,6,6
1-5653,7,7
MLG73,4,4
1-8023,22,22
1-4149,6,6
1-0205,5,5
1-9227,7,7
1-9650,5,5
1-9996,7,7
1-3068,15,15
1-17835,2,2
1-4361,12,12
1-3089,18,18
1-8450,2,2
1-18371,3,3
MLG07,14,14
MLG29,5,5
1-8113,6,6
1-7024,18,18
1-9667,21,21
1-9855,10,10
1-7042,5,5
MLG33,14,14
1-19448,3,3
1-20791,1,1
1-1015,1,1
MLG57,22,22
1-6647,5,5
MLG56,13,13
1-20467,19,19
1-2400,1,1
1-6931,13,13
1-9333,3,3
1-7268,9,9
1-21195,16,16
1-4649,7,7
1-8379,1,1
1-9946,1,1
1-9277,7,7
1-9504,1,1
1-9516,7,7
1-3596,11,11
1-0129,12,12
1-1942,1,1
1-8623,16,16
1-6927,20,20
P-0009,1,1
1-11330,1,1
1-2103,18,18
1-6181,4,4
MLG44,11,11
1-7839,14,14
1-1390,2,2
1-7897,3,3
1-1570,12,12
1-3589,2,2
1-0033,9,9
1-3216,2,2
1-9495,17,17
1-4051,15,15
1-10762,8,8
MLG43,2,2
1-7608,4,4
1-9995,4,4
1-1608,9,9
1-3535,3,3
1-4136,1,1
1-18615,22,22
1-3587,10,10
1-9836,13,13
1-8590,2,2
1-1592,1,1
1-8341,5,5
MLG02,4,4
1-9997,6,6
1-8066,4,4
1-3509,4,4
1-3639,22,22
1-9404,20,20
1-8352,19,19
1-7019,4,4
MLG54,15,15
1-4020,3,3
1-1177,5,5
MLG51,22,22
1-8157,8,8
1-19004,4,4
1-7866,17,17
1-18377,7,7
1-5530,2,2
1-6743,2,2
1-3516,10,10
1-4855,9,9
1-20578,10,10
1-3108,1,1
1-7521,2,2
1-3139,7,7
1-1769,20,20
1-7441,12,12
1-10978,13,13
1-2324,4,4
1-3584,14,14
MLG13,5,5
1-5172,21,21
1-0296,17,17
1-3647,17,17
1-6734,5,5
1-19924,13,13
1-8826,15,15
P-16616,14,14
1-9497,6,6
1-1317,20,20
1-4531,1,1
MLG75,18,18
MLG78,19,19
1-11329,1,1
1-20641,8,8
1-8910,7,7
1-1827,1,1
1-18613,8,8
1-6296,1,1
1-3523,17,17
1-3362,10,10
1-0031,18,18
MLG65,15,15
1-4319,20,20
1-6035,6,6
1-1131,15,15
MLG32,1,1
1-8188,21,21
1-17758,20,20
1-3052,7,7
1-2282,2,2
1-19229,2,2
MLG63,19,19
MLG50,22,22
1-9417,20,20
1-9498,18,18
1-9761,15,15
1-4760,17,17
1-9831,20,20
1-4417,4,4
1-6611,10,10
1-0008,11,11
1-1462,7,7
1-10785,12,12
1-7682,21,21
MLG48,5,5
1-5163,16,16
1-8544,10,10
1-5197,20,20
1-6594,2,2
MLG62,19,19
1-1580,14,14
1-6916,8,8
1-6918,6,6
1-6919,13,13
MLG14,14,14
1-7874,12,12
1-7213,6,6
1-6561,17,17
1-4640,10,10
1-7004,10,10
1-2335,3,3
1-18558,11,11
1-8551,5,5
1-9270,12,12
1-6974,3,3
MLG68,8,8
1-10539,16,16
MLG49,21,21
1-0278,21,21
MLG64,16,16
MLG30,4,4
1-9609,4,4
1-7819,9,9
1-2423,2,2
1-6787,13,13
1-9963,12,12
1-9808,4,4
1-0303,21,21
MLG60,21,21
1-18709,17,17
1-7204,19,19
1-5744,8,8
1-1770,11,11
1-4682,21,21
1-3104,2,2
1-17907,15,15
1-8421,12,12
MLG53,22,22
1-9645,19,19
MLG12,1,1
MLG15,8,8
1-6858,1,1
1-8314,5,5
1-8285,9,9
1-1957,22,22
1-18203,13,13
1-10451,6,6
1-6216,7,7
1-6692,3,3
1-8172,3,3
1-8398,3,3
1-6878,4,4
1-7122,8,8
1-4700,19,19
1-6006,7,7
1-4355,17,17
1-9379,18,18
1-2701,17,17
1-6693,6,6
1-3141,13,13
1-7614,7,7
1-6914,2,2
1-5654,18,18
MLG59,16,16
1-9610,3,3
1-5161,2,2
1-6980,12,12
MLG10,22,22
MLG72,1,1
MLG52,16,16
1-19166,19,19
MLG11,12,12
1-3447,7,7
1-3217,2,2
1-6538,5,5
1-3534,10,10
1-7152,8,8
1-3106,9,9
1-1935,8,8
1-2297,20,20
1-4098,4,4
1-8529,3,3
1-8397,2,2
1-0272,11,11
1-17790,1,1
1-8186,14,14
1-8503,1,1
1-7182,3,3
1-2545,14,14
1-7993,2,2
1-9651,21,21
1-1183,3,3
1-1989,16,16
1-10060,17,17
1-5913,2,2
1-5981,14,14
1-13247,1,1
1-6228,7,7
1-8578,6,6
1-1204,3,3
1-9794,3,3
1-9518,2,2
1-9452,11,11
1-8400,4,4
1-18234,4,4
1-19205,4,4
1-9055,10,10
1-9394,3,3
1-9286,13,13
1-1005,16,16
1-10038,7,7
1-4390,11,11
1-9491,21,21
MLG31,14,14
1-5980,6,6
1-8678,1,1
1-6900,3,3
1-11350,14,14
1-9578,11,11
1-3551,5,5
MLG09,2,2
1-6028,15,15
1-1836,14,14
1-3265,14,14
MLG08,11,11
1-3176,2,2
1-8493,12,12
1-19915,13,13
1-8627,9,9
1-0292,2,2
1-18487,12,12
1-20012,14,14
1-9076,2,2
1-5425,20,20
1-4747,22,22
1-6227,2,2
1-6909,10,10
1-8532,4,4
1-18935,21,21
1-3206,2,2
1-9697,9,9
1-3033,2,2
1-8094,11,11
1-11206,5,5
1-6531,17,17
1-5036,4,4
1-18028,8,8
1-1850,2,2
1-4926,2,2
1-2034,6,6
1-19549,2,2
1-5282,15,15
1-9861,1,1
1-9338,21,21
1-3175,3,3
1-5002,14,14
1-5531,7,7
1-6718,3,3
1-6217,8,8
1-4847,16,16
1-5891,8,8
1-19447,1,1
1-7530,10,10
1-9457,1,1
1-5990,11,11
1-9971,9,9
1-4494,1,1
1-9576,15,15
1-9436,14,14
1-5413,2,2
1-5424,1,1
1-1191,10,10
1-5803,3,3
1-5799,2,2
1-19567,13,13
1-7527,5,5
MLG67,18,18
1-3087,3,3
1-4842,11,11
1-19568,16,16
1-9838,1,1
MLG46,5,5
1-5555,20,20
1-10444,2,2
1-3646,1,1
1-10951,15,15
1-9806,4,4
1-0055,15,15
1-5914,16,16
1-0027,19,19
1-9455,1,1
1-0003,9,9
1-21192,4,4
1-9034,3,3
1-19927,19,19
