i,j,count
12,4,190
4,12,190
20,10,166
10,20,166
13,16,291
13,12,332
16,13,291
16,12,287
12,13,332
12,16,287
19,7,261
19,2,155
7,19,261
7,2,290
2,19,155
2,7,290
4,15,128
4,18,351
4,6,237
4,19,189
15,4,128
15,18,231
15,6,231
15,19,165
18,4,351
18,15,231
18,6,400
18,19,269
6,4,237
6,15,231
6,18,400
6,19,419
19,4,189
19,15,165
19,18,269
19,6,419
11,2,109
2,11,109
21,7,420
21,18,312
21,4,164
21,19,212
7,21,420
7,18,430
7,4,270
18,21,312
18,7,430
4,21,164
4,7,270
19,21,212
8,19,215
8,20,277
19,8,215
19,20,259
20,8,277
20,19,259
22,8,283
22,18,178
22,11,94
22,17,83
8,22,283
8,18,272
8,11,85
8,17,216
18,22,178
18,8,272
18,11,182
18,17,258
11,22,94
11,8,85
11,18,182
11,17,145
17,22,83
17,8,216
17,18,258
17,11,145
7,12,375
7,13,392
12,7,375
12,19,95
19,12,95
19,13,184
13,7,392
13,19,184
7,1,333
1,7,333
4,5,198
4,14,179
5,4,198
5,14,148
14,4,179
14,5,148
16,10,282
16,14,186
16,21,279
10,16,282
10,14,132
10,21,118
14,16,186
14,10,132
14,21,157
21,16,279
21,10,118
21,14,157
18,14,272
18,12,305
18,2,284
18,5,198
21,12,278
21,2,231
21,5,235
14,18,272
14,12,153
14,2,141
12,18,305
12,21,278
12,14,153
12,2,235
12,5,274
2,18,284
2,21,231
2,14,141
2,12,235
2,5,360
5,18,198
5,21,235
5,12,274
5,2,360
22,15,286
22,9,144
8,15,255
8,9,291
15,22,286
15,8,255
15,9,118
18,9,350
9,22,144
9,8,291
9,15,118
9,18,350
4,1,258
15,5,154
15,1,149
5,15,154
5,1,238
1,4,258
1,15,149
1,5,238
7,3,337
7,5,335
3,7,337
3,5,206
5,7,335
5,3,206
6,7,454
6,10,294
7,6,454
7,10,247
10,6,294
10,7,247
19,11,84
11,19,84
20,14,103
8,14,129
14,20,103
14,8,129
18,13,428
13,18,428
13,8,342
8,13,342
21,11,100
11,21,100
6,13,559
6,21,267
13,6,559
13,21,287
21,6,267
21,13,287
1,12,231
1,3,292
12,1,231
12,3,211
3,1,292
3,12,211
1,13,279
1,11,95
1,14,160
13,1,279
13,11,191
13,14,183
11,1,95
11,13,191
11,14,89
14,1,160
14,13,183
14,11,89
13,3,239
3,13,239
15,12,195
12,15,195
12,9,238
12,22,221
9,12,238
22,12,221
2,9,194
2,13,278
9,2,194
9,13,321
13,2,278
13,9,321
4,9,109
4,17,128
9,4,109
9,17,179
17,4,128
17,9,179
18,20,123
20,18,123
20,12,213
12,20,213
1,6,222
1,16,217
6,1,222
6,16,323
16,1,217
16,6,323
6,3,272
15,21,152
15,3,174
21,15,152
21,3,227
3,6,272
3,15,174
3,21,227
22,7,239
7,22,239
7,11,195
11,7,195
7,14,242
14,7,242
16,4,139
16,5,163
4,16,139
5,16,163
1,17,179
17,1,179
6,9,299
9,6,299
19,16,212
16,19,212
6,8,329
8,6,329
7,17,272
7,8,314
1,8,153
17,7,272
8,7,314
8,1,153
16,17,236
16,2,277
12,17,194
17,16,236
17,12,194
17,2,200
2,16,277
2,17,200
2,4,213
4,2,213
2,20,191
7,20,163
20,2,191
20,7,163
14,19,125
19,14,125
19,10,102
10,19,102
17,5,200
5,17,200
5,11,120
11,5,120
4,20,132
20,4,132
15,16,199
16,15,199
22,5,171
22,19,190
5,22,171
5,19,227
19,22,190
19,5,227
16,22,127
10,22,512
10,2,235
22,16,127
22,10,512
22,2,281
2,10,235
2,22,281
4,13,197
13,4,197
13,17,298
17,13,298
22,1,106
22,6,293
1,22,106
6,22,293
13,5,202
5,13,202
12,11,195
11,12,195
6,2,330
1,10,121
1,2,218
10,1,121
2,6,330
2,1,218
6,11,158
11,6,158
5,6,260
6,5,260
7,9,314
9,7,314
6,17,256
17,6,256
13,15,194
15,13,194
21,17,159
19,17,89
17,21,159
17,19,89
10,9,160
10,3,139
9,10,160
9,3,193
3,10,139
3,9,193
15,10,214
10,15,214
22,4,153
4,22,153
18,1,242
1,18,242
1,20,123
20,1,123
21,8,205
16,8,205
2,8,218
8,21,205
8,16,205
8,2,218
22,13,178
13,22,178
4,10,130
10,4,130
16,11,98
4,11,116
11,16,98
11,4,116
8,3,207
8,4,145
3,8,207
3,4,304
4,8,145
4,3,304
22,21,159
21,22,159
21,1,164
1,21,164
15,7,184
15,2,160
7,15,184
2,15,160
15,14,82
15,17,81
14,15,82
14,17,203
17,15,81
17,14,203
3,20,108
20,3,108
7,16,399
13,20,177
16,7,399
16,20,164
20,13,177
20,16,164
18,3,282
3,18,282
18,16,287
16,18,287
1,19,135
19,1,135
20,22,183
22,20,183
20,5,144
20,17,171
5,20,144
17,20,171
9,16,217
9,20,150
9,11,165
16,9,217
20,9,150
20,11,110
11,9,165
11,20,110
10,5,144
5,10,144
14,3,143
3,14,143
17,10,165
10,17,165
10,13,163
10,8,150
13,10,163
8,10,150
15,11,75
11,15,75
8,12,188
12,8,188
9,5,154
5,9,154
6,12,215
12,6,215
9,14,137
14,9,137
3,16,217
3,17,135
16,3,217
17,3,135
3,2,277
2,3,277
10,12,103
12,10,103
5,8,170
8,5,170
3,19,182
19,3,182
11,3,103
3,11,103
22,3,140
3,22,140
6,20,165
20,6,165
20,21,163
21,20,163
18,10,128
10,18,128
6,14,204
14,6,204
9,19,184
9,21,225
19,9,184
21,9,225
1,9,127
9,1,127
22,14,85
14,22,85
20,15,118
15,20,118
10,11,99
11,10,99
