i,j,count
3,12,16
12,3,16
1,10,9
10,1,9
7,9,33
9,7,33
13,18,35
18,13,35
1,6,25
6,1,25
15,7,19
7,15,19
13,11,34
11,13,34
2,5,16
5,2,16
1,4,56
4,1,56
17,1,25
1,17,25
9,16,41
16,9,41
17,6,17
6,17,17
17,20,15
20,17,15
3,14,62
14,3,62
15,13,55
13,15,55
7,17,30
17,7,30
2,3,33
3,2,33
12,6,12
6,12,12
4,16,20
16,4,20
12,9,44
9,12,44
7,16,41
16,7,41
3,9,47
9,3,47
9,14,22
14,9,22
14,10,19
10,14,19
1,11,31
11,1,31
8,16,7
16,8,7
13,16,25
16,13,25
2,14,15
14,2,15
7,20,17
20,7,17
13,9,33
9,13,33
8,10,12
10,8,12
18,7,37
7,18,37
15,20,11
20,15,11
13,19,17
19,13,17
12,16,40
16,12,40
5,4,11
4,5,11
18,1,28
1,18,28
4,10,31
10,4,31
9,15,36
15,9,36
18,16,24
16,18,24
8,7,44
7,8,44
17,9,26
9,17,26
15,17,29
17,15,29
6,11,22
11,6,22
10,19,36
19,10,36
3,17,19
17,3,19
11,9,30
9,11,30
4,17,22
17,4,22
7,10,17
10,7,17
17,8,23
8,17,23
5,15,33
15,5,33
3,15,23
15,3,23
6,9,21
9,6,21
5,17,27
17,5,27
13,2,24
2,13,24
14,11,46
11,14,46
13,14,21
14,13,21
4,13,40
13,4,40
1,5,21
5,1,21
9,4,18
4,9,18
12,18,24
18,12,24
3,10,12
10,3,12
18,18,10
13,3,34
3,13,34
18,9,32
9,18,32
5,7,45
7,5,45
15,6,21
6,15,21
1,20,5
20,1,5
18,19,12
19,18,12
13,5,19
5,13,19
17,2,14
2,17,14
13,20,13
20,13,13
11,4,24
4,11,24
10,11,13
11,10,13
11,17,16
17,11,16
17,12,27
12,17,27
2,6,17
6,2,17
8,9,46
9,8,46
6,5,16
5,6,16
12,7,20
7,12,20
17,18,32
18,17,32
15,19,17
19,15,17
10,18,15
18,10,15
4,7,21
7,4,21
7,14,14
14,7,14
4,6,21
6,4,21
10,9,14
9,10,14
13,7,36
7,13,36
3,4,30
4,3,30
1,13,47
13,1,47
3,16,22
16,3,22
19,16,21
16,19,21
5,12,15
12,5,15
13,8,25
8,13,25
18,14,22
14,18,22
7,7,18
5,19,11
19,5,11
1,16,13
16,1,13
13,10,17
10,13,17
5,9,22
9,5,22
8,1,15
1,8,15
13,17,32
17,13,32
12,13,29
13,12,29
2,8,14
8,2,14
11,3,23
3,11,23
9,1,26
1,9,26
18,6,12
6,18,12
2,2,20
2,4,20
4,2,20
19,14,4
14,19,4
2,19,7
19,2,7
11,16,23
16,11,23
20,6,6
6,20,6
12,2,21
2,12,21
17,17,20
3,1,26
1,3,26
15,11,26
11,15,26
14,17,16
17,14,16
11,20,22
20,11,22
18,11,27
11,18,27
15,2,15
2,15,15
10,16,30
16,10,30
15,1,18
1,15,18
2,20,13
20,2,13
11,5,25
5,11,25
6,10,10
10,6,10
18,3,19
3,18,19
14,4,9
4,14,9
11,7,32
7,11,32
19,11,16
11,19,16
12,20,9
20,12,9
14,5,14
5,14,14
12,15,40
15,12,40
2,10,11
10,2,11
3,6,22
6,3,22
7,1,20
1,7,20
8,12,10
12,8,10
8,20,6
20,8,6
4,18,30
18,4,30
7,3,19
3,7,19
16,6,6
6,16,6
1,2,30
2,1,30
8,19,6
19,8,6
20,14,17
14,20,17
15,14,9
14,15,9
11,12,25
12,11,25
15,18,28
18,15,28
