i,j,count
9,12,16
12,9,16
10,5,12
5,10,12
15,19,18
19,15,18
5,16,34
16,5,34
1,15,28
15,1,28
19,9,18
9,19,18
11,15,25
15,11,25
13,9,20
9,13,20
15,5,34
5,15,34
19,14,17
14,19,17
4,6,25
6,4,25
9,2,24
2,9,24
17,3,9
3,17,9
20,6,28
6,20,28
20,2,24
2,20,24
14,3,57
3,14,57
11,17,61
17,11,61
7,20,28
20,7,28
3,12,7
12,3,7
2,15,19
15,2,19
8,12,32
12,8,32
13,1,10
1,13,10
11,1,45
1,11,45
13,3,13
3,13,13
3,1,6
1,3,6
20,8,37
8,20,37
10,4,7
4,10,7
17,1,25
1,17,25
14,6,17
6,14,17
7,14,14
14,7,14
9,4,14
4,9,14
11,19,33
19,11,33
10,12,15
12,10,15
16,15,31
15,16,31
4,14,17
14,4,17
8,1,44
1,8,44
5,1,13
1,5,13
12,13,11
13,12,11
16,19,33
19,16,33
11,20,33
20,11,33
16,6,22
6,16,22
16,14,25
14,16,25
10,15,20
15,10,20
19,13,18
13,19,18
4,19,29
19,4,29
12,20,13
20,12,13
19,1,24
1,19,24
2,6,26
6,2,26
17,2,13
2,17,13
11,3,12
3,11,12
7,5,23
5,7,23
11,6,48
6,11,48
7,12,15
12,7,15
7,6,22
6,7,22
20,13,26
13,20,26
11,2,32
2,11,32
3,4,28
4,3,28
11,16,60
16,11,60
7,1,23
1,7,23
16,1,28
1,16,28
12,5,8
5,12,8
7,8,18
8,7,18
20,3,21
3,20,21
18,4,15
4,18,15
5,13,9
13,5,9
6,19,26
19,6,26
17,10,12
10,17,12
20,18,13
18,20,13
5,6,17
6,5,17
9,8,25
8,9,25
9,16,25
16,9,25
4,13,22
13,4,22
16,16,10
17,15,23
15,17,23
16,4,15
4,16,15
3,7,23
7,3,23
11,4,28
4,11,28
12,14,13
14,12,13
16,3,25
3,16,25
7,10,40
10,7,40
17,16,46
16,17,46
17,14,18
14,17,18
2,19,33
19,2,33
3,8,15
8,3,15
1,9,18
9,1,18
12,19,12
19,12,12
6,12,16
12,6,16
20,10,15
10,20,15
9,7,22
7,9,22
20,16,39
16,20,39
9,3,8
3,9,8
3,2,11
2,3,11
17,8,39
8,17,39
16,2,31
2,16,31
8,13,10
13,8,10
17,7,11
7,17,11
8,2,34
2,8,34
8,10,18
10,8,18
18,8,22
8,18,22
14,5,10
5,14,10
20,4,22
4,20,22
2,1,26
1,2,26
4,17,25
17,4,25
18,9,15
9,18,15
17,19,31
19,17,31
19,19,18
20,15,17
15,20,17
9,11,22
11,9,22
11,12,18
12,11,18
7,18,18
18,7,18
5,3,7
3,5,7
5,20,18
20,5,18
9,14,9
14,9,9
17,20,21
20,17,21
18,3,5
3,18,5
6,10,14
10,6,14
15,6,18
6,15,18
13,14,8
14,13,8
13,16,15
16,13,15
18,11,24
11,18,24
8,6,49
6,8,49
17,17,20
4,2,20
2,4,20
10,1,14
1,10,14
15,9,13
9,15,13
4,8,19
8,4,19
14,2,16
2,14,16
15,4,12
4,15,12
20,20,20
7,4,13
