i,j,count
8,2,285
2,8,285
2,18,159
18,2,159
19,6,340
19,12,298
6,19,340
6,12,183
12,19,298
12,6,183
3,17,245
3,20,157
17,3,245
17,20,227
20,3,157
20,17,227
8,7,213
8,4,410
8,9,237
8,3,149
7,8,213
7,4,382
7,9,239
7,3,175
4,8,410
4,7,382
4,9,410
4,3,336
9,8,237
9,7,239
9,4,410
9,3,218
3,8,149
3,7,175
3,4,336
3,9,218
13,7,143
7,13,143
15,17,458
15,4,493
15,16,414
15,14,385
17,15,458
17,4,383
17,16,387
17,14,254
4,15,493
4,17,383
4,16,555
4,14,327
16,15,414
16,17,387
16,4,555
16,14,273
14,15,385
14,17,254
14,4,327
14,16,273
5,14,268
5,11,378
14,5,268
14,11,303
11,5,378
11,14,303
2,5,275
2,4,339
2,13,174
5,2,275
5,4,424
5,13,180
5,8,263
4,2,339
4,5,424
4,13,297
13,2,174
13,5,180
13,4,297
13,8,247
8,5,263
8,13,247
17,12,170
17,19,305
12,17,170
12,14,190
14,12,190
14,19,210
19,17,305
19,14,210
18,10,245
10,18,245
9,1,255
4,1,418
1,9,255
1,4,418
1,6,457
1,13,272
1,2,311
6,1,457
6,13,235
6,2,348
13,1,272
13,6,235
2,1,311
2,6,348
4,10,401
4,6,476
15,1,310
15,10,351
15,8,271
15,6,415
1,15,310
1,10,269
1,8,425
10,4,401
10,15,351
10,1,269
10,8,184
10,6,301
8,15,271
8,1,425
8,10,184
8,6,396
6,4,476
6,15,415
6,10,301
6,8,396
2,7,201
2,16,298
5,7,374
5,16,361
7,2,201
7,5,374
7,16,272
16,2,298
16,5,361
16,7,272
13,19,273
13,11,113
7,19,387
7,11,141
19,13,273
19,7,387
19,11,229
11,13,113
11,7,141
11,19,229
13,3,146
3,13,146
3,11,127
11,3,127
7,18,128
7,20,332
18,7,128
18,20,173
20,7,332
20,18,173
14,13,144
13,14,144
11,8,122
8,11,122
15,18,176
18,15,176
4,19,545
19,4,545
19,5,387
5,19,387
15,13,199
13,15,199
18,8,186
18,3,149
8,18,186
3,18,149
17,1,260
1,17,260
17,7,197
7,17,197
15,19,313
19,15,313
19,1,300
1,19,300
19,3,220
3,19,220
7,12,262
7,10,357
12,7,262
12,16,219
12,10,198
16,12,219
16,10,277
10,7,357
10,12,198
10,16,277
14,8,135
16,8,277
8,14,135
8,16,277
15,12,215
18,12,176
12,15,215
12,18,176
15,20,219
16,20,209
20,15,219
20,16,209
4,11,194
11,4,194
11,10,166
10,11,166
15,9,337
9,15,337
9,6,431
6,9,431
9,5,334
7,1,179
5,9,334
5,1,249
1,7,179
1,5,249
16,3,242
3,16,242
17,2,297
17,9,328
2,17,297
2,9,316
9,17,328
9,2,316
19,16,424
12,4,247
4,12,247
16,19,424
9,13,243
13,9,243
9,19,375
9,16,372
19,9,375
16,9,372
14,6,326
6,14,326
20,12,81
20,13,169
20,5,222
15,5,343
12,20,81
12,13,243
12,5,267
13,20,169
13,12,243
5,20,222
5,15,343
5,12,267
6,20,154
6,5,366
8,20,183
20,6,154
20,8,183
5,6,366
17,11,142
11,17,142
1,3,238
15,3,317
15,2,298
3,1,238
3,15,317
3,2,163
2,15,298
2,3,163
18,13,124
13,18,124
16,11,228
11,16,228
16,6,354
6,16,354
2,10,172
10,2,172
6,18,178
18,6,178
18,1,225
1,18,225
2,12,191
12,2,191
6,3,284
3,6,284
13,17,206
17,13,206
11,20,175
20,11,175
17,5,382
5,17,382
17,10,266
17,8,230
10,17,266
8,17,230
11,18,88
18,11,88
18,4,237
4,18,237
19,10,299
10,19,299
18,14,96
14,18,96
12,9,216
9,12,216
20,10,626
10,20,626
18,5,148
5,18,148
20,2,167
20,1,190
2,20,167
1,20,190
4,20,251
12,8,129
20,4,251
8,12,129
10,5,212
5,10,212
6,7,261
7,6,261
7,14,194
14,7,194
14,9,353
9,14,353
14,20,162
14,10,165
20,14,162
10,14,165
9,18,121
18,9,121
5,3,237
3,5,237
3,10,178
10,3,178
17,18,126
17,6,349
18,17,126
6,17,349
6,11,230
11,6,230
11,12,228
12,11,228
16,1,293
1,16,293
16,13,210
13,16,210
20,19,159
19,20,159
19,2,203
2,19,203
19,18,194
18,19,194
15,7,249
7,15,249
1,11,160
11,1,160
13,10,133
10,13,133
8,19,311
19,8,311
18,16,185
16,18,185
1,14,159
14,1,159
3,12,134
12,3,134
2,14,160
14,2,160
3,14,165
14,3,165
9,10,157
10,9,157
15,11,187
11,15,187
1,12,150
12,1,150
2,11,117
11,2,117
9,11,175
11,9,175
9,20,163
20,9,163
