i,j,count
9,3,147
3,9,147
22,21,344
21,22,344
17,11,213
17,20,351
11,17,213
11,20,317
20,17,351
20,11,317
16,7,261
16,2,151
7,16,261
7,2,192
2,16,151
2,7,192
22,4,261
22,12,389
22,10,377
22,3,251
4,22,261
4,12,246
4,10,266
4,3,178
12,22,389
12,4,246
12,10,342
12,3,201
10,22,377
10,4,266
10,12,342
10,3,140
3,22,251
3,4,178
3,12,201
3,10,140
6,16,162
16,6,162
15,7,401
15,12,400
15,18,180
15,16,305
7,15,401
7,12,365
7,18,170
12,15,400
12,7,365
12,18,110
12,16,258
18,15,180
18,7,170
18,12,110
18,16,128
16,15,305
16,12,258
16,18,128
6,5,148
6,18,108
5,6,148
5,18,269
18,6,108
18,5,269
23,11,156
23,12,146
23,8,135
23,21,129
11,23,156
11,12,316
11,8,109
11,21,244
12,23,146
12,11,316
12,8,197
12,21,248
8,23,135
8,11,109
8,12,197
8,21,145
21,23,129
21,11,244
21,12,248
21,8,145
7,11,359
7,1,241
7,17,294
11,7,359
11,1,155
1,7,241
1,11,155
1,17,160
17,7,294
17,1,160
2,5,143
5,2,143
10,14,138
12,14,96
14,10,138
14,12,96
9,11,332
9,19,181
9,23,155
11,9,332
11,19,142
19,9,181
19,11,142
19,23,80
23,9,155
23,19,80
2,15,152
2,21,154
2,20,235
2,11,163
2,12,210
15,2,152
15,21,286
15,20,318
15,11,287
21,2,154
21,15,286
21,20,183
20,2,235
20,15,318
20,21,183
20,12,221
11,2,163
11,15,287
12,2,210
12,20,221
23,4,85
23,3,130
23,22,207
11,4,283
11,3,153
11,22,325
4,23,85
4,11,283
3,23,130
3,11,153
22,23,207
22,11,325
8,4,112
8,15,153
8,13,120
4,8,112
4,15,264
4,13,136
15,8,153
15,4,264
15,13,203
13,8,120
13,4,136
13,15,203
7,14,165
7,10,389
14,7,165
10,7,389
10,2,181
10,13,234
2,10,181
2,13,129
13,10,234
13,2,129
2,6,197
6,2,197
6,21,112
21,6,112
12,17,274
12,6,251
17,12,274
17,6,209
6,12,251
6,17,209
15,6,189
6,15,189
10,17,413
10,16,263
17,10,413
17,16,239
16,10,263
16,17,239
2,3,185
2,17,179
3,2,185
3,17,262
17,2,179
17,3,262
7,20,470
1,20,206
20,7,470
20,1,206
15,19,129
19,15,129
15,17,235
15,14,119
17,15,235
17,14,142
6,14,106
14,15,119
14,17,142
14,6,106
13,23,121
23,13,121
3,20,389
3,19,327
20,3,389
20,22,361
20,19,205
22,20,361
22,19,122
19,3,327
19,20,205
19,22,122
16,22,251
22,16,251
22,17,353
17,22,353
15,3,193
3,15,193
15,22,365
22,15,365
2,18,108
18,2,108
18,20,179
20,18,179
15,10,232
10,15,232
10,11,237
11,10,237
10,23,130
4,16,216
16,4,216
16,23,109
23,10,130
23,16,109
18,23,265
18,8,148
23,18,265
8,18,148
7,21,288
10,21,267
21,7,288
21,10,267
5,20,171
5,7,177
5,16,233
20,5,171
20,16,180
7,5,177
16,5,233
16,20,180
22,6,294
20,6,240
6,22,294
6,20,240
9,4,267
9,6,175
4,9,267
4,6,180
6,9,175
6,4,180
5,14,119
5,22,257
14,5,119
14,22,154
22,5,257
22,14,154
16,11,273
11,16,273
10,6,199
6,10,199
7,9,258
7,8,200
7,6,329
15,9,211
9,7,258
9,15,211
9,8,97
8,7,200
8,9,97
8,6,99
6,7,329
6,8,99
11,6,145
9,1,232
1,9,232
1,4,182
1,6,197
4,1,182
6,11,145
6,1,197
7,22,431
22,7,431
23,15,138
15,23,138
21,3,235
3,21,235
3,8,129
8,3,129
17,13,217
13,17,217
22,18,220
18,22,220
22,2,234
2,22,234
4,20,224
4,21,118
20,4,224
1,22,264
1,21,117
22,1,264
21,4,118
21,1,117
19,2,110
19,16,195
2,19,110
16,19,195
11,14,146
11,18,134
14,11,146
14,18,154
14,20,151
18,11,134
18,14,154
20,14,151
12,9,275
9,12,275
19,10,191
10,19,191
12,1,226
1,12,226
17,8,211
20,8,242
8,17,211
8,20,242
8,14,79
14,8,79
19,13,429
19,14,127
13,19,429
13,14,118
14,19,127
14,13,118
7,23,216
23,7,216
14,21,141
19,21,139
21,14,141
21,19,139
10,1,208
13,1,107
1,10,208
1,13,107
1,3,158
3,1,158
16,3,209
16,21,155
3,16,209
21,16,155
1,19,91
19,1,91
3,13,333
13,3,333
2,1,230
1,2,230
12,13,129
13,12,129
13,7,144
13,9,60
7,13,144
9,13,60
2,9,181
9,2,181
15,5,193
11,5,166
5,15,193
5,11,166
5,8,126
8,5,126
19,4,128
19,17,119
4,19,128
4,17,195
9,16,157
9,17,176
16,9,157
17,19,119
17,4,195
17,9,176
19,12,160
19,8,68
12,19,160
16,8,101
10,8,192
8,19,68
8,16,101
8,10,192
16,13,137
13,16,137
19,7,177
7,19,177
2,4,219
4,2,219
1,18,126
18,1,126
18,3,145
3,18,145
1,16,129
16,1,129
14,9,75
9,14,75
17,21,236
21,17,236
17,18,154
18,17,154
10,20,279
20,10,279
19,5,79
5,19,79
23,2,87
2,23,87
5,3,120
3,5,120
18,19,97
19,18,97
22,8,221
8,22,221
6,19,108
19,6,108
5,21,94
21,5,94
6,23,95
23,6,95
18,4,99
4,18,99
23,20,229
20,23,229
10,9,206
9,10,206
9,21,207
21,9,207
8,2,105
2,8,105
18,21,129
18,13,221
21,18,129
21,13,92
13,18,221
13,21,92
23,5,121
5,23,121
20,9,143
9,20,143
17,5,154
4,5,120
9,5,158
5,17,154
5,4,120
5,9,158
10,5,144
5,10,144
7,3,247
3,7,247
11,13,100
13,11,100
17,23,113
23,17,113
6,3,207
3,6,207
13,6,151
6,13,151
15,1,137
1,15,137
22,13,170
13,22,170
9,22,263
22,9,263
1,5,117
5,1,117
9,18,176
18,9,176
23,14,77
14,23,77
12,5,182
5,12,182
10,18,140
18,10,140
20,13,149
13,20,149
13,5,138
5,13,138
4,7,165
8,1,117
7,4,165
1,8,117
16,14,99
14,16,99
4,14,94
14,4,94
1,23,87
23,1,87
3,14,92
14,3,92
1,14,48
14,1,48
2,14,90
14,2,90
