Exam Group,Exam Block,adj_block
1-9861,9,9
1-9338,19,19
1-3175,14,14
1-5002,2,2
1-5531,11,11
1-6718,4,4
1-6217,8,8
1-4847,16,16
1-5891,8,8
1-19447,8,8
1-7530,13,13
1-9457,1,1
1-5990,17,17
1-9971,10,10
1-4494,5,5
1-9576,18,18
1-9436,2,2
1-5413,2,2
1-5424,11,11
1-1191,1,1
1-5803,7,7
1-5799,2,2
1-19567,12,12
1-7527,5,5
MLG67,3,3
1-3087,5,5
1-4842,2,2
1-19568,17,17
1-9838,9,9
MLG46,1,1
1-5555,17,17
1-10444,10,10
1-3646,12,12
1-10951,12,12
1-9806,17,17
1-0055,1,1
1-5914,12,12
1-0027,1,1
1-9455,14,14
1-0003,8,8
1-21192,1,1
1-9034,3,3
1-19927,6,6
