Exam Group,Exam Block,adj_block
72-0103,18,18
1-9185,8,8
MLG17,5,5
1-8222,12,12
1-6240,4,4
1-5549,19,19
1-8021,16,16
1-8767,9,9
1-8181,20,20
1-8020,9,9
1-7964,18,18
1-9722,1,1
MLG84,12,12
1-9805,10,10
1-6098,20,20
1-8093,10,10
1-9955,20,20
1-18603,12,12
1-3521,13,13
1-2596,13,13
1-5167,1,1
1-3519,14,14
1-7995,3,3
1-2025,17,17
1-7140,18,18
1-9607,12,12
1-9907,17,17
1-18409,8,8
1-10071,5,5
1-18735,16,16
1-8418,7,7
1-8938,7,7
1-0022,4,4
1-7991,5,5
1-6642,9,9
1-2869,12,12
1-2714,6,6
1-5508,4,4
1-2104,16,16
1-7467,17,17
1-7722,1,1
1-7509,11,11
1-1207,14,14
1-8705,8,8
1-5214,3,3
1-9444,17,17
1-8566,4,4
1-19547,1,1
1-0405,20,20
1-2178,8,8
1-8174,12,12
1-9925,19,19
72-12387,2,2
1-9850,15,15
1-8125,10,10
1-8095,11,11
1-5877,13,13
1-1224,19,19
1-17733,19,19
1-9331,21,21
1-18202,16,16
1-7341,10,10
1-9818,5,5
1-7066,1,1
1-9674,19,19
1-8659,10,10
1-7536,4,4
1-7481,17,17
1-7845,15,15
1-18498,17,17
1-2584,10,10
1-6532,4,4
1-9614,20,20
1-5355,18,18
1-8124,19,19
1-8401,9,9
1-8541,11,11
1-2153,10,10
1-4088,9,9
1-9739,17,17
1-9115,5,5
1-7770,9,9
1-17645,9,9
1-18423,12,12
1-18714,2,2
1-8084,20,20
1-9345,4,4
MLG35,14,14
1-5626,6,6
1-18004,21,21
1-19222,8,8
72-12171,9,9
1-7807,13,13
1-20003,1,1
1-3083,7,7
1-3312,19,19
MLG37,12,12
1-9237,15,15
1-8127,16,16
1-5775,16,16
1-19598,16,16
1-9892,15,15
1-3564,7,7
1-8820,19,19
1-8267,13,13
1-1258,6,6
MLG69,10,10
1-6971,16,16
1-9731,1,1
1-9768,5,5
72-18936,9,9
1-19897,7,7
1-10698,12,12
1-4499,21,21
1-7496,1,1
1-3178,12,12
1-20047,14,14
1-0358,13,13
1-6543,5,5
1-5929,17,17
1-10232,13,13
1-7070,4,4
MLG42,1,1
MLG55,3,3
1-8427,4,4
1-8622,18,18
1-8488,1,1
1-9643,4,4
1-19286,9,9
1-2573,11,11
1-1833,17,17
1-9283,4,4
1-9110,14,14
1-8576,17,17
1-9465,4,4
1-9712,8,8
1-9549,13,13
1-1972,3,3
1-5515,14,14
1-7863,6,6
1-2294,19,19
MLG45,20,20
P-16454,3,3
1-8928,10,10
1-7744,7,7
MLG06,10,10
1-7453,2,2
1-17657,8,8
1-0001,16,16
MLG58,16,16
1-7005,11,11
1-9870,2,2
1-9500,5,5
1-1350,4,4
1-18994,7,7
1-9447,10,10
1-8634,1,1
1-6061,20,20
1-7599,16,16
1-10696,13,13
1-19813,6,6
MLG41,14,14
1-8067,19,19
1-9137,8,8
1-9740,9,9
1-7721,9,9
MLG40,14,14
1-4929,2,2
1-9655,1,1
1-9606,13,13
1-5043,6,6
1-8100,8,8
1-8573,19,19
1-9588,18,18
MLG38,14,14
1-4910,6,6
1-8042,2,2
1-10948,16,16
1-7525,14,14
1-4052,9,9
1-0037,6,6
1-8641,14,14
1-7752,12,12
1-9496,19,19
1-8074,15,15
1-8906,1,1
72-11994,3,3
1-7321,10,10
1-20167,20,20
1-9156,15,15
1-2382,2,2
1-8328,13,13
1-9770,17,17
1-9553,8,8
1-9253,16,16
1-2670,4,4
1-9646,6,6
1-8646,20,20
1-9839,1,1
MLG39,3,3
1-4634,20,20
1-9902,17,17
1-8988,6,6
1-1250,5,5
1-9733,1,1
1-8018,5,5
1-9752,18,18
1-7058,7,7
1-10468,19,19
1-9938,2,2
1-7842,1,1
1-5406,10,10
1-10922,16,16
1-18563,12,12
1-0053,21,21
1-19839,15,15
1-9887,18,18
1-9630,6,6
1-9416,9,9
1-5653,3,3
MLG73,9,9
1-8023,4,4
1-4149,20,20
1-0205,5,5
1-9227,11,11
1-9650,19,19
1-9996,5,5
1-3068,13,13
1-17835,20,20
1-4361,5,5
1-3089,1,1
1-8450,15,15
1-18371,15,15
MLG07,11,11
MLG29,18,18
1-8113,13,13
1-7024,16,16
1-9667,6,6
1-9855,3,3
1-7042,1,1
MLG33,20,20
1-19448,15,15
1-20791,14,14
1-1015,13,13
MLG57,17,17
1-6647,16,16
MLG56,12,12
1-20467,14,14
1-2400,3,3
1-6931,16,16
1-9333,15,15
1-7268,4,4
1-21195,16,16
1-4649,11,11
1-8379,3,3
1-9946,17,17
1-9277,1,1
1-9504,18,18
1-9516,11,11
1-3596,10,10
1-0129,6,6
1-1942,11,11
1-8623,16,16
1-6927,14,14
P-0009,9,9
1-11330,20,20
1-2103,21,21
1-6181,18,18
MLG44,14,14
1-7839,3,3
1-1390,17,17
1-7897,15,15
1-1570,6,6
1-3589,11,11
1-0033,1,1
1-3216,5,5
1-9495,5,5
1-4051,6,6
1-10762,4,4
MLG43,14,14
1-7608,17,17
1-9995,18,18
1-1608,4,4
1-3535,15,15
1-4136,9,9
1-18615,17,17
1-3587,12,12
1-9836,9,9
1-8590,7,7
1-1592,15,15
1-8341,11,11
MLG02,3,3
1-9997,20,20
1-8066,15,15
1-3509,3,3
1-3639,3,3
1-9404,19,19
1-8352,12,12
1-7019,18,18
MLG54,5,5
1-4020,4,4
1-1177,5,5
MLG51,12,12
1-8157,15,15
1-19004,2,2
1-7866,7,7
1-18377,8,8
1-5530,12,12
1-6743,19,19
1-3516,13,13
1-4855,8,8
1-20578,7,7
1-3108,6,6
1-7521,2,2
1-3139,11,11
1-1769,1,1
1-7441,6,6
1-10978,16,16
1-2324,8,8
1-3584,20,20
MLG13,21,21
1-5172,6,6
1-0296,7,7
1-3647,16,16
1-6734,6,6
1-19924,16,16
1-8826,13,13
P-16616,2,2
1-9497,20,20
1-1317,19,19
1-4531,11,11
MLG75,8,8
MLG78,1,1
1-11329,8,8
1-20641,13,13
1-8910,11,11
1-1827,10,10
1-18613,5,5
1-6296,18,18
1-3523,7,7
1-3362,13,13
1-0031,7,7
MLG65,5,5
1-4319,19,19
1-6035,20,20
1-1131,5,5
MLG32,14,14
1-8188,3,3
1-17758,19,19
1-3052,11,11
1-2282,17,17
1-19229,14,14
MLG63,7,7
MLG50,12,12
1-9417,19,19
1-9498,1,1
1-9761,12,12
1-4760,7,7
1-9831,19,19
1-4417,18,18
1-6611,13,13
1-0008,18,18
1-1462,11,11
1-10785,6,6
1-7682,4,4
MLG48,3,3
1-5163,10,10
1-8544,20,20
1-5197,19,19
1-6594,9,9
MLG62,10,10
1-1580,9,9
1-6916,2,2
1-6918,14,14
1-6919,17,17
MLG14,9,9
1-7874,11,11
1-7213,18,18
1-6561,6,6
1-4640,13,13
1-7004,13,13
1-2335,15,15
1-18558,10,10
1-8551,13,13
1-9270,6,6
1-6974,15,15
MLG68,8,8
1-10539,4,4
MLG49,1,1
1-0278,13,13
MLG64,21,21
MLG30,2,2
1-9609,20,20
1-7819,4,4
1-2423,18,18
1-6787,14,14
1-9963,6,6
1-9808,18,18
1-0303,16,16
MLG60,9,9
1-18709,2,2
1-7204,8,8
1-5744,3,3
1-1770,4,4
1-4682,20,20
1-3104,11,11
1-17907,13,13
1-8421,9,9
MLG53,5,5
1-9645,12,12
MLG12,3,3
MLG15,7,7
1-6858,19,19
1-8314,7,7
1-8285,4,4
1-1957,15,15
1-18203,9,9
1-10451,6,6
1-6216,8,8
1-6692,15,15
1-8172,6,6
1-8398,10,10
1-6878,18,18
1-7122,3,3
1-4700,1,1
1-6006,11,11
1-4355,7,7
1-9379,8,8
1-2701,4,4
1-6693,20,20
1-3141,6,6
1-7614,7,7
1-6914,11,11
1-5654,18,18
MLG59,21,21
1-9610,15,15
1-5161,8,8
1-6980,10,10
MLG10,9,9
MLG72,3,3
MLG52,5,5
1-19166,3,3
MLG11,10,10
1-3447,11,11
1-3217,11,11
1-6538,4,4
1-3534,13,13
1-7152,13,13
1-3106,12,12
1-1935,3,3
1-2297,17,17
1-4098,3,3
1-8529,4,4
1-8397,10,10
1-0272,13,13
1-17790,5,5
1-8186,7,7
1-8503,14,14
1-7182,5,5
1-2545,8,8
1-7993,17,17
1-9651,2,2
1-1183,14,14
1-1989,15,15
1-10060,19,19
1-5913,18,18
1-5981,10,10
1-13247,2,2
1-6228,17,17
1-8578,16,16
1-1204,15,15
1-9794,15,15
1-9518,18,18
1-9452,14,14
1-8400,8,8
1-18234,16,16
1-19205,20,20
1-9055,3,3
1-9394,15,15
1-9286,4,4
1-1005,20,20
1-10038,11,11
1-4390,11,11
1-9491,2,2
MLG31,14,14
1-5980,20,20
1-8678,7,7
1-6900,15,15
1-11350,9,9
1-9578,10,10
1-3551,3,3
MLG09,3,3
1-6028,12,12
1-1836,15,15
1-3265,2,2
MLG08,10,10
1-3176,12,12
1-8493,10,10
1-19915,6,6
1-8627,16,16
1-0292,18,18
1-18487,2,2
1-20012,5,5
1-9076,8,8
1-5425,19,19
1-4747,7,7
1-6227,2,2
1-6909,7,7
1-8532,8,8
1-18935,11,11
1-3206,12,12
1-9697,7,7
1-3033,14,14
1-8094,7,7
1-11206,1,1
1-6531,2,2
1-5036,2,2
1-18028,17,17
1-1850,2,2
1-4926,2,2
1-2034,18,18
1-19549,7,7
1-5282,1,1
