i,j,count
15,6,306
6,15,306
8,2,178
2,8,178
23,17,195
23,11,168
17,23,195
17,11,136
11,23,168
11,17,136
1,4,201
1,16,115
4,1,201
4,16,244
16,1,115
16,4,244
1,9,228
1,13,280
1,14,138
4,9,489
4,13,599
4,14,259
9,1,228
9,4,489
9,13,463
9,14,313
13,1,280
13,4,599
13,9,463
13,14,325
14,1,138
14,4,259
14,9,313
14,13,325
3,4,529
3,9,387
3,5,475
3,22,343
4,3,529
4,5,583
4,22,438
9,3,387
9,5,463
9,22,246
5,3,475
5,4,583
5,9,463
5,22,338
22,3,343
22,4,438
22,9,246
22,5,338
6,11,238
11,6,238
11,15,282
15,11,282
10,2,130
10,9,109
10,8,77
10,14,62
2,10,130
2,9,312
2,14,134
9,10,109
9,2,312
9,8,153
8,10,77
8,9,153
8,14,95
14,10,62
14,2,134
14,8,95
4,7,273
4,19,286
7,4,273
7,14,222
7,19,136
14,7,222
14,19,188
19,4,286
19,7,136
19,14,188
4,21,263
21,4,263
13,20,181
13,19,334
20,13,181
20,19,75
19,13,334
19,20,75
22,7,299
22,18,185
22,12,86
7,22,299
7,18,139
7,12,79
18,22,185
18,7,139
18,12,63
12,22,86
12,7,79
12,18,63
9,18,210
9,19,254
9,21,170
3,18,186
3,19,273
3,21,180
3,8,160
18,9,210
18,3,186
18,19,127
18,21,130
18,8,87
19,9,254
19,3,273
19,18,127
19,21,235
19,8,110
21,9,170
21,3,180
21,18,130
21,19,235
21,8,78
8,3,160
8,18,87
8,19,110
8,21,78
10,4,159
10,5,162
2,4,474
2,5,375
4,10,159
4,2,474
5,10,162
5,2,375
6,4,416
6,7,200
4,6,416
4,15,179
15,4,179
15,7,116
7,6,200
7,15,116
4,8,199
8,4,199
8,13,139
13,8,139
13,16,261
16,13,261
22,14,176
14,22,176
18,6,115
18,2,150
6,18,115
6,2,289
2,18,150
2,6,289
1,21,123
21,1,123
9,23,353
9,6,324
23,9,353
23,6,223
6,9,324
6,23,223
3,14,191
14,3,191
13,23,398
9,20,167
23,13,398
23,20,124
20,9,167
20,23,124
21,7,252
21,14,113
7,21,252
7,3,245
3,7,245
14,21,113
2,13,489
13,2,489
11,18,80
18,11,80
12,23,74
12,14,73
12,19,69
23,12,74
23,14,234
23,19,204
14,12,73
14,23,234
19,12,69
19,23,204
7,11,134
7,5,215
11,7,134
11,5,227
11,21,233
5,7,215
5,11,227
5,21,250
21,11,233
21,5,250
3,11,226
4,11,242
11,3,226
11,4,242
1,5,220
1,7,116
5,1,220
7,1,116
9,15,136
15,9,136
15,19,197
19,15,197
12,13,156
13,12,156
13,7,192
7,13,192
13,3,345
4,20,202
20,4,202
20,3,186
3,13,345
3,20,186
16,5,224
5,16,224
4,18,252
13,18,208
18,4,252
18,13,208
19,11,172
19,22,95
19,1,176
11,19,172
11,22,69
11,1,156
22,19,95
22,11,69
22,1,180
1,19,176
1,11,156
1,22,180
5,6,399
6,5,399
13,21,238
21,13,238
13,5,510
5,13,510
2,17,362
17,2,362
13,6,304
6,13,304
3,6,309
21,6,240
19,6,163
6,3,309
6,21,240
6,19,163
17,16,109
17,1,219
17,15,193
2,16,173
2,1,368
2,15,161
16,17,109
16,2,173
16,15,217
1,17,219
1,2,368
1,15,140
15,17,193
15,2,161
15,16,217
15,1,140
18,1,115
3,1,241
3,2,414
1,18,115
1,3,241
2,3,414
3,17,338
17,3,338
5,15,222
15,5,222
20,5,176
20,1,108
5,20,176
1,20,108
5,17,375
17,5,375
10,19,59
10,20,72
19,10,59
20,10,72
20,14,109
14,20,109
17,21,107
21,17,107
21,2,137
2,21,137
17,19,193
17,13,387
15,13,247
19,17,193
13,17,387
13,15,247
23,8,133
9,11,217
11,9,217
11,8,246
8,23,133
8,11,246
21,16,463
16,21,463
16,19,199
19,16,199
9,17,338
17,9,338
1,6,174
17,6,289
6,1,174
6,17,289
10,7,84
7,10,84
16,9,186
16,14,127
9,16,186
14,16,127
7,16,203
16,7,203
23,4,283
23,2,249
11,2,195
4,23,283
2,23,249
2,11,195
11,13,233
13,11,233
3,10,139
17,10,78
10,3,139
10,17,78
10,6,115
6,10,115
17,4,408
4,17,408
10,16,83
10,21,94
16,10,83
21,10,94
4,12,107
12,4,107
12,6,98
12,17,78
6,12,98
17,12,78
17,18,184
18,17,184
8,7,119
7,8,119
10,18,80
10,1,93
18,10,80
1,10,93
2,22,118
16,22,66
22,2,118
22,16,66
17,22,251
22,17,251
9,7,168
7,9,168
14,6,208
6,14,208
23,15,90
15,23,90
13,22,275
22,13,275
17,8,127
8,17,127
20,2,154
2,20,154
6,16,258
16,6,258
15,21,166
21,15,166
2,19,153
19,2,153
14,17,123
17,14,123
18,20,100
18,14,117
20,18,100
14,18,117
5,18,229
5,14,301
18,5,229
14,5,301
15,18,80
15,3,170
18,15,80
3,15,170
1,12,83
12,1,83
7,2,195
2,7,195
7,23,110
23,7,110
20,6,127
20,21,151
6,20,127
21,20,151
16,20,50
20,16,50
23,21,126
21,23,126
7,17,168
17,7,168
10,11,74
11,10,74
1,8,124
8,1,124
6,22,196
22,6,196
15,22,98
22,15,98
12,20,63
12,5,137
20,12,63
5,12,137
6,8,183
8,6,183
9,12,134
12,9,134
15,14,91
5,19,297
14,15,91
19,5,297
3,16,150
16,3,150
20,8,49
8,20,49
12,21,54
21,12,54
5,8,148
8,5,148
20,15,102
15,20,102
15,10,60
13,10,136
10,15,60
10,13,136
10,22,83
22,10,83
21,22,74
22,21,74
1,23,147
23,1,147
23,18,131
18,23,131
17,20,115
20,17,115
22,23,148
23,22,148
12,8,41
8,12,41
12,10,43
10,12,43
8,15,74
15,8,74
11,14,71
14,11,71
20,22,137
22,20,137
23,16,107
16,23,107
11,20,99
20,11,99
23,3,222
3,23,222
5,23,327
23,5,327
12,16,41
16,12,41
16,11,106
11,16,106
10,23,45
23,10,45
22,8,90
8,22,90
20,7,137
7,20,137
16,8,55
8,16,55
16,18,59
18,16,59
2,12,113
12,2,113
12,15,54
15,12,54
12,11,39
11,12,39
3,12,74
12,3,74
