i,j,count
19,2,8
2,19,8
9,20,15
20,9,15
22,16,15
16,22,15
23,7,38
7,23,38
6,19,8
19,6,8
11,22,11
22,11,11
23,4,32
4,23,32
10,15,23
15,10,23
1,5,37
5,1,37
4,1,36
1,4,36
14,12,10
12,14,10
8,21,5
21,8,5
3,16,20
16,3,20
3,8,43
8,3,43
3,21,23
21,3,23
16,11,101
11,16,101
11,23,47
23,11,47
18,21,5
21,18,5
5,18,15
18,5,15
4,2,16
2,4,16
8,20,13
20,8,13
5,13,14
13,5,14
1,17,18
17,1,18
2,9,18
9,2,18
4,3,14
3,4,14
23,20,20
20,23,20
3,5,34
5,3,34
2,12,7
12,2,7
6,10,10
10,6,10
14,2,18
2,14,18
15,2,60
2,15,60
23,14,15
14,23,15
11,4,20
4,11,20
2,17,10
17,2,10
7,22,21
22,7,21
13,2,35
2,13,35
6,8,12
8,6,12
18,12,10
12,18,10
9,23,12
23,9,12
2,7,17
7,2,17
7,4,37
4,7,37
7,17,21
17,7,21
11,3,30
3,11,30
15,20,27
20,15,27
3,12,24
12,3,24
2,22,14
22,2,14
1,2,11
2,1,11
17,3,15
3,17,15
4,16,27
16,4,27
21,12,22
12,21,22
6,21,16
21,6,16
11,8,8
8,11,8
1,16,11
16,1,11
18,13,6
13,18,6
17,15,16
15,17,16
15,12,14
12,15,14
3,1,29
1,3,29
11,21,19
21,11,19
5,7,53
7,5,53
15,16,7
16,15,7
20,13,7
13,20,7
11,7,56
7,11,56
6,16,17
16,6,17
23,5,37
5,23,37
11,18,17
18,11,17
9,3,6
3,9,6
16,13,10
13,16,10
19,4,16
4,19,16
6,23,19
23,6,19
10,20,12
20,10,12
5,9,16
9,5,16
23,8,11
8,23,11
20,12,4
12,20,4
8,7,9
7,8,9
20,1,18
1,20,18
9,9,10
23,1,13
1,23,13
7,14,25
14,7,25
11,20,17
20,11,17
20,2,29
2,20,29
18,9,9
9,18,9
6,2,14
2,6,14
4,22,17
22,4,17
17,22,9
22,17,9
5,4,37
4,5,37
3,2,27
2,3,27
10,4,12
4,10,12
2,10,7
10,2,7
9,11,13
11,9,13
8,15,8
15,8,8
3,7,35
7,3,35
20,7,10
7,20,10
7,15,38
15,7,38
17,9,34
9,17,34
6,5,27
5,6,27
1,7,26
7,1,26
5,15,29
15,5,29
23,19,14
19,23,14
7,16,24
16,7,24
10,1,11
1,10,11
6,15,6
15,6,6
15,19,13
19,15,13
4,12,26
12,4,26
15,1,18
1,15,18
3,13,6
13,3,6
20,18,7
18,20,7
16,14,12
14,16,12
22,14,8
14,22,8
23,2,22
2,23,22
21,4,26
4,21,26
7,19,16
19,7,16
22,22,18
21,7,15
7,21,15
3,22,20
22,3,20
19,22,5
22,19,5
6,3,14
3,6,14
12,5,34
5,12,34
17,14,6
14,17,6
4,17,15
17,4,15
14,15,20
15,14,20
16,19,10
19,16,10
17,5,19
5,17,19
6,7,19
7,6,19
5,16,36
16,5,36
13,14,3
14,13,3
7,9,11
9,7,11
5,2,30
2,5,30
23,21,17
21,23,17
23,23,20
14,5,18
5,14,18
19,1,12
1,19,12
21,17,16
17,21,16
20,3,14
3,20,14
13,12,4
12,13,4
19,5,13
5,19,13
8,9,12
9,8,12
1,13,4
13,1,4
3,3,20
4,9,17
9,4,17
6,22,10
22,6,10
18,3,10
3,18,10
23,15,27
15,23,27
18,7,13
7,18,13
12,7,12
7,12,12
16,21,12
21,16,12
14,1,29
1,14,29
11,15,35
15,11,35
5,11,30
11,5,30
20,14,6
14,20,6
2,16,39
16,2,39
23,22,11
22,23,11
17,20,10
20,17,10
23,12,17
12,23,17
20,19,5
19,20,5
10,14,3
14,10,3
17,12,9
12,17,9
13,7,8
7,13,8
6,4,20
4,6,20
11,12,18
12,11,18
16,20,12
20,16,12
18,8,3
8,18,3
2,21,8
21,2,8
18,16,17
16,18,17
20,22,19
22,20,19
23,10,7
10,23,7
11,19,15
19,11,15
21,15,11
15,21,11
22,5,25
5,22,25
21,5,29
5,21,29
1,21,6
21,1,6
6,20,13
20,6,13
17,6,11
6,17,11
21,20,12
20,21,12
17,16,8
16,17,8
20,5,17
5,20,17
20,4,15
4,20,15
1,22,11
22,1,11
11,1,17
1,11,17
9,6,14
6,9,14
