i,j,count
9,3,40
3,9,40
22,21,24
21,22,24
6,16,18
16,6,18
2,5,10
5,2,10
12,4,19
4,12,19
15,6,21
6,15,21
15,19,7
19,15,7
1,20,45
20,1,45
13,23,10
23,13,10
16,11,40
11,16,40
4,22,16
22,4,16
17,13,24
13,17,24
12,1,27
1,12,27
17,20,28
20,17,28
11,4,67
4,11,67
15,7,50
7,15,50
1,17,10
17,1,10
20,4,16
4,20,16
20,18,8
18,20,8
9,13,6
13,9,6
5,3,6
3,5,6
17,8,19
8,17,19
15,16,41
16,15,41
5,8,20
8,5,20
2,16,17
16,2,17
5,21,10
21,5,10
7,10,36
10,7,36
18,4,13
4,18,13
7,9,11
9,7,11
23,5,14
5,23,14
6,20,27
20,6,27
4,16,23
16,4,23
18,13,14
13,18,14
22,6,32
6,22,32
11,20,34
20,11,34
7,3,10
3,7,10
10,21,15
21,10,15
10,2,10
2,10,10
2,13,15
13,2,15
22,14,11
14,22,11
13,6,13
6,13,13
15,1,12
1,15,12
16,8,13
8,16,13
22,11,22
11,22,22
18,6,19
6,18,19
1,5,7
5,1,7
15,12,30
12,15,30
8,12,23
12,8,23
13,19,35
19,13,35
2,17,10
17,2,10
12,16,25
16,12,25
7,14,13
14,7,13
15,8,21
8,15,21
4,6,24
6,4,24
23,11,7
11,23,7
17,19,14
19,17,14
15,20,14
20,15,14
18,22,10
22,18,10
23,16,8
16,23,8
2,6,16
6,2,16
15,22,43
22,15,43
18,21,7
21,18,7
14,10,4
10,14,4
15,3,18
3,15,18
15,17,23
17,15,23
2,11,11
11,2,11
11,12,24
12,11,24
7,5,13
5,7,13
10,1,9
1,10,9
18,1,12
1,18,12
2,18,16
18,2,16
18,14,4
14,18,4
2,2,10
7,6,30
6,7,30
22,16,26
16,22,26
15,2,14
2,15,14
8,20,18
20,8,18
22,8,45
8,22,45
23,18,34
18,23,34
7,22,33
22,7,33
7,20,18
20,7,18
3,6,22
6,3,22
17,3,7
3,17,7
19,9,8
9,19,8
6,17,16
17,6,16
16,13,5
13,16,5
16,9,11
9,16,11
19,16,26
16,19,26
1,23,7
23,1,7
9,18,16
18,9,16
17,5,13
5,17,13
1,22,10
22,1,10
20,19,12
19,20,12
6,9,19
9,6,19
7,11,24
11,7,24
23,6,11
6,23,11
13,4,15
4,13,15
13,5,3
5,13,3
22,13,11
13,22,11
4,2,18
2,4,18
9,15,20
15,9,20
4,1,16
1,4,16
6,10,26
10,6,26
12,21,15
21,12,15
9,1,11
1,9,11
10,17,19
17,10,19
17,11,8
11,17,8
14,21,11
21,14,11
18,3,16
3,18,16
16,3,18
3,16,18
22,3,18
3,22,18
7,12,24
12,7,24
23,2,8
2,23,8
4,5,6
5,4,6
12,12,18
22,17,27
17,22,27
5,22,17
22,5,17
8,19,7
19,8,7
1,13,7
13,1,7
5,6,13
6,5,13
3,21,16
21,3,16
7,17,19
17,7,19
20,10,22
10,20,22
5,16,37
16,5,37
16,18,27
18,16,27
10,5,19
5,10,19
7,7,20
4,10,25
10,4,25
8,11,13
11,8,13
4,14,6
14,4,6
2,3,13
3,2,13
20,13,11
13,20,11
11,10,20
10,11,20
9,20,3
20,9,3
11,15,19
15,11,19
6,11,14
11,6,14
17,17,20
6,12,21
12,6,21
19,14,6
14,19,6
2,20,14
20,2,14
6,14,9
14,6,9
19,4,13
4,19,13
5,12,20
12,5,20
23,22,12
22,23,12
10,22,25
22,10,25
2,1,35
1,2,35
8,18,11
18,8,11
8,21,10
21,8,10
15,13,15
13,15,15
1,3,31
3,1,31
15,23,14
23,15,14
12,22,33
