i,j,count
11,1,35
2,20,40
16,4,128
16,20,70
4,20,62
12,5,79
12,14,46
5,14,100
17,5,208
17,3,286
17,7,259
17,18,172
5,3,405
5,7,237
5,18,195
3,7,278
3,18,195
7,18,213
13,12,156
8,5,396
8,3,323
8,17,286
8,12,212
5,17,416
5,12,289
3,17,287
3,12,204
17,12,181
13,11,45
13,14,55
11,14,151
9,16,63
9,3,143
9,21,30
9,10,120
16,3,121
16,21,62
16,10,126
3,21,158
3,10,312
21,10,136
5,4,437
5,19,259
4,12,218
4,19,167
12,19,86
1,15,68
21,1,59
21,9,74
1,9,150
2,4,283
2,18,126
2,8,77
4,18,206
4,8,160
18,8,56
3,8,127
3,9,265
3,4,341
8,7,164
8,9,223
8,4,276
7,9,228
7,4,118
7,12,113
9,4,172
9,12,68
9,5,72
9,17,95
16,5,91
16,17,117
3,5,187
3,1,121
3,16,171
5,1,173
5,16,119
1,16,49
5,2,288
3,2,288
6,1,109
6,18,313
1,18,125
12,13,71
21,13,104
21,2,141
13,2,94
15,1,98
15,12,59
1,12,126
3,19,221
3,13,202
19,13,159
8,13,193
6,3,249
6,19,312
6,13,185
1,3,114
1,17,119
1,5,101
5,9,232
9,2,111
4,16,132
21,16,51
16,13,93
16,9,129
13,9,82
14,10,75
7,20,74
7,17,121
20,17,122
20,9,155
17,9,194
20,16,48
17,16,104
8,1,127
8,20,61
1,20,79
15,17,99
15,7,95
3,14,104
14,9,74
21,6,93
21,4,150
6,4,220
6,5,188
6,8,85
5,13,329
5,8,179
13,8,101
14,18,166
14,12,44
18,12,43
12,3,100
12,2,72
18,20,65
18,3,112
18,10,58
20,3,89
20,10,55
17,13,294
6,10,237
10,13,74
6,17,274
12,4,95
5,10,287
8,10,213
8,16,113
10,16,29
4,7,183
4,11,81
4,2,265
4,17,204
7,11,61
7,2,124
11,2,103
11,17,134
2,17,84
20,5,141
20,11,38
5,11,120
8,18,155
8,2,196
18,2,105
18,4,126
7,8,67
7,3,119
10,1,45
10,21,82
1,21,75
17,11,134
17,14,129
9,18,210
17,4,352
17,8,180
16,11,54
9,11,48
11,3,100
11,10,111
4,1,114
4,9,161
4,3,283
16,2,133
13,19,121
13,10,182
19,10,153
4,15,78
19,1,54
3,20,75
20,21,107
20,2,45
6,2,199
8,6,172
3,6,130
2,16,56
5,15,167
6,9,196
2,9,97
2,10,171
2,19,98
2,7,81
19,7,99
14,8,42
14,3,60
12,10,51
10,3,105
18,9,299
1,10,89
10,5,55
3,11,98
11,8,36
6,11,145
6,7,208
11,7,186
4,5,224
4,13,252
12,7,100
12,9,42
14,21,28
7,5,108
13,1,79
1,2,128
18,7,135
15,4,130
15,8,46
9,13,99
20,1,114
20,18,64
20,12,56
11,9,47
5,21,257
2,21,73
19,15,58
19,17,149
19,4,134
19,9,109
19,14,49
4,14,114
9,14,61
3,15,104
4,21,127
4,6,135
6,21,111
13,5,121
13,15,62
14,20,60
9,20,53
11,12,84
11,19,125
11,4,97
5,6,224
17,6,198
11,6,109
9,6,57
21,11,87
21,3,115
17,21,204
18,1,60
7,10,98
10,18,102
1,8,67
10,2,115
19,16,54
19,6,92
16,6,77
7,13,141
13,3,215
12,6,56
4,10,215
13,13,116
21,7,75
7,16,59
9,7,114
16,7,78
12,15,35
15,14,166
15,20,77
15,5,88
21,17,121
13,21,100
8,21,69
17,2,163
2,3,106
2,1,47
21,5,105
2,13,45
13,4,175
5,20,82
13,7,153
13,20,113
6,15,65
11,15,43
17,10,232
10,9,124
21,18,56
18,6,37
6,16,72
17,15,132
15,3,94
15,10,73
8,15,133
19,8,77
21,19,139
10,4,126
1,13,86
13,18,161
19,21,79
19,20,45
21,20,65
20,8,97
20,15,39
10,17,102
16,18,62
16,12,59
2,12,68
21,8,106
21,12,71
18,19,65
10,19,96
14,13,58
13,16,70
10,15,49
15,9,54
17,19,216
1,11,68
2,11,58
15,19,54
6,12,205
15,2,67
15,11,62
8,11,110
16,15,70
1,7,74
20,6,46
20,4,146
12,17,93
8,19,159
5,5,101
14,5,23
19,2,119
19,11,58
10,11,62
18,14,117
18,15,80
14,15,82
14,19,57
14,4,88
19,19,123
19,18,93
12,21,26
20,19,95
15,21,24
21,14,62
21,15,60
19,5,126
1,4,142
1,14,66
7,14,51
2,5,83
14,1,29
19,12,93
1,6,63
20,13,70
18,13,87
10,12,72
11,5,54
16,1,86
17,17,92
9,19,84
16,19,42
18,5,42
18,17,89
18,11,73
20,7,78
19,3,177
15,6,33
20,14,44
14,11,63
10,6,49
12,16,39
16,14,64
2,6,38
17,1,148
1,19,113
15,13,35
13,17,157
12,11,31
9,1,57
9,15,43
16,8,57
7,15,45
10,7,55
11,20,17
14,7,57
14,2,52
11,13,82
6,20,82
7,19,93
15,18,101
14,16,19
10,8,54
12,1,36
6,14,95
13,6,41
14,6,43
10,14,52
12,8,41
7,1,33
11,18,92
17,20,61
7,21,51
14,17,78
8,14,62
18,16,25
11,21,13
11,16,29
10,20,19
7,6,39
9,8,36
2,14,31
15,16,58
2,15,47
12,18,51
12,20,22
18,21,30
