Exam Group,Exam Block,adj_block
1-4390,14,14
1-9491,13,13
MLG31,3,3
1-5980,11,11
1-8678,3,3
1-6900,5,5
1-11350,7,7
1-9578,4,4
1-3551,11,11
MLG09,5,5
1-6028,13,13
1-1836,15,15
1-3265,13,13
MLG08,2,2
1-3176,5,5
1-8493,2,2
1-19915,8,8
1-8627,14,14
1-0292,5,5
1-18487,8,8
1-20012,15,15
1-9076,17,17
1-5425,1,1
1-4747,12,12
1-6227,12,12
1-6909,9,9
1-8532,1,1
1-18935,15,15
1-3206,6,6
1-9697,3,3
1-3033,1,1
1-8094,17,17
1-11206,10,10
1-6531,7,7
1-5036,11,11
1-18028,14,14
1-1850,10,10
1-4926,3,3
1-2034,11,11
1-19549,8,8
1-5282,15,15
1-9861,17,17
1-9338,16,16
1-3175,2,2
1-5002,11,11
1-5531,7,7
1-6718,12,12
1-6217,16,16
1-4847,1,1
1-5891,13,13
1-19447,4,4
1-7530,20,20
1-9457,5,5
1-5990,7,7
1-9971,2,2
1-4494,3,3
1-9576,18,18
1-9436,10,10
1-5413,14,14
1-5424,4,4
1-1191,10,10
1-5803,15,15
1-5799,3,3
1-19567,4,4
1-7527,2,2
MLG67,15,15
1-3087,2,2
1-4842,13,13
1-19568,7,7
1-9838,1,1
MLG46,6,6
1-5555,1,1
1-10444,17,17
1-3646,5,5
1-10951,2,2
1-9806,17,17
1-0055,10,10
1-5914,2,2
1-0027,4,4
1-9455,1,1
1-0003,6,6
1-21192,20,20
1-9034,5,5
1-19927,9,9
