Exam Group,Exam Block,adj_block
72-0103,19,19
1-9185,4,4
MLG17,4,4
1-8222,2,2
1-6240,1,1
1-5549,12,12
1-8021,12,12
1-8767,6,6
1-8181,11,11
1-8020,9,9
1-7964,17,17
1-9722,2,2
MLG84,9,9
1-9805,2,2
1-6098,11,11
1-8093,7,7
1-9955,11,11
1-18603,10,10
1-3521,15,15
1-2596,13,13
1-5167,1,1
1-3519,9,9
1-7995,10,10
1-2025,9,9
1-7140,9,9
1-9607,13,13
1-9907,10,10
1-18409,8,8
1-10071,14,14
1-18735,6,6
1-8418,7,7
1-8938,13,13
1-0022,1,1
1-7991,12,12
1-6642,12,12
1-2869,4,4
1-2714,8,8
1-5508,8,8
1-2104,7,7
1-7467,12,12
1-7722,17,17
1-7509,10,10
1-1207,15,15
1-8705,5,5
1-5214,3,3
1-9444,5,5
1-8566,9,9
1-19547,20,20
1-0405,11,11
1-2178,15,15
1-8174,16,16
1-9925,16,16
72-12387,18,18
1-9850,3,3
1-8125,1,1
1-8095,8,8
1-5877,18,18
1-1224,16,16
1-17733,16,16
1-9331,1,1
1-18202,9,9
1-7341,11,11
1-9818,6,6
1-7066,9,9
1-9674,16,16
1-8659,5,5
1-7536,13,13
1-7481,6,6
1-7845,4,4
1-18498,13,13
1-2584,6,6
1-6532,18,18
1-9614,3,3
1-5355,18,18
1-8124,10,10
1-8401,13,13
1-8541,19,19
1-2153,7,7
1-4088,12,12
1-9739,4,4
1-9115,18,18
1-7770,1,1
1-17645,5,5
1-18423,4,4
1-18714,16,16
1-8084,11,11
1-9345,1,1
MLG35,6,6
1-5626,15,15
1-18004,11,11
1-19222,2,2
72-12171,19,19
1-7807,20,20
1-20003,5,5
1-3083,7,7
1-3312,17,17
MLG37,15,15
1-9237,2,2
1-8127,10,10
1-5775,6,6
1-19598,5,5
1-9892,7,7
1-3564,12,12
1-8820,16,16
1-8267,20,20
1-1258,8,8
MLG69,2,2
1-6971,7,7
1-9731,1,1
1-9768,6,6
72-18936,1,1
1-19897,13,13
1-10698,8,8
1-4499,3,3
1-7496,20,20
1-3178,9,9
1-20047,8,8
1-0358,7,7
1-6543,3,3
1-5929,12,12
1-10232,14,14
1-7070,2,2
MLG42,4,4
MLG55,17,17
1-8427,12,12
1-8622,17,17
1-8488,5,5
1-9643,13,13
1-19286,10,10
1-2573,19,19
1-1833,14,14
1-9283,4,4
1-9110,10,10
1-8576,17,17
1-9465,20,20
1-9712,12,12
1-9549,13,13
1-1972,6,6
1-5515,10,10
1-7863,8,8
1-2294,16,16
MLG45,6,6
P-16454,3,3
1-8928,13,13
1-7744,8,8
MLG06,8,8
1-7453,9,9
1-17657,6,6
1-0001,9,9
MLG58,15,15
1-7005,19,19
1-9870,14,14
1-9500,10,10
1-1350,18,18
1-18994,18,18
1-9447,2,2
1-8634,18,18
1-6061,11,11
1-7599,3,3
1-10696,10,10
1-19813,14,14
MLG41,15,15
1-8067,16,16
1-9137,3,3
1-9740,18,18
1-7721,12,12
MLG40,3,3
1-4929,2,2
1-9655,13,13
1-9606,11,11
1-5043,8,8
1-8100,11,11
1-8573,16,16
1-9588,18,18
MLG38,3,3
1-4910,4,4
1-8042,7,7
1-10948,9,9
1-7525,5,5
1-4052,10,10
1-0037,14,14
1-8641,14,14
1-7752,2,2
1-9496,16,16
1-8074,3,3
1-8906,19,19
72-11994,5,5
1-7321,4,4
1-20167,11,11
1-9156,6,6
1-2382,14,14
1-8328,7,7
1-9770,1,1
1-9553,12,12
1-9253,9,9
1-2670,14,14
1-9646,2,2
1-8646,12,12
1-9839,10,10
MLG39,3,3
1-4634,17,17
1-9902,9,9
1-8988,7,7
1-1250,3,3
1-9733,15,15
1-8018,9,9
1-9752,19,19
1-7058,8,8
1-10468,16,16
1-9938,10,10
1-7842,1,1
1-5406,10,10
1-10922,9,9
1-18563,15,15
1-0053,11,11
1-19839,7,7
1-9887,17,17
1-9630,2,2
1-9416,6,6
1-5653,8,8
MLG73,4,4
1-8023,2,2
1-4149,9,9
1-0205,19,19
1-9227,19,19
1-9650,7,7
1-9996,6,6
1-3068,20,20
1-17835,17,17
1-4361,7,7
1-3089,3,3
1-8450,18,18
1-18371,4,4
MLG07,12,12
MLG29,11,11
1-8113,9,9
1-7024,9,9
1-9667,9,9
1-9855,6,6
1-7042,10,10
MLG33,13,13
1-19448,6,6
1-20791,10,10
1-1015,20,20
MLG57,1,1
1-6647,6,6
MLG56,18,18
1-20467,1,1
1-2400,20,20
1-6931,7,7
1-9333,6,6
1-7268,12,12
1-21195,2,2
1-4649,15,15
1-8379,2,2
1-9946,17,17
1-9277,19,19
1-9504,1,1
1-9516,19,19
1-3596,2,2
1-0129,8,8
1-1942,4,4
1-8623,4,4
1-6927,3,3
P-0009,1,1
1-11330,3,3
1-2103,8,8
1-6181,17,17
MLG44,3,3
1-7839,20,20
1-1390,14,14
1-7897,6,6
1-1570,8,8
1-3589,14,14
1-0033,1,1
1-3216,2,2
1-9495,1,1
1-4051,12,12
1-10762,18,18
MLG43,1,1
1-7608,8,8
1-9995,18,18
1-1608,18,18
1-3535,4,4
1-4136,15,15
1-18615,4,4
1-3587,20,20
1-9836,15,15
1-8590,6,6
1-1592,5,5
1-8341,19,19
MLG02,17,17
1-9997,15,15
1-8066,17,17
1-3509,17,17
1-3639,8,8
1-9404,16,16
1-8352,19,19
1-7019,13,13
MLG54,12,12
1-4020,18,18
1-1177,10,10
MLG51,1,1
1-8157,6,6
1-19004,13,13
1-7866,7,7
1-18377,20,20
1-5530,9,9
1-6743,12,12
1-3516,20,20
1-4855,7,7
1-20578,9,9
1-3108,4,4
1-7521,5,5
1-3139,19,19
1-1769,16,16
1-7441,8,8
1-10978,13,13
1-2324,5,5
1-3584,11,11
MLG13,19,19
1-5172,8,8
1-0296,7,7
1-3647,4,4
1-6734,14,14
1-19924,4,4
1-8826,19,19
P-16616,3,3
1-9497,11,11
1-1317,16,16
1-4531,19,19
MLG75,10,10
MLG78,2,2
1-11329,14,14
1-20641,11,11
1-8910,19,19
1-1827,1,1
1-18613,19,19
1-6296,5,5
1-3523,7,7
1-3362,20,20
1-0031,1,1
MLG65,12,12
1-4319,16,16
1-6035,11,11
1-1131,13,13
MLG32,3,3
1-8188,9,9
1-17758,3,3
1-3052,19,19
1-2282,14,14
1-19229,18,18
MLG63,15,15
MLG50,12,12
1-9417,16,16
1-9498,2,2
1-9761,19,19
1-4760,7,7
1-9831,16,16
1-4417,5,5
1-6611,20,20
1-0008,17,17
1-1462,19,19
1-10785,8,8
1-7682,2,2
MLG48,17,17
1-5163,14,14
1-8544,11,11
1-5197,16,16
1-6594,3,3
MLG62,2,2
1-1580,7,7
1-6916,14,14
1-6918,19,19
1-6919,15,15
MLG14,13,13
1-7874,8,8
1-7213,4,4
1-6561,8,8
1-4640,20,20
1-7004,20,20
1-2335,4,4
1-18558,2,2
1-8551,19,19
1-9270,8,8
1-6974,4,4
MLG68,10,10
1-10539,6,6
MLG49,4,4
1-0278,4,4
MLG64,15,15
MLG30,5,5
1-9609,11,11
1-7819,1,1
1-2423,17,17
1-6787,11,11
1-9963,8,8
1-9808,17,17
1-0303,9,9
MLG60,10,10
1-18709,11,11
1-7204,4,4
1-5744,5,5
1-1770,1,1
1-4682,14,14
1-3104,18,18
1-17907,20,20
1-8421,8,8
MLG53,9,9
1-9645,18,18
MLG12,7,7
MLG15,5,5
1-6858,16,16
1-8314,3,3
1-8285,18,18
1-1957,6,6
1-18203,14,14
1-10451,10,10
1-6216,15,15
1-6692,6,6
1-8172,5,5
1-8398,6,6
1-6878,5,5
1-7122,6,6
1-4700,20,20
1-6006,19,19
1-4355,7,7
1-9379,13,13
1-2701,20,20
1-6693,11,11
1-3141,8,8
1-7614,16,16
1-6914,14,14
1-5654,3,3
MLG59,5,5
1-9610,14,14
1-5161,13,13
1-6980,18,18
MLG10,18,18
MLG72,10,10
MLG52,12,12
1-19166,15,15
MLG11,2,2
1-3447,18,18
1-3217,14,14
1-6538,3,3
1-3534,20,20
1-7152,20,20
1-3106,11,11
1-1935,17,17
1-2297,16,16
1-4098,5,5
1-8529,12,12
1-8397,18,18
1-0272,20,20
1-17790,7,7
1-8186,13,13
1-8503,5,5
1-7182,4,4
1-2545,7,7
1-7993,15,15
1-9651,9,9
1-1183,3,3
1-1989,6,6
1-10060,16,16
1-5913,5,5
1-5981,9,9
1-13247,8,8
1-6228,1,1
1-8578,1,1
1-1204,6,6
1-9794,10,10
1-9518,12,12
1-9452,15,15
1-8400,7,7
1-18234,17,17
1-19205,5,5
1-9055,20,20
1-9394,13,13
1-9286,9,9
1-1005,11,11
1-10038,14,14
