anon-netid,blocks
8a4953e07b5959885495aae3819f471c9f56468005d317ff5711fc763362d320,"[4, 3, 5, 6]"
8a4c9819788b997735263af5cfebc1ec02313eebbcc69e91a2e7b5a9c23efcfa,"[13, 3]"
8a5cd58bd0ad58ffd19f48a135e49cd69658361153bde3caf63e9fcd0c4c0507,"[20, 14, 2, 16]"
8a66e2f24144d216e9db27bbd4e7f85a8121a8d3cb0bb3d4033e50c22d854a01,"[7, 6, 9]"
8a6b36447da420f777ae68ab28a70ddd52a9b9706efb11853f727617b74577a8,[11]
8a716f3149293fa28123071e122cfb46f9f033613134f0151d7d5695031b7e73,"[6, 14, 16, 9]"
8a7781abd69554fd9c09b5d88085b1b969bd81c2b08f95b494cfe8d476e6fc8a,"[2, 9, 7]"
8a8030bcd66bbdbd0f355a018ea0b96d91c648912504736c69f719699e63098d,[15]
8a86b04c65f8dc36172e40bf388d031f5ae2acdeba58976de6633e8e6f78a68a,"[6, 8]"
8a890fa6cb030b30f6c18f1d0913a6db0fe5cbd099264b7ea630954ca2171657,[20]
8a8e2ef3fc39af979445b91466c00c09aec4685d6ae4d7627b72f3c0525bff48,"[12, 16, 20, 17]"
8a8f64b82c2c24221257684a7b390a79f48446beff2ca049529bc6735bc60398,"[11, 19, 15, 9]"
8a9117cefa558021e151e0ebb9b90d8c688b56434674bad60d43e88f18a5e0a0,"[6, 14, 2]"
8a934eb66593eff3f8651291b8bc3ae53dc0df7bfdcb7a63a08ed8bc4957af1b,"[5, 4, 14, 12]"
8a94b56cf64594580d8c9a90cd6a842804d28272268a0967c0e762cf912c7345,"[18, 8, 7]"
8a9bbe372fdc6b8febaf57bf394505bcd788283f1498064b4a5745cfab39525a,"[10, 6]"
8a9d95e1af3488639dff05a6b4f77f865b6f660ed26aa6d68948a02c14ec3801,"[8, 12, 13]"
8a9e4a2e770a247ef3ed121173edfb6ec4c906093b0d2f5193603d783ddded1f,"[18, 3, 9, 11, 14]"
8a9ead497dc8526e8af6477c831ac8f436d5db9c86df76fded547f6927b7c4d2,"[14, 5]"
8a9f3aaf75f1128f7c5a0909e3c31f10795fbc96528509f77833f90ff47014d6,"[20, 1, 16, 6]"
8aa2b1cefb82906c036abded7fa21bef1486069664aea6a29cd5df881a20a377,"[16, 17, 7, 5]"
8aa4ace43e94f6da1bbb0728f0d2a89adda3431d0aa47fcdb28912bb21c18f8c,[3]
8abab43686fca615f7745c229077fcecaef216678147f2ec4c50c2b7eea410e7,"[10, 8, 2, 9]"
8ac0861dea55ca510bd1f0653b8b25450410431f25f0345c45e61411e24781a1,"[20, 2]"
8ac37a8f9aa350fdca886f6e5334bcb1a8c88e6a95d10f938225bd31bf4f9bd5,"[8, 20, 4]"
8ac46c275c9853840d79ca3105f78286db08f92d61ce76f82f8a99f8f853bc34,"[3, 13, 17]"
8ac72e7beff4a2ff4611776f3b31dd82070c6a6e2a56041d40439d54beb77e75,"[1, 14, 9, 7]"
8ad2da3e2c341f5d0d58fb1bec5bd7d16a2e368a87c1e2aa572302ffe552d871,"[11, 14, 2, 5]"
8ad5437002c0dcdad60068478a0e3dcfe99e57f60842128fe2dd9056388bd513,"[12, 6]"
8ad99012417039f87d3176b40bbde2bf0607ebd3ae55a7991d0c83ebf3e08053,"[16, 9, 7, 12, 18]"
8adbce849aeb490348361d73299ffc1bded7b5d62be7427c8027ba4e9a9898eb,"[3, 17]"
8adfd10b12ebd553d0f663da7d9456e2df043f339eb94474cec2185615ef1828,"[15, 12, 16]"
8ae4fb53933357cfccb24d1818682cd71c5fe6feb2ecfc00c3374bda3f550d1a,[19]
8ae51d03f5241793ee9807cb41645c61dabdc3ec08c78754ca2a56b0a47d15e9,"[11, 15, 19]"
8ae7488aaee242e5f31ff3a3cfd953d6fc0778cfb6b34c139f815f3b8ebf70d5,"[6, 13, 7]"
8ae748a2ff21c60190a10f481cdcda4d53068d316a79f584dfb52e9226976f70,"[15, 8]"
8ae9a0dd77f24a881632c5a2f756c09261ccd63cbb8408d639bc623a20706b6c,"[17, 20, 19, 5, 9]"
8af16e69740e6abea76355491411b7780e9e95a0f89838a62759f043bdef4c41,"[14, 14]"
8af3e4633b971aae53c689ca9f240d04467bea529457aec2b11c00a6d9dd52a6,[4]
8afb0641c1deb1a90276c1279b65a182e02a6833aab7c4823979d62e9739ec11,"[8, 10]"
8b00837b83ac4bf5b117fea904589daa741c06158aa046a69dc9b55ff7f7298c,[3]
8b01e3fbcde5cf81f2c8f334e90ea074e49d7d48e645e51dc630da2f27b15eed,"[4, 16]"
8b0b4563799a2debb1702f842c650831a7acad42cc897b85fa95799a49c39f36,"[5, 6, 4]"
8b0ca36aed16f665798148344dc5385f1e16ca2addcc237a171e64c407ceaa29,[12]
8b0d047272c71081886f5159704c066814ff5c4a447dd54693bc852206d0772a,"[12, 7, 4, 6]"
8b10b9423aa4eaacce81817dc6893561064b5c79f4be179a8e0e9332e8aa743a,"[1, 18]"
8b1b28d715847093f3c8c04d3c6ad48dccd8d822b938ab552e04392fbf2afb4d,"[17, 1, 19]"
8b1f9724c077f7ddb75b9d107ab13990a4d66489aa0a72e0fa639e644290bc92,"[10, 12]"
8b27817519a0858401e044fe1964a948db34c814443e8e1af73afd775384732f,"[16, 20, 13, 6, 1]"
8b2b7b77544b3682d55134ccc81fe6a22305a7e5c5b45a434b15f2788cfd52a3,"[6, 16, 4, 17]"
8b305390dcf9f8bb6839cebafb3cdbf1d69386bbebfff9da78472a8a4ddef278,"[9, 5]"
8b3085edadba3a681e8d3e35fb95e6cf1f47441d7b7431f1d4dfa6ae620d9f92,"[5, 1, 4]"
8b308775fd338b640e05bd90c435916fdeb89597d19da86e746fca3e518c9d46,"[7, 9, 15, 18]"
8b3439473c4f0be9bfa210d6d52d277cda36fad42d7bf29702dfd576a887681e,[16]
8b3769ac416f847822c9b2cdb589b1070629001c1ad45114622922ee4eafaa74,[14]
8b40fb9de6b870dcc6da2fb3914f4ff5fd22a130729f51f6de881d21bf96007a,[10]
8b442261413fbe93a1b42c7734157daaf86d39ba60af1da77821a29c550b5c0e,"[11, 20, 17]"
8b4ce6bc1988f475938800ffa2ee196614ea7d2647ef7bc11c4b362113465e3d,"[1, 14]"
8b52b64a13ae66e957e7183e0cc2ebb0aca7cd53386660e9fda2bdaa0d70e6d9,[17]
8b54dd69870f5fd3f737fc41a5a63efc8330a59c6164c0e3d59fad4767ef247d,"[6, 9, 7]"
8b55d9c0c53da2d0e8a9fe98546885931fb0d3aed72857f09a235c78439a50aa,"[10, 20, 12, 19]"
8b565edd7206d8b2d63418b09efb7205c8f2d6f9b40a68e8f7d383acc6073229,"[3, 4, 7, 17]"
8b58638b5e9d8284127f20ad5b3b30f8f0cc994cf68d83cc71330b910a1cc75d,"[18, 9, 7]"
8b58f5d6a7a71207bf3a99e955dd77226d8b7b4b2425907df01c6cf4b64981ae,"[15, 17, 13]"
8b5f9e58b0a0aa0a42eaae3077c3bec7149d118fd7703a73f51fb377e8b04ba3,"[2, 15]"
8b60db24a1c81bcbc2d1cee17e41a19307121a20e32a6bd4a0b43023bb445927,"[12, 15]"
8b67313104db25103df97c6c0d852d708bee3cff6ac2a9ac681b1b8b458894f9,"[12, 20, 19, 18]"
8b7409c50935c23614f9deefaf084762484b8471221f91096451f3dfaf91a42c,"[15, 16, 20, 6, 14]"
8b751f82c6313f0487a531933b072fc2ae1b2efdbacbfc2b6da41e84935dede2,"[14, 14]"
8b7a3c5d055784385615cb83dc8688754c934f4f1311b538e40f7c88304df632,"[14, 14]"
8b7b5f01f1be531e3906d7f78d60c26a44a90fcee637482ff743409275cfad39,"[5, 6]"
8b7f675bd94153d7276cb9d4100c2aea6ea51ee9ff1fb9e140d1bbd1f3a9dc19,[12]
8b821eb3f8ec69607ab2771bd999b743fc91e37e39e28628f8c88faa34abc07a,"[15, 2, 11]"
8b83f3cbef5e754948f8230c9a96cd1dbdbd174c21c64ca5c1254c45e5cb3b66,"[6, 13, 14, 1]"
8b898288c31e28f4a5307651845bed2ef605ba953bfb8484e69ad497fd873e5e,[9]
8b968abfc68e6eb5170a85880df841545289a92ee29e28ff1afb8db72eb65bd7,"[5, 8, 9]"
8b999cbb2ed027e9c9d953025815e5f08ac494c8fbcce4d1ae72fb0145609531,"[12, 10, 12, 7]"
8b9cf6ceb8eed12bc2fdc070063c957b26cddcb3d4152de6d04cd9e08ead7589,"[10, 18, 14, 9]"
8ba22ef970fe7c219bcb2e609b2dfbe369793b6c289b740669f540a6aa53c338,"[2, 6, 10, 12]"
8ba85ac38a393730d5361cf394e9faf1c9a8ffff7cb07ae2811d0b530e508ac6,[9]
8bb522053911ac0c677a83624af4230bcd060e03cfbadd66c8fa8e79ce20cce4,"[5, 9]"
8bcf47d8ec195c9474ab60614d29d88766b55b05e23aa1c2ab73df4c02514752,"[11, 10, 12, 20]"
8bcf891edafdd2bac3ce894953b25b277a45e9e23cd2d3ada2a1cd80d3a90a74,"[4, 13]"
8be5823a688007e96e0e36c48510cbf877e68178face840fc1cff4ab7e173e5b,"[7, 15, 4]"
8be87d0f787319f64965da5247f1d823808a4a80a69104471f66185ac4a5c1c6,[9]
8bf0bfed0e4290ee834d3a22a4e1605e82920132e7cd95c4492f2683346a40b5,"[12, 14, 9]"
8bf26539dd31c935a1f62e30b685566496bf8f1e6cbb9e8e92bea972e8e4673c,"[8, 3, 10, 20, 18]"
8bf8f24ff558149a09a9fd76d2cac4e23308b24e3569aef11df304462c3aa961,"[16, 10, 16]"
8c0034fb4262187076d6d58daab2d429e7f4fef3c8076390b71d4b221f7bc866,"[12, 6]"
8c0615d11d173756fcd63d7149ec614b60b1505ffd98f7a59e7390b4d7cb3477,[12]
8c0dfc0d9f4dd5fc56b00a45a16665dc5d84c05e01cb661beebe340d96230a1d,"[5, 1, 6, 14, 8]"
8c0fada27a709c823ef30f5965a73962ded62df2e61e5c33ea5ad6549044c124,[15]
8c15cc1b1f679fa26097d82a21b329fa9f05bd25033cd6f6d81145e693e808b5,"[3, 1]"
8c1b64a54667f474f225600e6afff69f0a1213c9970aafaaad308f10cdc96c9d,"[6, 14, 7, 20]"
8c1e724fc206c7efb1fc81f0ec7d884785679b1b4e3479294e072c05e7321e48,"[5, 4]"
8c219b1bc5b75de475c344017cc2ccfa68afdc7783d25085b1bd231ce04eaf86,"[12, 6, 5]"
8c273451d383e4b727268cb86ec04cf6e4ca01a741c431fca5123a7a304079a8,[13]
8c2896ae1ded5e786d1eb9c8b9117901198206c1815d938f4a02db8d32745f7d,"[15, 4, 17]"
8c2d415220decc92cdbac8eb86688dcc121030cbb28d97ff2f303f50b7eb9288,[8]
8c2e3e9bba0b32a306a8ef8aff0bb110792f205bc50fb4ed5c1a4d667827a5a6,"[15, 16, 11]"
8c33d2870fcc96c34e718d18f8122f180df0e352062310afbe64ab4375cc8da6,"[10, 20, 12, 11]"
8c37137d4f52ebcd85a4d4c6aa9e6581168b55f998ba4689951c1f80ddec2dcb,"[9, 6, 18]"
8c387df988422d037b79ba5714a3f5a57a0f82f2fdc8749f1b408b172d712c4e,"[3, 14, 20, 14, 5]"
8c395341549a1889cb08509993e9d7d2d6dacb50c3bf6fa3bf923c9aafd8ab6a,"[6, 9, 7]"
8c3cab2c434ab692d06c65e2637278730ebb31db2c62f46046ca2ab9d6fc910b,"[15, 1, 17, 13]"
8c3e64748364b3f892041a34b98f0a33bc7b7897086123ed55231d7e2e76c7d9,[9]
8c409271a27a0758bb21c93af365811f342d972ca15327f623803cbe4c384a90,"[6, 7, 9]"
8c41c101819e1712b0a32636b4ef3dc34b2de2c1f2e5b49c2d0c0b1302327b8e,"[15, 18, 16, 9]"
8c431752aa6c8e938077c4113af0baeac8717126d201a57e4e9fd0c8dc13d7fb,"[6, 7, 8]"
8c4637cf7523d2a5b3870c649ab59ba0505417239ee1e68d146c0494b4f6b03c,"[20, 4, 6, 8, 15]"
8c475d7a1bcda43a40d5e71f332c50939a9c70da26a9b516648b699f4a6d81d0,[6]
8c513fd0ce7b1d2f3c37aa657138396aff10d641e92ca993316e150340e312e2,"[6, 14, 16]"
8c59c955631ec31c71b9f0c36251b6b824ca52072f215774241c07b461417055,"[7, 9, 18]"
8c5f69d963740ae33e9657f11c25e0cc0465ea0d99032a91822f13cd39a9bc21,"[5, 18, 1, 6]"
8c6832101229f9d6bb7c3198610a260ac01dc9894acad76eee284a34451bbb42,[6]
8c68f4e72a254ef73f8bf33218813129a86508d806bbe837031f2fcddbb94dd3,"[5, 16, 1]"
8c6bf625abf412a3010844419830d484c0041f652fd246629eced6e92092bec5,[8]
8c6cba8939de96280c4cd452498dfed59a9037aa5b9fa562916ddfccbce7b164,[9]
8c747cdd606149cd1288149ea6d7053bff68860d1fa448d56fa846908e4b3649,"[11, 14]"
8c7480388e3dfa457246ad190fd5229e5e0616fd1fe4835be266c0dde4830b57,"[6, 14]"
8c7656dc974b3bc4c7faeea9c7bd4800e131a72279eff79b58dafc3700ce3632,"[7, 18]"
8c7b6029964d737a96ebd0cedd4501fdf3aa4b0732b5126157109c56725d5f5b,[18]
8c802d4c74fb4e93d734219580967d4f23c9fa698d433b04f005a04b8b7fbbf0,"[6, 16, 3]"
8c8412077e4079193db4e8e933969183b7d69651b3ace4e272934cbe14127cbb,[12]
8c887457ee27875a3dadd70b2bda20dc917a49e23ba7d39de8f27ecc7b28b8a0,"[10, 5]"
8c8d5011be270f298ed1b5072f87753a2ca60aa251add5c7db808f5f9fa14f8a,"[11, 19, 15]"
8c968b623bd3c498a961f9e5c6bf316a5480566e3cde7cb4e678a5be6377aad9,"[11, 14]"
8c9c1d6fab5160e9a03367815e437431b915275c8663e3669ad830e27dd63de6,"[3, 12]"
8c9ca3a44cc0a955167c975d161d4645bfb4a55850bea03c70c7f164b370fdae,"[5, 11, 10, 14]"
8ca13c6b4349232157faa9ebf9e326339856380087421234a701a7b47a0c6152,[2]
8ca4583f27ef9c25be683cecc2c4bb7815b9c00c58c04635216bd98fc4669497,"[20, 10, 19, 14]"
8ca829e848223fb2b278b367b305cf1f5bc1e03f62f8666eefb75dd94b15e9e6,"[3, 20, 9]"
8cb1343751b1299f59dabf943478003d999ba8bcbf792e62279de6837fbb5349,[18]
8cb9752e39aa5343c5349fedbb8fd1b5f6ae447de838992663840f0e06c5c5a5,[17]
8cb9ca04423aba179921152898d3da458e7cda5c297ccd35ed8c3c6af3a09840,"[3, 1, 14]"
8cba8895c7f7d2daffdd4f59d8750b7edb4b665cf4ef23df784ee7f7a934a1bb,"[8, 3, 18, 13, 17]"
8cbc3330d27387715c66d0953c38bf10e456524f7fe86cf21de77d3c21f60eb5,"[10, 1, 13]"
8cc2932bbd9e91923cb8883368e7fb8f023cb4ae402623f320d42b841d7c01e1,[13]
8cc546b29a2606160d6e66d156300a4fde3d80732ef38aabe2df87bc5a7e1215,"[5, 20, 7, 15]"
8cc820334c985d6162717f8418328846faa9feadc315faa4d2863aee49d50b16,[17]
8cc9912b529c101b56c357e5a032dc817aa56edc5029b748d1f69bef3cd744ef,"[7, 17, 20]"
8cd00ffcc145b3b9801cc328a4508359618ba0e39156f17652b8bd129c96f226,"[5, 20, 12, 15]"
8cd4deb675b3923096313f89219debf353e206f8b70f08db1f767f3e578b132f,"[9, 19]"
8cd5fcf2da798d8563ac842adb4e42984f59d624e1aceb1059c68e7bef7ef4b1,[19]
8cd7232ea1bc011694d2e35a8c806068b50164501bec250fe19a95b2e6690b55,"[10, 6, 12]"
8ce03dd54ba913df1253bb62426c9380c22986d453b798951c1babbc53e05390,"[11, 16, 15]"
8ce71bc39e2e184dcca1954771ed8f87a47ad0869d834d574ce9030327b39e2c,[9]
8ce73a4a8db7c500cd49c5ae715812ced2f60914eb25d39a6a82265736d94346,"[14, 4]"
8cea178da6ff6b6d26d0ade6295003b90f6e25db4f512ac713b4bd0618bc8ed7,"[11, 16, 8, 17]"
8cea6ef2e2b31c2b25058a4b49899e135e18cce57082209970cbd88b9ba04f43,"[10, 17, 9]"
8cead789e4e49403e0ad2209a22144956698c1a55ce51617911d0a6e45d7c32d,"[10, 12, 14]"
8cebb0ed3d6435a25ff4af4b6c2b3494f320a24affcfa884b9517d4fa652a0d3,[16]
8cf030209242ce262555f3b01667a7435f9ea8d669ca933e963e9e97f94f2972,"[10, 13]"
8cf052a9ad8fbf7a33deb3ce0b59c005b13677608b6bc887b42de134bec6136f,[18]
8cf29d12cdeba9727dba9be64b1f0a7671ef9a0a4176b180b7886dff4e1404d3,"[12, 10]"
8cfe21204e1b0b2509235678c138c9aca02feed1b4bd196aef8041d0dd7e6305,"[8, 5]"
8d02b44513353aa26c692549bfc5e29f0952b84f2b94882b516bab3e37a912ee,[12]
8d09e3a11611e22c1b0fc7e1d5d07b7d4481daf5683d33d3f9e35f4411a9555d,"[19, 15, 11]"
8d157c0d975e162ddd419b1f15b361e4f1c841dd04bc7818109771ce038c2229,"[12, 2, 6, 11]"
8d16fc40c3c6a5d228882643bb4d1ba678d2b3bd0fc12d2a58d132d70a1a33b6,"[1, 10, 2]"
8d254e68c6f289409c5055004734f51cdd92fa7c28f6b7cbfd4c85777c3632c4,"[20, 14]"
8d2591233ec5d509761c36373816daa3ff0a0e96cf732901078ae9a754614bbf,"[10, 8]"
8d2b6ea78ebbc6f7ba19f0effd643445ba92ee2f45504597c927c7b7e1119362,"[5, 3]"
8d36c180cf82647727c69e85d48882beb67a1dc734c848246ad42f35f3830630,[15]
8d39c567635301c58015823eee68bce186f1ac03b5f1313e89268d1b98a424de,"[6, 10, 12]"
8d40566ecf19da8e58ae42bfffa277d6cf63dd47588831354257c4d1efaa9bd6,"[2, 20, 14]"
8d40c591ee8d8916f283a39f361e6ef217e82cf15e2886cc9dbccec93cf310c9,[3]
8d47a81680e6a3736d52b9f12ea83c63bcf8e47e58fa12cacb70a28db9a3bee5,"[6, 14, 11]"
8d513c23234b9d6740f507bfd3985ccaf0fc265c9e8310ca4f4586e73c074f6e,"[7, 17]"
8d53bce16695aae773131ab1cac4214695c412f637ecea211c023e60c8fe3a21,"[12, 3]"
8d55c2d31eb3592fa0a46473dce5b6475788c9bdbe23726286921cd948a89c45,"[4, 1, 10, 8]"
8d614b4277cb18903e90ba80f26515f7d00cbb8ab36def93e83f238e112ca074,"[10, 13, 7]"
8d646bc25d069530da69c74120800f7d8935e8df5f883c99ebb6214980a4ff92,"[5, 12, 12, 19]"
8d695001746509d703063077789733ba576bf49605fc1b6588f2cdb6248bd148,"[5, 17]"
8d6ec9555ca2a717ba7f64de1d10c172eadedb450dc321bc608e14fd1148b764,"[10, 9, 12, 11, 6]"
8d7121392e9420f6cbc45e6ea2d6a56859cbe43ab9a0e197f4047633435dfdd9,"[4, 12]"
8d745cfa4f199017595b561b8e45ce01ad797da6cf030ffe46c8b1596119cf95,"[16, 10, 16]"
8d76061fa09684a6ac2a83864a99e112838238f3b3225691ae7ee2c246f9d0e5,"[1, 7]"
8d7ea06cc2827a607986600f7a7b0fb56cdad0df330630ba2017a87147ea786f,[13]
8d810cc759d9dd938befaff8c52ad06968d4c13d6550039c2456d4b259718a48,[19]
8d839ed30f3b83d97311f37017c168e49a9cadb076d668e0fab4b9e63562c3b5,"[6, 5]"
8d8ba43d0268e289775afe47f88cb3c0e9d0a1df59e7ef87340b5615a90c8999,"[6, 15, 14]"
8d98e8f06c90d9a55571e9a6f3a6a0605225d4db1f89bcbe2a6eef0e34a68a2d,"[6, 17, 20]"
8d9a17cbf582f2111e0f4316c38a6b1a3e8e682afc922d065085dc18d8963338,"[3, 2]"
8d9b34d6f8838094142de065c429c80cccaea2a2b4b39fda6769f71470e5bd4c,[4]
8da033f5ea2cc42c867fb1f98bea939b0e30161308f8ebd9d82ae52eeb78f63a,[9]
8da0be512ff631ec8f01b2e9933eebb6d67ba0549d08a33710541f1ea5753bc7,"[12, 11, 14, 2, 15]"
8da6a9f30428be1c079c287fb30250eab1827523c3679d0b1c380145fff8cf8d,[11]
8dabcd23502ba010570476382e3a284a17d89b3117afde38d631d60f99aca807,"[6, 17]"
8dae548dd1c1170ad882bbdb2ed58fe9cf8fbff879de5e021d4848ea26140a4b,"[4, 2]"
8db6663f7cdd73a50e7fc52d55f545d7f8808874c51b20279e4fdf4c455b343b,[14]
8dba00b6038af07216a2fdbd3d8b9f0a312d830e646de2a5f62b2acae99a9d71,"[8, 2, 20, 5]"
8dbcec9d5d8ef7cdc156a2eed918f555ad144976ead478896dbe01534730004c,"[5, 11, 6, 11]"
8dbf73110d3f01146b556b1b449c4599f05c05fc3f2e38bb314ff24a4c95fbd5,"[3, 19]"
8dc0c4abdb2d15f1aa13a2cd7cba5bca4d8276f93ec8ba788b1b325bfd22b719,"[5, 1, 18]"
8dc1d550d4c6a42863cba7c683e54efd576346bc3f2ede1c56f1e236f01d04d2,"[11, 11]"
8dc4dd7e092cbcf5a72acdd16f9eb47e3a7d1decee07e9f91d218acc30654360,"[2, 7, 15]"
8dc54e357ced32e4d0d007c404e059d5069e31bca79276dc4f2ff1f0d61cc6bf,[13]
8dc57b9a193efe273b096057426332d212f5f66c90bda2967c80d2d10b08aaac,"[11, 5]"
8dcd99fc2953a4bae765b8df47fb2cfdb0dcb0e3ec8d7926e95b5601d86f2e9a,"[10, 9, 16]"
8dd5aede2a14448fda9a84ba37e82e3bafe97e9c463e4e2f8872ae73c8abe83f,"[10, 17, 20, 9]"
8ddc227cbfa32e0206af49082a89d75dc9b7cd4e57fbaaf94f1eec85b75bb3d8,[11]
8ddd1d9b1b6aeff7cea3715db0ee33e50bce3c324b7acd5c2bc80b54e83e10e3,[13]
8de197baff2c6cd16dd0a12bd84a1463c2da0b4645a2331a78595c93183bdb86,"[4, 1, 13]"
8de1adca4c0a0064695816a666ceef9c0b4dc5794c229f892c7baec8bde20ee1,"[6, 11, 14, 4, 17]"
8de21bfd64da0787c87d9dbea658b8020527abdc5981778cc5ce478f8b3f9701,"[12, 6]"
8de238563f598cd347fc57f6f0d5a98caa80cdecd44ff82e4d91b0f493fe8041,"[10, 18, 16]"
8de23adfc0950028566da2fcbabd15084a3203dfb784cfa8b334c0f71027802a,[1]
8de7376908dd94c3a64efe34092aba3e77ff24ab43be97a726619fc6a9efdd50,"[20, 5, 4]"
8de8f330e0261697e72c28d9b01a6475a4433541cdfec76c7c3a2c01099f5bb9,[9]
8de9563096820ec3e317a4d47c79897bfcfc7500ab372a29d6525f86383946f9,"[15, 11, 19, 2]"
8df16d310a303cf40ec7bca4bd0e873cc96fb961c67c78c354938015fbf90ecc,"[11, 20, 19, 1, 5]"
8df90da5d86ba33304bd3d73acdcf9c024bf4ddb6c445e6bf6e34ff4202884e7,"[10, 8]"
8df95c8f62750038a5a8791ce57384e4029eef1ca6bef8b68d0cf04978a2d803,[1]
8dfb7fae96385f394e8c9ab9ebdf8a3f0b83017e4270f4305cfc454ef92e56e5,"[16, 12, 8]"
8dfcd086e4fa6d4806df9122bfbec8fef552dff7e1f280c1cd0e6cfc29be66ed,[9]
8e029e889eba80e92ae11b587f5dce58ab33f6475c6028c62ecb1f4ffd16d360,"[11, 13, 1]"
8e075bbb3baa14857c444e0b3096358fcc8821a94a6f35405e71c79d35d72b8f,"[6, 14]"
8e085d2d7a7e08809ac745842ffdcb005a6d04dce170c70203eec6f7b93a2b91,"[6, 12]"
8e147d03aac163c60f19e51bc1144d9d23fe83ba80a740a746c0fa6151778f82,"[6, 13]"
8e1b60d6dc056435ded38ba829f31ad98b4dce2feb44412d17d028cd3988362a,[9]
8e1c4141533323dbf1e9562f663d70806e834b386f845eac8d3791c80274684d,"[1, 17, 7]"
8e1ebfb0d48fc1047b76fd487e356887367893004a7c92bcf0f0c9be9b0ef05f,"[3, 4]"
8e2089ec6e229b536d3a15ef8c6df24a3c8d32b8e8ce5eadff790031f4a7cd34,[16]
8e244650755cfc1ba1359afe35bce4ab2445f3c6a090d8990609aaa76151f95a,"[8, 3, 10]"
8e248acf7097c62ba84ed6a01ad952ddd320f68761f6b2850fb345a188f37b65,"[12, 3, 11, 1]"
8e378ebb4e620f7d23b10e3b088af9129ebc83655e62e95c5d339ae66bcf87b9,"[6, 17, 5, 8]"
8e3bbd8eb5296029193ceec64c54351a64b11032cf96c2ddbf6bce38166d8ad3,"[6, 11, 2]"
8e3cd18960e2d5a68cd31ae547fae7bb908dab5676fb45c794377c59ed7d264c,"[10, 19, 20, 14]"
8e43de9265085d258f0988fb54e822ac18e6396e17a22199b0db3080daa41bb1,"[9, 3]"
8e46d35df6a4f7f7791b1c17b776f6b68c0323fefe51cafa1f504d6d262dd2ce,"[19, 8]"
8e4eebab6132554ac6b884e5eee907e8107782f64f48b9e730211563e65b672e,"[13, 3, 4]"
8e52a772adcf0fb23fcb057bfb9725ebbf2cd888fe36ae6f4f70ea53f808d4d6,"[9, 14, 15, 12]"
8e5733ebeb3f37a8824ae55d4010ca7e21fcce4357b1c1ec63942aa7fa0f136f,"[17, 4]"
8e5a0b35a56fdad36cd7cfef56f9b95aa798209bf642db4513819288cc381102,"[17, 7, 18]"
8e5a66531b4a22f8ff9b6d10df2048ad6c71a08b25e102e43a261dabf8f7d227,"[10, 12, 6, 8, 12]"
8e5dc994cba3a12d675328abb32e3972b70431f39c5d0a58565df5589396e283,"[12, 11]"
8e60443000b6baec30a2916d71734f101bf6d0b17f6fa2901d169438a598b004,"[3, 10, 16, 17]"
8e630b67f006662cf5bce338fa2ad1fdd45de90df155069cf834cbacb7bdd0f8,"[5, 16, 15, 9]"
8e6b54c5669b97a3805cee8a5758596396c12ccd37124c8e5e0dfbcdc88df1d5,"[9, 16, 15, 14]"
8e6c9696ce1c4357c68f624bbf4487c3b15a7e5ae2162843a18f94c210dd3054,"[15, 2, 16]"
8e6e5116eb91a708bed7cb913a75619286d48c356b16bc2279bebb5cd7f866a9,"[12, 12]"
8e707e7bf1854a001a5c66ef4ea2c7a86cb24aa8afe914a30e08881506a86d30,"[13, 5, 17]"
8e75cca1d1508d6611cb5015941e11df97549f0db675b40497f084b65472788b,"[12, 17, 6]"
8e7e7f656d957f94ac7aa14290efedccd407bf14ee1398db91fb60d314ec5b5a,"[10, 14]"
8e8097e69c2ecf0bbde579a953739f8c47521a8701fcbc17fa2d8313a5536308,"[6, 7, 9]"
8e8326052e2603c2a6f0aa567695c02fca272c5a7ac4e9bdff763fe8224d8a36,"[12, 20]"
8e84ed5247ea9f5fa616c96d6336dbc565e57d20eb4c68cea4953f26c461062f,"[15, 10, 12, 13]"
8e8e2b608feb885a6db89e33463f2561ce8adcc2976f70b4a28158d7f46387af,[5]
8e926ba0037cd95bfc5e24f8d492ff56f3f5fbd22c9e5e15cc77431305739bbd,"[18, 14, 11, 4]"
8e99d69f293414ce7ec9f47a79fc5901b5035bba20f22256bbc46089ca8e71fc,[20]
8ea54b406a91eabd0e30a004e23b7a0c3cc09a605f70cee5c162cca67da85817,"[16, 11, 11, 14, 8]"
8ea74a6a51366c9b0679af07b67b0ffbf19cb32602340225ce65a3edcbaec986,"[3, 5]"
8eac65ac77ad48cf20454fbe46096e8fc2d1a328bf3fd47c0004fba8fcc90c03,"[10, 3, 20, 8, 13]"
8eadcd078f8af92cf3ad82c8f4e66086940f7ab7ec8625d62513e9092168db80,"[1, 4, 9, 7]"
8eb899a8c166f33a10aae311ea2f89c9b1b77ffbba5352f83b056e9e57ff0245,"[3, 12, 5, 11]"
8eb8f559e95f624f32029f6b3bdaa78406c5f986330ec3f4ce542f5ef7f99fda,"[7, 15]"
8edbea5e47a2598c34018816a374a3fcbf8c6bc74e1b1c023fb541794f47e7b0,"[20, 11]"
8ee1df8e631ec1cd50338dc977957a37e1f0f9ad51367fa54aef4ab8d3b8f461,"[13, 11]"
8ee51d4caeb066e9ee9865dddfefeedd5c5f921d4151170c94134998c165900c,"[3, 6, 8, 7]"
