anon-netid,blocks
2382086e89f6418c6ecd98a4fc7d10e554d6af00768d622d45c53b08f260bc92,"[12, 20, 12]"
23827deab6eb18b612bfd994393c22bb54680bb46cb2786f97068038bc2b51cb,"[15, 9, 4, 19]"
238964baa0cb52aa7e475b349df499c72136362af16bac1597ff4cb7999ae2a3,"[19, 15, 1, 18, 20]"
238cce1f20e53c1521d29caa2f740465aa3d8fb46f8c28705bf4d605a06282b0,"[10, 14, 15, 9, 19]"
238cfb6d0f00e4eda21d181d02c140723f70aaf4a39d764008a8854121f6023f,"[20, 6, 14, 8]"
238ef08b2f989753a0c297a8df13abf84655977e14b874f94f9c8be2596c8f42,[20]
238fff0efafbeb64e3ae49220e8068513ab0cc977d673e441217f721f11c4175,[13]
239695341747295607b90293002c24243aa93c41f66dfa77d11996f82476625b,[17]
2398cd17c666d16b7561240231a8b613eb436e4d15f589b2d38e428d3e698284,"[3, 1]"
239a861f778854bce8eed69195357bf403d1605d3474acc9d25e9115e0f45b1d,"[18, 3, 4]"
239b153ca47d51e3d85cbd8c3c014795bf59dda94f2462904527e8a1fef211b6,"[11, 18, 15, 8, 9]"
23a5739cadd510bac9adc183017e9c79e3397bca968e9eb19bfbca2781f833a3,"[13, 20]"
23a8929758f64069fde621728cee5f2876e9abdcb3b495e844cd14675ab44a0f,"[2, 7, 15]"
23a9dacc060ea84df16447f3a79ea23dff6151770be2284591b46b424afbf9ac,"[14, 15]"
23aa8c636323d5e365a4cffdbc94beee99f0d86061dbf54c6629396e9a06215f,[6]
23b39476562892acd656b2cf1ada93230e6acf12fa1a8873f844deb2d53de909,"[12, 11]"
23b54f8a51f86486c594b507c70f5ef28d4b4fa870794e580bf8b8c12665bb0b,[1]
23c323235df6fcf7008cefb30422747e0ebffbe0bc0bb8e09ec493864ad3b2c7,"[10, 12, 6]"
23c394180316e03eb24d972bd020df0a43ab370fa223d7df172c026b767ac0a8,"[6, 8, 14]"
23cfd8ca564feb3f7ee27d5b055a3f7746c6da578a893eb211f30e4c06ebb6ec,"[3, 5, 8]"
23d3ae4ff47e7b83e30a2845f3f080dda7957423e19219da2b0f2ad378d5240c,"[19, 15, 2]"
23d4e87d54e9763ed7c8e8bf3917f24094a160ad9c988211d3b54d2413326a2f,"[12, 7]"
23d63347619a46ff29a70c26d595155fc8883cea1cd43cba2291a91cf92e1fac,"[10, 20, 6]"
23d7bb75b91e64907a776f289d7439246faabcc4538f7bff6e839013a2795699,"[10, 11, 12, 7, 20]"
23db772c4234f33de269ff9718a3035be75147c72939b18a2dbc1801abb31fc7,"[9, 18, 12]"
23e7691687bbe133949c6b4cec6f34e32ed8f375e954b79cba8bf29df809d9c6,"[20, 16, 17]"
23e7eb3fd1fe704064672797bb09ad3386eaa3fc9b36ae34e671e717e2e7ffcc,"[16, 20, 19, 14]"
23edcdc6680cf08662f810d811d402d5b3270f60d1977b046d7585c6c6449278,"[2, 5]"
23f7fb8fad5f9a1ebc63b3732cd9be457ddce3bbaf6d1a7a3968dee60d685523,"[15, 10, 13, 12]"
23fb43b84694d5c4bf00007cbf6adb24b851b5cc77d3d48129e23f137b14ec49,[20]
23fc8190545e3cb8b6e85f8940318a6422aebb5cd9b48d697336fba47b11cd2d,"[7, 10, 2]"
23fdaff085bf3dc5bf73d4df56c3c6625964bc98ea97646cfd11b4ddc5e0f9a0,"[10, 11, 5]"
2405609685d09cc7d2e1143edfd7af70afbf6750c7908f3bffb91a11d6d7ae71,"[3, 9, 14]"
2408dbce83b71779cfd85ddb7be1179d30a9f00927538cbe0bac619d737e3b1a,"[3, 10, 8]"
240fb309e1a49e9464dee6ae834b0a10885e21ca3868777ad348324fc68231ad,"[8, 17, 4, 20, 19]"
240fff378bf09ab4be45bc040239940a069668ac0760023c8004756480774efe,"[18, 9]"
241473dd8a380bbc76554c14a1e73eb2dc80d4fd9561ddf2e39c79df4e320e19,"[4, 11, 14]"
2419f401e085302c9af1a1ad8486cd287fc33c97fa0c26d5c2ff6a5d2c069e98,"[15, 5, 6]"
241be5f67b52b9c8e787fed8642e5cb69200859c0b20b1e1465c72e313af84ce,[2]
2420ccddc8313d69fbd48adaa0939e030ee9c28207925a7f9c347e415c8b4416,"[8, 3, 17]"
2420f38189a0a84ad5c68977700838c71dff8728064ede51b6f77c650f4f8b43,"[20, 2, 7, 8, 12]"
2423931d43b2ac209c5cfb696413aa034b929d8a0b8341d58f978c55beb71429,"[4, 6, 1]"
24250016a20ca433e9677c0c93393c9741a7d80535d0820039a4a28ea3bc7a80,"[6, 19, 4]"
242648b059982c9241e7cf3139f8f3e83268fd79cd36e4b12e1d2fd2502e5d8c,"[5, 4]"
242997a8f4e4ba615d949894fdae0938e96dada549e36e2ed6c880f7eb5d3e72,"[2, 4, 3, 14]"
242b08fb4c66cd02764800a96f40589f7dd66bfa83d80526a462963badec9ca7,[12]
242df234ce8f674b0e981943c6adc18eea8dcb9ced21957b4278cfb79ae479f4,"[10, 2, 3]"
24321cad373d2d87fe011d2b799c99e5001cb56ecbfcdab5be81ee81c072d09d,"[4, 12, 8, 9]"
2434e5d19a2cd05a8278d4c8eacf944756f82fa9c522c0619d1201e38c35a2c2,"[3, 10, 16, 13]"
24361bf8c661e828423fb478e7c3c0d01a658a45151d1852ac43f587811f9c0d,"[14, 11, 2, 16]"
243d4d354e6795bbab47dd0fc20107a71aeaec04ebb749d7355838e2c233c734,"[6, 19, 9, 7]"
24425a6c230182482ae090cfd4a36c4bca30f0585df7f8fa0a2d66256f97e5b6,"[3, 19, 4]"
2444885e034aa6c5148e5748d969dda6797e2fc3f76edda8b838414377f845c8,[20]
244853e0cff4c767bb01ea61d43d0c7a5697d74286eac311cb7d401a80b3a289,"[15, 12, 16, 6]"
245922496492f90872374d9d4e70ae1c2b6fa3bcd402ff379a395131bf4f537a,[15]
24638bc740deefd9d2fd9c21bd79fb1ca930a0625f25af1166826cea8b86d0ea,[18]
246d21bfa605296f0c1c65cc5194ad5d34c2a88ba556e964ea67c2b9f3ca58f8,"[20, 3, 18]"
24791f63d9cb2495adfb9db4034fe8bec82cdcce767c1efc7d3e310266af5b3e,"[20, 5]"
247ba43948dfd759975ebd7e6639f49753f8c2af2c3f5c28b524d25ef71d5af3,"[13, 6, 20, 14]"
247f86b0650616dfdbbbd128dfb9d7d06bbff877ca3b4286cd697980dd69e130,[5]
248fba2ee89dd4d54b222d58827f1f512a30134fa50a227e33d5f5c8eb167383,"[12, 13, 17]"
2491945e0d46645148b3c61481e7d902ea484c24cc495d48d9c07450b77faf46,"[20, 9, 14]"
24999b33fb2308d9a97be9d9b11d0d041f2e700098595b74263a6e3e8b564adc,"[7, 8]"
249c3cf1d6670c1755b5c457beec134e3d125322262115b0a2e5f448440deffd,"[3, 5, 18, 17, 4]"
24a200d2f3ed2f2fe5fa8044907d4109238f01fabbc8072f7de0fae7a27d39ed,"[12, 16, 20, 4]"
24a8e5886d9a6165de94da20466768293b1ef202a84523959f8cda8d3bd0403b,"[8, 14, 20]"
24b0053641956dc802130b2978b57e3c277b35c7d8850db9e2fee7c92cbd26e3,[8]
24b1c7b4d4d8642b30af29dbcfef7b2885aecb0db8b287554c0e8cc77512bf13,"[6, 14]"
24b3c8d4bb06c8982b7c1ea61dae6153dbfea1424aacf43efe0d779c79da032d,[20]
24b5e546f72b341d8aa5948fc36732982c8323786d21f63a75c765c6f6532d78,"[2, 8]"
24ba04abae8bcb9464ce46699baa68577c198605e70904e3dd360083a74a7833,"[12, 9, 15]"
24baaeedee8cd55526e00513af456db602df40021e2122912617a12f64f314e9,[16]
24bff8a9a4dd917ab2fd2638c4e4f6499477ff647b52e8b6ccb012e853751721,"[12, 16, 14]"
24c156bac0edc0a8b7830071c1bab0aaa47d9e1d268becd164e266cca1d148b4,"[14, 17, 6]"
24c4df08516ef4ec38d1dc104e6661f458a9a94bb3576f7dc485314672418d3b,"[9, 1]"
24c7c4d67f9cd1a53fdc4345065440963bace1b79b7bc8ab56ce25337155c35c,"[5, 7, 20, 15]"
24c9acf191f4482db1eed028b94a0fb4fa7e5b456b70d10ac5b3f290783dd160,"[4, 12, 10]"
24cc3caa42ed23ba300e793caf6f235f3105309d2cea9960abebd89d34ab7335,"[1, 16]"
24cf4305607d22a247aae73615257aa076665ef6322a07a189a080e75ba068b0,"[5, 2]"
24d0e8008bd5f193c98e6550bce7e4a002520589df5a296fe64ab2172e522a99,"[15, 16, 17]"
24d2d75f33119313c234585c1554210ce0c78c39ab17aab602bd270c5facd02f,[13]
24e3a2573525da53269af7dc0b1db6f21bc73a01950cba05ea9003a144b883e6,"[13, 11, 8]"
24e43d54721b249828f21325de54285c24dc06bbe077d1a14d8777b709ef556b,"[12, 20, 13, 5]"
24e552a77b961f40ecb829a43843a7905415fbd6aed9a746d5fdb2616a758ea0,[18]
24f08ba07e4182b449494a69c7e903114b55191b4716baa234825f6fe4d0161f,[12]
24f7b44470c3570017f7716caa67185d06b13ac3996facde771280650c179e43,"[12, 6, 8]"
24f9e4576e5a2a2c7051d2c09c6a9a895fa61c3dabf334d124a23182c3ece020,"[3, 6, 12, 8]"
24fc3045b3071f352162d622e48d3003e7321724d22a7d89a2e375f56e36759e,"[20, 4]"
25024a65583a3de62219bd5073e091fbe5458e6e675a9348eb02935630b47e9e,"[19, 5, 15]"
25035dfb5afc8c52eb71a5d2b7c65edec877554c73602567c0dfae0cbb9c198d,"[4, 10, 6]"
25048a2c943d311b2cb4fbd1e35210cee833babc20368ac9b39866eebd79a18f,"[7, 1]"
250778bee8923ca6e29ad2c6147c25cc8fb41f5b8617d8e2032330f1120d8873,"[12, 20, 17, 3, 14]"
250eac861fc7dde8b52a8217a5866b0dabb08195924515edb55d14db514ccd72,"[14, 10]"
250eb51c071154251695d0cff96bf37baa54cc66973bd42848a302c4e222c8cf,[19]
2510b695ffe52bf291c3c98f5b28ef59bf9f17b5784ebcb03286bd825a06e398,[6]
251c6a9d0b125014719a464afc85b01c76531ae555733b5684c85a68296af8a7,"[6, 13, 19]"
251e717ca2eed1e5bd9bef13046835335da88bf8c6f1b6341a87b72c0a8e4da1,"[13, 3, 14]"
25268ac35542c4d5804e7d79fc97c699448cfdcc8bbfaa27b56e49ad9107d94f,"[7, 9, 1]"
252dd1ccf725b67c5e58df6051d849876e95bee5cf685161384a5832538b859f,"[11, 7, 2]"
252ed40827699d54ad953c0bb54d96db1b125e084b34b1e1effde3ea0f2b02c0,[14]
2530a96c1f43f035bdc6c9b62f1066ff9fa1ca18250b36cfca3dd810be538cae,[18]
253366495056635bf5f21167f5118a371e08f85f9c49c747557375dde3235dc6,"[6, 10, 14]"
2534a90185b36440d47ee9d6a3704bcfdd8c800cc7b7f37f89b5ef91b7739622,"[5, 12]"
253dcf29ed960ff84df6029fe488f0e8306760b2abb2231bc5a38c0ded5e36bc,"[15, 2, 19, 9]"
25471f98f32f474b8712e36d7a69e45a9f93f8b66c92f6fe3b5ac79140d42385,"[16, 4]"
254bd36a7f61f98400d93d11b84cacaf40bc1ee9aa36659c33eed5bea9fde135,[16]
254e94ed10d5a36f70e97ab72d283c24e77626264505977ece523d1494bf06b1,"[19, 17, 1, 8]"
25551e5f617725452c9aba2340b530e7c337db0f02afa504868ec9deff15d96b,"[8, 16]"
2558497481a7067d05e405d34cefd3827551408b4bd87e31d805a20f4fba9379,[12]
2569cc1280d2bfa6182ff7f040567c2775af6b61a4254d90873966267931dc25,"[19, 14]"
2574532d1efd201ab4122a5d66d2b3b68fa53859a5ed43548fd0ff0ed3298423,"[14, 3, 2]"
257d10c29918e75577448faa805d0343a0c8bb4c22b370ccc452f8bab3282823,"[3, 1, 7, 18]"
257e07078e04d579cbd6cab01212d6b7ee0932a6ccaed14b4db8ff6754ad9da8,"[6, 4]"
2580c78ba96638c72408b2aab559aa89250702c6de966e930abe4e252f5f410f,[5]
2581a3f22976c2cee9bca5342c9d8687c822f3a4fdb837218816df4013b90609,"[6, 19, 2]"
258833f296f0eda7ab8450a0cb5ad0fe5bd42778468681be493086e164b10259,"[17, 11]"
258f3b007b20058ca0b70c5b925e808cb439e1cfbfb31fc9720a140570c5fd46,"[3, 6]"
258fcf0b17643f31e69640730468cec317d3b7fccfb430663f2d8458db478cef,"[8, 16, 15]"
2592960884145054e968eae0bb91a927a090eb39347c27275901f6eccce05e48,"[14, 6, 2]"
25ad7396e5391a526ab2366e22a867f65e385fd6d461209e4f2583d099e6a9d4,"[3, 14, 20, 9, 14, 7]"
25aee53bbc541177e6c7b2d97163184c9391de2f73343cae3ff9044b7f7f4e06,"[12, 12]"
25b7ae4f320cff392265358a559bd0f5fbc75d5f37ec2e3dcddfd3fc2e6f0c06,"[6, 1, 18]"
25bcdd077d54ff0242971d2301f750d35ed9a93262d1cbba3bbe576d923ee80d,[8]
25c71924e14fa3babc767150740954049ae8ab4fde0043676aa1e19f330bf3b6,[15]
25c7d0c592b5c5fcc9750e7a7e784db8033f946852970d49bac3609c0eae6f96,[11]
25ca900ea8ca3fb1ccda826be1b5f6515562bd3a79f8c432e4669b0ff11d2b77,"[10, 9, 16]"
25cb7badefc9327ff68c9cae653602a10a511ea169284d48c7edea17fe5dedad,"[16, 14, 11, 20]"
25cdc60bf2b6cde0fcc5de40d9f70da4257fecc1e1d2cf0b6fd84ba63ebaa200,"[5, 6, 17]"
25ce0878ebceb4d006e0bae30261ef45fd28f24e412a8f45bcabf43e310225c6,"[19, 14]"
25cfe51625b8716d79695226caddecc556e8ed7588321644bece10349bd2405e,"[15, 14, 17]"
25d079b046f55739852d56050a33bcce90d0278b38a1ed3b580bfae242379d56,"[2, 15]"
25d0e19ea2ecea2316455570f88057ff216a0bcfad0ec14dd676e29ecd7624c7,"[3, 4]"
25d18691d3bea98f46241a2a7141e227b2248e5439b3513bb6c5102a4b1f2e7d,[11]
25d2b1ce6eea0ab90fd425784c532c6716dac94b01e31c578bb66a9553a0cab9,[18]
25e100e250d694ce585815ab79ee34242c3a712c3b2f20beb40c0a9957e83415,"[5, 4]"
25e182b7fdfeec5493f8429baec9700b7ab72589c34206d0610eb07de5bbc05d,"[6, 3, 15, 9]"
25e203b4e6af3c998ba4e03d69ff933250be58b112a85a326fde16fe93180bff,"[9, 4]"
25e53d3aec4c4a025ccc828e543978db399fadffb9edd623d3f36f23458b931a,"[20, 12, 11, 6]"
25eb524b730302b7f75ddaa722de69c3c8eb1dcc5e5b946d73eec05fc2136459,"[20, 2, 1]"
25ec05592edfc66f6119ba78d004c26ccb4fc28633a0c5b075fc5807f716c55e,"[3, 1, 17]"
25eca748f23770d7bb68e04cfdc68244f328416fd55ad678baf437ba864af548,"[17, 20]"
25f1f4e1193c1bd8b47b39a3bed5e742335b2ca3d206ba4de385450647db529d,"[17, 5]"
25f6632c0ff15d8f53acbb118a825c713b22b96a3130021bf2f4fc7d8b937fd5,"[10, 18, 7, 17]"
25f70e58a338c6641b3912619e503944e88718ff2ba7fba9d12d0ad787aa3a5c,"[14, 16, 8, 13, 3]"
2600174dab7cd927f151788a3df422798fffcd25c900aff51786538e9febd73d,"[15, 16]"
2600f8ff912c50b36c92babfb5dfb70e1737a9a6090ccf7b130158ccb2a5cb20,"[12, 2, 6]"
2601ec094982328931c7a21245490c582fbf75456650ff7313ca2be5c30a8112,[8]
2609dd64f8f746953f8097bd5b8bbb98c1c9369a9ae50588ad19227bd9996aef,[7]
260b3b88bbec8705ac3befb5be42cdc2b85fdb8c66ad8e4fd7d35006abedc140,[20]
260dbb0db7632675bc2a780ad249f5912a291583571fbdd8541071593d32f2cc,"[11, 12, 10, 13]"
261a959a38e74136e64d4b61bff2a5271fd74937c3bdbc2c997fd9ed49a398ba,[2]
261bdbd9af750d85f471ed2a57fdec34f580c927c92ab0a5c7882b2768d39fa4,"[1, 7, 6]"
261be441ce084389d5ce4d28b0424af064e72e284ba1cb0aa2463beed44b63da,"[20, 17, 9]"
261e31d0049284eba5c863b34d4f1d42c067cb5a85fa961fdf011545e50d4ff9,[1]
262033db3fb06d9193738e23246cb3f2b85422853fa3afd591f9a2b7e67bb34f,"[8, 7, 2]"
262512cfa26d22ef6add71ef6fb0df837e39f7da8e65b7328c3693a6ac6263bf,"[12, 4]"
26252ec5e196cde3b325320fde4fb8fd0c70b61558b2465899410e6b39df920c,"[20, 3]"
262db5f2fa2502b4f269057c06dde3814531eb4c4b399af5fecf90dedaeea390,[20]
2632a72d222b3b5518b6807c36289c3c0bd46a94a947d0844257e4cf9b448e32,"[11, 1]"
2638ce21d3c467778dc858d36c591a74b405a35db0f12bebe011cbb5a1a242f4,"[7, 4, 8, 10]"
263a29d5642166eee70282d2a482b3f71dc57b83e351b795faae07c14d46553e,"[7, 18, 15]"
263b76f92bd45b36b3aec42b714181ddf83d3729aa570342e539276cd5e5a78c,"[12, 15, 1]"
2640a129873350b21064ba7dadd7e5225835498e513cbedd141c0efaf30e1741,"[20, 7, 4]"
26417de97c76fc5f3257acc9140afbf16de495cc7fc43b7f1b2e6416095a7525,"[3, 16, 9]"
2648472288730fd0dd6a14231a400b790e6780c62a394dc25640b7323cfbcc13,[11]
264c8c18179eb00afe8d4a1744b20ab49b83909745ed154c7ecd1e434618b47e,"[13, 17]"
264d7df39c2e8dc6e85f6d473af657997b5f80ff6f1ee92072a21d823b2271f4,"[6, 10, 9]"
26517903a96513335afc660ce66abe7a6328157af4944e4c39aefa73d9b5611e,"[10, 1, 6]"
265225f6b8b409a06c3321023b37ecce42db6bb77ccb386d67f707f3a9a1d923,[15]
265304e880912496ea39d7f141a48b69a19a5425290b63b0644c7836b08db01d,"[12, 17, 13, 1]"
26585adc703da4424e0c19dd4d638fd21ff2351242b8ef669401f357c4a73fa7,"[20, 1]"
265d21af4318faac029ab8947e131196d6b1f177632c34ec59ac54521fe24764,"[2, 19]"
265d913bb83c97197e36fd098694c6e84e429a723c68e44daf456bfb52f06ab7,"[17, 7, 15]"
265d95cfda28e49623c0814f5cedf7147050bc1ac2fb74e50c27c02d664795d4,"[10, 6, 8, 4, 20]"
2660eb078ab83e677a9de06aece1a401f2b9569fc79754e86c917abb9ec3a331,"[19, 15, 2]"
2662e440f6a286411eb22d1263210cc90717ae93322a60e17ce0550f009725fc,[14]
266520b20f1aba3af08b56946e5a5de2f04b9f40878cb56e04d28bb231790abb,"[10, 12, 12]"
266592936827723fb0db868984cc97cb7ed9b57b7383dfbb24fa2116b4836e02,"[10, 11]"
266b36c8d68cf68c8bce1bc070b6ea8e0480460c99d801e54f41d51bf51b540e,[1]
266d1fb900df2188f7f1a16ac665470e8a96e4051f87db59b92ddb73830ef4a3,"[6, 17, 19, 15]"
2671cc695499df34d055b52a4ab55753a2a6ffea0c02c67e69ca7d3cb4d6b8e4,[13]
2672edcbbac09a928fee758b184ab6f5baf0c0a62962b3c783436085c483b535,"[16, 1]"
2674b7f8a5a809bf311c7dccfb97cdf3669d69ff4ba3efa315bfbe323082d4d9,"[11, 19, 14, 10]"
2677888b3e3784e3db104b69b1c62e9a0d3b33695b8fc94029615161be0bbec4,"[12, 6, 10, 8]"
2679b3c2de716e4da35db71bff9e5b204f0ba409155275ae67dfa8b33656c5ad,"[11, 10, 16]"
267c7f4a04cd673ffc360d3702561b0a33f79c2deccbc657f531679d64629cd6,"[14, 17, 6]"
26818ca1422a5a47be67fc9ed56123119c3ef18a1dc225ac190432b2a1cc5884,"[4, 10, 3, 5]"
2682211ed601959f0d6ca1c851a1488d8ac9678354dd392f1b8921b3adbad593,"[6, 13, 17, 7]"
268347553cb82174cd8778ce15223585ae29c0c7a83b7fbcfcb4af9be8d75222,[19]
2684dd03c4ac1543d438fef58307e8baaf535c6897af08fcb7e28e823a88a101,"[12, 6, 11, 12, 18]"
2685d536f19d4a42095a1c9f78b34fe97fd905db8040946153f34d23ede609bd,"[15, 20, 2, 17]"
268724249f8f5f9d463cb72eaa986216a3f0e9bf13276fa4e1616a8b386ad7b0,"[12, 13, 10]"
268b27821c20e2656f47102afd9c522ad3271caffb7b02cd1d83dc472e06aa67,[10]
26a07a3d221b13aeaa99ea753e0195cc80a3621fec2441776e1d69cebe0e5910,"[20, 1, 4, 2, 17]"
26a2f33b9eaabc4555a3d0fcbefcb89060781aa4061b53afa8c03145c9712ee9,"[18, 17]"
26a7d3c1aef80e441908a8ed2095dc8e11b85e79992d324639ab078f6326aab6,"[16, 8, 20]"
26b0276d0de817ce9a4800d8de8ae77c1e0642a06d4ffe8ab3d4e89928ebce45,"[7, 9, 18]"
26b99a736eadeb6a53abbc307746aa66e04d942761cf3937ab2b2a2e24dc01d1,[11]
26b9bb57f1377aecfb5dc62b91e2f63ff889a81d0bb6882403ba4f52cb06c33f,"[2, 10, 3]"
26ba8516269d43dff059f138637714ec7fa5e09b57e965aa4205ee994f269d7e,"[15, 12, 6]"
26bdab14ca37ba847eb32cbc112f2bdd0456e271833972321877144f166e701d,[13]
26bf15eacf38769d2d7f073d2b83a1066aef83f0dc051ec79347ea55646480f0,"[8, 18]"
26c674895db26213c96914e69e458b7dc988578efa238731d8100267ca290871,"[12, 16]"
26d27d2e8ac71061426f555d1cb21ccb8fa378e50f646941c0cdbad260ea15d4,"[16, 8]"
26d6475a76e65e6b33345621594d7c3d5a6c4bdb1c8996dd0157aa9fd8d755da,"[16, 13, 11]"
26d7af9f20f01841a4ea51d807465114c2bc9a883214240407ff875571def74a,"[18, 11, 14, 16]"
26db0dbb6755b5c59d9cb54aecc5e418272b463744dd8aae68ba789c522953d2,"[10, 16]"
26dc51fa53f055f487f41cafded79e91afe45171be2c3f6cf5d12e2d01df4757,[1]
26dc60a584643f650382db457ff6d05098e9eee8318fe7ebcb508467b0de8522,"[5, 20, 11, 1]"
26df68e22695c08c0ec24df965f16cc5d4d4683dd8a285be3c7ef78392627bd3,"[16, 13]"
26e2ee3e5bf00681de3f18fb0ab28d4dcae726be409eb3355923d900c0bc9a9f,"[12, 16, 13]"
26e617a5f2df1c0220de55708e8cf78f05ab564a84b47d48834ca819cf1a881f,[6]
26ee4712d7d9ebe4866f531eec9af063a1cbf62c12ceb42cd411183d6b7c002a,"[17, 10]"
26eeb2d9991ff1ec67f9ba4544c78bc6915b309a41aa115ea8ae0aebd0da6031,"[3, 18, 17]"
26f0d2ce6ab0c5ac415c683990cbee4654b299a3a599066c5d60d8cf3e98e973,"[9, 6, 13, 3, 16]"
26fd5422bce67b97a9a3b43d7dee48a040a06b7a5768ccd5aef55207ba5edc29,"[15, 2, 8, 16]"
26fe892ee9b68943f475cfb82b127a370127295e3a7ea91a8c888e292734ba2a,[9]
2700e0f52547fcddf14d09f505481780a7710cfdb2a93a667be911814893890d,"[15, 12, 13, 17]"
2700f07a8cffcc9dede50e6247cad5e8647232f959ad1ae9a146e11464cae904,[11]
2702f87370060b723dbb79abd3e50176b7b10721bc3074362a80c5dbdc6c667e,"[5, 20, 14]"
2707c6170b4dc5a4f29c0929dc8f0ac6c42cfdc1c8895ff39f8fe854a002c298,"[20, 6, 12, 2, 14]"
2708679dd1dbcb0036b4e86c575818094b58875d7cca60c80b6a5035175944be,"[13, 6]"
270dd9e34cf32a3ebf77d95bfe7be6d142492e8858662f12d31549a60b25b64e,[2]
27160fbc9905b5ec4f18a85ff1f7537ca5f7ab51d51bab803bd55fc10723bb00,"[6, 5]"
271ee4fe13e29089951864bca8f1798b1da0a870f7bd7473485ebe0ad7f50564,"[12, 20, 6]"
27222c1cafe95dc97aef707bc9761f10ba395f6d4325473864843edd850bcfe8,[7]
27224e023699ac2dcfe76594a6b31d77a51a5a6831c0ea42a2d7faf319526309,"[15, 1, 17, 2]"
272558c9e2ba89bd497fbffa4ce212b9e439c72c346498ea5bd746a7f47eb3d3,"[6, 11]"
2726773b125020eb3cfa7a048c82a299485e60f52dd0c8e922a2c391375886fd,"[10, 17, 20, 2, 19]"
272bfb85ce867276b44c252dab5dbcc82cef9bf40781d54c365b1500cfd5a3e5,"[10, 14]"
272cffdd37fab8467bfdf238f390001574aa22966bac3a62266f7f2c9bead379,"[14, 9]"
272d0ebfbde1e903916f71cf1b74069768b5037338f1fb919dd724375b00ce5d,"[17, 5]"
2733d7465b1b803866779982886bee1eb120e09f6fc6d19f4aa0d70a415f2421,[8]
273dd94f24bcdff6e14ad7e521590ba5605a656e14cd2bbd9514223abfadd0e1,"[6, 1]"
274122d43dc35acb454c625ef0411179f82b9ab233f0b5d40bd4608fabfcbf37,"[15, 11]"
2744b5106a2cce0360e0e3a1d054b3e474e16b9081a63dfc70eb619b831cd8f3,"[1, 9, 7]"
27460a759814c975fde8933cd01befcd12996431a75a0bb8bff8f5dca49ae4a6,"[10, 8, 19, 20, 1]"
2747319be5f942f1cc7980c55522e3dc104c544fb02e64761fa4f58f9df6befb,"[3, 2]"
27492a99da94163553ccfe490ff3721f30a767ed9e9f3efcb0516f95e26d1e8d,"[10, 6]"
274bd101ce0d6d0abafed1133aa2c4bb2856e84fd96bdc7ca465ef43d7197380,"[2, 6]"
274bdb959214eb59fc96a28bf486f64a9c2fed0d092894d72dafeb17f9ddf204,"[18, 9, 7]"
274d857adea20d75b2864bae59e72c7e6b4706a0f97fef4566de694658f5bc65,"[9, 7, 18, 16]"
27546b4e3b56432ce99a17a50199fe60dba7a8eb7e1704b9f5ad70fd436686c9,"[14, 2, 1, 15]"
27561e366f36d07d8f723db150249fdc23f2ac7f24f44ac4a75388b91c9fedfd,"[19, 2, 11, 1]"
2759fc696e9ee560ecd663e0a327fb8aea3a8318f9231959802013d8404b90ff,[6]
275d82afbd1bc585224948fc2117ff02b0ec8241c715652737b5d4dd59d5fc31,"[10, 2, 1, 20, 4]"
27648e41820694811934dda9d3e1c3d9340b9795d7e50252679c3230acb60d38,"[16, 3, 10, 8, 4]"
276927f2b3450ab4bb87e80f6878bfe7010c6567461fbd88fedd3b8196ac5798,"[12, 6, 5]"
276d0e7fa9489adc8c737b05e50cfdeccd7976a2306dbc020730aac69bfe7c4d,[4]
276d427f327cd90ce3aa9dd1962db137d0d74aa8d56e64af6a9a4d1be2d0d5da,[9]
2773f062d73d9d3c4571d5cc5640e0afd59d2300acc288d9b0d72425278e37b0,"[18, 19, 8, 14, 11]"
277b22ebdd33c5af78118d1faa6c4f5bf3882392d16e3bdba15c304a478730ff,"[5, 1, 2]"
277cf7aba4c51d5d088b87abb435d044b108c7285ad016dbb85c5cefb267061e,[3]
2784f266c153862b827c1ed1e36cca57d4e6923f4e3439c32698583a322ab0e0,"[11, 5]"
2786be3921d2a2bd0447d95730198f5a5205a5003a0c491d6830fa41f0946df0,"[12, 14, 12]"
278802ce015c5250ad6e9b16ee46326265ce81c5837f5e5fc2fb9bff5dcb2fe7,"[14, 20, 12, 8]"
278ea74e75e7f07ebb300657b1d366baa6c170a6cd56d36fbc1ff5645a2f52bf,"[16, 15, 2]"
2791e1627fd444da8101372264458ff82650fa2050458ba9db833aba8018e99f,"[5, 12, 11, 6, 17, 8]"
27962c1d0c5032e07bc3ec3d770a726d4cdb36ee3a497644e9e485f21185ed29,"[7, 2, 9, 12]"
279736319adb3e893200b255b2f34f22239c89d665cb52c7503be81fa94fddc7,"[3, 9, 15]"
27a451d710f86456ad23a4502b7f24e6014476b59ed9b86c9d6c137f177b883d,"[11, 14, 9]"
27a68a47a0246c3717cd89ac2bdf44221257be2211a85446327456f53ad07457,[9]
27ae79b5c22f8bae9119a897e696fec02c8b803d4fb403baf5e3abfef6a2e4ba,"[2, 7, 9]"
27af360b8709f820f019eadec3c957cce5e7806c7e671a9f3383d72c289495aa,[15]
27cc954c238288110b6d05f1f4683969c05483b93119dd497354eefa9f344082,"[12, 8]"
27cd82c64458eafcd98c9fa7cb558a37f881d734ea77deb55dc5bd7e064fe469,"[11, 13]"
27d2091e5be13e5737a4b1408aa67a49f27a277de0a374d04650068efd0409b4,"[16, 18, 12, 16]"
