i,j,count
5,20,21
20,5,21
18,15,32
15,18,32
11,16,10
16,11,10
10,8,14
8,10,14
3,11,24
11,3,24
13,16,8
16,13,8
1,11,41
11,1,41
4,13,28
13,4,28
15,8,4
8,15,4
4,2,40
2,4,40
6,9,11
9,6,11
19,5,23
5,19,23
19,21,17
21,19,17
15,3,18
3,15,18
6,5,66
5,6,66
9,8,59
8,9,59
1,10,54
10,1,54
16,6,11
6,16,11
4,11,19
11,4,19
4,14,16
14,4,16
14,20,10
20,14,10
21,3,52
3,21,52
20,17,6
17,20,6
1,3,53
3,1,53
3,8,12
8,3,12
6,2,17
2,6,17
14,15,13
15,14,13
18,13,22
13,18,22
18,8,6
8,18,6
10,20,12
20,10,12
7,15,6
15,7,6
11,5,33
5,11,33
4,19,8
19,4,8
1,13,44
13,1,44
18,17,6
17,18,6
12,11,28
11,12,28
7,5,43
5,7,43
18,19,11
19,18,11
21,2,26
2,21,26
2,13,17
13,2,17
12,13,27
13,12,27
18,21,14
21,18,14
1,6,27
6,1,27
18,2,14
2,18,14
12,5,38
5,12,38
12,17,29
17,12,29
18,11,14
11,18,14
6,3,31
3,6,31
4,6,20
6,4,20
14,13,12
13,14,12
17,6,6
6,17,6
13,3,29
3,13,29
3,5,60
5,3,60
10,5,19
5,10,19
1,14,23
14,1,23
10,3,20
3,10,20
11,7,26
7,11,26
4,18,44
18,4,44
11,17,22
17,11,22
1,5,27
5,1,27
1,16,15
16,1,15
9,7,9
7,9,9
1,12,65
12,1,65
2,7,13
7,2,13
12,3,44
3,12,44
8,7,7
7,8,7
1,19,27
19,1,27
3,7,16
7,3,16
10,7,15
7,10,15
15,13,28
13,15,28
10,14,10
14,10,10
6,20,20
20,6,20
21,4,18
4,21,18
10,15,23
15,10,23
19,12,20
12,19,20
12,12,10
10,16,7
16,10,7
15,5,17
5,15,17
12,14,24
14,12,24
10,12,42
12,10,42
6,7,8
7,6,8
18,5,18
5,18,18
6,21,35
21,6,35
6,18,31
18,6,31
19,11,11
11,19,11
6,8,8
8,6,8
1,8,18
8,1,18
10,21,38
21,10,38
2,12,26
12,2,26
21,11,22
11,21,22
16,7,10
7,16,10
4,15,11
15,4,11
21,15,11
15,21,11
12,18,19
18,12,19
17,3,18
3,17,18
21,20,18
20,21,18
10,13,31
13,10,31
10,11,19
11,10,19
19,3,13
3,19,13
9,4,11
4,9,11
11,9,16
9,11,16
5,2,19
2,5,19
9,18,8
18,9,8
19,13,11
13,19,11
12,7,20
7,12,20
4,5,23
5,4,23
11,11,18
21,12,42
12,21,42
6,12,44
12,6,44
6,11,19
11,6,19
12,20,13
20,12,13
1,20,22
20,1,22
4,1,29
1,4,29
11,20,33
20,11,33
11,15,8
15,11,8
16,12,9
12,16,9
10,6,31
6,10,31
17,19,10
19,17,10
14,2,13
2,14,13
3,9,21
9,3,21
17,7,12
7,17,12
17,21,11
21,17,11
12,9,20
9,12,20
18,18,20
18,7,9
7,18,9
8,5,11
5,8,11
5,17,11
17,5,11
9,20,8
20,9,8
13,8,14
8,13,14
19,7,27
7,19,27
8,21,12
21,8,12
13,5,34
5,13,34
9,1,18
1,9,18
6,6,20
16,9,6
9,16,6
11,13,31
13,11,31
15,9,6
9,15,6
1,7,29
7,1,29
15,12,20
12,15,20
3,2,20
2,3,20
8,12,15
12,8,15
2,19,25
19,2,25
1,15,36
15,1,36
19,10,10
10,19,10
17,8,37
8,17,37
15,20,10
20,15,10
21,5,35
5,21,35
9,14,9
14,9,9
5,9,15
9,5,15
6,19,17
19,6,17
4,20,13
20,4,13
13,9,16
9,13,16
4,10,16
10,4,16
1,2,28
2,1,28
2,10,32
10,2,32
19,9,7
9,19,7
18,1,29
1,18,29
21,9,8
9,21,8
21,13,28
13,21,28
19,20,10
20,19,10
4,3,31
3,4,31
2,15,17
15,2,17
14,6,9
6,14,9
7,20,9
20,7,9
17,15,3
15,17,3
9,10,11
10,9,11
2,16,19
16,2,19
20,8,9
8,20,9
2,8,6
8,2,6
21,14,14
14,21,14
1,21,19
21,1,19
17,1,19
1,17,19
14,11,10
11,14,10
10,18,14
18,10,14
4,8,13
8,4,13
16,19,5
19,16,5
16,14,6
14,16,6
2,11,12
11,2,12
9,2,10
2,9,10
8,19,6
19,8,6
18,3,13
3,18,13
21,16,4
16,21,4
11,8,8
8,11,8
3,14,12
14,3,12
20,2,16
2,20,16
17,10,12
10,17,12
20,3,14
3,20,14
4,7,9
7,4,9
4,12,14
12,4,14
3,16,10
16,3,10
13,17,11
17,13,11
7,14,5
14,7,5
17,9,10
9,17,10
21,7,8
7,21,8
20,13,18
13,20,18
5,14,24
14,5,24
7,13,12
13,7,12
16,4,4
4,16,4
13,6,10
6,13,10
16,20,1
20,16,1
8,16,3
16,8,3
20,18,11
18,20,11
17,4,3
4,17,3
15,6,7
6,15,7
2,17,7
17,2,7
15,16,5
16,15,5
16,18,1
18,16,1
17,14,3
14,17,3
5,16,4
16,5,4
19,14,3
14,19,3
14,8,2
8,14,2
18,14,2
14,18,2
15,19,3
19,15,3
17,16,1
16,17,1
1,1,0
1,22,0
1,23,0
1,24,0
2,2,0
2,22,0
2,23,0
2,24,0
3,3,0
3,22,0
3,23,0
3,24,0
4,4,0
4,22,0
4,23,0
4,24,0
5,5,0
5,22,0
5,23,0
5,24,0
6,22,0
6,23,0
6,24,0
7,7,0
7,22,0
7,23,0
7,24,0
8,8,0
8,22,0
8,23,0
8,24,0
9,9,0
9,22,0
9,23,0
9,24,0
10,10,0
10,22,0
10,23,0
10,24,0
11,22,0
11,23,0
11,24,0
12,22,0
12,23,0
12,24,0
13,13,0
13,22,0
13,23,0
13,24,0
14,14,0
14,22,0
14,23,0
14,24,0
15,15,0
15,22,0
15,23,0
15,24,0
16,16,0
16,22,0
16,23,0
16,24,0
17,17,0
17,22,0
17,23,0
17,24,0
18,22,0
18,23,0
18,24,0
19,19,0
19,22,0
19,23,0
19,24,0
20,20,0
20,22,0
20,23,0
20,24,0
21,21,0
21,22,0
21,23,0
21,24,0
22,1,0
22,2,0
22,3,0
22,4,0
22,5,0
22,6,0
22,7,0
22,8,0
22,9,0
22,10,0
22,11,0
22,12,0
22,13,0
22,14,0
22,15,0
22,16,0
22,17,0
22,18,0
22,19,0
22,20,0
22,21,0
22,22,0
22,23,0
22,24,0
23,1,0
23,2,0
23,3,0
23,4,0
23,5,0
23,6,0
23,7,0
23,8,0
23,9,0
23,10,0
23,11,0
23,12,0
23,13,0
23,14,0
23,15,0
23,16,0
23,17,0
23,18,0
23,19,0
23,20,0
23,21,0
23,22,0
23,23,0
23,24,0
24,1,0
24,2,0
24,3,0
24,4,0
24,5,0
24,6,0
24,7,0
24,8,0
24,9,0
24,10,0
24,11,0
24,12,0
24,13,0
24,14,0
24,15,0
24,16,0
24,17,0
24,18,0
24,19,0
24,20,0
24,21,0
24,22,0
24,23,0
24,24,0
