Unnamed: 0.18,Unnamed: 0.17,Unnamed: 0.16,Unnamed: 0.15,Unnamed: 0.14,Unnamed: 0.13,Unnamed: 0.12,Unnamed: 0.11,Unnamed: 0.10,Unnamed: 0.9,Unnamed: 0.8,Unnamed: 0.7,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Exam Group,Exam Block,slot,exam,size,b2bs,confs,2i3s,score,score_norm
427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,1-9379,17,2,1-9379,58,39,0,5,39.137901306152344,0.6747914018302128
128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,1-19286,2,4,1-19286,40,18,0,6,18.165481567382812,0.4541370391845703
293,293,293,293,293,293,293,293,293,293,293,293,293,293,293,293,293,293,293,293,293,1-8066,9,9,1-8066,86,33,0,18,33.49644470214844,0.38949354304823763
331,331,331,331,331,331,331,331,331,331,331,331,331,331,331,331,331,331,331,331,331,MLG75,17,2,MLG75,185,62,0,18,62.49644470214844,0.33781862001161317
394,394,394,394,394,394,394,394,394,394,394,394,394,394,394,394,394,394,394,394,394,1-2423,9,2,1-2423,79,24,0,32,24.882568359375,0.31496921973892406
322,322,322,322,322,322,322,322,322,322,322,322,322,322,322,322,322,322,322,322,322,1-0296,11,8,1-0296,41,12,0,13,12.358543395996094,0.3014278877072218
398,398,398,398,398,398,398,398,398,398,398,398,398,398,398,398,398,398,398,398,398,1-0303,18,10,1-0303,212,61,0,86,63.37190246582031,0.29892406823500145
459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,1-2545,22,14,1-2545,145,41,0,78,43.15126037597656,0.29759489914466597
305,305,305,305,305,305,305,305,305,305,305,305,305,305,305,305,305,305,305,305,305,1-7866,22,14,1-7866,318,93,0,58,94.59965515136719,0.29748319229989684
99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,1-5775,6,15,1-5775,244,72,0,11,72.30338287353516,0.2963253396456359
390,390,390,390,390,390,390,390,390,390,390,390,390,390,390,390,390,390,390,390,390,MLG64,13,13,MLG64,245,72,0,19,72.5240249633789,0.29601642842195475
256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,1-9277,7,1,1-9277,48,14,0,4,14.110321044921875,0.29396502176920575
345,345,345,345,345,345,345,345,345,345,345,345,345,345,345,345,345,345,345,345,345,1-1131,21,19,1-1131,138,40,0,16,40.4412841796875,0.293052783910779
352,352,352,352,352,352,352,352,352,352,352,352,352,352,352,352,352,352,352,352,352,MLG63,20,11,MLG63,380,110,0,49,111.35143280029297,0.29303008631656047
241,241,241,241,241,241,241,241,241,241,241,241,241,241,241,241,241,241,241,241,241,1-19448,17,10,1-19448,45,13,0,5,13.137901306152344,0.291953362358941
384,384,384,384,384,384,384,384,384,384,384,384,384,384,384,384,384,384,384,384,384,1-9270,23,3,1-9270,128,36,0,26,36.71708679199219,0.28685224056243896
184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,1-8074,12,15,1-8074,145,40,0,18,40.49644470214844,0.27928582553205816
391,391,391,391,391,391,391,391,391,391,391,391,391,391,391,391,391,391,391,391,391,MLG30,9,9,MLG30,208,57,0,20,57.551605224609375,0.2766904097336989
346,346,346,346,346,346,346,346,346,346,346,346,346,346,346,346,346,346,346,346,346,MLG32,11,7,MLG32,52,14,0,12,14.330963134765625,0.27559544489933896
162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,1-8067,5,12,1-8067,322,87,0,22,87.60676574707031,0.27207070107785813
268,268,268,268,268,268,268,268,268,268,268,268,268,268,268,268,268,268,268,268,268,MLG44,20,4,MLG44,59,15,0,13,15.358543395996094,0.26031429484739144
