Unnamed: 0,Exam Group,Exam Block,slot,exam,size,b2bs,confs,2i3s,score,score_norm
250,1-9333,4,9,1-9333,102,58,0,22,71.42523109912872,0.7002473637169483
364,1-7682,15,10,1-7682,141,66,0,34,86.74808442592621,0.6152346413186256
345,1-1131,19,13,1-1131,138,62,0,37,84.57879775762558,0.6128898388233738
268,MLG44,12,14,MLG44,59,30,0,9,35.492139995098114,0.6015616948321715
346,MLG32,12,14,MLG32,52,23,0,13,30.93309110403061,0.5948671366159732
166,MLG40,12,14,MLG40,51,23,0,12,30.322853326797485,0.594565751505833
149,MLG58,14,2,MLG58,71,35,0,10,41.10237777233124,0.5789067291877639
412,1-6858,17,15,1-6858,23,11,0,3,12.830713331699371,0.5578571013782335
526,1-5002,8,5,1-5002,45,17,0,13,24.93309110403061,0.5540686912006803
462,1-1183,4,9,1-1183,45,21,0,6,24.661426663398743,0.5480317036310832
316,1-7441,7,8,1-7441,111,46,0,24,60.64570665359497,0.5463577175999547
400,1-18709,8,11,1-18709,33,12,0,9,17.492139995098114,0.5300648483363065
560,1-0027,14,2,1-0027,29,11,0,6,14.661426663398743,0.5055664366689222
385,1-6974,4,9,1-6974,207,28,0,125,104.27972215414047,0.5037667736914999
209,1-9938,17,15,1-9938,55,12,0,22,25.425231099128723,0.4622769290750677
360,1-6611,19,13,1-6611,89,24,0,27,40.47641998529434,0.45479123578982406
320,MLG13,3,3,MLG13,140,20,0,70,62.716644406318665,0.44797603147370474
384,1-9270,6,4,1-9270,128,39,0,30,57.30713331699371,0.4477119790390134
363,1-10785,7,8,1-10785,279,110,0,24,124.64570665359497,0.4467588052100178
270,1-1390,7,8,1-1390,98,35,0,14,43.54332888126373,0.4443196824618748
256,1-9277,3,3,1-9277,48,3,0,30,21.307133316993713,0.44389861077070236
497,1-8493,9,12,1-8493,38,15,0,3,16.83071333169937,0.4429135087289308
290,1-8341,1,6,1-8341,197,61,0,41,86.01974886655807,0.4366484714038481
309,1-3516,19,13,1-3516,156,40,0,46,68.0709377527237,0.43635216508156216
224,1-9227,3,3,1-9227,801,174,0,282,346.0870531797409,0.43206873056147427
282,1-1608,11,17,1-1608,307,45,0,142,131.65376436710358,0.42883962334561426
234,MLG29,21,18,MLG29,164,47,0,38,70.1890355348587,0.42798192399304086
404,1-4682,16,20,1-4682,16,5,0,3,6.830713331699371,0.4269195832312107
331,MLG75,14,2,MLG75,185,62,0,26,77.86618220806122,0.42089828220573633
390,MLG64,21,18,MLG64,245,14,0,144,101.87423992156982,0.41581322416967276
483,1-9491,1,6,1-9491,80,16,0,28,33.086657762527466,0.4135832220315933
140,1-2294,17,15,1-2294,75,9,0,36,30.968559980392456,0.4129141330718994
29,1-18735,8,5,1-18735,27,5,0,10,11.102377772331238,0.4111991767530088
94,1-3083,13,11,1-3083,78,4,0,46,32.070937752723694,0.41116586862466276
406,1-17907,19,13,1-17907,119,17,0,52,48.73236441612244,0.40951566736237344
144,1-7744,13,11,1-7744,37,9,0,10,15.102377772331238,0.4081723722251686
150,1-7005,3,3,1-7005,285,45,0,116,115.78758215904236,0.406272218101903
227,1-3068,19,13,1-3068,180,29,0,72,72.93711996078491,0.40520622200436063
399,MLG60,11,17,MLG60,47,8,0,18,18.984279990196228,0.4039208508552389
15,1-8093,1,6,1-8093,4,1,0,1,1.6102377772331238,0.40255944430828094
119,1-5929,6,4,1-5929,4,1,0,1,1.6102377772331238,0.40255944430828094
554,1-10444,15,10,1-10444,8,2,0,2,3.2204755544662476,0.40255944430828094
519,1-4926,1,6,1-4926,4,1,0,1,1.6102377772331238,0.40255944430828094
193,1-9553,20,16,1-9553,23,8,0,2,9.220475554466248,0.40089024149853253
349,1-3052,3,3,1-3052,166,25,0,68,66.49616885185242,0.4005793304328459
538,1-9576,3,3,1-9576,10,4,0,0,4.0,0.4
287,1-9836,1,6,1-9836,5,2,0,0,2.0,0.4
139,1-7863,6,4,1-7863,351,109,0,50,139.5118888616562,0.3974697688366273
319,1-3584,8,9,1-3584,26,6,0,7,10.271664440631866,0.39506401694737947
217,1-9630,1,6,1-9630,33,13,0,0,13.0,0.3939393939393939
314,1-3139,11,17,1-3139,93,17,0,32,36.52760887145996,0.3927699878651609
184,1-8074,4,9,1-8074,145,49,0,13,56.93309110403061,0.3926420076140042
311,1-20578,11,17,1-20578,19,5,0,4,7.440951108932495,0.39162900573328924
414,1-8285,12,14,1-8285,72,19,0,15,28.153566658496857,0.3910217591457897
398,1-0303,20,16,1-0303,212,56,0,44,82.85046219825745,0.3908040669729125
244,MLG57,10,7,MLG57,629,95,0,244,243.8980176448822,0.3877551949839145
450,1-2297,15,10,1-2297,25,6,0,6,9.661426663398743,0.3864570665359497
377,1-7213,8,5,1-7213,23,4,0,8,8.88190221786499,0.3861696616463039
67,1-7481,19,13,1-7481,33,6,0,11,12.712615549564362,0.3852307742292231
99,1-5775,4,9,1-5775,244,53,0,66,93.27569329738617,0.3822774315466646
95,1-3312,1,6,1-3312,36,7,0,11,13.712615549564362,0.38090598748789894
446,1-3534,19,13,1-3534,279,39,0,110,106.12615549564362,0.3803804856474682
306,1-18377,14,2,1-18377,14,1,0,7,5.2716644406318665,0.37654746004513334
221,1-8023,14,2,1-8023,16,6,0,0,6.0,0.375
330,1-4531,3,3,1-4531,94,23,0,20,35.204755544662476,0.37451867600704764
403,1-1770,12,14,1-1770,35,7,0,10,13.102377772331238,0.3743536506380354
536,1-9971,8,12,1-9971,15,5,0,1,5.610237777233124,0.3740158518155416
544,1-5799,2,21,1-5799,7,2,0,1,2.610237777233124,0.3728911110333034
511,1-9697,6,1,1-9697,20,5,0,4,7.440951108932495,0.37204755544662477
392,1-9609,8,5,1-9609,25,5,0,7,9.271664440631866,0.37086657762527464
477,1-9055,1,6,1-9055,12,2,0,4,4.440951108932495,0.37007925907770794
31,1-8938,10,7,1-8938,30,8,0,5,11.051188886165619,0.3683729628721873
454,1-0272,16,20,1-0272,111,27,0,22,40.42523109912872,0.36419127116332184
509,1-18935,21,18,1-18935,30,6,0,8,10.88190221786499,0.362730073928833
141,MLG45,8,5,MLG45,70,15,0,17,25.374042212963104,0.36248631732804437
85,1-8084,8,5,1-8084,82,10,0,32,29.52760887145996,0.36009279111536535
375,MLG14,15,10,MLG14,232,60,0,38,83.1890355348587,0.35857342902956335
510,1-3206,13,11,1-3206,45,10,0,10,16.102377772331238,0.3578306171629164
342,MLG65,18,19,MLG65,201,21,0,83,71.64973551034927,0.3564663458226332
339,1-3523,13,11,1-3523,543,82,0,180,191.84279990196228,0.35330165727801527
378,1-6561,6,4,1-6561,65,15,0,13,22.93309110403061,0.35281678621585555
315,1-1769,16,20,1-1769,89,21,0,17,31.374042212963104,0.3525173282355405
190,1-2382,7,8,1-2382,139,44,0,8,48.88190221786499,0.35166836127960427
405,1-3104,15,10,1-3104,16,5,0,1,5.610237777233124,0.35063986107707024
520,1-2034,4,9,1-2034,16,5,0,1,5.610237777233124,0.35063986107707024
528,1-6718,12,14,1-6718,20,7,0,0,7.0,0.35
157,1-6061,8,5,1-6061,40,6,0,13,13.93309110403061,0.3483272776007652
