Unnamed: 0.13,Unnamed: 0.12,Unnamed: 0.11,Unnamed: 0.10,Unnamed: 0.9,Unnamed: 0.8,Unnamed: 0.7,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,exam,slot,Exam Group,Exam Block,size,b2bs,confs,2i3s,score,score_norm
215,215,215,215,215,215,215,215,215,215,215,215,215,215,MLG40,17,MLG40,3,51,11,1,7,1013.3237439393997,19.8690930184196
168,168,168,168,168,168,168,168,168,168,168,168,168,168,MLG45,5,MLG45,5,70,17,1,16,1022.3114147186279,14.604448781694686
32,32,32,32,32,32,32,32,32,32,32,32,32,32,1-7874,17,1-7874,19,258,29,1,6,1030.9917805194855,3.9960921725561453
8,8,8,8,8,8,8,8,8,8,8,8,8,8,1-10468,5,1-10468,5,549,59,1,156,1110.7862935066223,2.0232901521067803
203,203,203,203,203,203,203,203,203,203,203,203,203,203,1-9938,6,1-9938,6,55,18,0,10,21.319634199142456,0.387629712711681
112,112,112,112,112,112,112,112,112,112,112,112,112,112,1-3447,4,1-3447,4,110,34,0,21,40.97123181819916,0.3724657438018105
165,165,165,165,165,165,165,165,165,165,165,165,165,165,MLG59,5,MLG59,5,71,19,0,22,26.303195238113403,0.3704675385649775
228,228,228,228,228,228,228,228,228,228,228,228,228,228,MLG60,2,MLG60,2,47,16,0,4,17.327853679656982,0.36867773786504215
394,394,394,394,394,394,394,394,394,394,394,394,394,394,1-9697,14,1-9697,20,20,4,0,10,7.319634199142456,0.3659817099571228
267,267,267,267,267,267,267,267,267,267,267,267,267,267,1-5413,15,1-5413,16,39,10,0,11,13.651597619056702,0.3500409645911975
171,171,171,171,171,171,171,171,171,171,171,171,171,171,1-9645,8,1-9645,9,69,5,0,57,23.921914935112,0.3466944193494493
125,125,125,125,125,125,125,125,125,125,125,125,125,125,1-1390,4,1-1390,16,98,23,0,33,33.954792857170105,0.34647747813438884
85,85,85,85,85,85,85,85,85,85,85,85,85,85,1-1131,10,1-1131,12,138,26,0,62,46.58173203468323,0.3375487828600234
34,34,34,34,34,34,34,34,34,34,34,34,34,34,MLG51,15,MLG51,16,248,71,0,31,81.29086601734161,0.3277857500699259
123,123,123,123,123,123,123,123,123,123,123,123,123,123,1-11350,2,1-11350,2,100,28,0,13,32.31552445888519,0.3231552445888519
299,299,299,299,299,299,299,299,299,299,299,299,299,299,MLG31,17,MLG31,19,33,10,0,2,10.663926839828491,0.32314929817662097
81,81,81,81,81,81,81,81,81,81,81,81,81,81,1-7682,11,1-7682,11,141,27,0,55,45.25798809528351,0.3209786389736419
242,242,242,242,242,242,242,242,242,242,242,242,242,242,1-3206,12,1-3206,13,45,11,0,10,14.319634199142456,0.3182140933142768
256,256,256,256,256,256,256,256,256,256,256,256,256,256,1-0296,3,1-0296,3,41,5,0,23,12.635158658027649,0.3081746014153085
239,239,239,239,239,239,239,239,239,239,239,239,239,239,1-5002,7,1-5002,7,45,9,0,14,13.647487878799438,0.3032775084177653
