Unnamed: 0.11,Unnamed: 0.10,Unnamed: 0.9,Unnamed: 0.8,Unnamed: 0.7,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,exam,slot,Exam Group,Exam Block,size,b2bs,confs,2i3s,score,score_norm
145,145,145,145,145,145,145,145,145,145,145,145,1-9491,5,1-9491,10,80,10,1,23,1023.7819813489914,12.797274766862392
93,93,93,93,93,93,93,93,93,93,93,93,MLG52,5,MLG52,10,125,14,1,21,1026.5835481882095,8.212668385505676
132,132,132,132,132,132,132,132,132,132,132,132,MLG55,19,MLG55,20,92,43,0,9,48.39294922351837,0.5260103176469388
118,118,118,118,118,118,118,118,118,118,118,118,MLG15,2,MLG15,9,105,22,0,53,53.7584787607193,0.5119855120068505
91,91,91,91,91,91,91,91,91,91,91,91,1-9270,9,1-9270,13,128,39,0,44,65.36552953720093,0.5106681995093822
332,332,332,332,332,332,332,332,332,332,332,332,P-16616,17,P-16616,16,28,7,0,11,13.591382384300232,0.48540651372500826
66,66,66,66,66,66,66,66,66,66,66,66,MLG48,8,MLG48,6,159,29,0,75,73.94124352931976,0.4650392674799985
191,191,191,191,191,191,191,191,191,191,191,191,MLG44,9,MLG44,13,59,10,0,27,26.178847670555115,0.4437092825517816
17,17,17,17,17,17,17,17,17,17,17,17,1-7004,14,1-7004,19,381,53,0,193,168.64880001544952,0.4426477690694213
300,300,300,300,300,300,300,300,300,300,300,300,1-18709,5,1-18709,10,33,5,0,16,14.587465286254883,0.4420444026137843
15,15,15,15,15,15,15,15,15,15,15,15,1-1580,15,1-1580,18,400,47,0,210,172.83548188209534,0.43208870470523836
124,124,124,124,124,124,124,124,124,124,124,124,1-0292,1,1-0292,1,99,29,0,22,42.182764768600464,0.4260885330161663
104,104,104,104,104,104,104,104,104,104,104,104,1-9394,16,1-9394,17,117,15,0,58,49.75456166267395,0.42525266378353804
25,25,25,25,25,25,25,25,25,25,25,25,1-18028,3,1-18028,4,309,14,0,189,127.2519336938858,0.4118185556436434
165,165,165,165,165,165,165,165,165,165,165,165,MLG59,6,MLG59,9,71,19,0,17,29.186681866645813,0.4110800262907861
55,55,55,55,55,55,55,55,55,55,55,55,1-1462,12,1-1462,14,192,17,0,102,78.12009119987488,0.40687547499934834
28,28,28,28,28,28,28,28,28,28,28,28,1-7005,12,1-7005,14,285,21,0,158,115.67621970176697,0.40588147263777885
195,195,195,195,195,195,195,195,195,195,195,195,1-9379,6,1-9379,9,58,15,0,14,23.389032125473022,0.40325917457712107
44,44,44,44,44,44,44,44,44,44,44,44,1-0008,1,1-0008,1,230,1,0,151,91.48170363903046,0.397746537561002
228,228,228,228,228,228,228,228,228,228,228,228,MLG60,13,MLG60,5,47,12,0,11,18.591382384300232,0.39556132732553684
217,217,217,217,217,217,217,217,217,217,217,217,1-9770,19,1-9770,20,50,18,0,2,19.19843316078186,0.3839686632156372
368,368,368,368,368,368,368,368,368,368,368,368,1-6858,20,1-6858,21,23,1,0,13,8.789815545082092,0.3821658932644388
215,215,215,215,215,215,215,215,215,215,215,215,MLG40,17,MLG40,16,51,15,0,7,19.19451606273651,0.3763630600536571
22,22,22,22,22,22,22,22,22,22,22,22,MLG50,8,MLG50,6,319,66,0,90,119.92949223518372,0.3759545211134286
329,329,329,329,329,329,329,329,329,329,329,329,1-5980,19,1-5980,11,29,9,0,3,10.79764974117279,0.3723327496956135
