Unnamed: 0.15,Unnamed: 0.14,Unnamed: 0.13,Unnamed: 0.12,Unnamed: 0.11,Unnamed: 0.10,Unnamed: 0.9,Unnamed: 0.8,Unnamed: 0.7,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Exam Group,Exam Block,slot,exam,size,b2bs,confs,2i3s,score,score_norm
305,305,305,305,305,305,305,305,305,305,305,305,305,305,305,305,305,1-7866,15,11,1-7866,318,172,0,31,188.82092815637589,0.5937765036364021
282,282,282,282,282,282,282,282,282,282,282,282,282,282,282,282,282,1-1608,7,13,1-1608,307,72,0,195,177.8090642094612,0.5791826195747922
104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,1-8267,6,4,1-8267,133,55,0,34,73.44875991344452,0.5522463151386806
299,299,299,299,299,299,299,299,299,299,299,299,299,299,299,299,299,MLG54,10,3,MLG54,595,105,0,408,326.38511896133423,0.5485464184224105
302,302,302,302,302,302,302,302,302,302,302,302,302,302,302,302,302,MLG51,12,14,MLG51,248,85,0,89,133.29234212636948,0.5374691214772963
149,149,149,149,149,149,149,149,149,149,149,149,149,149,149,149,149,MLG58,10,3,MLG58,71,30,0,14,37.596548199653625,0.5295288478824455
353,353,353,353,353,353,353,353,353,353,353,353,353,353,353,353,353,MLG50,10,3,MLG50,319,96,0,134,168.709818482399,0.5288709043335391
434,434,434,434,434,434,434,434,434,434,434,434,434,434,434,434,434,MLG59,14,9,MLG59,71,22,0,25,35.56526464223862,0.50091922031322
387,387,387,387,387,387,387,387,387,387,387,387,387,387,387,387,387,1-10539,15,15,1-10539,63,25,0,10,30.426105856895447,0.48295406122056267
526,526,526,526,526,526,526,526,526,526,526,526,526,526,526,526,526,1-5002,9,5,1-5002,45,13,0,16,21.681769371032715,0.48181709713406035
440,440,440,440,440,440,440,440,440,440,440,440,440,440,440,440,440,MLG52,10,3,MLG52,125,48,0,13,55.05393761396408,0.4404315009117126
364,364,364,364,364,364,364,364,364,364,364,364,364,364,364,364,364,1-7682,19,8,1-7682,141,43,0,35,61.991370499134064,0.4396551099229366
423,423,423,423,423,423,423,423,423,423,423,423,423,423,423,423,423,1-7122,10,12,1-7122,197,7,0,145,85.67853492498398,0.43491642093900496
162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,1-8067,16,2,1-8067,322,105,0,60,137.55663514137268,0.427194519072586
141,141,141,141,141,141,141,141,141,141,141,141,141,141,141,141,141,MLG45,15,11,MLG45,70,20,0,18,29.766990542411804,0.42524272203445435
99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,1-5775,4,12,1-5775,244,69,0,62,102.64185631275177,0.42066334554406465
370,370,370,370,370,370,370,370,370,370,370,370,370,370,370,370,370,MLG62,13,1,MLG62,525,19,0,369,219.223306119442,0.41756820213227047
46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,1-8566,1,18,1-8566,5,1,0,2,2.0852211713790894,0.4170442342758179
71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,1-6532,19,8,1-6532,27,9,0,3,10.627831757068634,0.3936233984099494
484,484,484,484,484,484,484,484,484,484,484,484,484,484,484,484,484,MLG31,19,8,MLG31,33,8,0,9,12.883495271205902,0.39040894761230005
345,345,345,345,345,345,345,345,345,345,345,345,345,345,345,345,345,1-1131,15,11,1-1131,138,39,0,27,53.650485813617706,0.3887716363305631
131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,1-9283,18,15,1-9283,235,84,0,13,91.05393761396408,0.38746356431474077
184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,1-8074,4,12,1-8074,145,29,0,50,56.130529284477234,0.3871070985136361
386,386,386,386,386,386,386,386,386,386,386,386,386,386,386,386,386,MLG68,18,15,MLG68,642,125,0,221,244.91693943738937,0.381490559871323
385,385,385,385,385,385,385,385,385,385,385,385,385,385,385,385,385,1-6974,4,3,1-6974,207,51,0,51,78.67313987016678,0.38006347763365594
244,244,244,244,244,244,244,244,244,244,244,244,244,244,244,244,244,MLG57,12,14,MLG57,629,69,0,311,237.7518921494484,0.3779839302852916
562,562,562,562,562,562,562,562,562,562,562,562,562,562,562,562,562,1-0003,12,14,1-0003,17,3,0,6,6.255663514137268,0.3679802067139569
326,326,326,326,326,326,326,326,326,326,326,326,326,326,326,326,326,1-8826,6,4,1-8826,123,32,0,23,44.48004347085953,0.3616263696817848
227,227,227,227,227,227,227,227,227,227,227,227,227,227,227,227,227,1-3068,6,4,1-3068,180,35,0,55,64.84358221292496,0.36024212340513867
339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,1-3523,14,9,1-3523,543,118,0,143,195.5933137536049,0.36020868094586533
73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,1-5355,20,20,1-5355,53,12,0,13,19.05393761396408,0.3595082568672468
400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,1-18709,9,5,1-18709,33,8,0,7,11.798274099826813,0.35752345757050946
208,208,208,208,208,208,208,208,208,208,208,208,208,208,208,208,208,1-10468,16,2,1-10468,549,130,0,122,196.19849145412445,0.35737430137363285
346,346,346,346,346,346,346,346,346,346,346,346,346,346,346,346,346,MLG32,1,18,MLG32,52,12,0,12,18.511327028274536,0.35598705823604876
383,383,383,383,383,383,383,383,383,383,383,383,383,383,383,383,383,1-8551,6,4,1-8551,38,10,0,6,13.255663514137268,0.3488332503720334
92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,1-7807,6,4,1-7807,239,55,0,49,81.58791869878769,0.34137204476480204
443,443,443,443,443,443,443,443,443,443,443,443,443,443,443,443,443,1-3447,5,10,1-3447,110,19,0,34,37.44875991344452,0.34044327194040475
157,157,157,157,157,157,157,157,157,157,157,157,157,157,157,157,157,1-6061,9,15,1-6061,40,13,0,1,13.542610585689545,0.33856526464223863
153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,1-1350,7,13,1-1350,195,55,0,20,65.8522117137909,0.3377036498143123
368,368,368,368,368,368,368,368,368,368,368,368,368,368,368,368,368,1-5197,16,2,1-5197,72,12,0,22,23.937432885169983,0.3324643456273609
251,251,251,251,251,251,251,251,251,251,251,251,251,251,251,251,251,1-7268,18,15,1-7268,70,21,0,4,23.17044234275818,0.3310063191822597
130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,1-1833,4,12,1-1833,124,16,0,46,40.960086941719055,0.3303232817880569
360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,1-6611,6,4,1-6611,89,19,0,19,29.30960112810135,0.3293213609899028
428,428,428,428,428,428,428,428,428,428,428,428,428,428,428,428,428,1-2701,4,12,1-2701,61,7,0,24,20.022654056549072,0.3282402304352307
154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,1-18994,14,15,1-18994,28,8,0,2,9.08522117137909,0.3244721846921103
314,314,314,314,314,314,314,314,314,314,314,314,314,314,314,314,314,1-3139,5,10,1-3139,93,16,0,26,30.10787522792816,0.3237405938486899
58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,1-17733,16,2,1-17733,74,14,0,18,23.766990542411804,0.3211755478704298
234,234,234,234,234,234,234,234,234,234,234,234,234,234,234,234,234,MLG29,9,5,MLG29,164,28,0,45,52.41747635602951,0.31961875826847264
505,505,505,505,505,505,505,505,505,505,505,505,505,505,505,505,505,1-4747,20,20,1-4747,25,2,0,11,7.9687164425849915,0.31874865770339966
214,214,214,214,214,214,214,214,214,214,214,214,214,214,214,214,214,1-0053,9,5,1-0053,142,36,0,17,45.22437995672226,0.31848154899100184
55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,1-8095,1,18,1-8095,46,7,0,14,14.596548199653625,0.31731626520986145
188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,1-20167,9,5,1-20167,56,15,0,5,17.713052928447723,0.31630451657942366
