Unnamed: 0.9,Unnamed: 0.8,Unnamed: 0.7,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,exam,slot,Exam Group,Exam Block,size,b2bs,confs,2i3s,score,score_norm
215,215,215,215,215,215,215,215,215,215,MLG40,23,MLG40,3,51,8,1,0,1008.0,19.764705882352942
168,168,168,168,168,168,168,168,168,168,MLG45,8,MLG45,5,70,18,1,16,1027.7060918807983,14.68151559829712
32,32,32,32,32,32,32,32,32,32,1-7874,23,1-7874,19,258,15,1,0,1015.0,3.934108527131783
8,8,8,8,8,8,8,8,8,8,1-10468,8,1-10468,5,549,57,1,153,1149.8145036101341,2.0943797879966013
93,93,93,93,93,93,93,93,93,93,MLG52,13,MLG52,12,125,32,0,53,64.1514293551445,0.5132114348411561
165,165,165,165,165,165,165,165,165,165,MLG59,8,MLG59,5,71,20,0,22,33.34587633609772,0.46966023008588337
256,256,256,256,256,256,256,256,256,256,1-0296,6,1-0296,3,41,5,0,23,18.952507078647614,0.4622562702109174
203,203,203,203,203,203,203,203,203,203,1-9938,9,1-9938,6,55,18,0,10,24.066307425498962,0.43756922591816294
112,112,112,112,112,112,112,112,112,112,1-3447,7,1-3447,4,110,34,0,21,46.73924559354782,0.42490223266861654
12,12,12,12,12,12,12,12,12,12,1-7024,11,1-7024,9,498,70,0,226,207.09854781627655,0.41586053778368787
239,239,239,239,239,239,239,239,239,239,1-5002,10,1-5002,7,45,9,0,16,18.70609188079834,0.41569093068440754
101,101,101,101,101,101,101,101,101,101,1-18371,12,1-18371,10,120,12,0,62,49.61110603809357,0.4134258836507797
394,394,394,394,394,394,394,394,394,394,1-9697,22,1-9697,20,20,5,0,5,8.033153712749481,0.40165768563747406
71,71,71,71,71,71,71,71,71,71,1-4417,18,1-4417,18,151,21,0,63,59.21773678064346,0.39217044225591696
228,228,228,228,228,228,228,228,228,228,MLG60,5,MLG60,2,47,16,0,4,18.426522970199585,0.3920536802170124
34,34,34,34,34,34,34,34,34,34,MLG51,16,MLG51,16,248,70,0,44,96.69175267219543,0.389886099484659
66,66,66,66,66,66,66,66,66,66,MLG48,9,MLG48,6,159,13,0,80,61.5304594039917,0.3869840214087528
13,13,13,13,13,13,13,13,13,13,1-1258,15,1-1258,15,435,87,0,122,161.00895059108734,0.3701355186002008
67,67,67,67,67,67,67,67,67,67,1-3516,20,1-3516,8,156,0,0,95,57.62992054224014,0.3694225675784625
195,195,195,195,195,195,195,195,195,195,1-9379,11,1-9379,9,58,12,0,15,21.099461138248444,0.3637838127284214
5,5,5,5,5,5,5,5,5,5,MLG57,16,MLG57,16,629,114,0,188,228.0465795993805,0.36255418060314865
182,182,182,182,182,182,182,182,182,182,1-6647,6,1-6647,9,62,10,0,20,22.132614850997925,0.3569776588870633
6,6,6,6,6,6,6,6,6,6,MLG54,13,MLG54,12,595,37,0,289,212.31628459692,0.35683409175952946
62,62,62,62,62,62,62,62,62,62,1-6878,18,1-6878,18,167,7,0,86,59.17024385929108,0.3543128374807849
265,265,265,265,265,265,265,265,265,265,1-1204,12,1-1204,10,39,4,0,16,13.70609188079834,0.3514382533538036
114,114,114,114,114,114,114,114,114,114,1-7152,20,1-7152,8,109,0,0,62,37.61110603809357,0.3450560186981061
23,23,23,23,23,23,23,23,23,23,1-7866,6,1-7866,3,318,28,0,134,109.2885195016861,0.34367458962794367
123,123,123,123,123,123,123,123,123,123,1-11350,5,1-11350,2,100,28,0,10,34.06630742549896,0.34066307425498965
345,345,345,345,345,345,345,345,345,345,1-3584,10,1-3584,17,26,4,0,8,8.85304594039917,0.3405017669384296
295,295,295,295,295,295,295,295,295,295,1-1942,4,1-1942,1,34,3,0,14,11.492830395698547,0.33802442340289846
9,9,9,9,9,9,9,9,9,9,1-3523,6,1-3523,3,543,92,0,150,182.99461138248444,0.33700665079647224
81,81,81,81,81,81,81,81,81,81,1-7682,2,1-7682,11,141,25,0,37,47.44533747434616,0.3364917551372068
217,217,217,217,217,217,217,217,217,217,1-9770,12,1-9770,10,50,4,0,21,16.73924559354782,0.33478491187095644
91,91,91,91,91,91,91,91,91,91,1-9270,14,1-9270,14,128,20,0,37,42.44533747434616,0.3316041990183294
150,150,150,150,150,150,150,150,150,150,1-3083,6,1-3083,3,78,7,0,31,25.805553019046783,0.33084042332111263
22,22,22,22,22,22,22,22,22,22,MLG50,15,MLG50,15,319,43,0,102,104.87633574008942,0.328765942758901
147,147,147,147,147,147,147,147,147,147,1-2423,13,1-2423,12,79,13,0,21,25.73924559354782,0.3258132353613648
94,94,94,94,94,94,94,94,94,94,1-1005,10,1-1005,7,125,17,0,39,40.65859895944595,0.3252687916755676
125,125,125,125,125,125,125,125,125,125,1-1390,16,1-1390,16,98,23,0,14,31.492830395698547,0.3213554122010056
263,263,263,263,263,263,263,263,263,263,1-6061,13,1-6061,12,40,8,0,8,12.85304594039917,0.32132614850997926
70,70,70,70,70,70,70,70,70,70,1-1224,16,1-1224,16,151,12,0,60,48.397844552993774,0.32051552684101836
124,124,124,124,124,124,124,124,124,124,1-0292,18,1-0292,18,99,3,0,47,31.511644899845123,0.31829944343277905
166,166,166,166,166,166,166,166,166,166,MLG58,13,MLG58,12,71,18,0,7,22.246415197849274,0.31332979151900386
176,176,176,176,176,176,176,176,176,176,1-6561,14,1-6561,14,65,10,0,17,20.312722623348236,0.3125034249745883
79,79,79,79,79,79,79,79,79,79,1-0129,15,1-0129,15,142,14,0,50,44.33153712749481,0.31219392343306207
122,122,122,122,122,122,122,122,122,122,1-9404,9,1-9404,6,100,19,0,20,31.132614850997925,0.31132614850997925
84,84,84,84,84,84,84,84,84,84,1-2382,7,1-2382,4,139,25,0,30,43.19892227649689,0.31078361349997763
31,31,31,31,31,31,31,31,31,31,1-9156,12,1-9156,10,268,24,0,97,82.84318202733994,0.3091163508482833
57,57,57,57,57,57,57,57,57,57,MLG75,11,MLG75,9,185,42,0,24,56.55913782119751,0.3057250693037703
350,350,350,350,350,350,350,350,350,350,1-9609,18,1-9609,12,25,4,0,6,7.639784455299377,0.3055913782119751
45,45,45,45,45,45,45,45,45,45,1-3596,7,1-3596,4,223,41,0,44,67.69175267219543,0.3035504604134324
26,26,26,26,26,26,26,26,26,26,1-18558,17,1-18558,17,307,76,0,28,92.9856607913971,0.30288488857132606
64,64,64,64,64,64,64,64,64,64,MLG29,10,MLG29,7,164,26,0,38,49.05196821689606,0.29909736717619545
89,89,89,89,89,89,89,89,89,89,1-9831,8,1-9831,5,132,7,0,53,39.1514293551445,0.2966017375389735
