Unnamed: 0.12,Unnamed: 0.11,Unnamed: 0.10,Unnamed: 0.9,Unnamed: 0.8,Unnamed: 0.7,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Exam Group,Exam Block,slot,exam,size,b2bs,confs,2i3s,score,score_norm
191,191,191,191,191,191,191,191,191,191,191,191,191,MLG44,21,1,MLG44,59,5,1,3,1007.5522690415382,17.077157102398953
168,168,168,168,168,168,168,168,168,168,168,168,168,MLG45,7,2,MLG45,70,12,1,7,1017.9552944302559,14.5422184918608
80,80,80,80,80,80,80,80,80,80,80,80,80,1-0053,6,1,1-0053,142,5,1,14,1016.9105888605118,7.161342175074027
6,6,6,6,6,6,6,6,6,6,6,6,6,MLG54,7,2,MLG54,595,28,1,42,1063.7317665815353,1.7877844816496393
67,67,67,67,67,67,67,67,67,67,67,67,67,1-3516,5,6,1-3516,156,14,0,108,105.88168549537659,0.678728753175491
75,75,75,75,75,75,75,75,75,75,75,75,75,1-2545,4,12,1-2545,145,29,0,68,86.85143160820007,0.5989753904013798
358,358,358,358,358,358,358,358,358,358,358,358,358,1-8627,5,6,1-8627,25,6,0,10,14.507563471794128,0.5803025388717651
228,228,228,228,228,228,228,228,228,228,228,228,228,MLG60,4,12,MLG60,47,6,0,23,25.567395985126495,0.5439871486197126
81,81,81,81,81,81,81,81,81,81,81,81,81,1-7682,18,19,1-7682,141,23,0,60,74.04538083076477,0.5251445448990409
55,55,55,55,55,55,55,55,55,55,55,55,55,1-1462,14,15,1-1462,192,15,0,99,99.22487837076187,0.5167962415143847
165,165,165,165,165,165,165,165,165,165,165,165,165,MLG59,10,5,MLG59,71,27,0,11,36.35831981897354,0.5120890115348387
78,78,78,78,78,78,78,78,78,78,78,78,78,1-1570,18,19,1-1570,142,16,0,66,72.14991891384125,0.5080980205200087
121,121,121,121,121,121,121,121,121,121,121,121,121,1-9333,20,21,1-9333,102,24,0,29,48.67193406820297,0.47717582419806837
36,36,36,36,36,36,36,36,36,36,36,36,36,MLG64,13,14,MLG64,245,78,0,45,116.28403562307358,0.47462871682887176
91,91,91,91,91,91,91,91,91,91,91,91,91,1-9270,19,20,1-9270,128,24,0,43,60.58252292871475,0.473300960380584
368,368,368,368,368,368,368,368,368,368,368,368,368,1-6858,11,7,1-6858,23,10,0,1,10.850756347179413,0.4717720150947571
102,102,102,102,102,102,102,102,102,102,102,102,102,1-17907,5,6,1-17907,119,11,0,53,56.09008640050888,0.4713452638698225
545,545,545,545,545,545,545,545,545,545,545,545,545,1-4926,15,16,1-4926,4,1,0,1,1.8507563471794128,0.4626890867948532
57,57,57,57,57,57,57,57,57,57,57,57,57,MLG75,4,12,MLG75,185,40,0,53,85.09008640050888,0.4599464129757237
299,299,299,299,299,299,299,299,299,299,299,299,299,MLG31,13,14,MLG31,33,9,0,7,14.95529443025589,0.45319074031078455
156,156,156,156,156,156,156,156,156,156,156,156,156,1-2294,8,3,1-2294,75,21,0,15,33.76134520769119,0.4501512694358826
137,137,137,137,137,137,137,137,137,137,137,137,137,1-6611,5,6,1-6611,89,6,0,40,40.030253887176514,0.44977813356378105
49,49,49,49,49,49,49,49,49,49,49,49,49,1-6974,7,2,1-6974,207,63,0,34,91.92571580410004,0.44408558359468614
281,281,281,281,281,281,281,281,281,281,281,281,281,1-3312,11,8,1-3312,36,3,0,15,15.761345207691193,0.4378151446580887
331,331,331,331,331,331,331,331,331,331,331,331,331,1-5981,3,12,1-5981,28,8,0,5,12.253781735897064,0.43763506199632374
129,129,129,129,129,129,129,129,129,129,129,129,129,1-4531,14,15,1-4531,94,12,0,34,40.92571580410004,0.43537995536276636
462,462,462,462,462,462,462,462,462,462,462,462,462,1-4052,19,12,1-4052,13,3,0,3,5.5522690415382385,0.4270976185798645
296,296,296,296,296,296,296,296,296,296,296,296,296,1-0205,14,15,1-0205,34,6,0,10,14.507563471794128,0.4266930432880626
552,552,552,552,552,552,552,552,552,552,552,552,552,1-19568,4,12,1-19568,2,0,0,1,0.8507563471794128,0.4253781735897064
556,556,556,556,556,556,556,556,556,556,556,556,556,1-9455,1,10,1-9455,2,0,0,1,0.8507563471794128,0.4253781735897064
553,553,553,553,553,553,553,553,553,553,553,553,553,1-4847,1,10,1-4847,2,0,0,1,0.8507563471794128,0.4253781735897064
555,555,555,555,555,555,555,555,555,555,555,555,555,1-6028,5,6,1-6028,2,0,0,1,0.8507563471794128,0.4253781735897064
34,34,34,34,34,34,34,34,34,34,34,34,34,MLG51,8,3,MLG51,248,48,0,67,105.00067526102066,0.4233898196008898
