Exam Group,Exam Block,slot,exam,size,b2bs,confs,2i3s,score,score_norm
MLG59,2,8,MLG59,71,28,1,12,1039.5373289585114,14.641370830401568
MLG45,21,23,MLG45,70,12,1,9,1020.6529967188835,14.58075709598405
1-8285,7,23,1-8285,72,8,1,9,1016.6529967188835,14.120180509984493
MLG38,7,13,MLG38,77,11,1,13,1023.4987730383873,13.292191857641393
1-18028,7,13,1-18028,309,83,1,40,1121.4577631950378,3.6293131494985045
MLG56,2,8,MLG56,511,63,1,73,1133.185417830944,2.2175839879274837
1-1580,13,15,1-1580,400,44,0,287,319.9344509243965,0.7998361273109913
1-9379,19,22,1-9379,58,20,0,22,41.15176975727081,0.709513271677083
1-3587,14,16,1-3587,46,17,0,13,29.4987730383873,0.6412776747475499
MLG44,8,14,MLG44,59,12,0,26,36.9975460767746,0.627077052148722
1-8627,14,16,1-8627,25,5,0,11,15.575884878635406,0.6230353951454163
1-5913,8,14,1-5913,14,1,0,8,8.691552639007568,0.6208251885005406
72-11994,4,6,72-11994,8,1,0,4,4.845776319503784,0.605722039937973
1-1183,10,23,1-1183,45,25,0,1,25.961444079875946,0.5769209795527988
1-0008,10,18,1-0008,230,121,0,12,132.53732895851135,0.5762492563413537
1-4531,20,7,1-4531,94,12,0,42,52.380651354789734,0.5572409718594653
1-11329,21,23,1-11329,14,2,0,6,7.768664479255676,0.5549046056611198
1-8023,5,5,1-8023,16,4,0,5,8.80722039937973,0.5504512749612331
1-6927,19,22,1-6927,179,43,0,56,96.84086847305298,0.541010438396944
1-10539,21,23,1-10539,63,9,0,26,33.9975460767746,0.5396435885202318
1-0292,19,22,1-0292,99,12,0,42,52.380651354789734,0.5290974884322195
1-7268,21,23,1-7268,70,27,0,10,36.61444079875946,0.523063439982278
MLG40,9,14,MLG40,51,9,0,18,26.30599343776703,0.5158037928973928
1-5425,5,5,1-5425,17,2,0,7,8.730108559131622,0.5135357975959778
1-8573,22,17,1-8573,184,92,0,2,93.92288815975189,0.5104504791290864
1-0272,14,16,1-0272,111,15,0,43,56.34209543466568,0.5075864453573484
1-1390,19,22,1-1390,98,35,0,15,49.42166119813919,0.5043026652871346
1-9455,4,6,1-9455,2,1,0,0,1.0,0.5
1-8067,6,12,1-8067,322,27,0,138,159.67928302288055,0.4958983944809955
P-16616,3,9,P-16616,28,10,0,4,13.845776319503784,0.4944920114108494
1-6028,22,1,1-6028,2,0,0,1,0.961444079875946,0.480722039937973
1-19568,1,10,1-19568,2,0,0,1,0.961444079875946,0.480722039937973
1-5282,10,4,1-5282,17,7,0,1,7.961444079875946,0.4683202399927027
1-6914,21,23,1-6914,73,26,0,8,33.69155263900757,0.4615281183425694
1-9938,6,12,1-9938,55,6,0,20,25.22888159751892,0.45870693813670765
1-7005,20,7,1-7005,285,39,0,95,130.33718758821487,0.45732346522180656
1-5981,5,5,1-5981,28,6,0,7,12.730108559131622,0.4546467342547008
