Unnamed: 0.9,Unnamed: 0.8,Unnamed: 0.7,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,exam,slot,Exam Group,Exam Block,size,b2bs,confs,2i3s,score,score_norm
215,215,215,215,215,215,215,215,215,215,MLG40,1,MLG40,3,51,8,1,0,1008.0,19.764705882352942
168,168,168,168,168,168,168,168,168,168,MLG45,8,MLG45,5,70,17,1,16,1022.4773559570312,14.606819370814732
32,32,32,32,32,32,32,32,32,32,1-7874,1,1-7874,19,258,15,1,0,1015.0,3.934108527131783
8,8,8,8,8,8,8,8,8,8,1-10468,8,1-10468,5,549,57,1,156,1110.4042205810547,2.022594208708661
203,203,203,203,203,203,203,203,203,203,1-9938,9,1-9938,6,55,18,0,10,21.42334747314453,0.38951540860262784
267,267,267,267,267,267,267,267,267,267,1-5413,18,1-5413,16,39,10,0,14,14.792686462402344,0.37929965288211137
112,112,112,112,112,112,112,112,112,112,1-3447,7,1-3447,4,110,34,0,21,41.189029693603516,0.3744457244873047
165,165,165,165,165,165,165,165,165,165,MLG59,8,MLG59,5,71,19,0,22,26.53136444091797,0.3736811893087038
171,171,171,171,171,171,171,171,171,171,1-9645,11,1-9645,9,69,5,0,57,24.513080596923828,0.3552620376365772
34,34,34,34,34,34,34,34,34,34,MLG51,18,MLG51,16,248,70,0,44,85.06272888183594,0.342994874523532
85,85,85,85,85,85,85,85,85,85,1-1131,13,1-1131,12,138,26,0,62,47.224754333496094,0.34220836473547894
239,239,239,239,239,239,239,239,239,239,1-5002,10,1-5002,7,45,10,0,14,14.792686462402344,0.3287263658311632
228,228,228,228,228,228,228,228,228,228,MLG60,5,MLG60,2,47,14,0,4,15.369338989257812,0.3270072125374003
81,81,81,81,81,81,81,81,81,81,1-7682,14,1-7682,11,141,27,0,55,45.82841110229492,0.3250241922148576
242,242,242,242,242,242,242,242,242,242,1-3206,15,1-3206,13,45,11,0,10,14.423347473144531,0.32051883273654513
394,394,394,394,394,394,394,394,394,394,1-9697,2,1-9697,20,20,5,0,4,6.3693389892578125,0.3184669494628906
123,123,123,123,123,123,123,123,123,123,1-11350,5,1-11350,2,100,28,0,10,31.42334747314453,0.3142334747314453
256,256,256,256,256,256,256,256,256,256,1-0296,6,1-0296,3,41,5,0,23,12.873699188232422,0.31399266312762003
146,146,146,146,146,146,146,146,146,146,MLG78,17,MLG78,15,80,17,0,21,24.189029693603516,0.30236287117004396
26,26,26,26,26,26,26,26,26,26,1-18558,19,1-18558,17,307,80,0,27,89.24303817749023,0.2906939354315643
93,93,93,93,93,93,93,93,93,93,MLG52,13,MLG52,12,125,30,0,18,36.162025451660156,0.28929620361328123
22,22,22,22,22,22,22,22,22,22,MLG50,17,MLG50,15,319,43,0,143,91.9538688659668,0.2882566422130621
71,71,71,71,71,71,71,71,71,71,1-4417,20,1-4417,18,151,21,0,65,43.25175857543945,0.2864354872545659
125,125,125,125,125,125,125,125,125,125,1-1390,18,1-1390,16,98,23,0,14,27.792686462402344,0.2835988414530851
12,12,12,12,12,12,12,12,12,12,1-7024,11,1-7024,9,498,64,0,223,140.34064865112305,0.2818085314279579
54,54,54,54,54,54,54,54,54,54,1-1350,14,1-1350,11,195,33,0,64,54.909423828125,0.28158678886217947
5,5,5,5,5,5,5,5,5,5,MLG57,18,MLG57,16,629,111,0,191,176.38593673706055,0.28042279290470673
189,189,189,189,189,189,189,189,189,189,MLG10,2,MLG10,20,60,12,0,14,16.792686462402344,0.27987810770670574
195,195,195,195,195,195,195,195,195,195,1-9379,11,1-9379,9,58,12,0,12,16.108016967773438,0.27772443047885237
233,233,233,233,233,233,233,233,233,233,1-3587,15,1-3587,13,46,11,0,5,12.711673736572266,0.27634073340374493
57,57,57,57,57,57,57,57,57,57,MLG75,11,MLG75,9,185,41,0,26,49.90070343017578,0.2697335320550042
43,43,43,43,43,43,43,43,43,43,MLG14,5,MLG14,2,232,56,0,18,62.162025451660156,0.2679397648778455
182,182,182,182,182,182,182,182,182,182,1-6647,6,1-6647,9,62,10,0,19,16.50436019897461,0.26619935804797756
91,91,91,91,91,91,91,91,91,91,1-9270,16,1-9270,14,128,23,0,32,33.9547119140625,0.2652711868286133
77,77,77,77,77,77,77,77,77,77,1-9674,9,1-9674,6,144,34,0,12,38.10801696777344,0.2646390067206489
9,9,9,9,9,9,9,9,9,9,1-3523,6,1-3523,3,543,92,0,150,143.35021209716797,0.26399670736126696
13,13,13,13,13,13,13,13,13,13,1-1258,17,1-1258,15,435,91,0,69,114.62109756469727,0.2634967760107983
286,286,286,286,286,286,286,286,286,286,1-1770,17,1-1770,11,35,6,0,9,9.081012725830078,0.25945750645228793
345,345,345,345,345,345,345,345,345,345,1-3584,10,1-3584,17,26,4,0,8,6.738677978515625,0.25917992225060094
66,66,66,66,66,66,66,66,66,66,MLG48,9,MLG48,6,159,13,0,82,41.071449279785156,0.25831100175965505
358,358,358,358,358,358,358,358,358,358,1-8627,14,1-8627,11,25,3,0,10,6.423347473144531,0.2569338989257812
154,154,154,154,154,154,154,154,154,154,1-9417,9,1-9417,6,76,15,0,13,19.45035171508789,0.2559256804616828
