Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Exam Group,Exam Block,slot,exam,size,b2bs,confs,2i3s,score,score_norm
123,123,123,MLG55,5,13,MLG55,92,15,1,40,1054.6986961364746,11.464116262352984
153,153,153,1-1350,12,11,1-1350,195,45,2,29,2073.781554698944,10.63477720358433
352,352,352,MLG63,15,7,MLG63,380,63,3,68,3130.487783432007,8.238125745873702
345,345,345,1-1131,1,20,1-1131,138,24,1,19,1042.8568806648254,7.556933917861054
381,381,381,1-2335,10,10,1-2335,145,37,1,21,1057.8418154716492,7.295460796356201
382,382,382,1-18558,15,7,1-18558,307,51,2,71,2121.4651856422424,6.91031005095193
283,283,283,1-3535,17,6,1-3535,315,69,2,49,2117.6309027671814,6.722637786562481
331,331,331,MLG75,5,13,MLG75,185,34,1,55,1088.5857071876526,5.884247065879203
388,388,388,MLG49,19,5,MLG49,185,31,1,57,1087.5706419944763,5.878760226997169
106,106,106,MLG69,17,6,MLG69,576,103,3,107,3209.1940121650696,5.571517382231024
259,259,259,1-3596,2,18,1-3596,223,63,1,8,1070.939739227295,4.80242035527935
375,375,375,MLG14,2,18,MLG14,232,67,1,12,1078.9096088409424,4.6504724519006135
92,92,92,1-7807,10,10,1-7807,239,40,1,40,1079.6986961364746,4.5175677662614
302,302,302,MLG51,12,11,MLG51,248,51,1,24,1074.8192176818848,4.333948458394697
390,390,390,MLG64,1,20,MLG64,245,9,1,53,1061.6007723808289,4.333064377064607
446,446,446,1-3534,17,6,1-3534,279,83,1,26,1108.8041524887085,3.97420843185917
371,371,371,1-1580,15,7,1-1580,400,55,1,47,1101.6459679603577,2.754114919900894
299,299,299,MLG54,13,12,MLG54,595,34,1,442,1472.6705923080444,2.4750766257278056
236,236,236,1-7024,19,5,1-7024,498,77,1,144,1219.9153060913086,2.449629128697407
246,246,246,MLG56,13,12,MLG56,511,55,1,172,1225.7043933868408,2.398638734612213
244,244,244,MLG57,12,11,MLG57,629,95,1,183,1276.6215348243713,2.02960498382253
335,335,335,1-8910,13,20,1-8910,137,93,0,48,140.63843536376953,1.0265579223632812
370,370,370,MLG62,10,10,MLG62,525,63,0,469,528.4672122001648,1.0066042137145996
207,207,207,1-7058,3,21,1-7058,80,57,0,8,64.93973922729492,0.8117467403411865
462,462,462,1-1183,6,19,1-1183,45,10,0,26,35.804152488708496,0.795647833082411
364,364,364,1-7682,10,10,1-7682,141,52,0,54,105.59323978424072,0.748888225420147
510,510,510,1-3206,15,7,1-3206,45,6,0,26,31.804152488708496,0.7067589441935221
466,466,466,1-5981,15,7,1-5981,28,7,0,12,18.909608840942383,0.6753431728907994
463,463,463,1-1989,12,10,1-1989,46,27,0,4,30.96986961364746,0.6732580350792926
564,564,564,1-9034,10,10,1-9034,3,2,0,0,2.0,0.6666666666666666
330,330,330,1-4531,8,9,1-4531,94,16,0,47,62.645967960357666,0.6664464676633794
558,558,558,1-0055,12,11,1-0055,18,7,0,5,11.962337017059326,0.6645742787255181
256,256,256,1-9277,8,9,1-9277,48,9,0,23,31.8267502784729,0.6630572974681854
83,83,83,1-18423,18,14,1-18423,47,4,0,27,30.79661989212036,0.6552472317472418
48,48,48,1-0405,20,3,1-0405,64,3,0,39,41.706228733062744,0.6516598239541054
562,562,562,1-0003,6,19,1-0003,17,5,0,6,10.954804420471191,0.6444002600277171
552,552,552,MLG46,6,19,MLG46,17,4,0,7,10.947271823883057,0.643957166110768
251,251,251,1-7268,10,10,1-7268,70,11,0,34,44.74389171600342,0.6391984530857631
337,337,337,1-18613,6,19,1-18613,25,5,0,11,15.917141437530518,0.6366856575012207
421,421,421,1-8398,5,13,1-8398,54,34,0,0,34.0,0.6296296296296297
471,471,471,1-9794,1,20,1-9794,46,11,0,18,28.864413261413574,0.6274872448133386
186,186,186,72-11994,7,4,72-11994,8,5,0,0,5.0,0.625
520,520,520,1-2034,5,13,1-2034,16,5,0,5,9.962337017059326,0.6226460635662079
483,483,483,1-9491,5,13,1-9491,80,22,0,28,49.78908729553223,0.6223635911941529
557,557,557,1-9806,13,12,1-9806,8,2,0,3,4.977402210235596,0.6221752762794495
292,292,292,1-9997,6,19,1-9997,16,3,0,7,9.947271823883057,0.621704488992691
269,269,269,1-7839,12,11,1-7839,24,2,0,13,14.902076244354248,0.6209198435147604
548,548,548,1-3087,18,14,1-3087,26,12,0,4,15.969869613647461,0.6142257543710562
215,215,215,1-19839,9,8,1-19839,13,3,0,5,7.962337017059326,0.6124874628507174
179,179,179,1-4052,19,5,1-4052,13,2,0,6,7.954804420471191,0.6119080323439378
97,97,97,1-9237,3,21,1-9237,38,23,0,0,23.0,0.6052631578947368
501,501,501,1-18487,14,15,1-18487,23,3,0,11,13.917141437530518,0.6050931059795878
58,58,58,1-17733,16,17,1-17733,74,7,0,38,44.71376132965088,0.6042400179682551
46,46,46,1-8566,12,11,1-8566,5,3,0,0,3.0,0.6
314,314,314,1-3139,8,9,1-3139,93,22,0,33,54.75142431259155,0.5887249926085113
504,504,504,1-5425,17,6,1-5425,17,4,0,6,9.954804420471191,0.5855767306159524
322,322,322,1-0296,2,18,1-0296,41,14,0,10,23.924674034118652,0.5835286349785037
255,255,255,1-9946,12,11,1-9946,12,3,0,4,6.969869613647461,0.5808224678039551
413,413,413,1-8314,6,19,1-8314,36,3,0,18,20.864413261413574,0.579567035039266
94,94,94,1-3083,15,7,1-3083,78,14,0,31,44.76648950576782,0.573929352638049
411,411,411,MLG15,9,8,MLG15,105,43,0,17,59.87194585800171,0.5702090081714448
531,531,531,1-5891,18,14,1-5891,96,17,0,38,54.71376132965088,0.56993501385053
237,237,237,1-9667,9,8,1-9667,14,4,0,4,7.969869613647461,0.5692764009748187
327,327,327,P-16616,1,20,P-16616,28,5,0,11,15.917141437530518,0.5684693370546613
55,55,55,1-8095,7,4,1-8095,46,17,0,9,25.932206630706787,0.5637436224066693
230,230,230,1-3089,9,8,1-3089,16,2,0,7,8.947271823883057,0.559204488992691
320,320,320,MLG13,8,9,MLG13,140,34,0,44,77.66856575012207,0.554775469643729
312,312,312,1-3108,10,10,1-3108,18,5,0,5,9.962337017059326,0.5534631676144071
384,384,384,1-9270,14,15,1-9270,128,27,0,44,70.66856575012207,0.5520981699228287
442,442,442,MLG11,14,15,MLG11,87,45,0,2,46.98493480682373,0.5400567219175142
341,341,341,1-0031,13,12,1-0031,13,1,0,6,6.954804420471191,0.5349849554208609
150,150,150,1-7005,8,9,1-7005,285,32,0,121,152.0885558128357,0.533644055483634
272,272,272,1-1570,14,15,1-1570,142,22,0,54,75.59323978424072,0.5323467590439488
64,64,64,1-9674,16,17,1-9674,144,18,0,58,75.56310939788818,0.5247438152631124
171,171,171,1-8100,20,3,1-8100,19,3,0,7,9.947271823883057,0.5235406223096346
131,131,131,1-9283,18,14,1-9283,235,104,0,17,120.87194585800171,0.5143487057787307
42,42,42,1-1207,1,20,1-1207,66,22,0,12,33.90960884094238,0.5137819521354906
144,144,144,1-7744,14,15,1-7744,37,5,0,14,18.894543647766113,0.5106633418315166
540,540,540,1-5413,1,20,1-5413,39,7,0,13,19.902076244354248,0.5103096472911346
241,241,241,1-19448,12,11,1-19448,45,11,0,12,22.909608840942383,0.5091024186876085
468,468,468,1-6228,8,9,1-6228,48,21,0,3,23.977402210235596,0.4995292127132416
493,493,493,1-1836,15,7,1-1836,20,6,0,4,9.969869613647461,0.49849348068237304
405,405,405,1-3104,8,9,1-3104,16,4,0,4,7.969869613647461,0.4981168508529663
402,402,402,1-5744,1,20,1-5744,18,4,0,5,8.962337017059326,0.4979076120588515
274,274,274,1-0033,4,22,1-0033,10,2,0,3,4.977402210235596,0.4977402210235596
221,221,221,1-8023,12,11,1-8023,16,3,0,5,7.962337017059326,0.4976460635662079
404,404,404,1-4682,17,6,1-4682,16,3,0,5,7.962337017059326,0.4976460635662079
44,44,44,1-5214,8,9,1-5214,40,4,0,16,19.879478454589844,0.49698696136474607
85,85,85,1-8084,20,3,1-8084,82,3,0,38,40.71376132965088,0.4965092845079375
561,561,561,1-9455,12,11,1-9455,2,0,0,1,0.9924674034118652,0.4962337017059326
545,545,545,1-19567,1,20,1-19567,2,0,0,1,0.9924674034118652,0.4962337017059326
174,174,174,MLG38,10,10,MLG38,77,22,0,16,37.879478454589844,0.4919412786310369
526,526,526,1-5002,1,20,1-5002,45,10,0,12,21.909608840942383,0.4868801964653863
438,438,438,MLG10,18,14,MLG10,60,23,0,6,28.95480442047119,0.4825800736745199
392,392,392,1-9609,2,18,1-9609,25,10,0,2,11.98493480682373,0.4793973922729492
547,547,547,MLG67,19,5,MLG67,27,5,0,8,12.939739227294922,0.479249601010923
176,176,176,1-8042,6,5,1-8042,52,11,0,14,24.894543647766113,0.4787412239955022
434,434,434,MLG59,19,5,MLG59,71,13,0,21,33.84181547164917,0.4766452883330869
60,60,60,1-18202,8,9,1-18202,23,0,0,11,10.917141437530518,0.4746583233708921
2,2,2,MLG17,19,5,MLG17,153,15,0,58,72.56310939788818,0.47426868887508616
353,353,353,MLG50,13,12,MLG50,319,40,0,112,151.1563491821289,0.4738443548029119
357,357,357,1-4760,15,7,1-4760,40,8,0,11,18.917141437530518,0.47292853593826295
91,91,91,72-12171,18,14,72-12171,19,7,0,2,8.98493480682373,0.4728913056223016
258,258,258,1-9516,5,13,1-9516,76,11,0,25,35.81168508529663,0.47120638270127146
354,354,354,1-9417,16,17,1-9417,76,8,0,28,35.78908729553223,0.47090904336226613
141,141,141,MLG45,10,10,MLG45,70,16,0,17,32.87194585800171,0.46959922654288155
203,203,203,1-1250,17,6,1-1250,34,7,0,9,15.932206630706787,0.4685943126678467
478,478,478,1-9394,9,8,1-9394,117,24,0,31,54.76648950576782,0.4680896538954515
536,536,536,1-9971,17,6,1-9971,15,3,0,4,6.969869613647461,0.4646579742431641
140,140,140,1-2294,2,18,1-2294,75,9,0,26,34.804152488708496,0.4640553665161133
409,409,409,1-9645,18,14,1-9645,69,29,0,3,31.977402210235596,0.46344061174254486
475,475,475,1-18234,5,13,1-18234,43,3,0,17,19.87194585800171,0.4621382757674816
266,266,266,1-2103,14,15,1-2103,26,3,0,9,11.932206630706787,0.45893102425795335
300,300,300,1-4020,18,14,1-4020,37,14,0,3,16.977402210235596,0.45884870838474584
270,270,270,1-1390,3,21,1-1390,98,18,0,27,44.79661989212036,0.45710836624612616
290,290,290,1-8341,8,9,1-8341,197,35,0,55,89.58570718765259,0.4547497826784395
268,268,268,MLG44,6,19,MLG44,59,3,0,24,26.819217681884766,0.4545630115573689
349,349,349,1-3052,5,13,1-3052,166,33,0,42,74.68363094329834,0.4499013912246888
130,130,130,1-1833,9,8,1-1833,124,26,0,30,55.77402210235596,0.44979050082545124
498,498,498,1-19915,6,19,1-19915,62,6,0,22,27.834282875061035,0.4489400463719522
305,305,305,1-7866,15,7,1-7866,318,39,0,104,142.21660995483398,0.44722204388312575
407,407,407,1-8421,14,15,1-8421,109,12,0,37,48.721293926239014,0.4469843479471469
