Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,exam,slot,Exam Group,Exam Block,size,b2bs,confs,2i3s,score,score_norm
256,256,256,256,256,256,1-0296,3,1-0296,3,41,5,0,23,8.383294252678752,0.20447059152875005
263,263,263,263,263,263,1-6061,11,1-6061,12,40,7,0,8,8.17679800093174,0.2044199500232935
93,93,93,93,93,93,MLG52,11,MLG52,12,125,18,0,51,25.50208725593984,0.20401669804751874
144,144,144,144,144,144,1-7058,15,1-7058,17,80,16,0,2,16.294199500232935,0.2036774937529117
7,7,7,7,7,7,MLG69,10,MLG69,13,576,109,0,56,117.23758600652218,0.20353747570576766
9,9,9,9,9,9,1-3523,3,1-3523,3,543,88,0,150,110.06496251747012,0.20269790518871109
64,64,64,64,64,64,MLG29,7,MLG29,7,164,26,0,49,33.207887755706906,0.20248712046162748
80,80,80,80,80,80,1-0053,7,1-0053,7,142,25,0,19,27.794895252212882,0.19573869895924564
4,4,4,4,4,4,MLG68,15,MLG68,17,642,114,0,76,125.17958100885153,0.19498377104182482
275,275,275,275,275,275,1-4020,9,1-4020,11,37,6,0,8,7.17679800093174,0.19396751353869568
423,423,423,423,423,423,MLG46,12,MLG46,14,17,3,0,1,3.1470997501164675,0.1851235147127334
512,512,512,512,512,512,1-5799,4,1-5799,14,7,1,0,2,1.294199500232935,0.18488564289041928
12,12,12,12,12,12,1-7024,8,1-7024,9,498,68,0,150,90.06496251747012,0.1808533383884942
260,260,260,260,260,260,1-4760,15,1-4760,17,40,7,0,1,7.1470997501164675,0.1786774937529117
243,243,243,243,243,243,1-19166,10,1-19166,13,45,7,0,7,8.029698250815272,0.17843773890700604
387,387,387,387,387,387,1-9436,4,1-9436,4,21,3,0,5,3.7354987505823374,0.17788089288487322
345,345,345,345,345,345,1-3584,7,1-3584,17,26,3,0,11,4.618097251281142,0.1776191250492747
22,22,22,22,22,22,MLG50,13,MLG50,15,319,43,0,90,56.23897751048207,0.17629773514257704
125,125,125,125,125,125,1-1390,14,1-1390,16,98,15,0,14,17.059396501630545,0.17407547450643412
327,327,327,327,327,327,1-8988,11,1-8988,2,29,4,0,7,5.029698250815272,0.173437870717768
221,221,221,221,221,221,1-4355,3,1-4355,3,49,7,0,10,8.470997501164675,0.17287750002376887
20,20,20,20,20,20,1-8067,6,1-8067,6,322,50,0,36,55.29559100419283,0.17172543790121997
71,71,71,71,71,71,1-4417,16,1-4417,18,151,21,0,33,25.854291753843427,0.17122047519101607
301,301,301,301,301,301,1-8400,8,1-8400,9,33,3,0,18,5.647795502096415,0.1711453182453459
441,441,441,441,441,441,1-9997,7,1-9997,7,16,2,0,5,2.7354987505823374,0.1709686719113961
247,247,247,247,247,247,1-6734,6,1-6734,14,44,6,0,10,7.470997501164675,0.1697953977537426
94,94,94,94,94,94,1-1005,7,1-1005,7,125,17,0,26,20.824593503028154,0.16659674802422522
151,151,151,151,151,151,MLG38,4,MLG38,4,77,11,0,11,12.618097251281142,0.16387139287378108
169,169,169,169,169,169,1-7268,9,1-7268,11,70,10,0,10,11.470997501164675,0.16387139287378108
91,91,91,91,91,91,1-9270,12,1-9270,14,128,18,0,20,20.94199500232935,0.16360933595569804
148,148,148,148,148,148,1-0278,13,1-0278,15,79,10,0,17,12.500695751979947,0.15823665508835377
245,245,245,245,245,245,1-1183,22,1-1183,10,45,0,0,48,7.060788005590439,0.156906400124232
78,78,78,78,78,78,1-1570,12,1-1570,14,142,18,0,29,22.265892753377557,0.1568020616435039
66,66,66,66,66,66,MLG48,6,MLG48,6,159,13,0,80,24.767980009317398,0.15577345917809685
286,286,286,286,286,286,1-1770,13,1-1770,11,35,5,0,3,5.441299250349402,0.15546569286712578
46,46,46,46,46,46,1-2282,4,1-2282,4,219,29,0,33,33.85429175384343,0.15458580709517547
326,326,326,326,326,326,1-0027,7,1-0027,7,29,3,0,10,4.470997501164675,0.1541723276263681
127,127,127,127,127,127,1-5891,9,1-5891,17,96,12,0,19,14.794895252212882,0.15411349221055085
412,412,412,412,412,412,1-0055,14,1-0055,16,18,2,0,5,2.7354987505823374,0.15197215281012985
368,368,368,368,368,368,1-6858,5,1-6858,5,23,3,0,3,3.4412992503494024,0.14962170653693055
350,350,350,350,350,350,1-9609,16,1-9609,12,25,3,0,5,3.7354987505823374,0.1494199500232935
357,357,357,357,357,357,1-9650,14,1-9650,16,25,3,0,5,3.7354987505823374,0.1494199500232935
199,199,199,199,199,199,1-20167,11,1-20167,4,56,6,0,16,8.35359600186348,0.14917135717613356
79,79,79,79,79,79,1-0129,13,1-0129,15,142,14,0,48,21.06078800559044,0.14831540849007352
150,150,150,150,150,150,1-3083,3,1-3083,3,78,7,0,31,11.560092253610492,0.14820631094372425
75,75,75,75,75,75,1-2545,2,1-2545,2,145,18,0,23,21.383294252678752,0.14747099484606035
359,359,359,359,359,359,1-7839,20,1-7839,8,24,0,0,24,3.5303940027952194,0.14709975011646748
0,0,0,0,0,0,1-6098,7,1-6098,7,1327,137,0,394,194.95730154588819,0.14691582633450503
14,14,14,14,14,14,1-1317,6,1-1317,6,414,53,0,53,60.796286756172776,0.14685093419365405
11,11,11,11,11,11,MLG56,10,MLG56,13,511,56,0,122,73.94616951420903,0.14470874660314878
139,139,139,139,139,139,MLG11,13,MLG11,15,87,4,0,58,12.531785506755114,0.14404351157189785
23,23,23,23,23,23,1-7866,3,1-7866,3,318,26,0,134,45.71136651560664,0.14374643558366867
300,300,300,300,300,300,1-18709,7,1-18709,3,33,4,0,5,4.735498750582337,0.1434999621388587
157,157,157,157,157,157,1-17733,6,1-17733,6,74,9,0,11,10.618097251281142,0.14348780069298842
51,51,51,51,51,51,MLG65,4,MLG65,4,201,25,0,24,28.53039400279522,0.14194225872037422
389,389,389,389,389,389,1-7842,18,1-7842,20,21,0,0,20,2.9419950023293495,0.1400950001109214
281,281,281,281,281,281,1-3312,6,1-3312,6,36,4,0,7,5.029698250815272,0.13971384030042422
27,27,27,27,27,27,1-1608,9,1-1608,11,307,31,0,79,42.62088025920093,0.138830228857332
147,147,147,147,147,147,1-2423,11,1-2423,12,79,7,0,26,10.824593503028154,0.13702017092440702
70,70,70,70,70,70,1-1224,14,1-1224,16,151,12,0,59,20.67888525687158,0.136946259979282
377,377,377,377,377,377,1-9892,12,1-9892,14,22,3,0,0,3.0,0.13636363636363635
10,10,10,10,10,10,MLG62,4,MLG62,4,525,56,0,105,71.44547376222908,0.13608661668996017
176,176,176,176,176,176,1-6561,12,1-6561,14,65,8,0,5,8.735498750582337,0.1343922884704975
38,38,38,38,38,38,1-4649,10,1-4649,13,244,28,0,29,32.26589275337756,0.1322372653826949
126,126,126,126,126,126,1-6693,7,1-6693,7,98,10,0,17,12.500695751979947,0.12755811991816274
295,295,295,295,295,295,1-1942,1,1-1942,1,34,3,0,9,4.323897751048207,0.12717346326612375
208,208,208,208,208,208,1-5355,12,1-5355,14,53,6,0,5,6.735498750582337,0.12708488208645918
292,292,292,292,292,292,1-9740,4,1-9740,4,34,4,0,2,4.294199500232935,0.12629998530096867
362,362,362,362,362,362,1-1827,9,1-1827,11,24,2,0,7,3.0296982508152723,0.126237427117303
65,65,65,65,65,65,1-4319,5,1-4319,5,163,16,0,30,20.412992503494024,0.1252330828435216
503,503,503,503,503,503,1-5531,1,1-5531,1,8,1,0,0,1.0,0.125
235,235,235,235,235,235,1-1989,24,1-1989,19,46,0,0,39,5.736890254542232,0.12471500553352677
311,311,311,311,311,311,1-8938,4,1-8938,4,30,3,0,5,3.7354987505823374,0.12451662501941124
319,319,319,319,319,319,1-18935,3,1-18935,2,30,3,0,5,3.7354987505823374,0.12451662501941124
338,338,338,338,338,338,1-3589,1,1-3589,1,27,3,0,2,3.294199500232935,0.12200738889751611
62,62,62,62,62,62,1-6878,16,1-6878,18,167,6,0,97,20.268675761297345,0.12136931593591224
72,72,72,72,72,72,1-9497,7,1-9497,7,150,12,0,42,18.178189504891634,0.1211879300326109
274,274,274,274,274,274,1-7744,12,1-7744,14,37,4,0,3,4.441299250349402,0.12003511487430818
331,331,331,331,331,331,1-5981,10,1-5981,2,28,2,0,9,3.3238977510482073,0.11871063396600741
117,117,117,117,117,117,1-7019,16,1-7019,9,107,10,0,18,12.647795502096415,0.1182036962812749
171,171,171,171,171,171,1-9645,8,1-9645,9,69,8,0,1,8.147099750116467,0.11807390942197779
386,386,386,386,386,386,1-4855,9,1-4855,11,22,2,0,4,2.58839900046587,0.1176545000211759
63,63,63,63,63,63,1-3052,1,1-3052,1,166,16,0,24,19.53039400279522,0.11765297592045312
18,18,18,18,18,18,MLG63,3,MLG63,3,380,32,0,81,43.915079759433866,0.11556599936693122
143,143,143,143,143,143,1-9286,9,1-9286,11,81,8,0,9,9.323897751048207,0.11510984877837294
392,392,392,392,392,392,MLG33,4,MLG33,4,20,2,0,2,2.294199500232935,0.11470997501164674
324,324,324,324,324,324,1-5515,9,1-5515,11,29,2,0,9,3.3238977510482073,0.11461716382924853
268,268,268,268,268,268,1-8493,13,1-8493,15,38,4,0,2,4.294199500232935,0.11300525000612986
55,55,55,55,55,55,1-1462,1,1-1462,1,192,19,0,17,21.500695751979947,0.11198279037489556
408,408,408,408,408,408,1-9495,15,1-9495,17,18,2,0,0,2.0,0.1111111111111111
545,545,545,545,545,545,1-4926,24,1-4926,19,4,0,0,3,0.4412992503494024,0.1103248125873506
97,97,97,97,97,97,1-1833,4,1-1833,4,124,12,0,10,13.470997501164675,0.10863707662229577
197,197,197,197,197,197,1-6006,1,1-6006,1,57,5,0,8,6.17679800093174,0.10836487720932877
477,477,477,477,477,477,1-8222,14,1-8222,16,12,1,0,2,1.294199500232935,0.10784995835274458
48,48,48,48,48,48,MLG30,16,MLG30,18,208,14,0,57,22.384685756638646,0.10761868152230118
89,89,89,89,89,89,1-9831,5,1-9831,5,132,6,0,55,14.090486256405711,0.10674610800307358
376,376,376,376,376,376,1-18487,13,1-18487,15,23,2,0,3,2.4412992503494024,0.10614344566736532
294,294,294,294,294,294,1-3106,4,1-3106,4,34,3,0,4,3.58839900046587,0.10554114707252558
255,255,255,255,255,255,1-3564,3,1-3564,3,41,3,0,9,4.323897751048207,0.10546092075727335
160,160,160,160,160,160,1-5197,6,1-5197,6,72,6,0,10,7.470997501164675,0.1037638541828427
358,358,358,358,358,358,1-8627,9,1-8627,11,25,2,0,4,2.58839900046587,0.1035359600186348
105,105,105,105,105,105,1-7042,2,1-7042,2,117,10,0,14,12.059396501630545,0.10307176497120124
493,493,493,493,493,493,1-0033,20,1-0033,8,10,0,0,7,1.0296982508152723,0.10296982508152723
3,3,3,3,3,3,1-6181,16,1-6181,18,659,41,0,181,67.62505477108061,0.10261768554033476
348,348,348,348,348,348,1-3087,18,1-3087,20,26,0,0,18,2.6477955020964146,0.1018382885421698
234,234,234,234,234,234,1-10451,11,1-10451,12,46,2,0,18,4.647795502096415,0.10103903265426988
41,41,41,41,41,41,1-9283,9,1-9283,11,235,18,0,39,23.73689025454223,0.10100804363634992
2,2,2,2,2,2,1-6240,9,1-6240,11,698,44,0,176,69.88955602049828,0.10012830375429553
489,489,489,489,489,489,1-7521,15,1-7521,17,10,1,0,0,1.0,0.1
491,491,491,491,491,491,1-5555,8,1-5555,9,10,1,0,0,1.0,0.1
371,371,371,371,371,371,1-6035,12,1-6035,14,23,2,0,2,2.294199500232935,0.09974780435795369
73,73,73,73,73,73,MLG12,11,MLG12,12,146,6,0,58,14.531785506755114,0.09953277744352818
430,430,430,430,430,430,1-8023,16,1-8023,18,16,1,0,4,1.58839900046587,0.09927493752911687
106,106,106,106,106,106,1-9963,12,1-9963,14,116,9,0,17,11.500695751979947,0.09914392889637885
56,56,56,56,56,56,1-8427,9,1-8427,11,189,15,0,23,18.383294252678752,0.09726610715703043
114,114,114,114,114,114,1-7152,20,1-7152,8,109,0,0,72,10.591182008385658,0.09716680741638219
59,59,59,59,59,59,1-8573,5,1-8573,5,184,14,0,26,17.824593503028154,0.09687279077732693
129,129,129,129,129,129,1-4531,1,1-4531,1,94,8,0,7,9.029698250815272,0.09606061968952417
470,470,470,470,470,470,1-9055,1,1-9055,1,12,1,0,1,1.1470997501164675,0.09559164584303896
33,33,33,33,33,33,1-6296,16,1-6296,18,254,17,0,49,24.207887755706906,0.0953066447075075
87,87,87,87,87,87,1-3141,12,1-3141,14,136,10,0,19,12.794895252212882,0.09408011214862413
344,344,344,344,344,344,1-2103,12,1-2103,14,26,2,0,3,2.4412992503494024,0.09389612501343855
293,293,293,293,293,293,1-1250,15,1-1250,17,34,3,0,1,3.1470997501164675,0.0925617573563667
450,450,450,450,450,450,1-11206,12,1-11206,14,14,1,0,2,1.294199500232935,0.09244282144520964
297,297,297,297,297,297,1-9630,12,1-9630,14,33,2,0,7,3.0296982508152723,0.0918090379034931
152,152,152,152,152,152,1-10038,14,1-10038,16,76,4,0,20,6.9419950023293495,0.09134203950433355
480,480,480,480,480,480,1-5653,14,1-5653,16,11,1,0,0,1.0,0.09090909090909091
47,47,47,47,47,47,1-0303,18,1-0303,20,212,0,0,130,19.122967515140772,0.09020267695821119
145,145,145,145,145,145,1-9491,18,1-9491,20,80,0,0,49,7.207887755706906,0.09009859694633633
428,428,428,428,428,428,1-9606,7,1-9606,7,16,1,0,3,1.4412992503494024,0.09008120314683765
140,140,140,140,140,140,1-8066,15,1-8066,17,86,7,0,5,7.735498750582337,0.08994765989049229
283,283,283,283,283,283,1-6909,3,1-6909,4,36,1,0,15,3.206496251747012,0.0890693403263059
30,30,30,30,30,30,1-10785,12,1-10785,14,279,17,0,53,24.796286756172776,0.08887557977122859
354,354,354,354,354,354,1-7530,20,1-7530,13,25,0,0,15,2.206496251747012,0.08825985006988049
15,15,15,15,15,15,1-1580,2,1-1580,2,400,29,0,42,35.178189504891634,0.08794547376222908
6,6,6,6,6,6,MLG54,11,MLG54,12,595,29,0,153,51.506261767819524,0.0865651458282681
418,418,418,418,418,418,1-17835,20,1-17835,16,17,0,0,10,1.4709975011646748,0.08652926477439263
257,257,257,257,257,257,1-19286,5,1-19286,5,40,3,0,3,3.4412992503494024,0.08603248125873506
325,325,325,325,325,325,1-9338,14,1-9338,15,29,1,0,10,2.4709975011646748,0.08520681038498878
406,406,406,406,406,406,1-3265,3,1-3265,3,19,1,0,4,1.58839900046587,0.08359994739294052
315,315,315,315,315,315,1-9614,10,1-9614,2,30,2,0,3,2.4412992503494024,0.08137664167831342
329,329,329,329,329,329,1-5980,7,1-5980,4,29,1,0,9,2.3238977510482073,0.08013440520855887
133,133,133,133,133,133,MLG53,14,MLG53,15,91,3,0,29,7.265892753377557,0.07984497531184129
180,180,180,180,180,180,1-10539,18,1-10539,20,63,0,0,34,5.001391503959894,0.07938716672952213
156,156,156,156,156,156,1-2294,5,1-2294,5,75,4,0,13,5.912296751514077,0.07883062335352103
291,291,291,291,291,291,1-0037,14,1-0037,14,35,2,0,5,2.7354987505823374,0.07815710715949535
290,290,290,290,290,290,1-3509,16,1-3509,18,35,2,0,5,2.7354987505823374,0.07815710715949535
181,181,181,181,181,181,MLG84,6,MLG84,6,63,4,0,6,4.882598500698805,0.07750156350315564
467,467,467,467,467,467,1-0031,10,1-0031,13,13,1,0,0,1.0,0.07692307692307693
462,462,462,462,462,462,1-4052,15,1-4052,17,13,1,0,0,1.0,0.07692307692307693
375,375,375,375,375,375,1-7213,8,1-7213,9,23,1,0,5,1.7354987505823374,0.07545646741662336
121,121,121,121,121,121,1-9333,18,1-9333,20,102,0,0,52,7.649187006056309,0.07499202947114028
231,231,231,231,231,231,1-7991,11,1-7991,15,46,3,0,3,3.4412992503494024,0.07481085326846527
193,193,193,193,193,193,1-8094,3,1-8094,3,58,3,0,9,4.323897751048207,0.0745499612249691
155,155,155,155,155,155,1-8157,22,1-8157,10,75,0,0,38,5.589790504425764,0.07453054005901019
320,320,320,320,320,320,1-18203,8,1-18203,9,29,2,0,1,2.1470997501164675,0.07403792241780922
298,298,298,298,298,298,1-7481,1,1-7481,1,33,2,0,3,2.4412992503494024,0.07397876516210311
98,98,98,98,98,98,1-5043,13,1-5043,15,123,6,0,21,9.089094752445817,0.07389507928817737
277,277,277,277,277,277,1-10060,18,1-10060,20,36,0,0,18,2.6477955020964146,0.07354987505823374
205,205,205,205,205,205,1-8398,22,1-8398,4,54,0,0,27,3.971693253144622,0.07354987505823374
455,455,455,455,455,455,1-18377,20,1-18377,8,14,0,0,7,1.0296982508152723,0.07354987505823374
270,270,270,270,270,270,1-9651,18,1-9651,20,38,0,0,19,2.794895252212882,0.07354987505823374
347,347,347,347,347,347,1-7204,18,1-7204,20,26,0,0,13,1.9122967515140772,0.07354987505823374
451,451,451,451,451,451,1-11329,22,1-11329,10,14,0,0,7,1.0296982508152723,0.07354987505823374
468,468,468,468,468,468,1-9946,18,1-9946,20,12,0,0,6,0.8825985006988049,0.07354987505823374
411,411,411,411,411,411,1-8124,3,1-8124,3,18,1,0,2,1.294199500232935,0.07189997223516305
436,436,436,436,436,436,1-9115,11,1-9115,12,16,1,0,1,1.1470997501164675,0.07169373438227922
222,222,222,222,222,222,1-8705,16,1-8705,18,48,3,0,3,3.4412992503494024,0.07169373438227922
124,124,124,124,124,124,1-0292,16,1-0292,18,99,0,0,48,7.060788005590439,0.07132109096555998
206,206,206,206,206,206,1-8544,20,1-8544,8,54,0,0,26,3.8245935030281544,0.07082580561163249
16,16,16,16,16,16,1-7140,16,1-7140,18,397,14,0,95,27.97447626106441,0.07046467572056526
158,158,158,158,158,158,1-9808,16,1-9808,18,74,3,0,15,5.206496251747012,0.0703580574560407
21,21,21,21,21,21,MLG02,16,MLG02,18,320,12,0,71,22.44408225826919,0.07013775705709122
337,337,337,337,337,337,1-6532,8,1-6532,9,27,1,0,6,1.8825985006988049,0.06972587039625203
132,132,132,132,132,132,MLG55,18,MLG55,20,92,0,0,43,6.3252892550081015,0.06875314407617501
316,316,316,316,316,316,1-8181,7,1-8181,7,30,1,0,7,2.0296982508152723,0.06765660836050907
416,416,416,416,416,416,1-9907,9,1-9907,11,17,1,0,1,1.1470997501164675,0.06747645588920397
426,426,426,426,426,426,1-3639,5,1-3639,5,17,1,0,1,1.1470997501164675,0.06747645588920397
334,334,334,334,334,334,1-18994,3,1-18994,3,28,1,0,6,1.8825985006988049,0.06723566073924303
90,90,90,90,90,90,1-7070,9,1-7070,11,129,7,0,11,8.618097251281142,0.06680695543628792
204,204,204,204,204,204,1-8576,16,1-8576,18,55,3,0,4,3.58839900046587,0.06524361819028854
433,433,433,433,433,433,1-20641,20,1-20641,8,16,0,0,7,1.0296982508152723,0.06435614067595452
83,83,83,83,83,83,MLG13,1,MLG13,1,140,5,0,27,8.971693253144622,0.0640835232367473
202,202,202,202,202,202,1-6787,4,1-6787,4,56,3,0,4,3.58839900046587,0.06407855357974768
414,414,414,414,414,414,MLG06,13,MLG06,15,18,1,0,1,1.1470997501164675,0.06372776389535931
351,351,351,351,351,351,1-2324,9,1-2324,11,25,1,0,4,1.58839900046587,0.06353596001863479
296,296,296,296,296,296,1-0205,1,1-0205,1,34,2,0,1,2.1470997501164675,0.06314999265048434
458,458,458,458,458,458,1-9667,18,1-9667,20,14,0,0,6,0.8825985006988049,0.06304275004991464
434,434,434,434,434,434,1-4149,1,1-4149,1,16,1,0,0,1.0,0.0625
437,437,437,437,437,437,1-4098,15,1-4098,17,16,1,0,0,1.0,0.0625
427,427,427,427,427,427,1-3104,1,1-3104,1,16,1,0,0,1.0,0.0625
288,288,288,288,288,288,1-9761,1,1-9761,1,35,2,0,1,2.1470997501164675,0.061345707146184786
226,226,226,226,226,226,1-4634,20,1-4634,8,48,0,0,20,2.9419950023293495,0.06129156254852811
278,278,278,278,278,278,1-7845,18,1-7845,20,36,0,0,15,2.206496251747012,0.06129156254852811
425,425,425,425,425,425,1-0003,22,1-0003,11,17,0,0,7,1.0296982508152723,0.06057048534207484
130,130,130,130,130,130,1-3139,1,1-3139,1,93,4,0,11,5.618097251281142,0.06040964786323809
142,142,142,142,142,142,1-8084,7,1-8084,7,82,3,0,13,4.912296751514077,0.05990605794529363
82,82,82,82,82,82,1-8188,18,1-8188,20,140,0,0,57,8.384685756638646,0.0598906125474189
37,37,37,37,37,37,1-5775,18,1-5775,20,244,0,0,99,14.56287526153028,0.05968391500627164
227,227,227,227,227,227,1-1957,22,1-1957,10,47,0,0,19,2.794895252212882,0.05946585643006132
162,162,162,162,162,162,1-7614,18,1-7614,20,72,0,0,29,4.265892753377557,0.05924851046357718
170,170,170,170,170,170,1-6594,18,1-6594,20,70,0,0,28,4.118793003261089,0.05883990004658699
534,534,534,534,534,534,1-8379,18,1-8379,20,5,0,0,2,0.29419950023293495,0.05883990004658699
394,394,394,394,394,394,1-9697,18,1-9697,20,20,0,0,8,1.1767980009317398,0.05883990004658699
443,443,443,443,443,443,1-19222,6,1-19222,6,15,0,0,6,0.8825985006988049,0.05883990004658699
111,111,111,111,111,111,1-0272,20,1-0272,8,111,0,0,44,6.472389005124569,0.058309810856978096
183,183,183,183,183,183,1-19915,12,1-19915,14,62,3,0,4,3.58839900046587,0.05787740323332048
104,104,104,104,104,104,1-9394,22,1-9394,10,117,0,0,46,6.766588505357504,0.05783408978938037
141,141,141,141,141,141,1-8820,5,1-8820,5,83,2,0,19,4.794895252212882,0.057769822315817856
398,398,398,398,398,398,1-20047,12,1-20047,14,20,1,0,1,1.1470997501164675,0.05735498750582337
131,131,131,131,131,131,1-9925,5,1-9925,5,93,5,0,2,5.294199500232935,0.0569268763465907
53,53,53,53,53,53,1-8341,1,1-8341,1,197,9,0,15,11.206496251747012,0.056885767775365546
190,190,190,190,190,190,1-7819,1,1-7819,1,59,1,0,16,3.3535960018634796,0.056840610201075926
177,177,177,177,177,177,1-9498,12,1-9498,14,64,3,0,4,3.58839900046587,0.05606873438227922
390,390,390,390,390,390,1-20003,8,1-20003,9,21,0,0,8,1.1767980009317398,0.05603800004436856
115,115,115,115,115,115,1-8421,12,1-8421,14,109,3,0,21,6.089094752445817,0.055863254609594654
49,49,49,49,49,49,1-6974,18,1-6974,20,207,0,0,78,11.473780509084463,0.05542889134823412
137,137,137,137,137,137,1-6611,20,1-6611,8,89,0,0,33,4.854291753843427,0.05454260397576884
100,100,100,100,100,100,1-5172,12,1-5172,14,120,4,0,17,6.500695751979947,0.054172464599832895
312,312,312,312,312,312,1-1850,18,1-1850,20,30,0,0,11,1.6180972512811422,0.05393657504270474
232,232,232,232,232,232,1-8095,1,1-8095,1,46,1,0,10,2.4709975011646748,0.05371733698184076
385,385,385,385,385,385,1-18615,18,1-18615,20,22,0,0,8,1.1767980009317398,0.05349081822416999
249,249,249,249,249,249,1-6916,1,1-6916,1,43,2,0,2,2.294199500232935,0.05335347674960314
68,68,68,68,68,68,1-1015,20,1-1015,8,155,0,0,56,8.237586006522179,0.05314571617111083
402,402,402,402,402,402,1-18603,5,1-18603,5,19,1,0,0,1.0,0.05263157894736842
405,405,405,405,405,405,1-9607,12,1-9607,14,19,1,0,0,1.0,0.05263157894736842
456,456,456,456,456,456,1-7995,18,1-7995,20,14,0,0,5,0.7354987505823374,0.05253562504159553
419,419,419,419,419,419,1-0001,18,1-0001,20,17,0,0,6,0.8825985006988049,0.05191755886463558
60,60,60,60,60,60,1-3068,20,1-3068,8,180,0,0,63,9.267284257337451,0.051484912540763615
330,330,330,330,330,330,1-9818,4,1-9818,4,28,1,0,3,1.4412992503494024,0.05147497322676437
369,369,369,369,369,369,MLG39,18,MLG39,20,23,0,0,8,1.1767980009317398,0.05116513047529304
1,1,1,1,1,1,1-9227,1,1-9227,1,801,28,0,88,40.94477801024914,0.05111707616760192
258,258,258,258,258,258,1-17758,5,1-17758,5,40,1,0,7,2.0296982508152723,0.050742456270381806
95,95,95,95,95,95,1-5626,12,1-5626,14,125,5,0,9,6.323897751048207,0.05059118200838566
58,58,58,58,58,58,MLG49,18,MLG49,20,185,0,0,63,9.267284257337451,0.05009342841804028
186,186,186,186,186,186,1-19004,15,1-19004,17,60,3,0,0,3.0,0.05
163,163,163,163,163,163,1-6692,22,1-6692,12,71,0,0,24,3.5303940027952194,0.049723859194298864
