Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,exam,slot,Exam Group,Exam Block,size,b2bs,confs,2i3s,score,score_norm
168,168,168,168,168,168,168,MLG45,4,MLG45,5,70,17,1,8,1024.6881756782532,14.638402509689332
8,8,8,8,8,8,8,1-10468,4,1-10468,5,549,57,1,79,1132.92073482275,2.063607895852004
15,15,15,15,15,15,15,1-1580,6,1-1580,2,400,33,0,249,272.29446798563004,0.680736169964075
66,66,66,66,66,66,66,MLG48,5,MLG48,6,159,17,0,92,105.4140202999115,0.662981259747871
85,85,85,85,85,85,85,1-1131,14,1-1131,12,138,27,0,64,88.50540542602539,0.6413435175798942
67,67,67,67,67,67,67,1-3516,19,1-3516,8,156,0,0,95,91.29708617925644,0.5852377319183105
4,4,4,4,4,4,4,MLG68,8,MLG68,17,642,101,0,284,373.93023657798767,0.5824458513675821
81,81,81,81,81,81,81,1-7682,13,1-7682,11,141,27,0,56,80.81722974777222,0.5731718421827817
56,56,56,56,56,56,56,1-8427,13,1-8427,11,189,9,0,96,101.25810813903809,0.5357571859208364
22,22,22,22,22,22,22,MLG50,10,MLG50,15,319,43,0,132,169.85489869117737,0.5324604974645059
71,71,71,71,71,71,71,1-4417,21,1-4417,18,151,0,0,82,78.80380070209503,0.5218794748483114
34,34,34,34,34,34,34,MLG51,9,MLG51,16,248,66,0,65,128.46642738580704,0.5180097878459962
143,143,143,143,143,143,143,1-9286,13,1-9286,11,81,9,0,34,41.67474663257599,0.5145030448466171
19,19,19,19,19,19,19,1-7863,11,1-7863,14,351,17,0,167,177.490667283535,0.505671416762208
41,41,41,41,41,41,41,1-9283,13,1-9283,11,235,19,0,101,116.06321793794632,0.493886033778495
30,30,30,30,30,30,30,1-10785,11,1-10785,14,279,28,0,113,136.59548145532608,0.4895895392664017
12,12,12,12,12,12,12,1-7024,16,1-7024,9,498,69,0,181,242.94497472047806,0.4878413146997551
124,124,124,124,124,124,124,1-0292,21,1-0292,18,99,0,0,50,48.051097989082336,0.4853646261523468
54,54,54,54,54,54,54,1-1350,13,1-1350,11,195,34,0,63,94.54438346624374,0.4848429921345833
146,146,146,146,146,146,146,MLG78,10,MLG78,15,80,17,0,22,38.14248311519623,0.47678103893995283
358,358,358,358,358,358,358,1-8627,13,1-8627,11,25,3,0,9,11.64919763803482,0.46596790552139283
295,295,295,295,295,295,295,1-1942,1,1-1942,1,34,0,0,16,15.376351356506348,0.45224562813253966
31,31,31,31,31,31,31,1-9156,15,1-9156,10,268,22,0,103,120.98526185750961,0.4514375442444389
91,91,91,91,91,91,91,1-9270,11,1-9270,14,128,23,0,36,57.59679055213928,0.44997492618858814
20,20,20,20,20,20,20,1-8067,5,1-8067,6,322,43,0,106,144.86832773685455,0.4499016389343309
189,189,189,189,189,189,189,MLG10,23,MLG10,20,60,23,0,4,26.844087839126587,0.4474014639854431
84,84,84,84,84,84,84,1-2382,3,1-2382,4,139,17,0,47,62.168032109737396,0.4472520295664561
